Player,Team,Season,PPG,RPG,APG,WinPct,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Ray Allen,BOS,11/12,14.2,3.1,2.4,0.591,4.7,0,111,101,14.8,2.2,18.6,1.6,False
Tiago Splitter,SAS,11/12,9.3,5.2,1.1,0.758,4.6,0,117,102,20.5,2.0,20.7,1.1,False
Kenneth Faried,DEN,11/12,10.2,7.7,0.8,0.576,4.6,0,123,103,21.9,2.2,18.7,1.1,False
Danny Green,SAS,11/12,9.1,3.5,1.3,0.758,4.5,0,112,103,15.5,3.0,17.6,1.9,False
Nikola Peković,MIN,11/12,13.9,7.4,0.7,0.394,4.5,0,117,107,21.4,1.0,21.9,1.0,False
Rodney Stuckey,DET,11/12,14.8,2.6,3.8,0.379,4.5,0,112,109,17.6,0.6,23.7,1.1,False
Taj Gibson,CHI,11/12,7.7,5.3,0.7,0.758,4.5,0,109,96,16.9,0.8,18.6,0.9,False
Mike Dunleavy,MIL,11/12,12.3,3.7,2.1,0.47,4.4,0,118,108,16.6,1.4,19.0,1.3,False
Isaiah Thomas,SAC,11/12,11.5,2.6,4.1,0.333,4.3,0,116,113,17.6,0.8,19.8,1.2,False
Matt Barnes,LAL,11/12,7.8,5.5,2.0,0.621,4.3,0,112,103,15.5,1.6,16.4,1.3,False
Mario Chalmers,MIA,11/12,9.8,2.7,3.5,0.697,4.3,0,104,101,12.9,0.4,17.4,1.1,False
Manu Ginóbili,SAS,11/12,12.9,3.4,4.4,0.758,4.2,0,125,104,24.1,6.9,22.7,1.8,True
Jrue Holiday,PHI,11/12,13.5,3.3,4.5,0.53,4.2,0,99,101,14.7,0.4,21.8,1.3,False
DeMarcus Cousins,SAC,11/12,18.1,11.0,1.6,0.333,4.2,0,102,104,21.7,-0.8,29.7,0.6,False
Devin Harris,UTA,11/12,11.3,1.8,5.0,0.545,4.2,0,112,109,16.0,0.8,19.5,1.2,False
Tony Allen,MEM,11/12,9.8,4.0,1.4,0.621,4.2,0,106,100,15.7,1.7,18.4,1.4,False
Amar'e Stoudemire,NYK,11/12,17.5,7.8,1.1,0.545,4.1,0,104,101,17.7,-0.3,25.4,0.7,False
Jodie Meeks,PHI,11/12,8.4,2.4,0.8,0.53,4.1,0,111,103,11.5,-0.7,15.2,0.5,False
Samuel Dalembert,HOU,11/12,7.5,7.0,0.5,0.515,4.1,0,108,100,16.9,0.1,16.6,0.7,False
Deron Williams,BRK,11/12,21.0,3.3,8.7,0.333,4.1,0,106,111,20.3,2.3,30.1,2.2,True
Kyrie Irving,CLE,11/12,18.5,3.7,5.4,0.318,4.1,0,109,110,21.4,4.1,28.7,2.4,False
DeJuan Blair,SAS,11/12,9.5,5.5,1.2,0.758,4.0,0,108,102,17.6,-0.3,21.7,0.6,False
George Hill,IND,11/12,9.6,3.0,2.9,0.636,4.0,0,117,105,15.7,2.3,17.2,1.4,False
Amir Johnson,TOR,11/12,7.1,6.4,1.2,0.348,4.0,0,109,102,14.4,-0.5,14.3,0.6,False
Matt Bonner,SAS,11/12,6.6,3.3,0.9,0.758,4.0,0,124,106,13.2,2.6,12.8,1.5,False
Danilo Gallinari,DEN,11/12,14.6,4.7,2.7,0.576,3.9,0,114,107,16.5,1.8,20.7,1.3,False
Jason Thompson,SAC,11/12,9.1,6.9,1.2,0.333,3.9,0,115,109,16.4,-0.9,15.5,0.5,False
Tyler Hansbrough,IND,11/12,9.3,4.4,0.5,0.636,3.9,0,108,104,14.7,-1.8,20.9,0.1,False
Steve Novak,NYK,11/12,8.8,1.9,0.2,0.545,3.9,0,129,105,15.9,4.1,16.2,1.6,False
Ronnie Brewer,CHI,11/12,6.9,3.5,2.1,0.758,3.9,0,103,99,12.3,0.7,15.3,1.1,False
Ed Davis,TOR,11/12,6.3,6.6,0.9,0.348,3.9,0,108,101,14.2,-0.3,13.8,0.7,False
Jason Terry,DAL,11/12,15.1,2.4,3.6,0.545,3.8,0,103,106,15.7,1.4,23.3,1.7,False
Darren Collison,IND,11/12,10.4,3.1,4.8,0.636,3.8,0,108,107,13.6,-0.2,17.0,0.9,False
Marcus Thornton,SAC,11/12,18.7,3.7,1.9,0.333,3.8,0,111,112,17.4,1.1,23.4,1.4,False
Jarrett Jack,NOP,11/12,15.6,3.9,6.3,0.318,3.8,0,109,108,17.9,1.6,23.3,1.4,False
Channing Frye,PHO,11/12,10.5,5.9,1.4,0.5,3.7,0,106,104,14.9,0.9,19.3,1.2,False
Shawn Marion,DAL,11/12,10.6,7.4,2.1,0.545,3.7,0,100,102,15.0,0.5,19.0,1.2,False
Drew Gooden,MIL,11/12,13.7,6.5,2.6,0.47,3.6,0,105,104,18.8,1.0,25.7,1.1,False
Brandan Wright,DAL,11/12,6.9,3.6,0.3,0.545,3.5,0,124,100,21.6,3.7,17.0,1.1,False
Brandon Rush,GSW,11/12,9.8,3.9,1.4,0.348,3.5,0,115,110,15.2,1.7,15.4,1.6,False
John Wall,WAS,11/12,16.3,4.5,8.0,0.303,3.5,0,100,107,17.7,0.7,24.9,1.6,True
Nick Collison,OKC,11/12,4.5,4.3,1.3,0.712,3.5,0,121,105,12.1,0.2,10.0,0.7,False
Udonis Haslem,MIA,11/12,6.0,7.3,0.7,0.697,3.5,0,102,99,10.9,-2.4,13.5,-0.2,False
Jameer Nelson,ORL,11/12,11.9,3.2,5.7,0.561,3.5,0,106,107,14.6,-0.1,21.4,0.8,False
O.J. Mayo,MEM,11/12,12.6,3.2,2.6,0.621,3.5,0,101,103,14.7,0.8,23.9,1.3,False
Dante Cunningham,MEM,11/12,5.2,3.8,0.6,0.621,3.4,0,115,101,14.9,0.8,13.6,0.8,False
Luis Scola,HOU,11/12,15.5,6.5,2.1,0.515,3.4,0,102,107,15.4,-1.9,24.8,0.0,False
Joel Anthony,MIA,11/12,3.4,3.9,0.1,0.697,3.4,0,113,100,10.3,-0.5,7.8,0.5,False
Ian Mahinmi,DAL,11/12,5.8,4.7,0.2,0.545,3.4,0,113,101,13.5,-2.3,14.4,-0.1,False
Dorell Wright,GSW,11/12,10.3,4.6,1.5,0.348,3.4,0,111,109,15.0,0.9,17.3,1.2,False
Chandler Parsons,HOU,11/12,9.5,4.8,2.1,0.515,3.4,0,105,105,13.3,0.8,16.7,1.3,False
Landry Fields,NYK,11/12,8.8,4.2,2.6,0.545,3.4,0,100,102,12.0,0.0,16.0,1.0,False
Jonas Jerebko,DET,11/12,8.7,4.8,0.7,0.379,3.3,0,109,106,14.2,-1.5,18.1,0.2,False
Kevin Martin,HOU,11/12,17.0,2.6,2.8,0.515,3.3,0,111,109,16.5,1.3,24.7,1.0,False
Luke Ridnour,MIN,11/12,12.1,2.7,4.8,0.394,3.3,0,109,109,13.6,-0.5,17.8,0.7,False
Shane Battier,MIA,11/12,4.8,2.4,1.3,0.697,3.3,0,108,102,9.7,0.9,10.7,1.1,False
Al Harrington,DEN,11/12,14.2,6.1,1.4,0.576,3.2,0,103,105,15.3,-0.4,24.4,0.7,False
Gustavo Ayón,NOP,11/12,5.9,4.9,1.4,0.318,3.2,0,111,100,16.7,2.5,14.5,1.2,False
Randy Foye,LAC,11/12,11.0,2.1,2.2,0.606,3.2,0,108,109,13.5,0.2,20.7,0.9,False
Courtney Lee,HOU,11/12,11.4,2.7,1.5,0.515,3.2,0,106,107,12.6,0.0,17.6,0.9,False
Antawn Jamison,CLE,11/12,17.2,6.3,2.0,0.318,3.1,0,103,109,16.1,-0.3,26.2,0.9,False
Derrick Favors,UTA,11/12,8.8,6.5,0.7,0.545,3.0,0,104,103,17.1,-1.1,20.7,0.3,False
Chase Budinger,HOU,11/12,9.6,3.7,1.3,0.515,3.0,0,110,107,14.9,1.2,19.5,1.0,False
Jason Kidd,DAL,11/12,6.2,4.1,5.5,0.545,3.0,0,103,101,13.1,1.6,12.7,1.2,False
Trevor Booker,WAS,11/12,8.4,6.5,0.8,0.303,3.0,0,109,104,15.4,-0.8,15.6,0.4,False
Andre Miller,DEN,11/12,9.7,3.3,6.7,0.576,2.9,0,104,108,14.8,-0.3,19.8,0.7,False
Spencer Hawes,PHI,11/12,9.6,7.3,2.6,0.53,2.9,0,105,97,18.1,1.5,20.3,0.8,False
Marco Belinelli,NOP,11/12,11.8,2.6,1.5,0.318,2.9,0,105,109,11.9,-1.2,19.5,0.4,False
Vince Carter,DAL,11/12,10.1,3.4,2.3,0.545,2.9,0,102,103,13.6,0.1,20.4,0.8,False
Carl Landry,NOP,11/12,12.5,5.2,0.9,0.318,2.9,0,111,107,18.2,-0.2,24.0,0.4,False
Mo Williams,LAC,11/12,13.2,1.9,3.1,0.606,2.8,0,107,109,15.0,0.2,22.9,0.8,False
Jason Richardson,ORL,11/12,11.6,3.6,2.0,0.561,2.8,0,103,105,13.3,0.7,20.2,1.1,False
Nate Robinson,GSW,11/12,11.2,2.0,4.5,0.348,2.8,0,110,110,18.0,0.4,23.6,0.7,False
Jeremy Lin,NYK,11/12,14.6,3.1,6.2,0.545,2.7,0,104,101,19.9,3.8,28.1,1.4,False
Brendan Haywood,DAL,11/12,5.2,6.0,0.4,0.545,2.7,0,107,101,12.9,-1.9,12.8,0.0,False
Greg Stiemsma,BOS,11/12,2.9,3.2,0.5,0.591,2.7,0,107,90,13.6,1.4,10.8,0.7,True
Kosta Koufos,DEN,11/12,5.5,5.4,0.3,0.576,2.7,0,120,102,17.3,0.9,14.0,0.6,False
Marreese Speights,MEM,11/12,8.8,6.2,0.8,0.621,2.7,0,102,102,14.1,-3.0,20.5,-0.4,False
Tyreke Evans,SAC,11/12,16.5,4.6,4.5,0.333,2.7,0,103,111,16.4,-0.6,23.8,0.8,False
C.J. Watson,CHI,11/12,9.7,2.1,4.1,0.758,2.6,0,101,101,13.3,-0.3,22.8,0.5,False
Metta World Peace,LAL,11/12,7.7,3.4,2.2,0.621,2.6,0,102,105,11.0,-0.7,15.6,0.6,False
Ömer Aşık,CHI,11/12,3.1,5.3,0.5,0.758,2.6,0,97,92,13.4,-0.7,12.6,0.3,True
James Johnson,TOR,11/12,9.1,4.7,2.0,0.348,2.6,0,97,100,14.5,1.5,20.2,1.3,False
Gary Neal,SAS,11/12,9.9,2.1,2.1,0.758,2.5,0,107,107,14.2,-0.1,21.7,0.6,False
DeMar DeRozan,TOR,11/12,16.7,3.3,2.0,0.348,2.5,0,100,108,12.8,-2.7,25.0,-0.4,False
J.R. Smith,NYK,11/12,12.5,3.9,2.4,0.545,2.5,0,104,100,15.2,2.1,22.0,1.0,False
Iman Shumpert,NYK,11/12,9.5,3.2,2.8,0.545,2.4,0,96,101,10.8,-1.4,18.2,0.2,False
Avery Bradley,BOS,11/12,7.6,1.8,1.4,0.591,2.4,0,100,102,11.3,-1.7,17.9,0.1,False
Evan Turner,PHI,11/12,9.4,5.8,2.8,0.53,2.4,0,93,99,12.6,-1.3,20.3,0.3,True
Alonzo Gee,CLE,11/12,10.6,5.1,1.8,0.318,2.4,0,102,108,13.2,-1.4,18.7,0.3,False
Carlos Delfino,MIL,11/12,9.0,3.9,2.3,0.47,2.4,0,102,104,11.7,-0.1,15.5,0.8,False
Luc Mbah a Moute,MIL,11/12,7.7,5.3,0.7,0.47,2.4,0,109,104,13.9,-1.1,15.1,0.2,False
Willie Green,ATL,11/12,7.6,1.5,0.8,0.606,2.4,0,110,105,13.9,-0.5,19.5,0.3,False
Kevin Séraphin,WAS,11/12,7.9,4.9,0.6,0.303,2.3,0,105,105,15.8,-1.7,18.2,0.1,False
Jamal Crawford,POR,11/12,14.0,2.0,3.2,0.424,2.3,0,102,109,15.7,-0.2,26.6,0.7,False
Caron Butler,LAC,11/12,12.0,3.7,1.2,0.606,2.3,0,102,108,11.7,-2.0,20.4,0.0,False
Greivis Vásquez,NOP,11/12,8.9,2.6,5.4,0.318,2.3,0,101,107,14.2,-1.1,20.0,0.4,False
Corey Brewer,DEN,11/12,8.9,2.5,1.5,0.576,2.3,0,104,106,13.7,-0.1,20.0,0.6,False
Derrick Brown,CHA,11/12,8.1,3.6,1.0,0.106,2.3,0,110,111,14.7,-1.5,16.8,0.2,True
Andrea Bargnani,TOR,11/12,19.5,5.5,2.0,0.348,2.2,0,104,106,17.9,1.1,28.7,0.8,False
Trevor Ariza,NOP,11/12,10.8,5.2,3.3,0.318,2.2,0,100,103,14.2,1.3,18.4,1.1,False
Rodrigue Beaubois,DAL,11/12,8.9,2.8,2.9,0.545,2.2,0,100,101,15.3,1.3,22.0,1.0,False
Ivan Johnson,ATL,11/12,6.4,4.0,0.6,0.606,2.2,0,101,98,14.3,-2.2,19.5,0.0,False
Stephen Curry,GSW,11/12,14.7,3.4,5.3,0.348,2.2,0,112,108,21.2,4.3,24.0,1.2,False
Jason Smith,NOP,11/12,9.9,4.9,0.8,0.318,2.2,0,107,105,16.6,-0.4,20.4,0.4,False
Delonte West,DAL,11/12,9.6,2.3,3.2,0.545,2.2,0,102,103,15.3,1.0,20.4,0.8,False
John Lucas III,CHI,11/12,7.5,1.6,2.2,0.758,2.2,0,107,102,16.3,2.9,26.0,0.9,False
Anderson Varejão,CLE,11/12,10.8,11.5,1.7,0.318,2.1,0,110,103,18.9,1.1,16.9,0.6,False
Robin Lopez,PHO,11/12,5.4,3.3,0.3,0.5,2.1,0,108,105,15.2,-2.2,18.9,0.0,False
Tayshaun Prince,DET,11/12,12.7,4.5,2.4,0.379,2.1,0,101,109,12.8,-1.5,20.4,0.3,False
Shelden Williams,BRK,11/12,4.6,6.0,0.6,0.333,2.1,0,107,106,11.9,-3.3,11.2,-0.4,False
Hedo Türkoğlu,ORL,11/12,10.9,3.8,4.4,0.561,2.1,0,99,106,11.7,-0.9,19.5,0.5,False
Zach Randolph,MEM,11/12,11.6,8.0,1.7,0.621,2.1,0,106,101,17.9,0.3,22.4,0.4,False
Jerryd Bayless,TOR,11/12,11.4,2.1,3.8,0.348,2.0,0,110,106,17.7,1.7,24.6,0.6,False
Kendrick Perkins,OKC,11/12,5.1,6.6,1.2,0.712,2.0,0,96,103,8.7,-2.1,11.1,0.0,False
Ricky Rubio,MIN,11/12,10.6,4.2,8.2,0.394,2.0,0,99,104,14.6,1.0,18.7,1.1,True
Dahntay Jones,IND,11/12,5.3,1.8,1.0,0.636,2.0,0,107,106,10.3,-1.9,16.0,0.0,False
Chris Andersen,DEN,11/12,5.2,4.6,0.2,0.576,1.9,0,119,99,18.9,2.3,14.8,0.5,False
Nikola Vučević,PHI,11/12,5.5,4.8,0.6,0.53,1.8,0,99,97,14.3,-2.2,19.6,0.0,False
Thabo Sefolosha,OKC,11/12,4.8,3.0,1.1,0.712,1.8,0,109,104,9.8,0.4,10.6,0.6,False
Jordan Farmar,BRK,11/12,10.4,1.6,3.3,0.333,1.8,0,111,113,17.4,0.4,22.6,0.5,False
Kirk Hinrich,ATL,11/12,6.6,2.1,2.8,0.606,1.8,0,100,104,9.2,-2.1,13.9,-0.1,False
Mike Miller,MIA,11/12,6.1,3.3,1.1,0.697,1.8,0,108,103,11.4,0.1,14.9,0.4,False
Derrick Williams,MIN,11/12,8.8,4.7,0.6,0.394,1.8,0,100,106,12.9,-2.1,20.7,0.0,False
James Harden,HOU,19/20,34.3,6.6,7.5,0.611,13.1,0,120,108,29.1,9.6,36.3,7.3,True
Damian Lillard,POR,19/20,30.0,4.3,8.0,0.473,11.6,0,126,117,26.9,7.5,30.3,5.9,True
Giannis Antetokounmpo,MIL,19/20,29.5,13.6,5.6,0.767,11.1,1,116,97,31.9,11.5,37.5,6.6,False
Anthony Davis,LAL,19/20,26.1,9.3,3.2,0.732,11.1,0,121,102,27.4,8.0,29.3,5.4,True
Rudy Gobert,UTA,19/20,15.1,13.5,1.5,0.611,10.7,0,130,104,21.7,3.6,16.2,3.3,True
Nikola Jokić,DEN,19/20,19.9,9.7,7.0,0.63,9.8,0,119,108,24.9,7.4,26.6,5.5,True
LeBron James,LAL,19/20,25.3,7.8,10.2,0.732,9.8,0,116,106,25.5,8.4,31.5,6.1,True
Jimmy Butler,MIA,19/20,19.9,6.7,6.0,0.603,9.0,0,123,108,23.6,5.4,25.1,3.7,False
Chris Paul,OKC,19/20,17.6,5.0,6.7,0.611,8.9,0,120,108,21.7,4.4,23.3,3.5,False
Luka Dončić,DAL,19/20,28.8,9.4,8.8,0.573,8.8,0,116,110,27.6,8.4,36.8,5.4,True
Kawhi Leonard,LAC,19/20,27.1,7.1,4.9,0.681,8.7,0,117,104,26.9,8.9,33.0,5.1,True
Hassan Whiteside,POR,19/20,15.5,13.5,1.2,0.473,8.5,0,125,107,25.0,3.2,19.6,2.6,True
Bam Adebayo,MIA,19/20,15.9,10.2,5.1,0.603,8.5,0,116,106,20.3,3.4,21.2,3.3,False
Jarrett Allen,BRK,19/20,11.1,9.6,1.6,0.486,8.2,0,132,106,20.7,2.3,14.9,2.0,True
Khris Middleton,MIL,19/20,20.9,6.2,4.3,0.767,7.9,0,118,104,21.1,4.1,26.4,2.9,False
Domantas Sabonis,IND,19/20,18.5,12.4,5.0,0.616,7.5,0,115,106,20.7,3.2,23.3,2.9,True
Devin Booker,PHO,19/20,26.6,4.2,6.5,0.466,7.5,0,115,114,20.6,2.2,30.0,2.6,False
Kyle Lowry,TOR,19/20,19.4,5.0,7.5,0.736,7.5,0,116,106,17.7,3.2,23.1,2.8,True
DeMar DeRozan,SAS,19/20,22.1,5.5,5.6,0.451,7.3,0,118,115,21.6,1.9,26.3,2.3,False
Jonas Valančiūnas,MEM,19/20,14.9,11.3,1.9,0.466,7.0,0,120,107,22.2,2.4,21.5,2.0,False
Montrezl Harrell,LAC,19/20,18.6,7.1,1.7,0.681,7.0,0,119,107,23.2,2.9,25.7,2.2,False
Ben Simmons,PHI,19/20,16.4,7.8,8.0,0.589,6.9,0,116,106,20.4,3.6,20.9,2.8,True
Jayson Tatum,BOS,19/20,23.4,7.0,3.0,0.667,6.9,0,111,106,20.4,4.0,28.6,3.4,False
Mitchell Robinson,NYK,19/20,9.7,7.0,0.6,0.318,6.8,0,144,107,23.5,2.9,13.3,1.8,True
Ivica Zubac,LAC,19/20,8.3,7.5,1.1,0.681,6.6,0,134,105,21.7,2.8,16.4,1.6,True
Daniel Theis,BOS,19/20,9.2,6.6,1.7,0.667,6.5,0,130,105,17.9,2.4,14.4,1.7,False
T.J. Warren,IND,19/20,19.8,4.2,1.5,0.616,6.5,0,116,110,18.4,1.1,23.3,1.7,False
Steven Adams,OKC,19/20,10.9,9.3,2.3,0.611,6.5,0,122,106,20.5,2.9,17.3,2.1,False
Nikola Vučević,ORL,19/20,19.6,10.9,3.6,0.452,6.4,0,114,107,21.9,4.2,25.8,3.1,False
Danilo Gallinari,OKC,19/20,18.7,5.2,1.9,0.611,6.3,0,120,111,19.5,3.3,24.6,2.4,False
Tobias Harris,PHI,19/20,19.6,6.9,3.2,0.589,6.2,0,113,110,17.2,0.8,23.9,1.8,False
Shai Gilgeous-Alexander,OKC,19/20,19.0,5.9,3.3,0.611,6.1,0,111,109,17.7,1.7,23.7,2.2,False
Joel Embiid,PHI,19/20,23.0,11.6,3.0,0.589,6.0,0,113,104,25.8,4.7,32.9,2.5,False
Kemba Walker,BOS,19/20,20.4,3.9,4.8,0.667,5.9,0,116,110,20.0,4.6,27.2,2.9,False
Trae Young,ATL,19/20,29.6,4.2,9.3,0.299,5.9,0,114,117,23.9,3.9,34.9,3.1,True
Fred VanVleet,TOR,19/20,17.6,3.8,6.6,0.736,5.8,0,113,106,16.3,2.7,21.7,2.3,False
OG Anunoby,TOR,19/20,10.6,5.3,1.6,0.736,5.7,0,114,104,13.2,1.2,14.3,1.7,False
Gordon Hayward,BOS,19/20,17.5,6.7,4.1,0.667,5.7,0,118,109,18.1,2.7,21.1,2.0,False
George Hill,MIL,19/20,9.4,3.0,3.1,0.767,5.5,0,131,106,16.9,2.9,15.5,1.6,True
Brook Lopez,MIL,19/20,12.0,4.6,1.5,0.767,5.5,0,109,100,15.0,2.0,18.3,1.9,False
Donovan Mitchell,UTA,19/20,24.0,4.4,4.3,0.611,5.4,0,110,111,18.8,1.9,30.8,2.3,False
Pascal Siakam,TOR,19/20,22.8,7.3,3.4,0.736,5.4,0,107,105,17.9,1.8,28.1,2.0,False
Eric Bledsoe,MIL,19/20,14.9,4.6,5.4,0.767,5.4,0,112,104,17.6,1.8,23.7,1.6,False
Al Horford,PHI,19/20,11.9,6.8,4.0,0.589,5.4,0,115,109,15.7,2.2,17.5,2.2,False
Dwight Howard,LAL,19/20,7.5,7.3,0.7,0.732,5.4,0,125,103,18.7,0.2,14.7,0.7,False
Nemanja Bjelica,SAC,19/20,11.5,6.4,2.8,0.431,5.3,0,119,111,15.7,1.8,17.0,1.9,False
Duncan Robinson,MIA,19/20,13.5,3.2,1.4,0.603,5.3,0,122,113,13.1,0.5,16.0,1.3,False
Kristaps Porziņģis,DAL,19/20,20.4,9.5,1.8,0.573,5.2,0,111,107,20.2,1.9,27.0,1.8,False
DeAndre Jordan,BRK,19/20,8.3,10.0,1.9,0.486,5.2,0,129,104,19.9,3.0,14.1,1.5,False
Christian Wood,DET,19/20,13.1,6.3,1.0,0.303,5.1,0,123,110,23.2,3.1,23.0,1.7,False
Brandon Ingram,NOP,19/20,23.8,6.1,4.2,0.417,5.1,0,112,112,18.8,2.1,28.1,2.2,False
Bradley Beal,WAS,19/20,30.5,4.2,6.1,0.347,5.1,0,113,117,23.2,2.9,34.4,2.5,True
Karl-Anthony Towns,MIN,19/20,26.5,10.8,4.4,0.297,5.1,0,121,110,26.5,7.8,28.8,2.9,True
Brandon Clarke,MEM,19/20,12.1,5.9,1.4,0.466,5.0,0,127,109,20.9,3.1,18.7,1.7,False
Jaylen Brown,BOS,19/20,20.3,6.4,2.1,0.667,4.9,0,110,108,16.9,0.8,24.7,1.4,False
John Collins,ATL,19/20,21.6,10.1,1.5,0.299,4.9,0,124,112,23.5,3.1,22.7,1.7,False
Ricky Rubio,PHO,19/20,13.0,4.7,8.8,0.466,4.9,0,113,111,16.5,1.0,20.4,1.5,True
Nerlens Noel,OKC,19/20,7.4,4.9,0.9,0.611,4.9,0,127,102,20.4,3.1,14.9,1.5,False
Clint Capela,HOU,19/20,13.9,13.8,1.2,0.611,4.9,0,124,105,20.6,1.4,16.1,1.1,True
Richaun Holmes,SAC,19/20,12.2,8.1,1.0,0.431,4.9,0,131,109,19.7,1.0,15.6,0.9,True
Dorian Finney-Smith,DAL,19/20,9.5,5.7,1.6,0.573,4.9,0,122,113,12.3,-0.2,12.9,0.9,False
Maxi Kleber,DAL,19/20,9.1,5.2,1.2,0.573,4.8,0,122,112,13.6,0.4,13.9,1.1,False
Mikal Bridges,PHO,19/20,9.1,4.0,1.8,0.466,4.8,0,119,110,12.9,0.8,12.7,1.5,False
Spencer Dinwiddie,BRK,19/20,20.6,3.5,6.8,0.486,4.8,0,111,113,17.8,1.8,29.2,1.9,False
Joe Ingles,UTA,19/20,9.8,3.9,5.2,0.611,4.8,0,115,111,12.6,0.7,15.1,1.5,False
Paul George,LAC,19/20,21.5,5.7,3.9,0.681,4.8,0,112,106,21.1,4.9,29.6,2.5,False
JaVale McGee,LAL,19/20,6.6,5.7,0.5,0.732,4.7,0,124,101,19.4,1.5,14.8,1.0,False
Norman Powell,TOR,19/20,16.0,3.7,1.8,0.736,4.6,0,115,106,16.8,2.0,21.5,1.5,False
Evan Fournier,ORL,19/20,18.5,2.6,3.2,0.452,4.6,0,112,112,16.4,1.0,23.9,1.6,False
Harrison Barnes,SAC,19/20,14.5,4.9,2.2,0.431,4.6,0,116,116,13.3,-1.3,17.4,0.5,False
Marcus Smart,BOS,19/20,12.9,3.8,4.8,0.667,4.5,0,110,107,13.8,1.4,18.9,1.6,False
LaMarcus Aldridge,SAS,19/20,18.9,7.4,2.4,0.451,4.5,0,115,112,19.7,1.4,23.4,1.5,False
Tim Hardaway Jr.,DAL,19/20,15.8,3.3,1.9,0.573,4.4,0,116,115,14.5,-0.1,21.1,1.0,False
Delon Wright,DAL,19/20,6.9,3.8,3.3,0.573,4.4,0,120,110,15.4,1.9,14.4,1.5,False
Derrick Jones Jr.,MIA,19/20,8.5,3.9,1.1,0.603,4.4,0,126,109,14.9,0.7,13.9,1.0,False
Enes Freedom,BOS,19/20,8.1,7.4,1.0,0.667,4.4,0,123,104,22.4,1.5,19.4,0.9,False
Jerami Grant,DEN,19/20,12.0,3.5,1.2,0.63,4.4,0,117,112,14.4,-0.5,18.0,0.7,False
Royce O'Neale,UTA,19/20,6.3,5.5,2.5,0.611,4.3,0,117,109,9.5,0.9,9.6,1.5,False
Joe Harris,BRK,19/20,14.5,4.3,2.1,0.486,4.3,0,114,112,13.3,-0.2,18.3,1.0,False
Seth Curry,DAL,19/20,12.4,2.3,1.9,0.573,4.3,0,123,115,15.5,0.8,18.4,1.2,False
Donte DiVincenzo,MIL,19/20,9.2,4.8,2.3,0.767,4.3,0,108,101,14.1,1.3,17.3,1.3,False
Jamal Murray,DEN,19/20,18.5,4.0,4.8,0.63,4.3,0,112,113,17.7,1.2,25.2,1.5,False
Justin Holiday,IND,19/20,8.3,3.3,1.3,0.616,4.2,0,114,107,12.1,1.3,13.4,1.5,False
Myles Turner,IND,19/20,12.1,6.6,1.2,0.616,4.2,0,108,105,14.8,0.1,17.9,1.0,False
Will Barton,DEN,19/20,15.1,6.3,3.7,0.63,4.2,0,113,111,15.6,1.1,20.1,1.5,False
Derrick Favors,NOP,19/20,9.0,9.8,1.6,0.417,4.2,0,126,109,18.5,1.0,14.0,0.9,False
Russell Westbrook,HOU,19/20,27.2,7.9,7.0,0.611,4.2,0,106,109,21.0,1.5,34.4,1.8,False
Bojan Bogdanović,UTA,19/20,20.2,4.1,2.1,0.611,4.2,0,111,113,15.6,0.1,25.5,1.1,False
Derrick White,SAS,19/20,11.2,3.3,3.5,0.451,4.2,0,118,114,16.4,1.3,18.9,1.4,False
JJ Redick,NOP,19/20,15.3,2.5,2.0,0.417,4.1,0,122,116,15.4,0.7,20.4,1.1,False
CJ McCollum,POR,19/20,22.2,4.2,4.4,0.473,4.1,0,111,118,17.0,0.5,25.9,1.6,False
Lou Williams,LAC,19/20,18.2,3.1,5.6,0.681,4.1,0,109,111,17.3,0.7,28.4,1.3,False
P.J. Tucker,HOU,19/20,6.9,6.6,1.6,0.611,4.0,0,114,111,8.3,-1.9,8.7,0.1,False
De'Aaron Fox,SAC,19/20,21.1,3.8,6.8,0.431,4.0,0,111,112,20.6,1.8,29.8,1.6,False
Jakob Poeltl,SAS,19/20,5.6,5.7,1.8,0.451,4.0,0,125,108,19.1,2.5,13.2,1.3,False
Zach LaVine,CHI,19/20,25.5,4.8,4.2,0.338,4.0,0,106,110,19.4,2.5,31.7,2.4,False
Malcolm Brogdon,IND,19/20,16.5,4.9,7.1,0.616,4.0,0,111,111,17.7,1.8,25.2,1.6,False
Thomas Bryant,WAS,19/20,13.2,7.2,1.8,0.347,3.9,0,127,114,21.1,2.2,18.9,1.2,False
Larry Nance Jr.,CLE,19/20,10.1,7.3,2.2,0.292,3.9,0,122,113,17.3,1.7,15.2,1.4,False
Jrue Holiday,NOP,19/20,19.1,4.8,6.7,0.417,3.9,0,108,112,17.0,1.8,24.5,2.0,False
Serge Ibaka,TOR,19/20,15.4,8.2,1.4,0.736,3.9,0,108,104,17.3,0.1,24.0,0.8,False
Jaxson Hayes,NOP,19/20,7.4,4.0,0.9,0.417,3.9,0,131,111,17.6,-0.3,15.0,0.5,True
Chris Boucher,TOR,19/20,6.6,4.5,0.4,0.736,3.8,0,124,101,20.7,2.0,19.7,0.8,False
Monte Morris,DEN,19/20,9.0,1.9,3.5,0.63,3.8,0,118,114,14.9,-0.2,17.5,0.7,False
Ja Morant,MEM,19/20,17.8,3.9,7.3,0.466,3.8,0,109,113,17.4,0.3,25.9,1.2,False
