Rk;Player;PTS/G;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
26;Tim Duncan;20;2006-07;30;SAS;80;80;1;2726;618;1131;617;1122;1;9;362;568;213;633;846;273;66;190;224;203;1599;0.546;0.55;0.111;0.637;0.579;0.547;F-C;duncati01
27;Antawn Jamison;19.8;2006-07;30;WAS;70;70;0;2662;512;1139;374;760;138;379;226;307;134;428;562;136;80;36;104;194;1388;0.45;0.492;0.364;0.736;0.545;0.51;F;jamisan01
28;Richard Hamilton;19.8;2006-07;28;DET;75;75;1;2763;547;1170;503;1041;44;129;347;403;75;207;282;285;59;15;159;232;1485;0.468;0.483;0.341;0.861;0.551;0.486;G-F;hamilri01
29;Eddy Curry;19.5;2006-07;24;NYK;81;81;0;2849;585;1016;584;1015;1;1;405;659;195;376;571;68;34;40;295;265;1576;0.576;0.575;1;0.615;0.603;0.576;C;curryed01
30;Jermaine O'Neal;19.4;2006-07;28;IND;69;69;1;2459;498;1141;498;1134;0;7;343;447;153;508;661;167;50;182;203;232;1339;0.436;0.439;0;0.767;0.5;0.436;C-F;onealje01
31;Caron Butler;19.1;2006-07;26;WAS;63;63;1;2474;451;975;433;903;18;72;283;328;147;320;467;233;134;17;181;188;1203;0.463;0.48;0.25;0.863;0.537;0.472;F;butleca01
32;Josh Howard;18.9;2006-07;26;DAL;70;69;1;2455;493;1075;401;836;92;239;243;294;130;345;475;127;82;56;123;180;1321;0.459;0.48;0.385;0.827;0.548;0.501;F-G;howarjo01
33;Metta World Peace;18.8;2006-07;27;SAC;70;65;0;2641;458;1040;365;780;93;260;307;415;102;352;454;235;149;43;146;205;1316;0.44;0.468;0.358;0.74;0.538;0.485;F;artesro01
34;Luol Deng;18.8;2006-07;21;CHI;82;82;0;3071;630;1218;629;1211;1;7;279;359;148;431;579;204;97;48;153;167;1540;0.517;0.519;0.143;0.777;0.56;0.518;F;denglu01
35;Steve Nash;18.6;2006-07;32;PHO;76;76;1;2682;517;971;361;628;156;343;222;247;30;239;269;884;57;6;287;117;1412;0.532;0.575;0.455;0.899;0.654;0.613;G;nashst01
36;Tony Parker;18.6;2006-07;24;SAS;77;77;1;2499;570;1096;555;1058;15;38;274;350;34;216;250;420;82;6;191;137;1429;0.52;0.525;0.395;0.783;0.572;0.527;G;parketo01
37;Mike Miller;18.5;2006-07;26;MEM;70;69;0;2740;465;1010;263;512;202;498;161;203;52;326;378;298;54;18;179;138;1293;0.46;0.514;0.406;0.793;0.588;0.56;F-G;millemi01
38;David West;18.3;2006-07;26;NOK;52;52;0;1900;377;792;369;767;8;25;187;227;126;298;424;114;42;38;98;143;949;0.476;0.481;0.32;0.824;0.532;0.481;F-C;westda01
39;Andre Iguodala;18.2;2006-07;23;PHI;76;76;0;3062;443;991;395;836;48;155;452;551;77;357;434;432;152;33;261;200;1386;0.447;0.472;0.31;0.82;0.562;0.471;F-G;iguodan01
40;Gerald Wallace;18.1;2006-07;24;CHA;72;71;0;2640;478;952;439;832;39;120;309;447;142;376;518;185;144;69;160;209;1304;0.502;0.528;0.325;0.691;0.568;0.523;F;wallage01
41;Leandro Barbosa;18.1;2006-07;24;PHO;80;18;0;2613;529;1111;339;673;190;438;196;232;22;192;214;317;96;15;146;210;1444;0.476;0.504;0.434;0.845;0.595;0.562;G;barbole01
42;Peja Stojaković;17.8;2006-07;29;NOK;13;13;0;425;83;196;49;112;34;84;31;38;11;43;54;11;8;4;19;29;231;0.423;0.438;0.405;0.816;0.543;0.51;F;stojape01
43;Jamal Crawford;17.6;2006-07;26;NYK;59;36;0;2198;354;886;251;564;103;322;228;272;44;145;189;259;57;8;162;114;1039;0.4;0.445;0.32;0.838;0.517;0.458;G;crawfja01
44;Dwight Howard;17.6;2006-07;21;ORL;82;82;1;3023;526;873;525;871;1;2;390;666;283;725;1008;158;70;156;317;245;1443;0.603;0.603;0.5;0.586;0.619;0.603;C;howardw01
45;Mehmet Okur;17.6;2006-07;27;UTA;80;80;1;2664;490;1061;361;725;129;336;296;387;160;419;579;156;36;38;125;257;1405;0.462;0.498;0.384;0.765;0.571;0.523;C-F;okurme01
46;Shawn Marion;17.5;2006-07;28;PHO;80;80;1;3010;561;1071;481;819;80;252;201;248;172;613;785;134;156;122;114;216;1403;0.524;0.587;0.317;0.81;0.594;0.561;F;mariosh01
47;Mo Williams;17.3;2006-07;24;MIL;68;68;0;2472;468;1049;389;821;79;228;159;186;54;275;329;416;85;6;203;201;1174;0.446;0.474;0.346;0.855;0.519;0.484;G;willima01
48;Shaquille O'Neal;17.3;2006-07;34;MIA;40;39;1;1135;283;479;283;479;0;0;124;294;97;200;297;79;8;55;95;139;690;0.591;0.591;;0.422;0.567;0.591;C;onealsh01
49;Chris Paul;17.3;2006-07;21;NOK;64;64;0;2353;381;871;331;728;50;143;292;357;54;226;280;569;118;3;161;154;1104;0.437;0.455;0.35;0.818;0.537;0.466;G;paulch01
50;Mike Bibby;17.1;2006-07;28;SAC;82;82;0;2784;471;1166;298;685;173;481;288;347;39;224;263;388;88;6;197;139;1403;0.404;0.435;0.36;0.83;0.532;0.478;G;bibbymi01
51;Chauncey Billups;17;2006-07;30;DET;70;70;1;2533;348;815;239;499;109;316;386;437;23;214;237;502;84;17;140;161;1191;0.427;0.479;0.345;0.883;0.591;0.494;G;billuch01
52;Ricky Davis;17;2006-07;27;MIN;81;81;0;3021;506;1089;383;779;123;310;239;285;54;261;315;385;80;23;210;189;1374;0.465;0.492;0.397;0.839;0.566;0.521;G-F;davisri01
53;Corey Maggette;16.9;2006-07;27;LAC;75;31;0;2291;367;808;354;743;13;65;519;633;90;352;442;208;65;14;201;244;1266;0.454;0.476;0.2;0.82;0.583;0.462;F;maggeco01
54;Brandon Roy;16.8;2006-07;22;POR;57;55;0;2015;349;765;294;619;55;146;202;241;58;192;250;230;67;10;116;139;955;0.456;0.475;0.377;0.838;0.548;0.492;G;roybr01
55;Jason Terry;16.7;2006-07;29;DAL;81;80;0;2846;514;1063;352;693;162;370;160;199;41;190;231;422;81;17;152;170;1350;0.484;0.508;0.438;0.804;0.587;0.56;G;terryja01
56;Kirk Hinrich;16.6;2006-07;26;CHI;80;80;0;2839;475;1061;335;724;140;337;237;284;32;242;274;500;100;23;191;274;1327;0.448;0.463;0.415;0.835;0.559;0.514;G;hinriki01
57;Manu Ginóbili;16.5;2006-07;29;SAS;75;36;0;2060;396;854;268;531;128;323;320;372;59;268;327;263;109;27;157;155;1240;0.464;0.505;0.396;0.86;0.609;0.539;G;ginobma01
58;Monta Ellis;16.5;2006-07;21;GSW;77;53;0;2638;480;1010;441;867;39;143;273;358;62;181;243;319;132;21;221;210;1272;0.475;0.509;0.273;0.763;0.545;0.495;G;ellismo01
59;Al Harrington;16.5;2006-07;26;GSWIND;78;78;0;2563;495;1083;368;790;127;293;168;242;151;345;496;149;65;24;169;269;1285;0.457;0.466;0.433;0.694;0.54;0.516;F;harrial01
60;Nenad Krstić;16.4;2006-07;23;NJN;26;26;0;848;170;323;170;322;0;1;86;121;51;125;176;46;10;24;52;88;426;0.526;0.528;0;0.711;0.566;0.526;C;krstine01
61;Josh Smith;16.4;2006-07;21;ATL;72;72;0;2647;436;993;398;841;38;152;268;387;165;456;621;236;101;207;227;241;1178;0.439;0.473;0.25;0.693;0.506;0.458;F;smithjo03
62;Stephon Marbury;16.4;2006-07;29;NYK;74;74;0;2748;395;952;272;607;123;345;297;386;36;177;213;403;71;10;179;185;1210;0.415;0.448;0.357;0.769;0.539;0.48;G;marbust01
63;Richard Jefferson;16.3;2006-07;26;NJN;55;53;0;1956;303;665;251;520;52;145;239;326;48;192;240;148;34;8;120;123;897;0.456;0.483;0.359;0.733;0.555;0.495;F;jefferi01
64;Deron Williams;16.2;2006-07;22;UTA;80;80;0;2950;494;1083;412;828;82;255;227;296;41;226;267;745;78;13;246;254;1297;0.456;0.498;0.322;0.767;0.535;0.494;G;willide01
65;Al Jefferson;16;2006-07;22;BOS;69;60;0;2319;453;882;453;881;0;1;201;295;237;519;756;88;48;106;136;232;1107;0.514;0.514;0;0.681;0.547;0.514;C-F;jeffeal01
66;Jason Richardson;16;2006-07;26;GSW;51;49;0;1675;306;734;196;433;110;301;92;140;71;188;259;172;54;32;82;129;814;0.417;0.453;0.365;0.657;0.512;0.492;G;richaja01
67;Lamar Odom;15.9;2006-07;27;LAL;56;56;0;2202;319;681;265;499;54;182;198;283;102;445;547;270;53;32;163;182;890;0.468;0.531;0.297;0.7;0.552;0.508;F;odomla01
68;Stephen Jackson;15.5;2006-07;28;GSWIND;75;69;0;2479;409;944;309;633;100;311;243;299;61;161;222;287;84;34;183;200;1161;0.433;0.488;0.322;0.813;0.54;0.486;F-G;jacksst02
69;Wally Szczerbiak;15;2006-07;29;BOS;32;19;0;900;161;388;117;282;44;106;113;126;16;82;98;55;18;3;54;65;479;0.415;0.415;0.415;0.897;0.54;0.472;F;szczewa02
70;Larry Hughes;14.9;2006-07;28;CLE;70;68;0;2596;381;953;307;731;74;222;209;309;41;226;267;256;89;26;154;164;1045;0.4;0.42;0.333;0.676;0.48;0.439;G;hughela01
71;Ruben Patterson;14.7;2006-07;31;MIL;81;53;0;2508;475;867;472;848;3;19;241;376;190;250;440;232;110;25;199;232;1194;0.548;0.557;0.158;0.641;0.578;0.55;F;patteru01
72;Raja Bell;14.7;2006-07;30;PHO;78;78;0;2917;410;950;205;454;205;496;118;152;48;203;251;196;50;22;83;233;1143;0.432;0.452;0.413;0.776;0.562;0.539;G;bellra01
73;Earl Boykins;14.6;2006-07;30;DENMIL;66;23;0;2031;323;769;228;530;95;239;220;245;49;90;139;291;56;2;120;92;961;0.42;0.43;0.397;0.898;0.548;0.482;G;boykiea01
74;Kyle Korver;14.4;2006-07;25;PHI;74;1;0;2288;372;845;240;538;132;307;191;209;30;229;259;105;57;20;117;188;1067;0.44;0.446;0.43;0.914;0.569;0.518;G-F;korveky01
75;Emeka Okafor;14.4;2006-07;24;CHA;67;65;0;2329;394;740;394;740;0;0;175;295;258;499;757;80;57;172;111;210;963;0.532;0.532;;0.593;0.554;0.532;C-F;okafoem01
76;Grant Hill;14.4;2006-07;34;ORL;65;64;0;2009;342;660;340;648;2;12;248;324;53;184;237;138;61;25;144;146;934;0.518;0.525;0.167;0.765;0.582;0.52;F-G;hillgr01
77;Tayshaun Prince;14.3;2006-07;26;DET;82;82;0;3001;459;997;378;787;81;210;172;224;144;285;429;227;51;55;98;116;1171;0.46;0.48;0.386;0.768;0.534;0.501;F;princta01
78;Andrés Nocioni;14.1;2006-07;27;CHI;53;31;0;1406;273;584;193;375;80;209;123;145;42;259;301;57;27;24;104;164;749;0.467;0.515;0.383;0.848;0.578;0.536;F;nocioan01
79;Raymond Felton;14;2006-07;22;CHA;78;75;0;2832;393;1024;290;712;103;312;204;256;51;216;267;545;118;10;230;180;1093;0.384;0.407;0.33;0.797;0.481;0.434;G;feltora01
80;T.J. Ford;14;2006-07;23;TOR;75;71;0;2243;393;902;372;833;21;69;240;293;53;183;236;595;101;8;231;186;1047;0.436;0.447;0.304;0.819;0.508;0.447;G;fordtj01
81;Danny Granger;13.9;2006-07;23;IND;82;57;0;2785;398;868;288;580;110;288;236;294;114;267;381;114;67;61;135;245;1142;0.459;0.497;0.382;0.803;0.573;0.522;F;grangda01
82;Cuttino Mobley;13.8;2006-07;31;LAC;78;73;0;2841;388;882;287;636;101;246;200;239;52;215;267;198;92;24;145;186;1077;0.44;0.451;0.411;0.837;0.546;0.497;G;moblecu01
83;Desmond Mason;13.7;2006-07;29;NOK;75;75;0;2575;407;900;407;900;0;0;214;323;124;221;345;115;52;22;192;174;1028;0.452;0.452;;0.663;0.493;0.452;F;masonde01
84;Charlie Bell;13.5;2006-07;27;MIL;82;64;0;2848;426;974;299;613;127;361;131;168;57;181;238;247;97;4;104;213;1110;0.437;0.488;0.352;0.78;0.53;0.503;G;bellch01
85;Chris Wilcox;13.5;2006-07;24;SEA;82;81;0;2586;433;819;433;813;0;6;240;351;178;451;629;82;70;38;127;248;1106;0.529;0.533;0;0.684;0.568;0.529;F;wilcoch01
86;Andre Miller;13.4;2006-07;30;DENPHI;80;79;0;2966;424;909;419;874;5;35;222;283;97;255;352;625;110;10;222;184;1075;0.466;0.479;0.143;0.784;0.52;0.469;G;millean02
87;Hedo Türkoğlu;13.3;2006-07;27;ORL;73;73;0;2268;345;823;236;542;109;281;171;219;57;236;293;233;70;16;143;221;970;0.419;0.435;0.388;0.781;0.528;0.485;F;turkohe01
88;Rafer Alston;13.3;2006-07;30;HOU;82;82;0;3040;383;1020;191;491;192;529;130;177;29;253;282;444;129;10;170;195;1088;0.375;0.389;0.363;0.734;0.496;0.47;G;alstora01
89;Chucky Atkins;13.2;2006-07;32;MEM;75;23;0;2064;310;715;194;409;116;306;252;311;18;121;139;346;50;4;127;136;988;0.434;0.474;0.379;0.81;0.58;0.515;G;atkinch01
90;Marvin Williams;13.1;2006-07;20;ATL;64;63;0;2179;306;706;295;661;11;45;216;265;84;253;337;121;52;30;127;191;839;0.433;0.446;0.244;0.815;0.51;0.441;F;willima02
91;Jason Kidd;13;2006-07;33;NJN;80;80;1;2933;369;908;245;547;124;361;179;230;135;520;655;736;127;23;213;146;1041;0.406;0.448;0.343;0.778;0.516;0.475;G;kiddja01
92;Josh Childress;13;2006-07;23;ATL;55;13;0;2024;261;518;235;441;26;77;167;210;123;217;340;127;58;36;80;118;715;0.504;0.533;0.338;0.795;0.586;0.529;G-F;childjo01
93;J.R. Smith;13;2006-07;21;DEN;63;24;0;1471;284;644;135;262;149;382;102;126;30;113;143;91;49;9;85;147;819;0.441;0.515;0.39;0.81;0.585;0.557;G-F;smithjr01
94;Jameer Nelson;13;2006-07;24;ORL;77;77;0;2331;376;875;311;681;65;194;183;221;50;186;236;330;73;5;184;225;1000;0.43;0.457;0.335;0.828;0.514;0.467;G;nelsoja01
95;Quentin Richardson;13;2006-07;26;NYK;49;47;0;1621;228;545;131;287;97;258;83;120;65;287;352;108;36;7;70;133;636;0.418;0.456;0.376;0.692;0.532;0.507;G-F;richaqu01
96;Jamaal Tinsley;12.8;2006-07;28;IND;72;72;0;2243;346;889;285;696;61;193;172;239;60;180;240;494;117;25;200;190;925;0.389;0.409;0.316;0.72;0.465;0.424;G;tinslja01
97;Mike Dunleavy;12.8;2006-07;26;GSWIND;82;49;0;2580;384;850;314;626;70;224;211;269;84;347;431;228;84;22;149;203;1049;0.452;0.502;0.313;0.784;0.542;0.493;F-G;dunlemi02
98;Hakim Warrick;12.7;2006-07;24;MEM;82;43;0;2152;373;712;373;704;0;8;299;388;130;290;420;75;43;30;161;232;1045;0.524;0.53;0;0.771;0.592;0.524;F;warriha01
99;Anthony Parker;12.4;2006-07;31;TOR;73;73;0;2437;328;687;213;426;115;261;132;158;60;223;283;153;73;11;71;135;903;0.477;0.5;0.441;0.835;0.597;0.561;G;parkean01
100;Rasheed Wallace;12.3;2006-07;32;DET;75;72;0;2419;357;843;253;547;104;296;108;137;90;453;543;127;75;118;94;225;926;0.423;0.463;0.351;0.788;0.513;0.485;F-C;wallara01
101;Mark Blount;12.3;2006-07;31;MIN;82;81;0;2544;427;839;418;808;9;31;147;195;136;369;505;67;43;58;159;239;1010;0.509;0.517;0.29;0.754;0.546;0.514;C;blounma01
102;Sam Cassell;12.3;2006-07;37;LAC;58;30;0;1407;261;625;229;516;32;109;160;182;27;140;167;270;28;8;101;126;714;0.418;0.444;0.294;0.879;0.506;0.443;G;cassesa01
103;Andrew Bogut;12.3;2006-07;22;MIL;66;66;0;2258;348;629;347;624;1;5;112;194;168;416;584;198;49;35;150;216;809;0.553;0.556;0.2;0.577;0.566;0.554;C;bogutan01
104;Delonte West;12.2;2006-07;23;BOS;69;47;0;2219;306;717;241;539;65;178;168;197;32;176;208;304;74;34;140;152;845;0.427;0.447;0.365;0.853;0.526;0.472;G;westde01
105;Nenê;12.2;2006-07;24;DEN;64;42;0;1715;294;516;294;515;0;1;195;283;150;299;449;77;62;59;127;209;783;0.57;0.571;0;0.689;0.611;0.57;F-C;hilarne01
106;Zaza Pachulia;12.2;2006-07;22;ATL;72;47;0;2026;291;614;291;613;0;1;293;373;199;301;500;106;77;36;162;267;875;0.474;0.475;0;0.786;0.562;0.474;C;pachuza01
107;Matt Carroll;12.1;2006-07;26;CHA;72;47;0;1878;285;658;174;391;111;267;188;208;35;172;207;91;53;9;73;176;869;0.433;0.445;0.416;0.904;0.58;0.517;G;carroma01
108;Ryan Gomes;12.1;2006-07;24;BOS;73;60;0;2275;338;723;322;681;16;42;189;233;125;282;407;119;48;13;105;169;881;0.467;0.473;0.381;0.811;0.534;0.479;F;gomesry01
109;Jerry Stackhouse;12;2006-07;32;DAL;67;8;0;1615;280;654;218;492;62;162;182;215;39;106;145;187;51;10;117;78;804;0.428;0.443;0.383;0.847;0.537;0.476;G-F;stackje01
110;Jarrett Jack;12;2006-07;23;POR;79;79;0;2651;320;705;257;525;63;180;243;279;18;190;208;417;86;9;187;202;946;0.454;0.49;0.35;0.871;0.571;0.499;G;jackja01
111;Sean May;11.9;2006-07;22;CHA;35;8;0;838;164;328;162;325;2;3;86;112;73;160;233;66;19;24;56;100;416;0.5;0.498;0.667;0.768;0.551;0.503;F-C;mayse01
112;Zydrunas Ilgauskas;11.9;2006-07;31;CLE;78;78;0;2130;385;793;385;792;0;1;155;192;242;357;599;123;48;98;141;257;925;0.485;0.486;0;0.807;0.527;0.485;C;ilgauzy01
113;Charlie Villanueva;11.8;2006-07;22;MIL;39;17;0;984;180;383;151;297;29;86;73;89;62;166;228;36;24;12;54;108;462;0.47;0.508;0.337;0.82;0.547;0.508;F;villach01
114;Adam Morrison;11.8;2006-07;22;CHA;78;23;0;2326;355;944;268;686;87;258;120;169;54;176;230;163;28;6;130;179;917;0.376;0.391;0.337;0.71;0.45;0.422;F;morriad01
115;Matt Harpring;11.6;2006-07;30;UTA;77;2;0;1965;322;656;309;617;13;39;237;309;117;236;353;99;52;11;118;232;894;0.491;0.501;0.333;0.767;0.564;0.501;F;harprma01
116;Andrea Bargnani;11.6;2006-07;21;TOR;65;2;0;1629;267;625;167;357;100;268;117;142;52;203;255;50;32;53;107;180;751;0.427;0.468;0.373;0.824;0.546;0.507;F-C;bargnan01
117;Devin Brown;11.6;2006-07;28;NOK;58;49;0;1662;233;555;152;328;81;227;123;155;55;196;251;149;44;9;91;139;670;0.42;0.463;0.357;0.794;0.538;0.493;G;brownde02
118;Tony Allen;11.5;2006-07;25;BOS;33;18;0;805;133;259;125;226;8;33;105;134;35;89;124;56;49;12;75;87;379;0.514;0.553;0.242;0.784;0.596;0.529;G-F;allento01
119;Luke Walton;11.4;2006-07;26;LAL;60;60;0;1982;264;557;216;433;48;124;108;145;87;215;302;257;60;21;118;117;684;0.474;0.499;0.387;0.745;0.551;0.517;F;waltolu01
120;Tyronn Lue;11.4;2006-07;29;ATL;56;17;0;1488;218;524;162;363;56;161;144;163;19;85;104;201;24;0;85;101;636;0.416;0.446;0.348;0.883;0.534;0.469;G;luety01
121;Willie Green;11.3;2006-07;25;PHI;74;36;0;1842;357;868;306;711;51;157;74;111;42;116;158;112;56;4;106;144;839;0.411;0.43;0.325;0.667;0.458;0.441;G;greenwi01
122;Steve Francis;11.3;2006-07;29;NYK;44;30;0;1237;140;343;98;232;42;111;175;211;33;124;157;170;41;12;100;126;497;0.408;0.422;0.378;0.829;0.57;0.469;G;francst01
123;DeShawn Stevenson;11.2;2006-07;25;WAS;82;82;0;2419;347;753;273;570;74;183;152;216;55;161;216;218;65;19;119;155;920;0.461;0.479;0.404;0.704;0.542;0.51;G;stevede01
124;Marcus Camby;11.2;2006-07;32;DEN;70;70;0;2369;312;659;312;657;0;2;161;221;164;652;816;223;87;231;122;183;785;0.473;0.475;0;0.729;0.519;0.473;C-F;cambyma01
125;Chris Webber;11.2;2006-07;33;DETPHI;61;60;0;1821;289;639;285;628;4;11;102;160;124;313;437;188;60;41;107;143;684;0.452;0.454;0.364;0.638;0.482;0.455;F-C;webbech01
126;Mickaël Piétrus;11.1;2006-07;24;GSW;72;38;0;1937;286;586;193;346;93;240;136;210;81;246;327;62;48;55;105;220;801;0.488;0.558;0.388;0.648;0.59;0.567;G-F;pietrmi01
127;Drew Gooden;11.1;2006-07;25;CLE;80;80;0;2238;371;784;370;778;1;6;142;199;263;418;681;88;70;28;115;210;885;0.473;0.476;0.167;0.714;0.508;0.474;F;goodedr01
128;Smush Parker;11.1;2006-07;25;LAL;82;80;0;2457;342;785;232;484;110;301;113;175;45;161;206;228;119;10;153;211;907;0.436;0.479;0.365;0.646;0.526;0.506;G;parkesm01
129;Tim Thomas;11;2006-07;29;LAC;76;24;0;2054;299;723;163;367;136;356;102;144;63;315;378;171;55;28;106;228;836;0.414;0.444;0.382;0.708;0.532;0.508;F;thomati01
130;Luke Ridnour;11;2006-07;25;SEA;71;58;0;2091;301;695;252;556;49;139;128;159;28;136;164;368;83;19;156;181;779;0.433;0.453;0.353;0.805;0.509;0.468;G;ridnolu01
131;Luther Head;10.9;2006-07;24;HOU;80;10;0;2211;306;700;129;299;177;401;83;105;31;221;252;194;76;5;137;133;872;0.437;0.431;0.441;0.79;0.584;0.564;G;headlu01
132;Jason Kapono;10.9;2006-07;25;MIA;67;35;0;1767;278;563;170;353;108;210;66;74;26;154;180;81;38;2;70;135;730;0.494;0.482;0.514;0.892;0.613;0.59;F;kaponja01
133;Jason Williams;10.9;2006-07;31;MIA;61;55;0;1865;235;569;135;274;100;295;94;103;18;123;141;322;58;1;100;68;664;0.413;0.493;0.339;0.913;0.54;0.501;G;willija02
134;Rudy Gay;10.8;2006-07;20;MEM;78;43;0;2103;321;760;269;617;52;143;152;209;93;255;348;100;71;74;140;192;846;0.422;0.436;0.364;0.727;0.497;0.457;F;gayru01
135;Samuel Dalembert;10.7;2006-07;25;PHI;82;82;0;2535;356;658;356;656;0;2;167;224;239;494;733;64;47;159;161;287;879;0.541;0.543;0;0.746;0.581;0.541;C;dalemsa01
136;David Lee;10.7;2006-07;23;NYK;58;12;0;1731;240;400;240;400;0;0;141;173;196;406;602;104;48;23;92;155;621;0.6;0.6;;0.815;0.652;0.6;F-C;leeda02
