Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
32;Richard Hamilton;8.1;2006-07;28;DET;75;75;1;2763;547;1170;503;1041;44;129;347;403;75;207;282;285;59;15;159;232;1485;0.468;0.483;0.341;0.861;0.551;0.486;G-F;hamilri01
33;Tayshaun Prince;8;2006-07;26;DET;82;82;0;3001;459;997;378;787;81;210;172;224;144;285;429;227;51;55;98;116;1171;0.46;0.48;0.386;0.768;0.534;0.501;F;princta01
34;Tyson Chandler;7.9;2006-07;24;NOK;73;73;0;2525;292;468;292;467;0;1;106;201;320;584;904;66;37;129;126;244;690;0.624;0.625;0;0.527;0.62;0.624;C;chandty01
35;Gerald Wallace;7.7;2006-07;24;CHA;72;71;0;2640;478;952;439;832;39;120;309;447;142;376;518;185;144;69;160;209;1304;0.502;0.528;0.325;0.691;0.568;0.523;F;wallage01
36;Andre Iguodala;7.7;2006-07;23;PHI;76;76;0;3062;443;991;395;836;48;155;452;551;77;357;434;432;152;33;261;200;1386;0.447;0.472;0.31;0.82;0.562;0.471;F-G;iguodan01
37;Marcus Camby;7.6;2006-07;32;DEN;70;70;0;2369;312;659;312;657;0;2;161;221;164;652;816;223;87;231;122;183;785;0.473;0.475;0;0.729;0.519;0.473;C-F;cambyma01
38;Rashard Lewis;7.6;2006-07;27;SEA;60;60;0;2348;463;1005;312;618;151;387;265;315;91;305;396;145;68;39;118;143;1342;0.461;0.505;0.39;0.841;0.587;0.536;F;lewisra02
39;Yao Ming;7.4;2006-07;26;HOU;48;48;1;1624;423;819;423;817;0;2;356;413;101;351;452;94;17;94;167;159;1202;0.516;0.518;0;0.862;0.601;0.516;C;mingya01
40;Carmelo Anthony;7.3;2006-07;22;DEN;65;65;1;2486;691;1453;651;1304;40;149;459;568;143;248;391;249;77;23;234;203;1881;0.476;0.499;0.268;0.808;0.552;0.489;F;anthoca01
41;Deron Williams;7.2;2006-07;22;UTA;80;80;0;2950;494;1083;412;828;82;255;227;296;41;226;267;745;78;13;246;254;1297;0.456;0.498;0.322;0.767;0.535;0.494;G;willide01
42;Emeka Okafor;7.1;2006-07;24;CHA;67;65;0;2329;394;740;394;740;0;0;175;295;258;499;757;80;57;172;111;210;963;0.532;0.532;;0.593;0.554;0.532;C-F;okafoem01
43;Corey Maggette;7;2006-07;27;LAC;75;31;0;2291;367;808;354;743;13;65;519;633;90;352;442;208;65;14;201;244;1266;0.454;0.476;0.2;0.82;0.583;0.462;F;maggeco01
44;Pau Gasol;6.9;2006-07;26;MEM;59;59;0;2133;462;858;459;847;3;11;299;400;149;432;581;201;29;126;162;137;1226;0.538;0.542;0.273;0.748;0.593;0.54;C-F;gasolpa01
45;David Lee;6.9;2006-07;23;NYK;58;12;0;1731;240;400;240;400;0;0;141;173;196;406;602;104;48;23;92;155;621;0.6;0.6;;0.815;0.652;0.6;F-C;leeda02
46;Antawn Jamison;6.8;2006-07;30;WAS;70;70;0;2662;512;1139;374;760;138;379;226;307;134;428;562;136;80;36;104;194;1388;0.45;0.492;0.364;0.736;0.545;0.51;F;jamisan01
47;Brent Barry;6.8;2006-07;35;SAS;75;28;0;1631;202;425;74;138;128;287;103;117;17;143;160;138;56;12;61;88;635;0.475;0.536;0.446;0.88;0.666;0.626;G;barrybr01
48;Andris Biedriņš;6.7;2006-07;20;GSW;82;63;0;2382;348;581;348;581;0;0;87;167;251;511;762;88;67;136;119;304;783;0.599;0.599;;0.521;0.598;0.599;C;biedran01
49;Metta World Peace;6.7;2006-07;27;SAC;70;65;0;2641;458;1040;365;780;93;260;307;415;102;352;454;235;149;43;146;205;1316;0.44;0.468;0.358;0.74;0.538;0.485;F;artesro01
50;Al Jefferson;6.6;2006-07;22;BOS;69;60;0;2319;453;882;453;881;0;1;201;295;237;519;756;88;48;106;136;232;1107;0.514;0.514;0;0.681;0.547;0.514;C-F;jeffeal01
51;Rafer Alston;6.6;2006-07;30;HOU;82;82;0;3040;383;1020;191;491;192;529;130;177;29;253;282;444;129;10;170;195;1088;0.375;0.389;0.363;0.734;0.496;0.47;G;alstora01
52;Anderson Varejão;6.6;2006-07;24;CLE;81;6;0;1932;191;401;191;392;0;9;165;268;191;354;545;75;76;52;67;269;547;0.476;0.487;0;0.616;0.527;0.476;F-C;varejan01
53;Zydrunas Ilgauskas;6.6;2006-07;31;CLE;78;78;0;2130;385;793;385;792;0;1;155;192;242;357;599;123;48;98;141;257;925;0.485;0.486;0;0.807;0.527;0.485;C;ilgauzy01
54;Devin Harris;6.5;2006-07;23;DAL;80;61;0;2081;292;593;278;543;14;50;215;261;45;151;196;296;96;21;146;242;813;0.492;0.512;0.28;0.824;0.574;0.504;G;harride01
55;Drew Gooden;6.5;2006-07;25;CLE;80;80;0;2238;371;784;370;778;1;6;142;199;263;418;681;88;70;28;115;210;885;0.473;0.476;0.167;0.714;0.508;0.474;F;goodedr01
56;Danny Granger;6.5;2006-07;23;IND;82;57;0;2785;398;868;288;580;110;288;236;294;114;267;381;114;67;61;135;245;1142;0.459;0.497;0.382;0.803;0.573;0.522;F;grangda01
57;Anthony Parker;6.5;2006-07;31;TOR;73;73;0;2437;328;687;213;426;115;261;132;158;60;223;283;153;73;11;71;135;903;0.477;0.5;0.441;0.835;0.597;0.561;G;parkean01
58;Baron Davis;6.4;2006-07;27;GSW;63;62;0;2221;452;1030;367;750;85;280;275;369;51;225;276;509;135;29;193;181;1264;0.439;0.489;0.304;0.745;0.53;0.48;G;davisba01
59;Chuck Hayes;6.4;2006-07;23;HOU;78;43;0;1714;192;335;192;335;0;0;55;89;204;317;521;47;70;18;64;281;439;0.573;0.573;;0.618;0.587;0.573;F-C;hayesch01
60;Erick Dampier;6.4;2006-07;31;DAL;76;73;0;1915;209;334;209;334;0;0;119;191;217;349;566;44;24;82;107;239;537;0.626;0.626;;0.623;0.642;0.626;C;dampier01
61;Ray Allen;6.3;2006-07;31;SEA;55;55;1;2219;505;1153;340;710;165;443;279;309;57;190;247;228;82;11;154;113;1454;0.438;0.479;0.372;0.903;0.564;0.51;G;allenra02
62;Rasheed Wallace;6.2;2006-07;32;DET;75;72;0;2419;357;843;253;547;104;296;108;137;90;453;543;127;75;118;94;225;926;0.423;0.463;0.351;0.788;0.513;0.485;F-C;wallara01
63;Allen Iverson;6.2;2006-07;31;DENPHI;65;64;1;2761;581;1313;519;1116;62;197;485;610;23;170;193;468;123;13;268;95;1709;0.442;0.465;0.315;0.795;0.54;0.466;G;iversal01
64;Samuel Dalembert;6.2;2006-07;25;PHI;82;82;0;2535;356;658;356;656;0;2;167;224;239;494;733;64;47;159;161;287;879;0.541;0.543;0;0.746;0.581;0.541;C;dalemsa01
65;Michael Redd;6.1;2006-07;27;MIL;53;53;0;2036;477;1025;360;719;117;306;345;416;42;154;196;124;63;9;122;78;1416;0.465;0.501;0.382;0.829;0.586;0.522;G;reddmi01
66;Antonio McDyess;6;2006-07;32;DET;82;3;0;1729;284;540;284;540;0;0;96;139;165;331;496;72;61;65;75;240;664;0.526;0.526;;0.691;0.552;0.526;F-C;mcdyean01
67;Chris Wilcox;6;2006-07;24;SEA;82;81;0;2586;433;819;433;813;0;6;240;351;178;451;629;82;70;38;127;248;1106;0.529;0.533;0;0.684;0.568;0.529;F;wilcoch01
68;Stephon Marbury;5.9;2006-07;29;NYK;74;74;0;2748;395;952;272;607;123;345;297;386;36;177;213;403;71;10;179;185;1210;0.415;0.448;0.357;0.769;0.539;0.48;G;marbust01
69;Andre Miller;5.9;2006-07;30;DENPHI;80;79;0;2966;424;909;419;874;5;35;222;283;97;255;352;625;110;10;222;184;1075;0.466;0.479;0.143;0.784;0.52;0.469;G;millean02
70;Raja Bell;5.8;2006-07;30;PHO;78;78;0;2917;410;950;205;454;205;496;118;152;48;203;251;196;50;22;83;233;1143;0.432;0.452;0.413;0.776;0.562;0.539;G;bellra01
71;Ricky Davis;5.7;2006-07;27;MIN;81;81;0;3021;506;1089;383;779;123;310;239;285;54;261;315;385;80;23;210;189;1374;0.465;0.492;0.397;0.839;0.566;0.521;G-F;davisri01
72;Mikki Moore;5.7;2006-07;31;NJN;79;55;0;2082;308;506;308;505;0;1;160;235;145;258;403;74;46;60;113;261;776;0.609;0.61;0;0.681;0.637;0.609;C-F;mooremi01
73;Luther Head;5.7;2006-07;24;HOU;80;10;0;2211;306;700;129;299;177;401;83;105;31;221;252;194;76;5;137;133;872;0.437;0.431;0.441;0.79;0.584;0.564;G;headlu01
74;Zach Randolph;5.7;2006-07;25;POR;68;67;0;2425;600;1286;586;1238;14;48;394;481;199;489;688;147;53;15;215;184;1608;0.467;0.473;0.292;0.819;0.537;0.472;F-C;randoza01
75;Josh Childress;5.5;2006-07;23;ATL;55;13;0;2024;261;518;235;441;26;77;167;210;123;217;340;127;58;36;80;118;715;0.504;0.533;0.338;0.795;0.586;0.529;G-F;childjo01
76;José Calderón;5.4;2006-07;25;TOR;77;11;0;1614;263;505;238;430;25;75;117;143;21;113;134;387;63;5;110;136;668;0.521;0.553;0.333;0.818;0.588;0.546;G;caldejo01
77;Ruben Patterson;5.4;2006-07;31;MIL;81;53;0;2508;475;867;472;848;3;19;241;376;190;250;440;232;110;25;199;232;1194;0.548;0.557;0.158;0.641;0.578;0.55;F;patteru01
78;Paul Pierce;5.4;2006-07;29;BOS;47;46;0;1740;373;850;266;575;107;275;320;402;39;238;277;194;48;13;152;122;1173;0.439;0.463;0.389;0.796;0.571;0.502;F-G;piercpa01
79;Nenê;5.3;2006-07;24;DEN;64;42;0;1715;294;516;294;515;0;1;195;283;150;299;449;77;62;59;127;209;783;0.57;0.571;0;0.689;0.611;0.57;F-C;hilarne01
80;Caron Butler;5.3;2006-07;26;WAS;63;63;1;2474;451;975;433;903;18;72;283;328;147;320;467;233;134;17;181;188;1203;0.463;0.48;0.25;0.863;0.537;0.472;F;butleca01
81;James Posey;5.2;2006-07;30;MIA;71;19;0;1919;186;432;89;173;97;259;81;98;66;291;357;94;71;23;55;193;550;0.431;0.514;0.375;0.827;0.579;0.543;F-G;poseyja01
82;David West;5.2;2006-07;26;NOK;52;52;0;1900;377;792;369;767;8;25;187;227;126;298;424;114;42;38;98;143;949;0.476;0.481;0.32;0.824;0.532;0.481;F-C;westda01
83;Dikembe Mutombo;5.2;2006-07;40;HOU;75;33;0;1289;85;153;85;153;0;0;60;87;164;324;488;13;22;76;38;156;230;0.556;0.556;;0.69;0.601;0.556;C;mutomdi01
84;Grant Hill;5.1;2006-07;34;ORL;65;64;0;2009;342;660;340;648;2;12;248;324;53;184;237;138;61;25;144;146;934;0.518;0.525;0.167;0.765;0.582;0.52;F-G;hillgr01
85;Joe Johnson;5.1;2006-07;25;ATL;57;57;1;2359;536;1139;417;827;119;312;235;314;53;186;239;249;60;11;176;115;1426;0.471;0.504;0.381;0.748;0.558;0.523;G-F;johnsjo02
86;Mike Dunleavy;5.1;2006-07;26;GSWIND;82;49;0;2580;384;850;314;626;70;224;211;269;84;347;431;228;84;22;149;203;1049;0.452;0.502;0.313;0.784;0.542;0.493;F-G;dunlemi02
87;Udonis Haslem;5.1;2006-07;26;MIA;79;79;0;2483;353;717;353;713;0;4;138;203;188;466;654;97;49;26;110;236;844;0.492;0.495;0;0.68;0.523;0.492;F-C;hasleud01
88;Hedo Türkoğlu;4.9;2006-07;27;ORL;73;73;0;2268;345;823;236;542;109;281;171;219;57;236;293;233;70;16;143;221;970;0.419;0.435;0.388;0.781;0.528;0.485;F;turkohe01
89;Chucky Atkins;4.9;2006-07;32;MEM;75;23;0;2064;310;715;194;409;116;306;252;311;18;121;139;346;50;4;127;136;988;0.434;0.474;0.379;0.81;0.58;0.515;G;atkinch01
90;Juwan Howard;4.9;2006-07;33;HOU;80;38;0;2123;309;665;309;665;0;0;155;188;138;332;470;131;29;8;112;205;773;0.465;0.465;;0.824;0.517;0.465;F-C;howarju01
91;Mike Miller;4.8;2006-07;26;MEM;70;69;0;2740;465;1010;263;512;202;498;161;203;52;326;378;298;54;18;179;138;1293;0.46;0.514;0.406;0.793;0.588;0.56;F-G;millemi01
92;Chris Duhon;4.8;2006-07;24;CHI;78;30;0;1906;197;483;109;238;88;245;76;101;23;146;169;310;69;6;105;150;558;0.408;0.458;0.359;0.752;0.529;0.499;G;duhonch01
93;Zaza Pachulia;4.8;2006-07;22;ATL;72;47;0;2026;291;614;291;613;0;1;293;373;199;301;500;106;77;36;162;267;875;0.474;0.475;0;0.786;0.562;0.474;C;pachuza01
94;Jarrett Jack;4.8;2006-07;23;POR;79;79;0;2651;320;705;257;525;63;180;243;279;18;190;208;417;86;9;187;202;946;0.454;0.49;0.35;0.871;0.571;0.499;G;jackja01
95;Eduardo Nájera;4.8;2006-07;30;DEN;75;36;0;1658;204;354;203;342;1;12;88;123;131;179;310;64;73;26;56;207;497;0.576;0.594;0.083;0.715;0.609;0.578;F;najered01
96;Brandon Roy;4.8;2006-07;22;POR;57;55;0;2015;349;765;294;619;55;146;202;241;58;192;250;230;67;10;116;139;955;0.456;0.475;0.377;0.838;0.548;0.492;G;roybr01
97;Michael Finley;4.7;2006-07;33;SAS;82;16;0;1823;273;663;169;377;104;286;90;98;34;189;223;108;32;16;46;76;740;0.412;0.448;0.364;0.918;0.524;0.49;G-F;finlemi01
98;Eddy Curry;4.7;2006-07;24;NYK;81;81;0;2849;585;1016;584;1015;1;1;405;659;195;376;571;68;34;40;295;265;1576;0.576;0.575;1;0.615;0.603;0.576;C;curryed01
99;Paul Millsap;4.7;2006-07;21;UTA;82;1;0;1472;209;398;208;395;1;3;140;208;183;240;423;62;67;74;94;236;559;0.525;0.527;0.333;0.673;0.571;0.526;F;millspa01
100;Matt Harpring;4.7;2006-07;30;UTA;77;2;0;1965;322;656;309;617;13;39;237;309;117;236;353;99;52;11;118;232;894;0.491;0.501;0.333;0.767;0.564;0.501;F;harprma01
101;Jermaine O'Neal;4.7;2006-07;28;IND;69;69;1;2459;498;1141;498;1134;0;7;343;447;153;508;661;167;50;182;203;232;1339;0.436;0.439;0;0.767;0.5;0.436;C-F;onealje01
102;Lamar Odom;4.7;2006-07;27;LAL;56;56;0;2202;319;681;265;499;54;182;198;283;102;445;547;270;53;32;163;182;890;0.468;0.531;0.297;0.7;0.552;0.508;F;odomla01
103;Kyle Korver;4.6;2006-07;25;PHI;74;1;0;2288;372;845;240;538;132;307;191;209;30;229;259;105;57;20;117;188;1067;0.44;0.446;0.43;0.914;0.569;0.518;G-F;korveky01
104;Nick Collison;4.6;2006-07;26;SEA;82;56;0;2378;318;636;318;634;0;2;154;199;229;437;666;82;48;66;123;289;790;0.5;0.502;0;0.774;0.546;0.5;F;collini01
105;Cuttino Mobley;4.6;2006-07;31;LAC;78;73;0;2841;388;882;287;636;101;246;200;239;52;215;267;198;92;24;145;186;1077;0.44;0.451;0.411;0.837;0.546;0.497;G;moblecu01
106;Boris Diaw;4.6;2006-07;24;PHO;73;59;0;2268;306;569;291;524;15;45;82;120;91;226;317;352;28;38;154;177;709;0.538;0.555;0.333;0.683;0.57;0.551;F-C;diawbo01
107;Matt Carroll;4.6;2006-07;26;CHA;72;47;0;1878;285;658;174;391;111;267;188;208;35;172;207;91;53;9;73;176;869;0.433;0.445;0.416;0.904;0.58;0.517;G;carroma01
108;Jeff Foster;4.5;2006-07;30;IND;75;43;0;1740;122;260;122;259;0;1;78;122;253;356;609;57;62;37;70;202;322;0.469;0.471;0;0.639;0.513;0.469;F-C;fosteje01
109;Troy Murphy;4.5;2006-07;26;GSWIND;68;48;0;1852;266;581;208;434;58;147;108;145;100;314;414;126;46;42;78;196;698;0.458;0.479;0.395;0.745;0.541;0.508;F-C;murphtr01
110;Earl Boykins;4.5;2006-07;30;DENMIL;66;23;0;2031;323;769;228;530;95;239;220;245;49;90;139;291;56;2;120;92;961;0.42;0.43;0.397;0.898;0.548;0.482;G;boykiea01
111;Andrei Kirilenko;4.4;2006-07;25;UTA;70;70;0;2049;197;418;181;343;16;75;174;239;88;241;329;202;74;144;135;172;584;0.471;0.528;0.213;0.728;0.558;0.49;F;kirilan01
112;Mike Bibby;4.4;2006-07;28;SAC;82;82;0;2784;471;1166;298;685;173;481;288;347;39;224;263;388;88;6;197;139;1403;0.404;0.435;0.36;0.83;0.532;0.478;G;bibbymi01
113;Josh Smith;4.4;2006-07;21;ATL;72;72;0;2647;436;993;398;841;38;152;268;387;165;456;621;236;101;207;227;241;1178;0.439;0.473;0.25;0.693;0.506;0.458;F;smithjo03
114;Jason Williams;4.3;2006-07;31;MIA;61;55;0;1865;235;569;135;274;100;295;94;103;18;123;141;322;58;1;100;68;664;0.413;0.493;0.339;0.913;0.54;0.501;G;willija02
115;T.J. Ford;4.3;2006-07;23;TOR;75;71;0;2243;393;902;372;833;21;69;240;293;53;183;236;595;101;8;231;186;1047;0.436;0.447;0.304;0.819;0.508;0.447;G;fordtj01
116;Antonio Daniels;4.3;2006-07;31;WAS;80;8;0;1761;172;389;153;326;19;63;208;250;18;133;151;290;39;9;69;79;571;0.442;0.469;0.302;0.832;0.572;0.467;G;daniean01
117;Al Harrington;4.3;2006-07;26;GSWIND;78;78;0;2563;495;1083;368;790;127;293;168;242;151;345;496;149;65;24;169;269;1285;0.457;0.466;0.433;0.694;0.54;0.516;F;harrial01
118;Ryan Gomes;4.2;2006-07;24;BOS;73;60;0;2275;338;723;322;681;16;42;189;233;125;282;407;119;48;13;105;169;881;0.467;0.473;0.381;0.811;0.534;0.479;F;gomesry01
119;Jason Kapono;4.2;2006-07;25;MIA;67;35;0;1767;278;563;170;353;108;210;66;74;26;154;180;81;38;2;70;135;730;0.494;0.482;0.514;0.892;0.613;0.59;F;kaponja01
120;Andrew Bynum;4.2;2006-07;19;LAL;82;53;0;1793;247;443;247;440;0;3;143;214;139;345;484;94;12;128;115;249;637;0.558;0.561;0;0.668;0.593;0.558;C;bynuman01
121;Rasho Nesterović;4.1;2006-07;30;TOR;80;73;0;1676;230;421;230;420;0;1;34;50;115;245;360;74;37;84;56;193;494;0.546;0.548;0;0.68;0.558;0.546;C;nestera01
122;Fabricio Oberto;4.1;2006-07;31;SAS;79;33;0;1365;158;281;158;281;0;0;33;51;131;237;368;68;25;24;69;213;349;0.562;0.562;;0.647;0.575;0.562;C-F;obertfa01
123;Jerry Stackhouse;4.1;2006-07;32;DAL;67;8;0;1615;280;654;218;492;62;162;182;215;39;106;145;187;51;10;117;78;804;0.428;0.443;0.383;0.847;0.537;0.476;G-F;stackje01
124;Boštjan Nachbar;4.1;2006-07;26;NJN;76;1;0;1532;226;495;114;230;112;265;132;164;27;226;253;61;30;26;69;183;696;0.457;0.496;0.423;0.805;0.614;0.57;F;nachbbo01
125;Stephen Jackson;4.1;2006-07;28;GSWIND;75;69;0;2479;409;944;309;633;100;311;243;299;61;161;222;287;84;34;183;200;1161;0.433;0.488;0.322;0.813;0.54;0.486;F-G;jacksst02
126;Andrés Nocioni;4.1;2006-07;27;CHI;53;31;0;1406;273;584;193;375;80;209;123;145;42;259;301;57;27;24;104;164;749;0.467;0.515;0.383;0.848;0.578;0.536;F;nocioan01
127;Bruce Bowen;4.1;2006-07;35;SAS;82;82;0;2464;189;467;100;235;89;232;43;73;23;200;223;117;62;25;65;175;510;0.405;0.426;0.384;0.589;0.511;0.5;F;bowenbr01
128;Charlie Bell;4;2006-07;27;MIL;82;64;0;2848;426;974;299;613;127;361;131;168;57;181;238;247;97;4;104;213;1110;0.437;0.488;0.352;0.78;0.53;0.503;G;bellch01
129;Andrew Bogut;4;2006-07;22;MIL;66;66;0;2258;348;629;347;624;1;5;112;194;168;416;584;198;49;35;150;216;809;0.553;0.556;0.2;0.577;0.566;0.554;C;bogutan01
130;Jameer Nelson;4;2006-07;24;ORL;77;77;0;2331;376;875;311;681;65;194;183;221;50;186;236;330;73;5;184;225;1000;0.43;0.457;0.335;0.828;0.514;0.467;G;nelsoja01
131;Monta Ellis;4;2006-07;21;GSW;77;53;0;2638;480;1010;441;867;39;143;273;358;62;181;243;319;132;21;221;210;1272;0.475;0.509;0.273;0.763;0.545;0.495;G;ellismo01
132;Derek Fisher;3.9;2006-07;32;UTA;82;61;0;2287;258;675;210;519;48;156;262;307;30;119;149;274;83;6;120;234;826;0.382;0.405;0.308;0.853;0.51;0.418;G;fishede01
133;Larry Hughes;3.9;2006-07;28;CLE;70;68;0;2596;381;953;307;731;74;222;209;309;41;226;267;256;89;26;154;164;1045;0.4;0.42;0.333;0.676;0.48;0.439;G;hughela01
134;Tim Thomas;3.9;2006-07;29;LAC;76;24;0;2054;299;723;163;367;136;356;102;144;63;315;378;171;55;28;106;228;836;0.414;0.444;0.382;0.708;0.532;0.508;F;thomati01
135;Ime Udoka;3.9;2006-07;29;POR;75;75;0;2144;237;514;148;295;89;219;66;89;95;184;279;112;71;17;73;207;629;0.461;0.502;0.406;0.742;0.569;0.548;F;udokaim01
136;Craig Smith;3.9;2006-07;23;MIN;82;5;0;1537;246;463;246;457;0;6;116;186;149;267;416;49;51;18;74;223;608;0.531;0.538;0;0.624;0.558;0.531;F;smithcr01
