Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
24;Rudy Gobert;7.8;2022-23;30;MIN;70;70;0;2148;360;546;360;543;0;3;219;340;231;583;814;87;56;95;122;210;939;0.659;0.663;0;0.644;0.675;0.659;C;goberru01
25;Stephen Curry;7.8;2022-23;34;GSW;56;56;1;1941;559;1133;286;494;273;639;257;281;39;302;341;352;52;20;179;117;1648;0.493;0.579;0.427;0.915;0.656;0.614;G;curryst01
26;Pascal Siakam;7.8;2022-23;28;TOR;71;71;1;2652;630;1313;537;1026;93;287;367;474;131;425;556;415;65;36;169;228;1720;0.48;0.523;0.324;0.774;0.565;0.515;F-C;siakapa01
27;Kristaps Porziņģis;7.7;2022-23;27;WAS;65;65;0;2120;507;1018;370;662;137;356;354;416;114;432;546;174;58;100;137;196;1505;0.498;0.559;0.385;0.851;0.627;0.565;F-C;porzikr01
28;Tyrese Haliburton;7.6;2022-23;22;IND;56;56;1;1883;412;841;251;439;161;402;175;201;33;172;205;585;91;25;141;69;1160;0.49;0.572;0.4;0.871;0.624;0.586;G;halibty01
29;Trey Murphy III;7.6;2022-23;22;NOP;79;65;0;2448;387;800;185;303;202;497;172;190;59;222;281;112;89;43;61;155;1148;0.484;0.611;0.406;0.905;0.65;0.61;F;murphtr02
30;Darius Garland;7.6;2022-23;23;CLE;69;69;0;2447;522;1129;353;717;169;412;277;321;28;157;185;538;85;9;199;148;1490;0.462;0.492;0.41;0.863;0.587;0.537;G;garlada01
31;Mikal Bridges;7.5;2022-23;26;BRKPHO;83;83;0;2963;593;1267;424;825;169;442;316;353;79;285;364;273;91;61;127;159;1671;0.468;0.514;0.382;0.895;0.587;0.535;F-G;bridgmi01
32;Kyrie Irving;7.4;2022-23;30;BRKDAL;60;60;1;2241;594;1203;406;707;188;496;247;273;59;245;304;331;66;45;128;165;1623;0.494;0.574;0.379;0.905;0.613;0.572;G;irvinky01
33;Derrick White;7.4;2022-23;28;BOS;82;70;0;2319;350;758;201;367;149;391;168;192;52;241;293;321;54;76;95;177;1017;0.462;0.548;0.381;0.875;0.604;0.56;G;whitede01
34;Bam Adebayo;7.4;2022-23;25;MIA;75;75;1;2598;602;1114;601;1102;1;12;324;402;184;504;688;240;88;61;187;208;1529;0.54;0.545;0.083;0.806;0.592;0.541;C-F;adebaba01
35;De'Aaron Fox;7.4;2022-23;25;SAC;73;73;1;2435;682;1331;563;964;119;367;343;440;40;266;306;447;83;23;181;172;1826;0.512;0.584;0.324;0.78;0.599;0.557;G;foxde01
36;Clint Capela;7.2;2022-23;28;ATL;65;63;0;1730;350;536;350;535;0;1;79;131;258;459;717;58;45;79;54;139;779;0.653;0.654;0;0.603;0.656;0.653;C;capelca01
37;Onyeka Okongwu;7.1;2022-23;22;ATL;80;18;0;1849;317;497;313;484;4;13;153;196;217;359;576;81;56;107;81;251;791;0.638;0.647;0.308;0.781;0.678;0.642;F;okongon01
38;Walker Kessler;7.1;2022-23;21;UTA;74;40;0;1703;298;414;297;411;1;3;82;159;231;389;620;69;26;173;58;169;679;0.72;0.723;0.333;0.516;0.702;0.721;C;kesslwa01
39;Zach LaVine;7.1;2022-23;27;CHI;77;77;0;2768;673;1388;469;844;204;544;363;428;42;303;345;327;69;18;194;159;1913;0.485;0.556;0.375;0.848;0.607;0.558;G-F;lavinza01
40;Kawhi Leonard;7.1;2022-23;31;LAC;52;50;0;1748;446;871;342;621;104;250;243;279;57;281;338;204;72;28;88;84;1239;0.512;0.551;0.416;0.871;0.623;0.572;F;leonaka01
41;Kevin Durant;6.8;2022-23;34;BRKPHO;47;47;1;1672;483;862;390;632;93;230;307;334;17;296;313;235;34;67;156;99;1366;0.56;0.617;0.404;0.919;0.677;0.614;F-G;duranke01
42;Aaron Gordon;6.8;2022-23;27;DEN;68;68;0;2055;429;761;369;588;60;173;191;314;164;282;446;203;54;51;98;129;1109;0.564;0.628;0.347;0.608;0.617;0.603;F;gordoaa01
43;Jrue Holiday;6.7;2022-23;32;MIL;67;65;1;2183;490;1023;332;612;158;411;152;177;79;262;341;495;79;25;197;116;1290;0.479;0.542;0.384;0.859;0.586;0.556;G;holidjr01
44;Ivica Zubac;6.7;2022-23;25;LAC;76;76;0;2170;326;514;326;512;0;2;166;238;236;520;756;77;29;98;117;219;818;0.634;0.637;0;0.697;0.661;0.634;C;zubaciv01
45;Immanuel Quickley;6.7;2022-23;23;NYK;81;21;0;2344;419;936;251;482;168;454;203;248;58;279;337;279;80;14;100;166;1209;0.448;0.521;0.37;0.819;0.578;0.537;G;quickim01
46;Trae Young;6.7;2022-23;24;ATL;73;73;0;2541;597;1390;443;930;154;460;566;639;56;161;217;741;80;9;300;104;1914;0.429;0.476;0.335;0.886;0.573;0.485;G;youngtr01
47;Jaren Jackson Jr.;6.6;2022-23;23;MEM;63;63;1;1787;416;822;316;540;100;282;241;306;108;318;426;60;65;189;107;227;1173;0.506;0.585;0.355;0.788;0.613;0.567;F;jacksja02
48;Mitchell Robinson;6.5;2022-23;24;NYK;59;58;0;1591;188;280;188;280;0;0;59;122;267;288;555;53;56;109;41;160;435;0.671;0.671;;0.484;0.652;0.671;C;robinmi01
49;Harrison Barnes;6.5;2022-23;30;SAC;82;82;0;2662;374;791;242;438;132;353;350;413;87;279;366;128;57;10;86;103;1230;0.473;0.553;0.374;0.847;0.632;0.556;F;barneha02
50;Fred VanVleet;6.5;2022-23;28;TOR;69;69;0;2535;437;1112;230;506;207;606;254;283;30;250;280;495;123;38;140;193;1335;0.393;0.455;0.342;0.898;0.54;0.486;G;vanvlfr01
51;Spencer Dinwiddie;6.3;2022-23;29;BRKDAL;79;79;0;2725;460;1050;279;560;181;490;268;330;28;242;270;515;67;24;145;187;1369;0.438;0.498;0.369;0.812;0.573;0.524;G;dinwisp01
52;Al Horford;6.3;2022-23;36;BOS;63;63;0;1922;228;479;83;154;145;325;15;21;73;317;390;189;30;61;37;121;616;0.476;0.539;0.446;0.714;0.631;0.627;C-F;horfoal01
53;Deandre Ayton;6.2;2022-23;24;PHO;67;67;0;2035;522;887;515;863;7;24;152;200;172;495;667;115;37;53;120;190;1203;0.589;0.597;0.292;0.76;0.617;0.592;C;aytonde01
54;Chris Paul;6.2;2022-23;37;PHO;59;59;0;1889;294;668;196;407;98;261;133;160;27;224;251;524;91;22;114;126;819;0.44;0.482;0.375;0.831;0.555;0.513;G;paulch01
55;Daniel Gafford;6.1;2022-23;24;WAS;78;47;0;1604;289;395;289;395;0;0;127;187;163;270;433;84;33;99;85;187;705;0.732;0.732;;0.679;0.739;0.732;C-F;gaffoda01
56;Josh Hart;6;2022-23;27;NYKPOR;76;52;0;2454;275;520;214;356;61;164;132;176;142;451;593;290;88;21;117;195;743;0.529;0.601;0.372;0.75;0.622;0.588;G;hartjo01
57;Devin Booker;6;2022-23;26;PHO;53;53;0;1835;527;1067;416;751;111;316;306;358;46;194;240;293;51;18;145;159;1471;0.494;0.554;0.351;0.855;0.601;0.546;G;bookede01
58;Ja Morant;6;2022-23;23;MEM;61;59;1;1948;566;1214;474;914;92;300;372;497;61;296;357;493;66;16;206;100;1596;0.466;0.519;0.307;0.748;0.557;0.504;G;moranja01
59;Jakob Poeltl;6;2022-23;27;SASTOR;72;71;0;1906;389;618;389;617;0;1;119;201;236;417;653;197;66;86;125;195;897;0.629;0.63;0;0.592;0.635;0.629;C;poeltja01
60;Tobias Harris;5.9;2022-23;30;PHI;74;74;0;2436;423;845;297;521;126;324;113;129;67;357;424;186;68;40;89;149;1085;0.501;0.57;0.389;0.876;0.602;0.575;F;harrito02
61;Malcolm Brogdon;5.8;2022-23;30;BOS;67;0;0;1744;354;732;222;435;132;297;160;184;42;238;280;248;45;18;98;109;1000;0.484;0.51;0.444;0.87;0.615;0.574;G;brogdma01
62;Jonas Valančiūnas;5.8;2022-23;30;NOP;79;79;0;1968;446;816;408;707;38;109;185;224;225;579;804;140;20;52;159;245;1115;0.547;0.577;0.349;0.826;0.61;0.57;C;valanjo01
63;Desmond Bane;5.8;2022-23;24;MEM;58;58;0;1841;450;939;284;532;166;407;181;205;43;248;291;254;56;22;126;150;1247;0.479;0.534;0.408;0.883;0.606;0.568;G;banede01
64;Tyus Jones;5.7;2022-23;26;MEM;80;22;0;1940;311;710;190;384;121;326;80;100;28;172;200;417;83;6;74;32;823;0.438;0.495;0.371;0.8;0.546;0.523;G;jonesty01
65;Jalen Williams;5.6;2022-23;21;OKC;75;62;0;2276;414;794;341;589;73;205;155;191;84;253;337;248;103;35;123;191;1056;0.521;0.579;0.356;0.812;0.601;0.567;G;willija06
66;LeBron James;5.6;2022-23;38;LAL;55;54;1;1954;609;1219;488;842;121;377;251;327;65;392;457;375;50;32;178;88;1590;0.5;0.58;0.321;0.768;0.583;0.549;F-G;jamesle01
67;Mike Conley;5.5;2022-23;35;MINUTA;67;66;0;2029;261;610;126;259;135;351;141;169;33;149;182;450;73;14;103;139;798;0.428;0.486;0.385;0.834;0.583;0.539;G;conlemi01
68;Austin Reaves;5.4;2022-23;24;LAL;64;22;0;1843;259;490;173;274;86;216;229;265;33;160;193;215;33;19;99;108;833;0.529;0.631;0.398;0.864;0.687;0.616;G;reaveau01
69;Myles Turner;5.4;2022-23;26;IND;62;62;0;1825;402;733;309;484;93;249;216;276;88;378;466;89;36;140;103;215;1113;0.548;0.638;0.373;0.783;0.651;0.612;C-F;turnemy01
70;Franz Wagner;5.4;2022-23;21;ORL;80;80;0;2609;542;1118;412;758;130;360;271;322;70;259;329;283;77;17;167;183;1485;0.485;0.544;0.361;0.842;0.589;0.543;G-F;wagnefr01
71;Tyrese Maxey;5.4;2022-23;22;PHI;60;41;0;2016;439;913;279;544;160;369;180;213;23;153;176;212;49;8;80;132;1218;0.481;0.513;0.434;0.845;0.605;0.568;G;maxeyty01
72;Bobby Portis;5.3;2022-23;27;MIL;70;22;0;1818;398;803;303;546;95;257;96;125;154;518;672;105;29;16;81;115;987;0.496;0.555;0.37;0.768;0.575;0.555;F;portibo01
73;Alperen Şengün;5.2;2022-23;20;HOU;75;72;0;2171;442;799;423;742;19;57;206;288;242;436;678;291;70;70;193;258;1109;0.553;0.57;0.333;0.715;0.599;0.565;C-F;sengual01
74;Jarred Vanderbilt;5.2;2022-23;23;LALUTA;78;65;0;1879;247;451;218;361;29;90;96;139;170;412;582;184;83;21;97;190;619;0.548;0.604;0.322;0.691;0.604;0.58;F;vandeja01
75;Jamal Murray;5.1;2022-23;25;DEN;65;65;0;2133;473;1041;301;609;172;432;180;216;48;209;257;400;66;16;145;103;1298;0.454;0.494;0.398;0.833;0.571;0.537;G;murraja01
76;Kyle Anderson;5.1;2022-23;29;MIN;69;46;0;1957;252;495;209;390;43;105;100;136;66;302;368;335;78;63;103;146;647;0.509;0.536;0.41;0.735;0.583;0.553;F-G;anderky01
77;Dwight Powell;5.1;2022-23;31;DAL;76;64;0;1458;197;269;197;264;0;5;112;168;149;165;314;69;48;26;65;209;506;0.732;0.746;0;0.667;0.738;0.732;F-C;poweldw01
78;D'Angelo Russell;5.1;2022-23;26;LALMIN;71;71;0;2304;445;948;251;458;194;490;179;216;35;180;215;437;70;29;186;140;1263;0.469;0.548;0.396;0.829;0.605;0.572;G;russeda01
79;Grayson Allen;5.1;2022-23;27;MIL;72;70;0;1972;245;557;99;191;146;366;114;126;61;176;237;163;62;14;72;117;750;0.44;0.518;0.399;0.905;0.612;0.571;G;allengr01
80;Jaylen Brown;5;2022-23;26;BOS;67;67;1;2405;679;1383;516;896;163;487;263;344;78;381;459;232;75;26;197;172;1784;0.491;0.576;0.335;0.765;0.581;0.55;F-G;brownja02
81;Scottie Barnes;5;2022-23;21;TOR;77;76;0;2678;463;1016;400;792;63;224;190;246;179;333;512;371;83;61;154;170;1179;0.456;0.505;0.281;0.772;0.524;0.487;G-F;barnesc01
82;Chris Boucher;5;2022-23;30;TOR;76;0;0;1523;261;529;199;340;62;189;128;168;157;264;421;29;47;64;41;143;712;0.493;0.585;0.328;0.762;0.59;0.552;F;bouchch01
83;Kevin Huerter;4.9;2022-23;24;SAC;75;75;0;2203;420;866;215;356;205;510;95;131;42;209;251;221;80;24;97;181;1140;0.485;0.604;0.402;0.725;0.617;0.603;G;huertke01
84;Larry Nance Jr.;4.9;2022-23;30;NOP;65;1;0;1381;186;305;172;263;14;42;55;79;106;248;354;119;56;37;42;133;441;0.61;0.654;0.333;0.696;0.649;0.633;F-C;nancela02
85;KJ Martin;4.9;2022-23;22;HOU;82;49;0;2292;410;720;342;504;68;216;151;222;126;326;452;123;41;30;91;147;1039;0.569;0.679;0.315;0.68;0.635;0.617;F;martike04
86;Christian Wood;4.8;2022-23;27;DAL;67;17;0;1738;396;769;291;490;105;279;217;281;87;404;491;121;30;72;121;169;1114;0.515;0.594;0.376;0.772;0.624;0.583;F;woodch01
87;Quentin Grimes;4.8;2022-23;22;NYK;71;66;0;2121;282;602;125;195;157;407;78;98;49;180;229;150;47;26;69;177;799;0.468;0.641;0.386;0.796;0.619;0.599;G;grimequ01
88;Draymond Green;4.7;2022-23;32;GSW;73;73;0;2297;250;474;210;343;40;131;77;108;66;459;525;500;74;60;204;229;617;0.527;0.612;0.305;0.713;0.592;0.57;F;greendr01
89;Dejounte Murray;4.7;2022-23;26;ATL;74;74;0;2693;612;1319;479;932;133;387;158;190;53;336;389;448;112;19;160;106;1515;0.464;0.514;0.344;0.832;0.54;0.514;G;murrade01
90;OG Anunoby;4.7;2022-23;25;TOR;67;67;0;2386;421;885;279;518;142;367;140;167;95;237;332;131;128;50;132;200;1124;0.476;0.539;0.387;0.838;0.586;0.556;F;anunoog01
91;Isaiah Hartenstein;4.6;2022-23;24;NYK;82;8;0;1626;175;327;167;290;8;37;48;71;209;327;536;102;53;64;66;213;406;0.535;0.576;0.216;0.676;0.567;0.547;F;harteis01
92;Paul George;4.6;2022-23;32;LAC;56;56;1;1939;459;1004;301;578;158;426;256;294;45;297;342;288;83;20;176;159;1332;0.457;0.521;0.371;0.871;0.588;0.536;F-G;georgpa01
93;Wendell Carter Jr.;4.6;2022-23;23;ORL;57;54;0;1690;322;613;242;388;80;225;144;195;120;377;497;132;30;33;106;159;868;0.525;0.624;0.356;0.738;0.621;0.591;C;cartewe01
94;Santi Aldama;4.6;2022-23;22;MEM;77;20;0;1682;247;525;153;259;94;266;108;144;85;286;371;97;45;48;60;143;696;0.47;0.591;0.353;0.75;0.591;0.56;F;aldamsa01
95;Brandon Clarke;4.5;2022-23;26;MEM;56;8;0;1090;229;349;228;343;1;6;99;137;92;218;310;72;34;37;55;131;558;0.656;0.665;0.167;0.723;0.682;0.658;F;clarkbr01
96;Gary Trent Jr.;4.5;2022-23;24;TOR;66;44;0;2118;405;935;239;485;166;450;172;205;30;143;173;106;104;14;55;102;1148;0.433;0.493;0.369;0.839;0.56;0.522;G;trentga02
97;Kentavious Caldwell-Pope;4.5;2022-23;29;DEN;76;76;0;2381;292;632;157;313;135;319;103;125;35;173;208;183;112;35;86;145;822;0.462;0.502;0.423;0.824;0.598;0.569;G;caldwke01
98;Jalen Duren;4.5;2022-23;19;DET;67;31;0;1670;258;398;258;396;0;2;96;157;229;366;595;75;44;59;92;182;612;0.648;0.652;0;0.611;0.655;0.648;C;durenja01
99;Caris LeVert;4.4;2022-23;28;CLE;74;30;0;2237;320;742;193;418;127;324;130;180;53;229;282;287;72;24;116;170;897;0.431;0.462;0.392;0.722;0.546;0.517;G-F;leverca01
100;Grant Williams;4.4;2022-23;24;BOS;79;23;0;2045;216;476;101;185;115;291;94;122;87;276;363;131;41;31;82;192;641;0.454;0.546;0.395;0.77;0.605;0.575;F;willigr01
101;Drew Eubanks;4.4;2022-23;25;POR;78;28;0;1584;214;334;207;316;7;18;83;125;132;286;418;103;40;102;67;169;518;0.641;0.655;0.389;0.664;0.666;0.651;F;eubandr01
102;Jaden McDaniels;4.4;2022-23;22;MIN;79;79;0;2416;370;716;263;447;107;269;106;144;92;215;307;148;74;76;112;272;953;0.517;0.588;0.398;0.736;0.611;0.591;F;mcdanja02
103;Buddy Hield;4.4;2022-23;30;IND;80;73;0;2482;475;1038;187;361;288;677;106;129;67;333;400;225;92;26;139;156;1344;0.458;0.518;0.425;0.822;0.614;0.596;G-F;hieldbu01
104;Michael Porter Jr.;4.3;2022-23;24;DEN;62;62;0;1798;398;817;210;363;188;454;96;120;64;277;341;65;37;29;68;119;1080;0.487;0.579;0.414;0.8;0.621;0.602;F;portemi01
105;Terance Mann;4.3;2022-23;26;LAC;81;36;0;1872;272;524;195;326;77;198;92;118;77;199;276;184;42;22;80;149;713;0.519;0.598;0.389;0.78;0.619;0.593;G-F;mannte01
106;Keegan Murray;4.3;2022-23;22;SAC;80;78;0;2382;354;782;148;281;206;501;62;81;89;282;371;98;61;42;60;162;976;0.453;0.527;0.411;0.765;0.597;0.584;F;murrake02
107;Kelly Olynyk;4.3;2022-23;31;UTA;68;68;0;1942;278;557;185;321;93;236;198;232;82;338;420;252;60;37;168;232;847;0.499;0.576;0.394;0.853;0.643;0.583;C-F;olynyke01
108;CJ McCollum;4.3;2022-23;31;NOP;75;75;0;2649;587;1344;376;801;211;543;183;238;55;273;328;429;70;38;183;153;1568;0.437;0.469;0.389;0.769;0.541;0.515;G;mccolcj01
109;Bruce Brown;4.3;2022-23;26;DEN;80;31;0;2280;358;741;267;487;91;254;116;153;63;265;328;268;87;51;123;190;923;0.483;0.548;0.358;0.758;0.571;0.545;G-F;brownbr01
110;Monte Morris;4.2;2022-23;27;WAS;62;61;0;1695;247;515;169;311;78;204;64;77;26;184;210;326;43;13;60;75;636;0.48;0.543;0.382;0.831;0.579;0.555;G;morrimo01
111;De'Anthony Melton;4.2;2022-23;24;PHI;77;58;0;2150;277;651;120;248;157;403;69;87;69;243;312;197;126;41;102;191;780;0.425;0.484;0.39;0.793;0.566;0.546;G;meltode01
112;John Collins;4.2;2022-23;25;ATL;71;71;0;2130;359;707;289;467;70;240;143;178;77;385;462;85;42;73;79;220;931;0.508;0.619;0.292;0.803;0.593;0.557;F;collijo01
113;Isaac Okoro;4.2;2022-23;22;CLE;76;46;0;1652;175;354;113;183;62;171;78;103;52;135;187;87;56;30;42;158;490;0.494;0.617;0.363;0.757;0.614;0.582;G-F;okorois01
114;Herbert Jones;4.2;2022-23;24;NOP;66;66;0;1951;235;501;179;334;56;167;123;161;97;172;269;162;103;42;88;208;649;0.469;0.536;0.335;0.764;0.567;0.525;F;joneshe01
115;Xavier Tillman Sr.;4.2;2022-23;24;MEM;61;29;0;1180;188;306;184;291;4;15;49;89;121;186;307;96;58;29;44;97;429;0.614;0.632;0.267;0.551;0.621;0.621;F;tillmxa01
116;Donte DiVincenzo;4.2;2022-23;26;GSW;72;36;0;1894;235;540;85;162;150;378;58;71;80;245;325;252;97;10;112;133;678;0.435;0.525;0.397;0.817;0.593;0.574;G;divindo01
117;Nick Richards;4.2;2022-23;25;CHO;65;9;0;1217;197;313;196;312;1;1;137;183;147;269;416;38;11;71;59;154;532;0.629;0.628;1;0.749;0.676;0.631;F-C;richani01
118;Thomas Bryant;4.1;2022-23;25;DENLAL;59;26;0;1081;230;369;204;310;26;59;93;126;86;253;339;31;16;30;38;102;579;0.623;0.658;0.441;0.738;0.682;0.659;C;bryanth01
119;Jerami Grant;4.1;2022-23;28;POR;63;63;0;2246;434;913;290;554;144;359;278;342;53;230;283;150;51;53;116;152;1290;0.475;0.523;0.401;0.813;0.606;0.554;F;grantje01
120;Torrey Craig;4;2022-23;32;PHO;79;60;0;1948;228;500;128;247;100;253;32;45;145;281;426;117;50;62;73;179;588;0.456;0.518;0.395;0.711;0.566;0.556;G-F;craigto01
121;Josh Giddey;4;2022-23;20;OKC;76;76;0;2367;539;1118;463;884;76;234;106;145;148;451;599;469;57;31;211;143;1260;0.482;0.524;0.325;0.731;0.533;0.516;G;giddejo01
122;Saddiq Bey;3.9;2022-23;23;ATLDET;77;37;0;2129;353;836;202;418;151;418;205;238;98;264;362;118;70;13;71;123;1062;0.422;0.483;0.361;0.861;0.564;0.513;F;beysa01
123;Robert Williams;3.8;2022-23;25;BOS;35;20;0;824;127;170;127;169;0;1;25;41;104;188;292;50;22;48;34;68;279;0.747;0.751;0;0.61;0.742;0.747;C-F;williro04
124;Corey Kispert;3.8;2022-23;23;WAS;74;45;0;2093;291;585;128;201;163;384;75;88;33;174;207;87;32;9;55;97;820;0.497;0.637;0.424;0.852;0.657;0.637;G-F;kispeco01
125;Anthony Edwards;3.8;2022-23;21;MIN;79;79;1;2842;707;1541;494;963;213;578;319;422;47;411;458;350;125;58;259;186;1946;0.459;0.513;0.369;0.756;0.564;0.528;G-F;edwaran01
126;Isaiah Joe;3.8;2022-23;23;OKC;73;10;0;1395;224;508;63;114;161;394;82;100;27;148;175;88;48;8;39;105;691;0.441;0.553;0.409;0.82;0.626;0.599;G;joeis01
127;Marcus Smart;3.7;2022-23;28;BOS;61;61;0;1957;250;602;135;260;115;342;88;118;46;145;191;382;93;23;143;172;703;0.415;0.519;0.336;0.746;0.538;0.511;G;smartma01
128;Cole Anthony;3.7;2022-23;22;ORL;60;4;0;1552;277;610;202;404;75;206;152;170;47;241;288;235;37;31;91;158;781;0.454;0.5;0.364;0.894;0.57;0.516;G;anthoco01
129;Caleb Martin;3.7;2022-23;27;MIA;71;49;0;2077;254;548;170;312;84;236;91;113;88;256;344;117;71;31;78;145;683;0.464;0.545;0.356;0.805;0.571;0.54;F;martica02
130;Delon Wright;3.7;2022-23;30;WAS;50;14;0;1221;138;291;97;172;41;119;52;60;58;122;180;194;92;17;44;59;369;0.474;0.564;0.345;0.867;0.581;0.545;G;wrighde01
131;Markelle Fultz;3.7;2022-23;24;ORL;60;60;0;1778;349;679;322;592;27;87;112;143;69;165;234;341;87;26;139;131;837;0.514;0.544;0.31;0.783;0.564;0.534;G;fultzma01
132;Nicolas Batum;3.6;2022-23;34;LAC;78;19;0;1709;160;381;36;64;124;317;34;48;62;237;299;121;54;44;50;149;478;0.42;0.563;0.391;0.708;0.594;0.583;F-G;batumni01
133;Zion Williamson;3.6;2022-23;22;NOP;29;29;1;956;285;469;278;450;7;19;177;248;58;144;202;133;32;16;99;65;754;0.608;0.618;0.368;0.714;0.652;0.615;F-C;willizi01
134;Alex Caruso;3.6;2022-23;28;CHI;67;36;0;1575;130;286;75;135;55;151;59;73;42;154;196;193;98;46;77;159;374;0.455;0.556;0.364;0.808;0.588;0.551;G;carusal01
135;Bojan Bogdanović;3.5;2022-23;33;DET;59;59;0;1893;430;882;285;529;145;353;268;303;36;187;223;152;34;8;135;113;1273;0.488;0.539;0.411;0.884;0.627;0.57;G-F;bogdabo02
