Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
1;Chris Paul;17.8;2007-08;22;NOH;80;80;1;3006;630;1291;538;1042;92;249;332;390;62;259;321;925;217;4;201;185;1684;0.488;0.516;0.369;0.851;0.576;0.524;G;paulch01
2;LeBron James;15.2;2007-08;23;CLE;75;74;1;3027;794;1642;681;1283;113;359;549;771;133;459;592;539;138;81;255;165;2250;0.484;0.531;0.315;0.712;0.568;0.518;F-G;jamesle01
3;Amar'e Stoudemire;14.6;2007-08;25;PHO;79;79;1;2677;714;1211;709;1180;5;31;556;691;178;541;719;118;64;163;174;294;1989;0.59;0.601;0.161;0.805;0.656;0.592;F-C;stoudam01
4;Kobe Bryant;13.8;2007-08;29;LAL;82;82;1;3192;775;1690;625;1275;150;415;623;742;94;423;517;441;151;40;257;227;2323;0.459;0.49;0.361;0.84;0.576;0.503;G-F;bryanko01
5;Chauncey Billups;13.5;2007-08;31;DET;78;78;1;2522;393;877;256;535;137;342;401;437;42;170;212;529;101;17;160;130;1324;0.448;0.479;0.401;0.918;0.619;0.526;G;billuch01
6;Dwight Howard;12.9;2007-08;22;ORL;82;82;1;3088;583;974;583;970;0;4;529;897;279;882;1161;110;74;176;263;274;1695;0.599;0.601;0;0.59;0.619;0.599;C;howardw01
7;Dirk Nowitzki;12.9;2007-08;29;DAL;77;77;1;2769;630;1314;551;1094;79;220;478;544;95;564;659;266;51;71;160;198;1817;0.479;0.504;0.359;0.879;0.585;0.51;F-C;nowitdi01
8;Kevin Garnett;12.9;2007-08;31;BOS;71;71;1;2328;534;990;534;979;0;11;269;336;135;520;655;244;100;89;138;163;1337;0.539;0.545;0;0.801;0.588;0.539;F-C;garneke01
9;Paul Pierce;12.4;2007-08;30;BOS;80;80;1;2874;509;1098;366;733;143;365;409;485;53;358;411;363;101;36;221;200;1570;0.464;0.499;0.392;0.843;0.599;0.529;F-G;piercpa01
10;Allen Iverson;11.6;2007-08;32;DEN;82;82;1;3424;712;1556;617;1281;95;275;645;797;47;196;243;586;160;12;245;109;2164;0.458;0.482;0.345;0.809;0.567;0.488;G;iversal01
