Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
1;Nikola Jokić;17;2023-24;28;DEN;79;79;1;2737;822;1411;739;1180;83;231;358;438;223;753;976;708;108;68;237;194;2085;0.583;0.626;0.359;0.817;0.65;0.612;C-F;jokicni01
2;Shai Gilgeous-Alexander;14.6;2023-24;25;OKC;75;75;1;2553;796;1487;701;1218;95;269;567;649;65;350;415;465;150;67;162;184;2254;0.535;0.576;0.353;0.874;0.636;0.567;G;gilgesh01
3;Giannis Antetokounmpo;13.2;2023-24;29;MIL;73;73;1;2567;837;1369;803;1245;34;124;514;782;196;645;841;476;87;79;250;210;2222;0.611;0.645;0.274;0.657;0.649;0.624;F-G;antetgi01
4;Domantas Sabonis;12.6;2023-24;27;SAC;82;82;0;2928;634;1068;601;981;33;87;292;415;294;826;1120;673;74;48;272;250;1593;0.594;0.613;0.379;0.704;0.637;0.609;C-F;sabondo01
5;Luka Dončić;12;2023-24;24;DAL;70;70;1;2624;804;1652;520;908;284;744;478;608;59;588;647;686;99;38;282;149;2370;0.487;0.573;0.382;0.786;0.617;0.573;G-F;doncilu01
6;Anthony Davis;11.8;2023-24;30;LAL;76;76;1;2700;713;1283;684;1176;29;107;421;516;239;722;961;266;91;178;159;177;1876;0.556;0.582;0.271;0.816;0.621;0.567;F-C;davisan02
7;Rudy Gobert;11.6;2023-24;31;MIN;76;76;0;2593;406;614;406;611;0;3;249;390;285;697;982;102;52;162;118;238;1061;0.661;0.664;0;0.638;0.675;0.661;C;goberru01
8;Jalen Brunson;11.2;2023-24;27;NYK;77;77;1;2726;790;1648;579;1122;211;526;421;497;43;235;278;519;70;13;186;144;2212;0.479;0.516;0.401;0.847;0.592;0.543;G;brunsja01
9;Jarrett Allen;10.7;2023-24;25;CLE;77;77;0;2442;519;819;519;813;0;6;233;314;243;568;811;210;53;81;121;147;1271;0.634;0.638;0;0.742;0.664;0.634;C-F;allenja01
10;Jayson Tatum;10.4;2023-24;25;BOS;74;74;1;2645;672;1426;443;817;229;609;414;497;67;534;601;364;75;43;188;145;1987;0.471;0.542;0.376;0.833;0.604;0.552;F;tatumja01
11;Devin Booker;9.2;2023-24;27;PHO;68;68;1;2447;642;1305;490;887;152;418;405;457;56;252;308;472;61;28;178;206;1841;0.492;0.552;0.364;0.886;0.611;0.55;G;bookede01
12;DeMar DeRozan;9.2;2023-24;34;CHI;79;79;0;2989;650;1355;575;1130;75;225;522;612;43;297;340;421;90;45;135;161;1897;0.48;0.509;0.333;0.853;0.584;0.507;G-F;derozde01
13;Jimmy Butler;9.1;2023-24;34;MIA;60;60;0;2042;396;793;336;648;60;145;394;459;105;213;318;298;79;17;102;68;1246;0.499;0.519;0.414;0.858;0.626;0.537;F-G;butleji01
14;Tyrese Haliburton;9;2023-24;23;IND;69;68;1;2224;500;1048;305;513;195;535;194;227;35;236;271;752;83;48;159;75;1389;0.477;0.595;0.364;0.855;0.605;0.57;G;halibty01
15;Chet Holmgren;8.9;2023-24;21;OKC;82;82;0;2413;505;953;376;604;129;349;218;275;129;519;648;200;53;190;131;197;1357;0.53;0.623;0.37;0.793;0.632;0.598;F-C;holmgch01
16;Kawhi Leonard;8.9;2023-24;32;LAC;68;68;1;2330;610;1162;470;826;140;336;253;286;84;332;416;244;111;59;119;97;1613;0.525;0.569;0.417;0.885;0.626;0.585;F;leonaka01
17;LeBron James;8.5;2023-24;39;LAL;71;71;1;2504;685;1269;536;906;149;363;303;404;61;457;518;589;89;38;245;78;1822;0.54;0.592;0.41;0.75;0.63;0.599;F-G;jamesle01
18;Derrick White;8.5;2023-24;29;BOS;73;73;0;2381;387;839;191;344;196;495;137;152;51;259;310;377;74;87;112;152;1107;0.461;0.555;0.396;0.901;0.611;0.578;G;whitede01
19;Fred VanVleet;8.4;2023-24;29;HOU;73;73;0;2684;423;1018;196;432;227;586;197;229;33;245;278;589;101;59;126;183;1270;0.416;0.454;0.387;0.86;0.568;0.527;G;vanvlfr01
20;James Harden;8.4;2023-24;34;LAC;72;72;0;2470;352;822;166;334;186;488;302;344;34;335;369;614;77;57;185;127;1192;0.428;0.497;0.381;0.878;0.612;0.541;G;hardeja01
21;Kevin Durant;8.3;2023-24;35;PHO;75;75;1;2791;751;1436;583;1029;168;407;362;423;41;454;495;378;69;91;244;133;2032;0.523;0.567;0.413;0.856;0.626;0.581;F-G;duranke01
22;Mike Conley;8.2;2023-24;36;MIN;76;76;0;2193;294;644;115;239;179;405;102;112;37;181;218;449;88;17;102;128;869;0.457;0.481;0.442;0.911;0.627;0.595;G;conlemi01
23;Tyrese Maxey;8.1;2023-24;23;PHI;70;70;1;2626;638;1419;426;850;212;569;328;378;36;222;258;433;69;33;116;151;1816;0.45;0.501;0.373;0.868;0.573;0.524;G;maxeyty01
24;Isaiah Hartenstein;8.1;2023-24;25;NYK;75;49;0;1896;235;365;234;362;1;3;111;157;244;382;626;188;87;85;93;210;582;0.644;0.646;0.333;0.707;0.67;0.645;F;harteis01
25;Kristaps Porziņģis;7.9;2023-24;28;BOS;57;57;0;1690;388;752;278;459;110;293;259;302;97;312;409;115;42;111;89;156;1145;0.516;0.606;0.375;0.858;0.647;0.589;F-C;porzikr01
26;Daniel Gafford;7.8;2023-24;25;DALWAS;74;66;0;1815;348;480;348;480;0;0;118;175;195;367;562;115;65;153;74;227;814;0.725;0.725;;0.674;0.731;0.725;C-F;gaffoda01
27;Damian Lillard;7.7;2023-24;33;MIL;73;73;1;2579;541;1277;321;655;220;622;473;514;36;284;320;508;72;18;193;134;1775;0.424;0.49;0.354;0.92;0.59;0.51;G;lillada01
28;Zion Williamson;7.5;2023-24;23;NOP;70;70;0;2207;624;1094;618;1076;6;18;347;494;122;284;406;352;77;47;193;159;1601;0.57;0.574;0.333;0.702;0.61;0.573;F-C;willizi01
29;Anthony Edwards;7.5;2023-24;22;MIN;79;78;1;2770;718;1558;528;1026;190;532;423;506;52;378;430;405;101;42;241;141;2049;0.461;0.515;0.357;0.836;0.575;0.522;G-F;edwaran01
30;Joel Embiid;7.5;2023-24;29;PHI;39;39;1;1309;450;851;396;712;54;139;399;452;95;335;430;219;46;66;150;112;1353;0.529;0.556;0.388;0.883;0.644;0.561;C;embiijo01
31;Paul George;7.3;2023-24;33;LAC;74;74;1;2502;582;1236;339;648;243;588;264;291;37;351;388;262;113;37;153;202;1671;0.471;0.523;0.413;0.907;0.613;0.569;F-G;georgpa01
