Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
12;Tyson Chandler;10.3;2014-15;32;DAL;75;75;0;2286;293;440;293;440;0;0;185;257;294;570;864;84;42;91;105;169;771;0.666;0.666;;0.72;0.697;0.666;C;chandty01
13;Marc Gasol;10.2;2014-15;30;MEM;81;81;1;2687;530;1072;527;1055;3;17;350;440;115;515;630;307;70;131;176;208;1413;0.494;0.5;0.176;0.795;0.558;0.496;C;gasolma01
14;Tim Duncan;9.6;2014-15;38;SAS;77;77;1;2227;419;819;417;812;2;7;230;311;170;534;704;230;63;151;131;165;1070;0.512;0.514;0.286;0.74;0.56;0.513;F-C;duncati01
15;Rudy Gobert;9.3;2014-15;22;UTA;82;37;0;2158;258;427;258;425;0;2;170;273;265;510;775;109;64;189;111;175;686;0.604;0.607;0;0.623;0.627;0.604;C;goberru01
16;Blake Griffin;9;2014-15;25;LAC;67;67;1;2356;574;1144;564;1119;10;25;311;427;126;382;508;354;63;35;152;196;1469;0.502;0.504;0.4;0.728;0.551;0.506;F-C;griffbl01
17;Klay Thompson;8.8;2014-15;24;GSW;77;77;1;2455;602;1299;363;754;239;545;225;256;27;220;247;222;87;60;149;122;1668;0.463;0.481;0.439;0.879;0.591;0.555;G-F;thompkl01
18;Kevin Love;8.7;2014-15;26;CLE;75;75;0;2532;413;952;269;560;144;392;258;321;142;589;731;168;51;39;122;140;1228;0.434;0.48;0.367;0.804;0.562;0.509;F-C;loveke01
19;Gordon Hayward;8.7;2014-15;24;UTA;76;76;0;2618;484;1087;364;757;120;330;375;462;54;319;373;313;108;30;206;131;1463;0.445;0.481;0.364;0.812;0.567;0.5;F-G;haywago01
20;Al Horford;8.7;2014-15;28;ATL;76;76;1;2318;519;965;508;929;11;36;107;141;131;413;544;244;68;98;100;121;1156;0.538;0.547;0.306;0.759;0.563;0.544;C-F;horfoal01
21;Kawhi Leonard;8.6;2014-15;23;SAS;64;64;0;2033;394;822;327;630;67;192;202;252;85;376;461;161;148;48;97;128;1057;0.479;0.519;0.349;0.802;0.567;0.52;F;leonaka01
22;LaMarcus Aldridge;8.6;2014-15;29;POR;71;71;1;2512;659;1415;622;1310;37;105;306;362;177;549;726;124;48;68;122;125;1661;0.466;0.475;0.352;0.845;0.528;0.479;F-C;aldrila01
23;Marcin Gortat;8.6;2014-15;30;WAS;82;82;0;2453;439;775;439;772;0;3;123;175;180;537;717;97;49;110;100;191;1001;0.566;0.569;0;0.703;0.587;0.566;C-F;gortama01
24;Draymond Green;8.5;2014-15;24;GSW;79;79;0;2490;339;765;228;436;111;329;132;200;114;533;647;291;123;99;133;253;921;0.443;0.523;0.337;0.66;0.54;0.516;F;greendr01
25;Derrick Favors;8.3;2014-15;23;UTA;74;74;0;2280;482;918;481;912;1;6;222;332;196;411;607;112;60;123;121;210;1187;0.525;0.527;0.167;0.669;0.558;0.526;F-C;favorde01
26;Paul Millsap;8.3;2014-15;29;ATL;73;73;1;2390;443;930;366;714;77;216;255;337;139;431;570;223;130;69;166;201;1218;0.476;0.513;0.356;0.757;0.565;0.518;F;millspa01
27;Jonas Valančiūnas;8.2;2014-15;22;TOR;80;80;0;2096;373;652;373;651;0;1;217;276;215;478;693;39;33;95;109;222;963;0.572;0.573;0;0.786;0.623;0.572;C;valanjo01
28;Danny Green;7.8;2014-15;27;SAS;81;80;0;2312;322;738;131;281;191;457;111;127;54;289;343;158;101;87;93;163;946;0.436;0.466;0.418;0.874;0.596;0.566;G-F;greenda02
29;John Wall;7.8;2014-15;24;WAS;79;79;1;2837;519;1166;454;949;65;217;284;362;36;330;366;792;138;45;304;180;1387;0.445;0.478;0.3;0.785;0.523;0.473;G;walljo01
30;Jeff Teague;7.7;2014-15;26;ATL;73;72;1;2228;408;887;337;680;71;207;275;319;30;154;184;513;125;31;205;139;1162;0.46;0.496;0.343;0.862;0.566;0.5;G;teaguje01
31;Andre Drummond;7.7;2014-15;21;DET;82;82;0;2502;494;961;494;959;0;2;142;365;437;667;1104;55;73;153;120;285;1130;0.514;0.515;0;0.389;0.504;0.514;C;drumman01
32;Kyle Korver;7.5;2014-15;33;ATL;75;75;1;2418;292;600;71;151;221;449;106;118;15;289;304;196;52;42;107;140;911;0.487;0.47;0.492;0.898;0.699;0.671;G-F;korveky01
33;Dirk Nowitzki;7.2;2014-15;36;DAL;77;77;1;2282;487;1062;383;788;104;274;255;289;44;413;457;143;39;33;82;160;1333;0.459;0.486;0.38;0.882;0.56;0.508;F-C;nowitdi01
34;Zach Randolph;7.2;2014-15;33;MEM;71;71;0;2304;454;932;447;912;7;20;228;298;225;522;747;153;69;14;156;175;1143;0.487;0.49;0.35;0.765;0.538;0.491;F-C;randoza01
35;Kyle Lowry;7.1;2014-15;28;TOR;70;70;1;2414;430;1043;298;652;132;391;252;312;54;274;328;473;109;13;173;212;1244;0.412;0.457;0.338;0.808;0.527;0.476;G;lowryky01
36;DeMarre Carroll;7;2014-15;28;ATL;70;69;0;2189;318;653;198;349;120;304;127;181;99;273;372;118;94;17;75;154;883;0.487;0.567;0.395;0.702;0.603;0.579;F;carrode01
37;Nikola Vučević;7;2014-15;24;ORL;74;74;0;2529;631;1206;629;1200;2;6;164;218;238;572;810;147;54;54;148;220;1428;0.523;0.524;0.333;0.752;0.548;0.524;C;vucevni01
38;Ty Lawson;7;2014-15;27;DEN;75;75;0;2665;404;926;334;721;70;205;265;363;42;192;234;720;92;9;185;128;1143;0.436;0.463;0.341;0.73;0.526;0.474;G;lawsoty01
39;Brook Lopez;7;2014-15;26;BRK;72;44;0;2100;506;987;505;977;1;10;223;274;214;321;535;50;43;126;104;206;1236;0.513;0.517;0.1;0.814;0.558;0.513;C;lopezbr01
40;Eric Bledsoe;7;2014-15;25;PHO;81;81;0;2800;468;1046;380;774;88;272;353;441;72;351;423;493;127;45;274;189;1377;0.447;0.491;0.324;0.8;0.555;0.489;G;bledser01
41;Mike Conley;6.8;2014-15;27;MEM;70;70;0;2225;393;882;286;605;107;277;214;249;29;180;209;375;89;14;156;139;1107;0.446;0.473;0.386;0.859;0.558;0.506;G;conlemi01
42;Greg Monroe;6.8;2014-15;24;DET;69;57;0;2137;423;853;423;853;0;0;252;336;229;475;704;142;78;34;149;148;1098;0.496;0.496;;0.75;0.549;0.496;C-F;monrogr01
43;Goran Dragić;6.8;2014-15;28;MIAPHO;78;78;0;2640;502;1002;412;743;90;259;181;234;81;193;274;350;78;15;173;195;1275;0.501;0.555;0.347;0.774;0.577;0.546;G;dragigo01
44;Tristan Thompson;6.8;2014-15;23;CLE;82;15;0;2194;267;488;267;488;0;0;159;248;274;383;657;39;34;61;83;189;693;0.547;0.547;;0.641;0.58;0.547;F-C;thomptr01
45;Harrison Barnes;6.7;2014-15;22;GSW;82;82;0;2318;316;656;229;441;87;215;108;150;117;336;453;116;61;19;71;146;827;0.482;0.519;0.405;0.72;0.573;0.548;F;barneha02
46;JJ Redick;6.7;2014-15;30;LAC;78;78;0;2409;447;938;247;480;200;458;183;203;22;145;167;137;39;8;95;134;1277;0.477;0.515;0.437;0.901;0.622;0.583;G;redicjj01
47;Khris Middleton;6.7;2014-15;23;MIL;79;58;0;2378;406;869;297;601;109;268;134;156;48;299;347;182;122;11;113;183;1055;0.467;0.494;0.407;0.859;0.563;0.53;F-G;middlkh01
48;Lou Williams;6.6;2014-15;28;TOR;80;0;0;2016;375;928;223;481;152;447;340;395;24;127;151;164;88;10;101;103;1242;0.404;0.464;0.34;0.861;0.564;0.486;G;willilo02
49;Trevor Ariza;6.6;2014-15;29;HOU;82;82;0;2930;366;910;172;355;194;555;122;143;77;382;459;209;152;17;141;186;1048;0.402;0.485;0.35;0.853;0.539;0.509;F;arizatr01
50;Tyler Zeller;6.5;2014-15;25;BOS;82;59;0;1731;340;619;340;619;0;0;153;186;146;319;465;113;18;52;76;205;833;0.549;0.549;;0.823;0.594;0.549;F-C;zellety01
51;Enes Freedom;6.4;2014-15;22;OKCUTA;75;74;0;2135;482;928;466;883;16;45;183;234;277;394;671;55;36;29;145;189;1163;0.519;0.528;0.356;0.782;0.564;0.528;C;kanteen01
52;Ed Davis;6.3;2014-15;25;LAL;79;24;0;1840;282;469;282;469;0;0;92;189;230;370;600;94;49;98;58;202;656;0.601;0.601;;0.487;0.594;0.601;F;davised01
53;Giannis Antetokounmpo;6.2;2014-15;20;MIL;81;71;0;2541;383;780;376;736;7;44;257;347;100;442;542;207;73;85;173;254;1030;0.491;0.511;0.159;0.741;0.552;0.496;F-G;antetgi01
54;Wesley Matthews;6.2;2014-15;28;POR;60;60;0;2024;337;752;164;307;173;445;109;145;38;184;222;139;77;10;81;132;956;0.448;0.534;0.389;0.752;0.586;0.563;G;matthwe02
55;Patrick Patterson;6.1;2014-15;25;TOR;81;4;0;2156;240;535;135;252;105;283;63;80;127;306;433;155;60;44;54;149;648;0.449;0.536;0.371;0.788;0.568;0.547;F;pattepa01
56;Rudy Gay;6.1;2014-15;28;SAC;68;67;0;2408;508;1116;429;896;79;220;337;393;98;301;399;250;71;41;183;157;1432;0.455;0.479;0.359;0.858;0.556;0.491;F;gayru01
57;Brandan Wright;6.1;2014-15;27;BOSDALPHO;75;7;0;1449;233;363;233;360;0;3;78;112;128;193;321;41;50;94;34;102;544;0.642;0.647;0;0.696;0.66;0.642;F-C;wrighbr03
58;Isaiah Thomas;6.1;2014-15;25;BOSPHO;67;1;0;1726;335;797;206;451;129;346;302;348;33;120;153;284;57;5;143;150;1101;0.42;0.457;0.373;0.868;0.579;0.501;G;thomais02
59;DeMarcus Cousins;6;2014-15;24;SAC;59;59;1;2013;498;1066;496;1058;2;8;423;541;185;562;747;210;90;103;254;241;1421;0.467;0.469;0.25;0.782;0.545;0.468;C-F;couside01
60;Nikola Mirotić;5.7;2014-15;23;CHI;82;3;0;1654;253;624;154;311;99;313;228;284;63;341;404;97;54;54;89;172;833;0.405;0.495;0.316;0.803;0.556;0.485;F;mirotni01
61;Anthony Morrow;5.7;2014-15;29;OKC;74;0;0;1806;285;615;144;290;141;325;79;89;40;155;195;60;54;11;38;135;790;0.463;0.497;0.434;0.888;0.604;0.578;G;morroan01
62;Timofey Mozgov;5.7;2014-15;28;CLEDEN;81;80;0;2045;314;566;312;560;2;6;155;216;203;388;591;55;33;97;116;227;785;0.555;0.557;0.333;0.718;0.594;0.557;C;mozgoti01
63;Kenneth Faried;5.6;2014-15;25;DEN;75;71;0;2086;373;736;372;728;1;8;199;288;242;426;668;89;62;57;118;211;946;0.507;0.511;0.125;0.691;0.548;0.507;F-C;farieke01
64;Serge Ibaka;5.6;2014-15;25;OKC;64;64;0;2116;374;786;297;581;77;205;92;110;135;364;499;55;30;155;97;194;917;0.476;0.511;0.376;0.836;0.549;0.525;F-C;ibakase01
65;Joakim Noah;5.6;2014-15;29;CHI;67;67;0;2049;190;427;190;425;0;2;105;174;219;427;646;312;48;74;123;203;485;0.445;0.447;0;0.603;0.482;0.445;C;noahjo01
66;Chandler Parsons;5.5;2014-15;26;DAL;66;66;0;2186;383;829;251;482;132;347;139;193;64;259;323;161;69;19;96;140;1037;0.462;0.521;0.38;0.72;0.567;0.542;F;parsoch01
67;Paul Pierce;5.5;2014-15;37;WAS;73;73;0;1914;293;656;175;353;118;303;164;210;45;249;294;144;46;24;92;160;868;0.447;0.496;0.389;0.781;0.58;0.537;F-G;piercpa01
68;George Hill;5.4;2014-15;28;IND;43;36;0;1267;255;535;186;342;69;193;113;143;25;154;179;220;44;14;69;111;692;0.477;0.544;0.358;0.79;0.579;0.541;G;hillge01
69;Luol Deng;5.4;2014-15;29;MIA;72;72;0;2421;369;787;291;567;78;220;191;251;103;273;376;139;65;22;108;109;1007;0.469;0.513;0.355;0.761;0.561;0.518;F;denglu01
70;Brandon Bass;5.3;2014-15;29;BOS;82;43;0;1929;344;683;335;651;9;32;169;214;139;259;398;104;41;32;83;140;866;0.504;0.515;0.281;0.79;0.557;0.51;F;bassbr01
71;Hassan Whiteside;5.3;2014-15;25;MIA;48;32;0;1142;243;387;243;387;0;0;78;156;145;337;482;6;27;123;58;129;564;0.628;0.628;;0.5;0.619;0.628;C;whiteha01
72;Andrew Bogut;5.2;2014-15;30;GSW;67;65;0;1583;200;355;200;355;0;0;22;42;141;402;543;180;39;113;106;188;422;0.563;0.563;;0.524;0.565;0.563;C;bogutan01
73;Nicolas Batum;5.2;2014-15;26;POR;71;71;0;2380;240;600;140;291;100;309;84;98;62;354;416;341;78;40;132;106;664;0.4;0.481;0.324;0.857;0.516;0.483;F-G;batumni01
74;Jeff Green;5.2;2014-15;28;BOSMEM;78;70;0;2454;416;967;319;675;97;292;239;287;64;264;328;134;53;34;108;147;1168;0.43;0.473;0.332;0.833;0.534;0.48;F;greenje02
75;Robin Lopez;5.1;2014-15;26;POR;59;59;0;1638;234;437;234;436;0;1;98;127;190;204;394;55;16;84;73;122;566;0.535;0.537;0;0.772;0.574;0.535;C;lopezro01
76;Amir Johnson;5.1;2014-15;27;TOR;75;72;0;1979;298;519;279;473;19;46;79;129;159;297;456;117;44;59;110;225;694;0.574;0.59;0.413;0.612;0.603;0.592;F-C;johnsam01
77;Andre Iguodala;5.1;2014-15;31;GSW;77;0;0;2069;231;496;157;284;74;212;68;114;44;213;257;228;89;25;88;100;604;0.466;0.553;0.349;0.596;0.553;0.54;F-G;iguodan01
78;Ömer Aşık;5;2014-15;28;NOP;76;76;0;1982;213;412;213;412;0;0;131;225;244;504;748;72;29;54;95;144;557;0.517;0.517;;0.582;0.545;0.517;C;asikom01
79;Gorgui Dieng;4.9;2014-15;25;MIN;73;49;0;2193;259;512;258;506;1;6;191;244;223;386;609;146;71;126;126;188;710;0.506;0.51;0.167;0.783;0.573;0.507;C;dienggo01
80;Reggie Jackson;4.9;2014-15;24;DETOKC;77;40;0;2268;432;996;360;755;72;241;181;218;56;271;327;462;62;9;186;167;1117;0.434;0.477;0.299;0.83;0.511;0.47;G;jacksre01
81;P.J. Tucker;4.9;2014-15;29;PHO;78;63;0;2383;261;596;174;344;87;252;104;143;114;388;502;122;107;23;96;179;713;0.438;0.506;0.345;0.727;0.541;0.511;F;tuckepj01
82;Courtney Lee;4.8;2014-15;29;MEM;77;74;0;2354;288;643;198;419;90;224;111;129;21;157;178;151;75;12;78;129;777;0.448;0.473;0.402;0.86;0.555;0.518;G;leeco01
83;Taj Gibson;4.8;2014-15;29;CHI;62;17;0;1692;254;506;254;506;0;0;132;184;162;234;396;71;36;75;77;162;640;0.502;0.502;;0.717;0.545;0.502;F-C;gibsota01
84;Tobias Harris;4.8;2014-15;22;ORL;68;63;0;2369;442;949;355;710;87;239;193;245;73;357;430;124;69;36;115;134;1164;0.466;0.5;0.364;0.788;0.551;0.512;F;harrito02
85;Kevin Durant;4.8;2014-15;26;OKC;27;27;1;913;238;467;174;308;64;159;146;171;16;162;178;110;24;25;74;40;686;0.51;0.565;0.403;0.854;0.633;0.578;F-G;duranke01
86;Mason Plumlee;4.8;2014-15;24;BRK;82;45;0;1743;280;489;280;486;0;3;157;317;175;337;512;74;65;63;106;207;717;0.573;0.576;0;0.495;0.57;0.573;C-F;plumlma01
87;Al Jefferson;4.7;2014-15;30;CHO;65;61;0;1992;486;1010;484;1005;2;5;108;165;99;449;548;113;47;84;68;139;1082;0.481;0.482;0.4;0.655;0.5;0.482;C-F;jeffeal01
88;Donatas Motiejūnas;4.7;2014-15;24;HOU;71;62;0;2037;353;700;304;567;49;133;100;166;137;284;421;130;56;34;123;203;855;0.504;0.536;0.368;0.602;0.553;0.539;F-C;motiedo01
89;Tyreke Evans;4.6;2014-15;25;NOP;79;76;0;2690;521;1165;452;938;69;227;202;291;82;334;416;521;100;37;246;198;1313;0.447;0.482;0.304;0.694;0.508;0.477;G-F;evansty01
90;Markieff Morris;4.6;2014-15;25;PHO;82;82;0;2581;512;1100;455;921;57;179;177;232;110;396;506;192;101;39;170;245;1258;0.465;0.494;0.318;0.763;0.523;0.491;F;morrima02
91;Cory Joseph;4.5;2014-15;23;SAS;79;14;0;1444;207;411;191;367;16;44;105;143;44;148;192;188;46;17;67;105;535;0.504;0.52;0.364;0.734;0.564;0.523;G;josepco01
92;Brandon Knight;4.5;2014-15;23;MILPHO;63;61;0;2035;375;888;250;567;125;321;195;223;28;216;244;330;90;10;189;114;1070;0.422;0.441;0.389;0.874;0.543;0.493;G;knighbr03
93;Kemba Walker;4.5;2014-15;24;CHO;62;58;0;2119;378;981;293;701;85;280;234;283;35;185;220;318;89;31;100;92;1075;0.385;0.418;0.304;0.827;0.486;0.429;G;walkeke02
94;Luis Scola;4.4;2014-15;34;IND;81;16;0;1659;300;642;295;622;5;20;158;226;138;388;526;105;47;18;94;192;763;0.467;0.474;0.25;0.699;0.515;0.471;F;scolalu01
95;Marvin Williams;4.3;2014-15;28;CHO;78;37;0;2035;210;495;115;230;95;265;62;87;58;328;386;100;69;36;60;146;577;0.424;0.5;0.358;0.713;0.541;0.52;F;willima02
96;Matt Barnes;4.3;2014-15;34;LAC;76;74;0;2271;277;624;141;248;136;376;74;95;51;251;302;114;67;50;87;240;764;0.444;0.569;0.362;0.779;0.574;0.553;F;barnema02
97;David West;4.3;2014-15;34;IND;66;66;0;1895;323;686;319;666;4;20;119;161;108;341;449;223;48;48;120;160;769;0.471;0.479;0.2;0.739;0.508;0.474;F-C;westda01
98;Roy Hibbert;4.2;2014-15;28;IND;76;76;0;1926;317;710;317;708;0;2;168;204;156;384;540;84;18;125;107;216;802;0.446;0.448;0;0.824;0.501;0.446;C;hibbero01
99;Devin Harris;4.2;2014-15;31;DAL;76;3;0;1685;219;524;124;258;95;266;132;162;13;122;135;237;78;14;85;147;665;0.418;0.481;0.357;0.815;0.559;0.509;G;harride01
100;Zaza Pachulia;4.2;2014-15;30;MIL;73;45;0;1730;240;529;240;526;0;3;126;160;197;303;500;178;80;21;133;170;606;0.454;0.456;0;0.788;0.506;0.454;C;pachuza01
101;Jared Dudley;4.1;2014-15;29;MIL;72;22;0;1717;198;423;124;231;74;192;48;67;45;175;220;130;72;11;62;113;518;0.468;0.537;0.385;0.716;0.572;0.556;F-G;dudleja01
102;Mike Dunleavy;4.1;2014-15;34;CHI;63;63;0;1838;209;481;102;218;107;263;70;87;28;220;248;114;39;21;60;123;595;0.435;0.468;0.407;0.805;0.573;0.546;F-G;dunlemi02
103;Steven Adams;4.1;2014-15;21;OKC;70;67;0;1771;217;399;217;397;0;2;103;205;199;324;523;66;38;86;99;222;537;0.544;0.547;0;0.502;0.549;0.544;C;adamsst01
104;Tony Allen;4.1;2014-15;33;MEM;63;41;0;1648;225;455;215;426;10;29;79;126;103;177;280;86;129;30;86;166;539;0.495;0.505;0.345;0.627;0.528;0.505;G-F;allento01
105;James Johnson;4.1;2014-15;27;TOR;70;17;0;1370;238;404;227;353;11;51;67;102;61;196;257;95;54;70;79;155;554;0.589;0.643;0.216;0.657;0.617;0.603;F;johnsja01
106;Joe Johnson;4.1;2014-15;33;BRK;80;80;0;2791;446;1025;325;688;121;337;141;176;53;331;384;292;59;14;137;120;1154;0.435;0.472;0.359;0.801;0.523;0.494;G-F;johnsjo02
107;Tony Parker;4.1;2014-15;32;SAS;68;68;0;1953;404;832;366;743;38;89;130;166;15;114;129;335;44;2;146;108;976;0.486;0.493;0.427;0.783;0.539;0.508;G;parketo01
108;Tiago Splitter;4;2014-15;30;SAS;52;35;0;1030;169;303;169;303;0;0;90;120;91;161;252;78;35;37;60;103;428;0.558;0.558;;0.75;0.601;0.558;F-C;splitti01
109;Rodney Stuckey;4;2014-15;28;IND;71;36;0;1874;332;754;277;613;55;141;177;216;36;212;248;219;56;10;118;131;896;0.44;0.452;0.39;0.819;0.528;0.477;G;stuckro01
110;Bismack Biyombo;4;2014-15;22;CHO;64;21;0;1243;101;186;101;186;0;0;102;175;159;248;407;16;18;99;52;140;304;0.543;0.543;;0.583;0.578;0.543;C-F;biyombi01
111;Jared Sullinger;4;2014-15;22;BOS;58;49;0;1566;311;708;259;524;52;184;96;129;147;294;441;134;44;42;78;153;770;0.439;0.494;0.283;0.744;0.503;0.476;F;sullija01
112;Ersan İlyasova;4;2014-15;27;MIL;58;36;0;1319;263;557;189;367;74;190;69;107;80;197;277;56;36;19;45;149;669;0.472;0.515;0.389;0.645;0.554;0.539;F;ilyaser01
113;C.J. Watson;4;2014-15;30;IND;57;21;0;1422;181;417;111;242;70;175;138;167;18;145;163;208;57;9;100;107;570;0.434;0.459;0.4;0.826;0.581;0.518;G;watsocj01
114;Nerlens Noel;4;2014-15;20;PHI;75;71;0;2311;302;653;302;653;0;0;140;230;185;426;611;128;133;142;146;208;744;0.462;0.462;;0.609;0.493;0.462;C-F;noelne01
115;Marcus Morris;4;2014-15;25;PHO;81;35;0;2045;331;763;219;450;112;313;71;113;73;312;385;133;63;16;73;188;845;0.434;0.487;0.358;0.628;0.52;0.507;F;morrima03
116;Marreese Speights;4;2014-15;27;GSW;76;9;0;1207;318;646;313;628;5;18;150;178;109;216;325;72;20;34;82;189;791;0.492;0.498;0.278;0.843;0.546;0.496;C-F;speigma01
117;Robert Covington;4;2014-15;24;PHI;70;49;0;1956;299;756;132;310;167;446;178;217;65;251;316;105;97;31;128;189;943;0.396;0.426;0.374;0.82;0.554;0.506;F-C;covinro01
118;DeMar DeRozan;4;2014-15;25;TOR;60;60;0;2100;409;990;384;902;25;88;361;434;41;236;277;210;73;11;137;122;1204;0.413;0.426;0.284;0.832;0.51;0.426;G-F;derozde01
119;Danilo Gallinari;3.9;2014-15;26;DEN;59;27;0;1426;228;568;121;267;107;301;171;191;31;187;218;83;47;20;57;94;734;0.401;0.453;0.355;0.895;0.563;0.496;F;gallida01
120;Aron Baynes;3.9;2014-15;28;SAS;70;17;0;1122;185;327;184;323;1;4;90;104;109;209;318;35;16;22;65;162;461;0.566;0.57;0.25;0.865;0.618;0.567;C;baynear01
121;Jae Crowder;3.9;2014-15;24;BOSDAL;82;17;0;1647;229;545;168;337;61;208;109;141;72;221;293;94;72;25;49;137;628;0.42;0.499;0.293;0.773;0.517;0.476;F;crowdja01
122;Cody Zeller;3.8;2014-15;22;CHO;62;45;0;1487;172;373;171;372;1;1;127;164;97;265;362;100;34;49;62;156;472;0.461;0.46;1;0.774;0.53;0.462;C-F;zelleco01
123;Darren Collison;3.8;2014-15;27;SAC;45;45;0;1565;260;550;200;389;60;161;145;184;19;124;143;252;67;14;112;95;725;0.473;0.514;0.373;0.788;0.575;0.527;G;collida01
124;Michael Kidd-Gilchrist;3.8;2014-15;21;CHO;55;52;0;1587;224;482;224;482;0;0;150;214;109;307;416;77;30;38;63;115;598;0.465;0.465;;0.701;0.519;0.465;F;kiddgmi01
125;Kris Humphries;3.8;2014-15;29;WAS;64;17;0;1345;211;446;211;439;0;7;87;117;118;298;416;57;34;25;46;130;509;0.473;0.481;0;0.744;0.512;0.473;F-C;humphkr01
126;Bradley Beal;3.7;2014-15;21;WAS;63;59;0;2107;363;851;257;592;106;259;130;166;57;184;241;194;76;18;123;136;962;0.427;0.434;0.409;0.783;0.521;0.489;G;bealbr01
127;Manu Ginóbili;3.7;2014-15;37;SAS;70;0;0;1587;251;589;162;331;89;258;147;204;28;183;211;293;67;20;154;138;738;0.426;0.489;0.345;0.721;0.544;0.502;G;ginobma01
128;J.R. Smith;3.7;2014-15;29;CLENYK;70;51;0;2080;315;755;152;329;163;426;54;72;30;188;218;195;82;22;97;163;847;0.417;0.462;0.383;0.75;0.538;0.525;G-F;smithjr01
129;Wilson Chandler;3.6;2014-15;27;DEN;78;75;0;2471;418;975;279;569;139;406;110;142;96;379;475;134;58;29;110;231;1085;0.429;0.49;0.342;0.775;0.523;0.5;F;chandwi01
130;Boris Diaw;3.6;2014-15;32;SAS;81;15;0;1984;291;632;237;463;54;169;72;93;78;270;348;233;36;23;126;148;708;0.46;0.512;0.32;0.774;0.526;0.503;F-C;diawbo01
131;Deron Williams;3.6;2014-15;30;BRK;68;55;0;2114;298;771;211;534;87;237;201;241;29;208;237;448;64;17;154;157;884;0.387;0.395;0.367;0.834;0.504;0.443;G;willide01
132;Monta Ellis;3.6;2014-15;29;DAL;80;80;0;2699;602;1354;521;1070;81;284;228;303;34;156;190;329;148;25;198;197;1513;0.445;0.487;0.285;0.752;0.509;0.475;G;ellismo01
133;John Henson;3.6;2014-15;24;MIL;67;11;0;1228;196;346;196;346;0;0;78;137;124;188;312;59;28;135;87;152;470;0.566;0.566;;0.569;0.578;0.566;C-F;hensojo01
134;Chris Bosh;3.6;2014-15;30;MIA;44;44;1;1556;343;745;280;577;63;168;179;232;46;264;310;95;41;25;95;69;928;0.46;0.485;0.375;0.772;0.548;0.503;F-C;boshch01
135;Jamal Crawford;3.6;2014-15;34;LAC;64;4;0;1703;332;839;213;475;119;364;227;252;18;106;124;158;59;14;92;108;1010;0.396;0.448;0.327;0.901;0.532;0.467;G;crawfja01
136;Trevor Booker;3.6;2014-15;27;UTA;79;5;0;1564;226;464;197;380;29;84;86;148;139;258;397;83;43;41;88;144;567;0.487;0.518;0.345;0.581;0.536;0.518;F;booketr01
