Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
17;Tyson Chandler;9.3;2012-13;30;NYK;66;66;1;2164;255;400;255;400;0;0;179;258;269;434;703;62;42;75;87;188;689;0.638;0.638;;0.694;0.671;0.638;C;chandty01
18;David Lee;9.1;2012-13;29;GSW;79;79;1;2907;602;1160;602;1156;0;4;255;320;218;668;886;279;67;22;207;246;1459;0.519;0.521;0;0.797;0.561;0.519;F-C;leeda02
19;David West;9.1;2012-13;32;IND;73;73;0;2435;502;1009;498;990;4;19;242;315;145;418;563;213;74;69;157;149;1250;0.498;0.503;0.211;0.768;0.545;0.5;F-C;westda01
20;Paul George;9;2012-13;22;IND;79;79;1;2972;493;1176;323;707;170;469;221;274;88;515;603;327;143;51;233;227;1377;0.419;0.457;0.362;0.807;0.531;0.491;F-G;georgpa01
21;Chris Bosh;9;2012-13;28;MIA;74;74;1;2454;485;907;464;833;21;74;241;302;131;370;501;123;66;101;128;168;1232;0.535;0.557;0.284;0.798;0.592;0.546;F-C;boshch01
22;Brook Lopez;9;2012-13;24;BRK;74;74;1;2253;570;1094;570;1093;0;1;297;392;208;304;512;70;33;154;131;152;1437;0.521;0.522;0;0.758;0.567;0.521;C;lopezbr01
23;Al Horford;8.8;2012-13;26;ATL;74;74;0;2756;576;1060;573;1054;3;6;134;208;195;562;757;240;78;78;147;163;1289;0.543;0.544;0.5;0.644;0.56;0.545;C-F;horfoal01
24;Tim Duncan;8.3;2012-13;36;SAS;69;69;1;2078;490;976;488;969;2;7;245;300;124;562;686;184;50;183;147;117;1227;0.502;0.504;0.286;0.817;0.554;0.503;F-C;duncati01
25;Tiago Splitter;8.2;2012-13;28;SAS;81;58;0;1997;315;563;315;561;0;2;208;285;144;371;515;130;63;64;100;161;838;0.56;0.561;0;0.73;0.609;0.56;F-C;splitti01
26;Zach Randolph;7.9;2012-13;31;MEM;76;75;1;2607;471;1024;469;1001;2;23;225;300;310;544;854;108;61;31;150;180;1169;0.46;0.469;0.087;0.75;0.506;0.461;F-C;randoza01
27;Kenneth Faried;7.8;2012-13;23;DEN;80;80;0;2248;380;689;380;689;0;0;163;266;260;474;734;77;81;83;113;234;923;0.552;0.552;;0.613;0.573;0.552;F-C;farieke01
28;Al Jefferson;7.7;2012-13;28;UTA;78;78;0;2578;611;1236;609;1219;2;17;167;217;156;564;720;164;80;89;105;170;1391;0.494;0.5;0.118;0.77;0.522;0.495;C-F;jeffeal01
29;Paul Millsap;7.6;2012-13;27;UTA;78;78;0;2375;429;875;416;836;13;39;264;356;177;377;554;201;102;80;138;232;1135;0.49;0.498;0.333;0.742;0.55;0.498;F;millspa01
30;Dwight Howard;7.6;2012-13;27;LAL;76;76;1;2722;470;813;469;807;1;6;355;721;251;694;945;108;84;186;225;291;1296;0.578;0.581;0.167;0.492;0.573;0.579;C;howardw01
31;José Calderón;7.4;2012-13;31;DETTOR;73;58;0;2160;312;635;182;353;130;282;72;80;20;156;176;518;58;8;126;99;826;0.491;0.516;0.461;0.9;0.616;0.594;G;caldejo01
32;Thaddeus Young;7.4;2012-13;24;PHI;76;76;0;2629;509;958;508;950;1;8;108;188;182;389;571;125;133;55;90;191;1127;0.531;0.535;0.125;0.574;0.541;0.532;F;youngth01
33;Ty Lawson;7.4;2012-13;25;DEN;73;71;0;2513;448;971;363;739;85;232;235;311;36;162;198;501;107;8;182;135;1216;0.461;0.491;0.366;0.756;0.549;0.505;G;lawsoty01
34;Joakim Noah;7.3;2012-13;27;CHI;66;64;1;2426;303;630;303;625;0;5;178;237;260;473;733;262;78;141;176;185;784;0.481;0.485;0;0.751;0.534;0.481;C;noahjo01
35;Amir Johnson;7.3;2012-13;25;TOR;81;38;0;2325;336;606;331;593;5;13;136;187;227;384;611;122;81;110;117;301;813;0.554;0.558;0.385;0.727;0.591;0.559;F-C;johnsam01
36;Paul Pierce;7.2;2012-13;35;BOS;77;77;0;2575;476;1092;331;710;145;382;333;423;45;442;487;370;84;30;214;210;1430;0.436;0.466;0.38;0.787;0.559;0.502;F-G;piercpa01
37;Danilo Gallinari;7.2;2012-13;24;DEN;71;71;0;2309;364;871;229;509;135;362;286;348;65;302;367;176;64;36;111;130;1149;0.418;0.45;0.373;0.822;0.561;0.495;F;gallida01
38;LaMarcus Aldridge;7.2;2012-13;27;POR;74;74;1;2790;638;1318;636;1304;2;14;282;348;175;495;670;192;62;91;143;187;1560;0.484;0.488;0.143;0.81;0.53;0.485;F-C;aldrila01
39;Jimmy Butler;7;2012-13;23;CHI;82;20;0;2134;239;512;199;407;40;105;187;233;136;192;328;115;78;31;62;97;705;0.467;0.489;0.381;0.803;0.574;0.506;F-G;butleji01
40;Kevin Martin;7;2012-13;29;OKC;77;0;0;2136;350;778;192;407;158;371;219;246;31;147;178;106;72;8;101;138;1077;0.45;0.472;0.426;0.89;0.608;0.551;G;martike02
41;Chandler Parsons;7;2012-13;24;HOU;76;76;0;2758;456;939;304;544;152;395;113;155;79;325;404;269;75;32;147;148;1177;0.486;0.559;0.385;0.729;0.584;0.567;F;parsoch01
42;J.J. Hickson;6.9;2012-13;24;POR;80;80;0;2323;418;744;418;742;0;2;182;268;266;562;828;88;48;51;145;160;1018;0.562;0.563;0;0.679;0.591;0.562;F-C;hicksjj01
43;Thabo Sefolosha;6.8;2012-13;28;OKC;81;81;0;2229;224;466;116;208;108;258;57;69;58;259;317;125;103;44;64;177;613;0.481;0.558;0.419;0.826;0.617;0.597;G-F;sefolth01
44;Ersan İlyasova;6.7;2012-13;25;MIL;73;54;0;2012;371;803;276;589;95;214;125;157;154;366;520;117;68;36;75;185;962;0.462;0.469;0.444;0.796;0.552;0.521;F;ilyaser01
45;J.R. Smith;6.7;2012-13;27;NYK;80;0;0;2678;527;1249;372;813;155;436;237;311;64;361;425;218;100;24;134;226;1446;0.422;0.458;0.356;0.762;0.522;0.484;G-F;smithjr01
46;Nikola Peković;6.7;2012-13;27;MIN;62;62;0;1959;385;741;385;741;0;0;241;324;230;315;545;53;43;50;101;143;1011;0.52;0.52;;0.744;0.572;0.52;C;pekovni01
47;Ryan Anderson;6.5;2012-13;24;NOH;81;22;0;2503;472;1115;259;558;213;557;152;180;191;328;519;97;42;31;97;179;1309;0.423;0.464;0.382;0.844;0.548;0.519;F;anderry01
48;Kosta Koufos;6.5;2012-13;23;DEN;81;81;0;1817;295;508;295;507;0;1;58;104;211;351;562;32;44;103;53;246;648;0.581;0.582;0;0.558;0.585;0.581;C;koufoko01
49;Kyle Korver;6.4;2012-13;31;ATL;74;60;0;2259;277;601;88;187;189;414;67;78;23;270;293;146;70;37;70;170;810;0.461;0.471;0.457;0.859;0.637;0.618;G-F;korveky01
50;Luol Deng;6.3;2012-13;27;CHI;75;75;1;2903;466;1093;391;860;75;233;230;282;162;314;476;222;81;32;144;105;1237;0.426;0.455;0.322;0.816;0.508;0.461;F;denglu01
51;Martell Webster;6.3;2012-13;26;WAS;76;62;0;2200;281;636;142;307;139;329;168;198;53;241;294;143;49;17;90;166;869;0.442;0.463;0.422;0.848;0.601;0.551;G-F;webstma02
52;Matt Barnes;6.3;2012-13;32;LAC;80;4;0;2058;312;675;201;350;111;325;87;117;111;255;366;123;82;63;90;233;822;0.462;0.574;0.342;0.744;0.566;0.544;F;barnema02
53;Kawhi Leonard;6.2;2012-13;21;SAS;58;57;0;1810;260;526;195;352;65;174;104;126;63;283;346;93;97;32;62;99;689;0.494;0.554;0.374;0.825;0.592;0.556;F;leonaka01
54;Carl Landry;6.2;2012-13;29;GSW;81;2;0;1876;325;602;324;599;1;3;223;273;180;303;483;65;35;31;115;190;874;0.54;0.541;0.333;0.817;0.605;0.541;F;landrca01
55;DeAndre Jordan;6.2;2012-13;24;LAC;82;82;0;2010;314;488;314;488;0;0;96;249;210;384;594;28;48;112;100;192;724;0.643;0.643;;0.386;0.606;0.643;C;jordade01
56;Roy Hibbert;6.1;2012-13;26;IND;79;79;0;2269;385;859;384;855;1;4;166;224;296;360;656;113;39;206;162;279;937;0.448;0.449;0.25;0.741;0.489;0.449;C;hibbero01
57;Anthony Davis;6.1;2012-13;19;NOH;64;60;0;1846;349;676;349;670;0;6;169;225;165;357;522;63;75;112;89;158;867;0.516;0.521;0;0.751;0.559;0.516;F-C;davisan02
58;Jeff Teague;6.1;2012-13;24;ATL;80;78;0;2628;439;974;350;726;89;248;199;226;25;155;180;579;117;28;230;181;1166;0.451;0.482;0.359;0.881;0.543;0.496;G;teaguje01
59;Larry Sanders;6;2012-13;24;MIL;71;55;0;1937;306;605;306;603;0;2;84;136;224;448;672;83;53;201;87;233;696;0.506;0.507;0;0.618;0.523;0.506;C-F;sandela01
60;Andrei Kirilenko;6;2012-13;31;MIN;64;64;0;2034;284;560;249;440;35;120;188;250;102;260;362;177;96;62;119;82;791;0.507;0.566;0.292;0.752;0.59;0.538;F;kirilan01
61;Vince Carter;6;2012-13;36;DAL;81;3;0;2093;372;855;210;456;162;399;182;223;58;276;334;194;74;44;106;226;1088;0.435;0.461;0.406;0.816;0.571;0.53;G-F;cartevi01
62;Greg Monroe;5.9;2012-13;22;DET;81;81;0;2687;514;1058;514;1054;0;4;270;392;236;541;777;281;105;55;234;190;1298;0.486;0.488;0;0.689;0.527;0.486;C-F;monrogr01
63;Nate Robinson;5.9;2012-13;28;CHI;82;23;0;2086;399;921;258;573;141;348;135;169;29;155;184;358;85;10;144;207;1074;0.433;0.45;0.405;0.799;0.54;0.51;G;robinna01
64;Danny Green;5.9;2012-13;25;SAS;80;80;0;2201;297;663;120;250;177;413;67;79;36;208;244;141;92;54;94;124;838;0.448;0.48;0.429;0.848;0.6;0.581;G-F;greenda02
65;Damian Lillard;5.8;2012-13;22;POR;82;82;0;3167;553;1288;368;785;185;503;271;321;42;215;257;531;74;19;243;172;1562;0.429;0.469;0.368;0.844;0.546;0.501;G;lillada01
66;Brandon Jennings;5.8;2012-13;23;MIL;80;80;0;2897;497;1247;324;786;173;461;230;281;59;187;246;521;125;10;203;155;1397;0.399;0.412;0.375;0.819;0.51;0.468;G;jennibr01
67;Nicolas Batum;5.8;2012-13;24;POR;73;73;0;2807;352;833;187;389;165;444;178;210;97;315;412;360;91;83;190;139;1047;0.423;0.481;0.372;0.848;0.566;0.522;F-G;batumni01
68;Goran Dragić;5.7;2012-13;26;PHO;77;77;0;2581;401;906;313;630;88;276;244;326;60;178;238;569;124;26;212;214;1134;0.443;0.497;0.319;0.748;0.54;0.491;G;dragigo01
69;Carlos Boozer;5.7;2012-13;31;CHI;79;79;0;2546;544;1140;544;1138;0;2;193;264;175;596;771;179;66;28;176;239;1281;0.477;0.478;0;0.731;0.51;0.477;F-C;boozeca01
70;Nikola Vučević;5.7;2012-13;22;ORL;77;77;0;2559;461;889;461;886;0;3;86;126;273;644;917;143;61;79;141;218;1008;0.519;0.52;0;0.683;0.534;0.519;C;vucevni01
71;Darren Collison;5.6;2012-13;25;DAL;81;47;0;2372;341;724;293;588;48;136;242;275;31;188;219;415;100;8;173;139;972;0.471;0.498;0.353;0.88;0.575;0.504;G;collida01
72;Andre Iguodala;5.6;2012-13;29;DEN;80;80;0;2779;396;879;305;592;91;287;155;270;82;341;423;433;139;52;206;127;1038;0.451;0.515;0.317;0.574;0.52;0.502;F-G;iguodan01
73;Jarrett Jack;5.6;2012-13;29;GSW;79;4;0;2349;387;857;305;654;82;203;167;198;21;222;243;439;60;11;157;134;1023;0.452;0.466;0.404;0.843;0.542;0.499;G;jackja01
74;Kevin Garnett;5.6;2012-13;36;BOS;68;68;1;2022;422;850;420;834;2;16;158;201;75;455;530;159;78;62;110;154;1004;0.496;0.504;0.125;0.786;0.535;0.498;F-C;garneke01
75;Kyle Lowry;5.6;2012-13;26;TOR;68;52;0;2020;250;623;149;344;101;279;190;239;56;265;321;435;94;24;157;218;791;0.401;0.433;0.362;0.795;0.543;0.482;G;lowryky01
76;Robin Lopez;5.6;2012-13;24;NOH;82;82;0;2136;384;719;384;719;0;0;161;207;226;236;462;64;32;128;110;167;929;0.534;0.534;;0.778;0.573;0.534;C;lopezro01
77;Ömer Aşık;5.5;2012-13;26;HOU;82;82;0;2464;332;614;332;613;0;1;168;299;275;681;956;75;46;87;173;223;832;0.541;0.542;0;0.562;0.558;0.541;C;asikom01
78;Lance Stephenson;5.5;2012-13;22;IND;78;72;0;2278;275;598;213;410;62;188;75;115;47;257;304;223;81;16;109;162;687;0.46;0.52;0.33;0.652;0.53;0.512;G-F;stephla01
79;Jeremy Lin;5.4;2012-13;24;HOU;82;82;0;2640;396;897;309;640;87;257;216;275;32;215;247;497;134;29;236;205;1095;0.441;0.483;0.339;0.785;0.538;0.49;G;linje01
80;Jason Kidd;5.4;2012-13;39;NYK;76;48;0;2043;152;409;38;84;114;325;40;48;50;273;323;249;125;25;76;125;458;0.372;0.452;0.351;0.833;0.532;0.511;G;kiddja01
81;Gordon Hayward;5.4;2012-13;22;UTA;72;27;0;2104;336;773;234;527;102;246;243;294;51;174;225;213;58;38;120;125;1017;0.435;0.444;0.415;0.827;0.564;0.501;F-G;haywago01
82;Ed Davis;5.4;2012-13;23;MEMTOR;81;28;0;1631;260;482;260;482;0;0;103;167;152;308;460;63;38;85;63;191;623;0.539;0.539;;0.617;0.561;0.539;F;davised01
83;Jamal Crawford;5.4;2012-13;32;LAC;76;0;0;2230;445;1016;296;620;149;396;216;248;22;106;128;193;79;13;146;71;1255;0.438;0.477;0.376;0.871;0.558;0.511;G;crawfja01
84;Andre Miller;5.4;2012-13;36;DEN;82;11;0;2151;303;632;286;568;17;64;163;194;60;178;238;484;73;11;172;159;786;0.479;0.504;0.266;0.84;0.548;0.493;G;millean02
85;Ray Allen;5.4;2012-13;37;MIA;79;0;0;2035;292;651;153;319;139;332;140;158;40;177;217;135;67;15;103;129;863;0.449;0.48;0.419;0.886;0.599;0.555;G;allenra02
86;Shawn Marion;5.3;2012-13;34;DAL;67;67;0;2010;355;690;332;617;23;73;79;101;146;379;525;163;75;47;103;111;812;0.514;0.538;0.315;0.782;0.553;0.531;F;mariosh01
87;Kyrie Irving;5.3;2012-13;20;CLE;59;59;1;2048;484;1070;375;791;109;279;248;290;34;182;216;350;89;21;191;146;1325;0.452;0.474;0.391;0.855;0.553;0.503;G;irvinky01
88;Tristan Thompson;5.2;2012-13;21;CLE;82;82;0;2564;390;799;390;796;0;3;177;291;306;467;773;108;60;71;123;234;957;0.488;0.49;0;0.608;0.516;0.488;F-C;thomptr01
89;Nick Collison;5.2;2012-13;32;OKC;81;2;0;1583;176;296;176;292;0;4;60;78;123;210;333;121;51;30;69;197;412;0.595;0.603;0;0.769;0.624;0.595;F;collini01
90;Mario Chalmers;5.2;2012-13;26;MIA;77;77;0;2068;227;529;104;228;123;301;89;112;19;152;171;273;118;12;119;196;666;0.429;0.456;0.409;0.795;0.576;0.545;G;chalmma01
91;Tony Allen;5.1;2012-13;31;MEM;79;79;0;2109;284;638;281;614;3;24;134;187;121;242;363;98;119;44;94;211;705;0.445;0.458;0.125;0.717;0.489;0.447;G-F;allento01
92;Joe Johnson;5.1;2012-13;31;BRK;72;72;0;2642;445;1052;297;657;148;395;132;161;53;165;218;253;49;14;123;99;1170;0.423;0.452;0.375;0.82;0.521;0.493;G-F;johnsjo02
93;Isaiah Thomas;5;2012-13;23;SAC;79;62;0;2122;366;832;251;511;115;321;253;287;29;132;161;316;67;3;140;167;1100;0.44;0.491;0.358;0.882;0.574;0.509;G;thomais02
94;Dirk Nowitzki;5;2012-13;34;DAL;53;47;0;1661;343;728;278;571;65;157;166;193;37;326;363;132;38;37;70;93;917;0.471;0.487;0.414;0.86;0.564;0.516;F-C;nowitdi01
95;Andray Blatche;4.9;2012-13;26;BRK;82;8;0;1555;346;676;343;654;3;22;148;216;161;256;417;85;86;54;123;163;843;0.512;0.524;0.136;0.685;0.547;0.514;F;blatcan01
96;Dorell Wright;4.9;2012-13;27;PHI;79;8;0;1783;237;599;102;238;135;361;120;141;42;260;302;150;62;35;64;98;729;0.396;0.429;0.374;0.851;0.551;0.508;F-G;wrighdo01
97;JaVale McGee;4.9;2012-13;25;DEN;79;0;0;1433;303;527;302;526;1;1;110;186;158;223;381;24;30;157;90;184;717;0.575;0.574;1;0.591;0.589;0.576;C;mcgeeja01
98;Jared Dudley;4.8;2012-13;27;PHO;79;50;0;2170;313;669;207;398;106;271;129;162;79;166;245;203;75;8;101;128;861;0.468;0.52;0.391;0.796;0.582;0.547;F-G;dudleja01
99;Kemba Walker;4.8;2012-13;22;CHA;82;82;0;2859;526;1244;419;912;107;332;296;371;60;223;283;471;160;31;200;153;1455;0.423;0.459;0.322;0.798;0.517;0.466;G;walkeke02
100;Brandon Bass;4.7;2012-13;27;BOS;81;69;0;2239;286;589;286;587;0;2;129;150;129;296;425;84;44;64;80;188;701;0.486;0.487;0;0.86;0.535;0.486;F;bassbr01
101;DeMar DeRozan;4.7;2012-13;23;TOR;82;82;0;3013;548;1231;514;1111;34;120;355;427;48;272;320;204;76;24;151;173;1485;0.445;0.463;0.283;0.831;0.523;0.459;G-F;derozde01
102;Jeff Green;4.7;2012-13;26;BOS;81;17;0;2252;376;806;306;624;70;182;214;265;55;263;318;128;56;68;132;175;1036;0.467;0.49;0.385;0.808;0.561;0.51;F;greenje02
103;Wesley Matthews;4.7;2012-13;26;POR;69;69;0;2403;352;808;183;383;169;425;149;187;35;156;191;174;90;18;109;172;1022;0.436;0.478;0.398;0.797;0.574;0.54;G;matthwe02
104;Monta Ellis;4.6;2012-13;27;MIL;82;82;0;3076;597;1436;503;1108;94;328;289;374;45;271;316;496;169;36;254;164;1577;0.416;0.454;0.287;0.773;0.493;0.448;G;ellismo01
105;Metta World Peace;4.6;2012-13;33;LAL;75;66;0;2530;332;824;191;412;141;412;124;169;101;271;372;112;122;42;98;198;929;0.403;0.464;0.342;0.734;0.517;0.488;F;artesro01
106;Manu Ginóbili;4.5;2012-13;35;SAS;60;0;0;1393;229;539;146;304;83;235;164;206;30;171;201;274;80;13;132;114;705;0.425;0.48;0.353;0.796;0.56;0.502;G;ginobma01
107;JJ Redick;4.5;2012-13;28;MILORL;78;13;0;2379;382;880;217;429;165;451;171;190;17;154;171;296;38;9;138;117;1100;0.434;0.506;0.366;0.9;0.571;0.528;G;redicjj01
108;John Wall;4.5;2012-13;22;WAS;49;42;0;1602;324;735;312;690;12;45;246;306;35;161;196;373;65;37;157;117;906;0.441;0.452;0.267;0.804;0.521;0.449;G;walljo01
109;Spencer Hawes;4.5;2012-13;24;PHI;82;40;0;2233;376;811;345;724;31;87;122;157;173;417;590;183;24;113;131;233;905;0.464;0.477;0.356;0.777;0.514;0.483;C-F;hawessp01
110;Emeka Okafor;4.5;2012-13;30;WAS;79;77;0;2052;328;687;328;687;0;0;109;191;199;493;692;93;45;77;107;145;765;0.477;0.477;;0.571;0.496;0.477;C-F;okafoem01
111;Andre Drummond;4.5;2012-13;19;DET;60;10;0;1243;208;342;207;340;1;2;59;159;169;288;457;30;59;95;57;144;476;0.608;0.609;0.5;0.371;0.578;0.61;C;drumman01
112;Shane Battier;4.4;2012-13;34;MIA;72;20;0;1786;152;362;16;46;136;316;32;38;37;128;165;72;41;55;34;149;472;0.42;0.348;0.43;0.842;0.623;0.608;F;battish01
113;Boris Diaw;4.4;2012-13;30;SAS;75;20;0;1709;179;332;149;254;30;78;47;65;66;188;254;180;52;27;84;143;435;0.539;0.587;0.385;0.723;0.603;0.584;F-C;diawbo01
114;Tyreke Evans;4.4;2012-13;23;SAC;65;61;0;2016;366;765;321;632;45;133;210;271;56;231;287;229;90;27;128;133;987;0.478;0.508;0.338;0.775;0.558;0.508;G-F;evansty01
115;Mike Dunleavy;4.4;2012-13;32;MIL;75;3;0;1943;276;624;148;325;128;299;105;128;31;260;291;145;39;35;90;135;785;0.442;0.455;0.428;0.82;0.577;0.545;F-G;dunlemi02
116;DeMarcus Cousins;4.4;2012-13;22;SAC;75;74;0;2289;482;1036;478;1014;4;22;312;423;222;524;746;199;108;55;225;269;1280;0.465;0.471;0.182;0.738;0.524;0.467;C-F;couside01
117;Tyler Hansbrough;4.4;2012-13;27;IND;81;8;0;1366;176;407;176;404;0;3;216;300;161;212;373;36;29;18;78;152;568;0.432;0.436;0;0.72;0.527;0.432;F;hansbty01
118;Derrick Favors;4.4;2012-13;21;UTA;77;8;0;1787;274;568;274;563;0;5;179;260;184;362;546;75;67;130;129;247;727;0.482;0.487;0;0.688;0.533;0.482;F-C;favorde01
119;Luis Scola;4.4;2012-13;32;PHO;82;67;0;2184;432;915;429;899;3;16;181;230;158;383;541;182;67;35;126;257;1048;0.472;0.477;0.188;0.787;0.516;0.474;F;scolalu01
120;Luke Ridnour;4.3;2012-13;31;MIN;82;82;0;2474;367;811;301;599;66;212;139;164;41;165;206;311;82;15;130;187;939;0.453;0.503;0.311;0.848;0.532;0.493;G;ridnolu01
121;Reggie Evans;4.3;2012-13;32;BRK;80;56;0;1967;125;261;125;261;0;0;113;222;260;628;888;43;74;13;111;199;363;0.479;0.479;;0.509;0.506;0.479;F;evansre01
122;Klay Thompson;4.3;2012-13;22;GSW;82;82;0;2936;508;1205;297;679;211;526;132;157;32;274;306;183;86;45;157;237;1359;0.422;0.437;0.401;0.841;0.533;0.509;G-F;thompkl01
123;Antawn Jamison;4.3;2012-13;36;LAL;76;6;0;1636;267;575;183;342;84;233;94;136;109;253;362;50;30;22;53;124;712;0.464;0.535;0.361;0.691;0.561;0.537;F;jamisan01
124;Steve Nash;4.3;2012-13;38;LAL;50;50;0;1627;236;475;179;345;57;130;107;116;26;116;142;333;30;5;126;70;636;0.497;0.519;0.438;0.922;0.605;0.557;G;nashst01
125;Josh Smith;4.2;2012-13;27;ATL;76;76;0;2683;550;1182;489;981;61;201;166;321;133;506;639;321;94;136;226;175;1327;0.465;0.498;0.303;0.517;0.501;0.491;F;smithjo03
126;Raymond Felton;4.2;2012-13;28;NYK;68;68;0;2313;377;882;284;624;93;258;101;128;51;143;194;372;94;14;155;130;948;0.427;0.455;0.36;0.789;0.505;0.48;G;feltora01
127;O.J. Mayo;4.2;2012-13;25;DAL;82;82;0;2913;461;1026;319;677;142;349;191;233;36;255;291;361;93;23;210;195;1255;0.449;0.471;0.407;0.82;0.556;0.519;G;mayooj01
128;Brandan Wright;4.1;2012-13;25;DAL;64;16;0;1149;241;404;241;401;0;3;59;96;85;175;260;38;26;76;34;78;541;0.597;0.601;0;0.615;0.606;0.597;F-C;wrighbr03
129;Patrick Patterson;4.1;2012-13;23;HOUSAC;71;41;0;1775;319;623;268;491;51;132;48;63;113;224;337;81;31;40;61;138;737;0.512;0.546;0.386;0.762;0.566;0.553;F;pattepa01
130;Rudy Gay;4;2012-13;26;MEMTOR;75;74;0;2687;521;1253;437;993;84;260;240;295;99;362;461;202;113;53;198;182;1366;0.416;0.44;0.323;0.814;0.494;0.449;F;gayru01
131;Nenê;4;2012-13;30;WAS;61;49;0;1659;285;594;285;593;0;1;196;269;101;306;407;177;55;37;139;171;766;0.48;0.481;0;0.729;0.538;0.48;F-C;hilarne01
132;Jason Terry;4;2012-13;35;BOS;79;24;0;2124;281;648;158;317;123;331;114;131;19;140;159;198;66;11;102;110;799;0.434;0.498;0.372;0.87;0.566;0.529;G;terryja01
133;Greg Smith;4;2012-13;22;HOU;70;10;0;1110;170;274;170;273;0;1;81;130;111;210;321;25;18;40;41;175;421;0.62;0.623;0;0.623;0.636;0.62;C;smithgr02
134;Jerryd Bayless;4;2012-13;24;MEM;80;4;0;1765;260;621;189;420;71;201;102;122;22;154;176;264;59;17;120;168;693;0.419;0.45;0.353;0.836;0.514;0.476;G;bayleje01
135;Steve Novak;4;2012-13;29;NYK;81;1;0;1641;178;430;29;79;149;351;30;33;17;135;152;35;28;8;12;97;535;0.414;0.367;0.425;0.909;0.602;0.587;F;novakst01
136;Jonas Valančiūnas;3.9;2012-13;20;TOR;62;57;0;1482;204;366;204;366;0;0;146;185;121;251;372;45;17;78;94;188;554;0.557;0.557;;0.789;0.619;0.557;C;valanjo01
