Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
26;Marc Gasol;8.4;2009-10;25;MEM;69;69;0;2469;378;651;378;650;0;1;252;376;208;432;640;165;69;109;135;254;1008;0.581;0.582;0;0.67;0.617;0.581;C;gasolma01
27;Joe Johnson;8.4;2009-10;28;ATL;76;76;1;2886;635;1386;506;1036;129;350;220;269;74;279;353;369;82;5;145;145;1619;0.458;0.488;0.369;0.818;0.538;0.505;G-F;johnsjo02
28;Paul Pierce;8.3;2009-10;32;BOS;71;71;1;2411;409;867;300;604;109;263;369;433;39;271;310;218;84;31;166;196;1296;0.472;0.497;0.414;0.852;0.613;0.535;F-G;piercpa01
29;Anderson Varejão;8.1;2009-10;27;CLE;76;7;0;2166;267;467;266;462;1;5;116;175;189;389;578;87;71;67;67;223;651;0.572;0.576;0.2;0.663;0.598;0.573;F-C;varejan01
30;Carmelo Anthony;7.9;2009-10;25;DEN;69;69;1;2634;688;1502;629;1315;59;187;508;612;152;302;454;222;88;30;209;225;1943;0.458;0.478;0.316;0.83;0.548;0.478;F;anthoca01
31;Ray Allen;7.9;2009-10;34;BOS;80;80;0;2819;464;973;319;574;145;399;231;253;45;208;253;210;64;25;129;182;1304;0.477;0.556;0.363;0.913;0.601;0.551;G;allenra02
32;Brook Lopez;7.9;2009-10;21;NJN;82;82;0;3027;563;1129;563;1127;0;2;416;509;270;439;709;187;55;139;204;251;1542;0.499;0.5;0;0.817;0.57;0.499;C;lopezbr01
33;Andrew Bynum;7.8;2009-10;22;LAL;65;65;0;1977;392;688;392;687;0;1;193;261;177;364;541;68;35;94;115;193;977;0.57;0.571;0;0.739;0.608;0.57;C;bynuman01
34;Troy Murphy;7.8;2009-10;29;IND;72;69;0;2344;384;813;256;480;128;333;154;193;129;608;737;150;72;34;100;175;1050;0.472;0.533;0.384;0.798;0.585;0.551;F-C;murphtr01
35;Carl Landry;7.7;2009-10;26;HOUSAC;80;29;0;2469;499;931;498;928;1;3;344;427;188;280;468;66;55;63;136;234;1343;0.536;0.537;0.333;0.806;0.6;0.537;F;landrca01
36;Lamar Odom;7.7;2009-10;30;LAL;82;38;0;2585;342;739;284;557;58;182;140;202;184;618;802;267;75;59;150;227;882;0.463;0.51;0.319;0.693;0.533;0.502;F;odomla01
37;David West;7.5;2009-10;29;NOH;81;81;0;2949;619;1226;612;1199;7;27;296;342;164;441;605;239;76;60;173;233;1541;0.505;0.51;0.259;0.865;0.56;0.508;F-C;westda01
38;Andrew Bogut;7.5;2009-10;25;MIL;69;69;0;2229;473;910;473;908;0;2;149;237;208;493;701;127;39;175;131;222;1095;0.52;0.521;0;0.629;0.54;0.52;C;bogutan01
39;Vince Carter;7.4;2009-10;33;ORL;75;74;0;2310;434;1015;315;691;119;324;257;306;33;260;293;236;53;18;106;189;1244;0.428;0.456;0.367;0.84;0.541;0.486;G-F;cartevi01
40;Kevin Garnett;7.3;2009-10;33;BOS;69;69;1;2060;402;772;401;767;1;5;185;221;78;428;506;185;68;57;101;170;990;0.521;0.523;0.2;0.837;0.569;0.521;F-C;garneke01
41;Jamal Crawford;7.3;2009-10;29;ATL;79;0;0;2460;496;1105;333;678;163;427;270;315;34;167;201;238;61;12;137;132;1425;0.449;0.491;0.382;0.857;0.573;0.523;G;crawfja01
42;Chris Paul;7.3;2009-10;24;NOH;45;45;1;1712;314;637;262;510;52;127;161;190;20;171;191;480;96;8;112;118;841;0.493;0.514;0.409;0.847;0.584;0.534;G;paulch01
43;Paul Millsap;7.2;2009-10;24;UTA;82;8;0;2277;385;716;384;707;1;9;183;264;186;373;559;131;64;99;116;285;954;0.538;0.543;0.111;0.693;0.573;0.538;F;millspa01
44;John Salmons;7.1;2009-10;30;CHIMIL;81;56;0;2824;437;991;319;682;118;309;253;305;35;235;270;223;99;26;123;166;1245;0.441;0.468;0.382;0.83;0.553;0.501;G;salmojo01
45;Andre Miller;7;2009-10;33;POR;82;66;0;2500;404;908;388;828;16;80;322;392;81;185;266;445;93;9;173;169;1146;0.445;0.469;0.2;0.821;0.53;0.454;G;millean02
46;Marcus Camby;6.8;2009-10;35;LACPOR;74;74;0;2314;238;501;236;494;2;7;78;122;249;622;871;186;95;146;91;161;556;0.475;0.478;0.286;0.639;0.501;0.477;C-F;cambyma01
47;George Hill;6.7;2009-10;23;SAS;78;43;0;2276;353;738;278;550;75;188;183;237;42;163;205;226;69;26;101;222;964;0.478;0.505;0.399;0.772;0.572;0.529;G;hillge01
48;Andre Iguodala;6.7;2009-10;26;PHI;82;82;0;3193;496;1120;402;817;94;303;315;430;82;447;529;472;141;55;218;145;1401;0.443;0.492;0.31;0.733;0.535;0.485;F-G;iguodan01
49;Brendan Haywood;6.7;2009-10;30;DALWAS;77;67;0;2355;276;491;276;490;0;1;152;245;278;437;715;43;26;158;99;209;704;0.562;0.563;0;0.62;0.588;0.562;C;haywobr01
50;Mo Williams;6.7;2009-10;27;CLE;69;68;0;2359;378;855;219;484;159;371;177;198;28;178;206;368;70;21;173;170;1092;0.442;0.452;0.429;0.894;0.58;0.535;G;willima01
51;Jeff Green;6.6;2009-10;23;OKC;82;82;0;3043;485;1070;381;758;104;312;165;223;112;378;490;134;104;72;135;221;1239;0.453;0.503;0.333;0.74;0.53;0.502;F;greenje02
52;Jason Richardson;6.6;2009-10;29;PHO;79;76;0;2485;473;998;316;598;157;400;136;184;81;323;404;143;66;33;92;169;1239;0.474;0.528;0.393;0.739;0.574;0.553;G;richaja01
53;JJ Redick;6.5;2009-10;25;ORL;82;9;0;1808;243;553;132;279;111;274;191;222;17;138;155;158;28;4;63;118;788;0.439;0.473;0.405;0.86;0.606;0.54;G;redicjj01
54;Raymond Felton;6.5;2009-10;25;CHA;80;80;0;2643;388;846;328;690;60;156;132;173;53;235;288;446;123;22;168;172;968;0.459;0.475;0.385;0.763;0.525;0.494;G;feltora01
55;Rashard Lewis;6.5;2009-10;30;ORL;72;72;0;2369;350;805;182;382;168;423;145;180;62;256;318;107;78;28;108;180;1013;0.435;0.476;0.397;0.806;0.573;0.539;F;lewisra02
56;Jason Terry;6.5;2009-10;32;DAL;77;12;0;2540;456;1041;320;668;136;373;232;268;19;121;140;292;94;17;109;142;1280;0.438;0.479;0.365;0.866;0.552;0.503;G;terryja01
57;Channing Frye;6.4;2009-10;26;PHO;81;41;0;2190;317;703;145;311;172;392;98;121;66;361;427;113;64;74;73;263;904;0.451;0.466;0.439;0.81;0.598;0.573;C-F;fryech01
58;Rudy Gay;6.4;2009-10;23;MEM;80;80;0;3175;600;1288;534;1086;66;202;301;400;115;357;472;153;118;64;169;201;1567;0.466;0.492;0.327;0.753;0.535;0.491;F;gayru01
59;Luis Scola;6.3;2009-10;29;HOU;82;82;0;2671;560;1090;559;1085;1;5;208;267;175;530;705;169;63;26;163;246;1329;0.514;0.515;0.2;0.779;0.55;0.514;F;scolalu01
60;Corey Maggette;6.3;2009-10;30;GSW;70;49;0;2081;457;886;444;836;13;50;460;551;92;281;373;172;51;4;168;231;1387;0.516;0.531;0.26;0.835;0.615;0.523;F;maggeco01
61;Danny Granger;6.2;2009-10;26;IND;62;62;0;2278;488;1139;330;701;158;438;363;428;67;275;342;171;94;51;157;183;1497;0.428;0.471;0.361;0.848;0.564;0.498;F;grangda01
62;Boris Diaw;6.2;2009-10;27;CHA;82;82;0;2906;373;773;307;567;66;206;113;147;131;293;424;325;60;57;178;219;925;0.483;0.541;0.32;0.769;0.552;0.525;F-C;diawbo01
63;Joakim Noah;6.2;2009-10;24;CHI;64;54;0;1925;262;520;262;520;0;0;163;219;220;484;704;132;32;100;117;198;687;0.504;0.504;;0.744;0.557;0.504;C;noahjo01
64;Luke Ridnour;6.2;2009-10;28;MIL;82;0;0;1759;328;686;259;505;69;181;127;140;24;119;143;324;54;7;106;182;852;0.478;0.513;0.381;0.907;0.57;0.528;G;ridnolu01
65;Russell Westbrook;6.1;2009-10;21;OKC;82;82;0;2813;485;1160;462;1056;23;104;329;422;143;258;401;652;108;34;268;204;1322;0.418;0.438;0.221;0.78;0.491;0.428;G;westbru01
66;Udonis Haslem;6;2009-10;29;MIA;78;0;0;2177;312;632;312;632;0;0;147;193;167;462;629;52;30;23;75;174;771;0.494;0.494;;0.762;0.538;0.494;F-C;hasleud01
67;Derrick Rose;6;2009-10;21;CHI;78;78;1;2871;672;1373;656;1313;16;60;259;338;65;228;293;469;57;27;217;96;1619;0.489;0.5;0.267;0.766;0.532;0.495;G;rosede01
68;Andrei Kirilenko;6;2009-10;28;UTA;58;35;0;1681;244;482;218;393;26;89;174;234;76;188;264;158;83;71;79;102;688;0.506;0.555;0.292;0.744;0.588;0.533;F;kirilan01
69;Richard Jefferson;6;2009-10;29;SAS;81;70;0;2520;362;775;303;588;59;187;211;287;58;298;356;158;45;40;105;178;994;0.467;0.515;0.316;0.735;0.551;0.505;F;jefferi01
70;Matt Barnes;5.9;2009-10;29;ORL;81;58;0;2097;271;557;205;350;66;207;108;146;106;339;445;134;59;30;112;185;716;0.487;0.586;0.319;0.74;0.576;0.546;F;barnema02
71;Luol Deng;5.9;2009-10;24;CHI;70;69;0;2651;473;1014;441;931;32;83;252;330;131;381;512;143;66;61;134;129;1230;0.466;0.474;0.386;0.764;0.531;0.482;F;denglu01
72;Chris Andersen;5.9;2009-10;31;DEN;76;0;0;1695;142;251;142;248;0;3;164;236;147;336;483;33;42;143;59;171;448;0.566;0.573;0;0.695;0.631;0.566;C-F;anderch01
73;Ersan İlyasova;5.8;2009-10;22;MIL;81;31;0;1898;323;729;242;488;81;241;113;158;157;360;517;84;53;23;71;251;840;0.443;0.496;0.336;0.715;0.526;0.499;F;ilyaser01
74;Quentin Richardson;5.8;2009-10;29;MIA;76;75;0;2082;242;561;100;203;142;358;52;71;64;310;374;93;70;18;62;169;678;0.431;0.493;0.397;0.732;0.572;0.558;G-F;richaqu01
75;Antawn Jamison;5.8;2009-10;33;CLEWAS;66;64;0;2406;478;1036;393;789;85;247;194;300;136;419;555;84;71;21;91;179;1235;0.461;0.498;0.344;0.647;0.529;0.502;F;jamisan01
76;Marvin Williams;5.7;2009-10;23;ATL;81;81;0;2468;302;664;262;532;40;132;176;215;106;310;416;93;66;46;72;160;820;0.455;0.492;0.303;0.819;0.54;0.485;F;willima02
77;O.J. Mayo;5.6;2009-10;22;MEM;82;82;0;3113;542;1183;406;828;136;355;212;262;61;250;311;242;98;17;176;174;1432;0.458;0.49;0.383;0.809;0.551;0.516;G;mayooj01
78;Mehmet Okur;5.6;2009-10;30;UTA;73;73;0;2149;355;775;273;562;82;213;196;239;132;383;515;119;38;81;127;223;988;0.458;0.486;0.385;0.82;0.561;0.511;C-F;okurme01
79;Danilo Gallinari;5.6;2009-10;21;NYK;81;74;0;2747;392;927;206;439;186;488;251;307;65;333;398;135;75;58;110;191;1221;0.423;0.469;0.381;0.818;0.575;0.523;F;gallida01
80;Jermaine O'Neal;5.6;2009-10;31;MIA;70;70;0;1991;394;745;394;743;0;2;162;225;124;362;486;92;25;95;125;212;950;0.529;0.53;0;0.72;0.563;0.529;C-F;onealje01
81;Aaron Brooks;5.5;2009-10;25;HOU;82;82;0;2919;575;1331;366;806;209;525;245;298;54;161;215;434;69;14;232;199;1604;0.432;0.454;0.398;0.822;0.549;0.511;G;brookaa01
82;Beno Udrih;5.5;2009-10;27;SAC;79;41;0;2477;415;841;340;642;75;199;118;141;38;181;219;372;89;10;136;166;1023;0.493;0.53;0.377;0.837;0.566;0.538;G;udrihbe01
83;Grant Hill;5.5;2009-10;37;PHO;81;81;0;2430;336;703;301;623;35;80;205;251;74;371;445;193;60;36;108;165;912;0.478;0.483;0.438;0.817;0.561;0.503;F-G;hillgr01
84;Emeka Okafor;5.5;2009-10;27;NOH;82;82;0;2370;348;656;348;656;0;0;154;274;251;491;742;55;54;127;111;218;850;0.53;0.53;;0.562;0.547;0.53;C-F;okafoem01
85;Tyreke Evans;5.4;2009-10;20;SAC;72;72;0;2677;533;1165;497;1024;36;141;348;465;66;314;380;414;109;26;216;204;1450;0.458;0.485;0.255;0.748;0.529;0.473;G-F;evansty01
86;Jared Dudley;5.3;2009-10;24;PHO;82;1;0;1991;225;490;105;228;120;262;104;138;99;182;281;115;81;16;68;162;674;0.459;0.461;0.458;0.754;0.612;0.582;F-G;dudleja01
87;Metta World Peace;5.3;2009-10;30;LAL;77;77;0;2605;306;740;201;444;105;296;128;186;99;232;331;234;106;21;121;165;845;0.414;0.453;0.355;0.688;0.514;0.484;F;artesro01
88;Kendrick Perkins;5.2;2009-10;25;BOS;78;78;0;2154;314;522;314;519;0;3;163;280;155;440;595;80;26;132;165;219;791;0.602;0.605;0;0.582;0.613;0.602;C;perkike01
89;Samuel Dalembert;5.2;2009-10;28;PHI;82;80;0;2124;285;523;285;523;0;0;97;133;239;545;784;64;42;151;123;252;667;0.545;0.545;;0.729;0.573;0.545;C;dalemsa01
90;Lou Williams;5.2;2009-10;23;PHI;64;38;0;1912;318;677;248;471;70;206;192;233;25;162;187;268;80;15;106;110;898;0.47;0.527;0.34;0.824;0.576;0.521;G;willilo02
91;Jameer Nelson;5;2009-10;27;ORL;65;64;0;1860;317;706;231;480;86;226;98;116;26;168;194;353;48;2;139;147;818;0.449;0.481;0.381;0.845;0.54;0.51;G;nelsoja01
92;Stephen Jackson;5;2009-10;31;CHAGSW;81;81;0;3129;600;1418;471;1025;129;393;338;434;78;323;401;300;132;43;259;197;1667;0.423;0.46;0.328;0.779;0.518;0.469;F-G;jacksst02
93;Shawn Marion;5;2009-10;31;DAL;75;75;0;2385;395;778;392;759;3;19;105;139;158;319;477;107;69;61;99;141;898;0.508;0.516;0.158;0.755;0.535;0.51;F;mariosh01
94;Anthony Parker;4.9;2009-10;34;CLE;81;81;0;2289;206;475;98;214;108;261;75;95;30;201;231;157;63;18;71;151;595;0.434;0.458;0.414;0.789;0.576;0.547;G;parkean01
95;Kevin Love;4.9;2009-10;21;MIN;60;22;0;1714;291;646;256;540;35;106;225;276;227;431;658;136;43;23;117;136;842;0.45;0.474;0.33;0.815;0.549;0.478;F-C;loveke01
96;Carlos Delfino;4.8;2009-10;27;MIL;75;66;0;2279;299;732;165;367;134;365;93;119;51;343;394;202;80;21;119;138;825;0.408;0.45;0.367;0.782;0.526;0.5;G;delfica01
97;Jarrett Jack;4.8;2009-10;26;TOR;82;43;0;2243;323;671;241;472;82;199;203;241;30;192;222;413;60;6;163;151;931;0.481;0.511;0.412;0.842;0.599;0.542;G;jackja01
98;Mike Bibby;4.8;2009-10;31;ATL;80;80;0;2195;268;644;142;320;126;324;68;79;20;164;184;310;67;3;90;157;730;0.416;0.444;0.389;0.861;0.538;0.514;G;bibbymi01
99;Luc Mbah a Moute;4.7;2009-10;23;MIL;73;62;0;1866;177;369;171;352;6;17;93;133;171;229;400;81;60;39;70;181;453;0.48;0.486;0.353;0.699;0.53;0.488;F;mbahalu01
100;Nick Collison;4.7;2009-10;29;OKC;75;5;0;1557;182;309;181;305;1;4;74;107;152;232;384;38;37;48;63;230;439;0.589;0.593;0.25;0.692;0.616;0.591;F;collini01
101;Ben Wallace;4.7;2009-10;35;DET;69;67;0;1975;158;292;158;290;0;2;65;160;245;352;597;105;86;84;64;131;381;0.541;0.545;0;0.406;0.526;0.541;F-C;wallabe01
102;Taj Gibson;4.7;2009-10;24;CHI;82;70;0;2204;311;629;311;629;0;0;113;175;226;385;611;70;50;104;114;282;735;0.494;0.494;;0.646;0.521;0.494;F-C;gibsota01
103;Stephen Curry;4.7;2009-10;21;GSW;80;77;0;2896;528;1143;362;763;166;380;177;200;48;308;356;472;152;19;243;252;1399;0.462;0.474;0.437;0.885;0.568;0.535;G;curryst01
104;Al Jefferson;4.6;2009-10;25;MIN;76;76;0;2463;560;1125;560;1121;0;4;181;266;180;523;703;137;63;98;136;205;1301;0.498;0.5;0;0.68;0.524;0.498;C-F;jeffeal01
105;Michael Beasley;4.6;2009-10;21;MIA;78;78;0;2328;468;1040;440;938;28;102;192;240;123;375;498;100;80;49;131;221;1156;0.45;0.469;0.275;0.8;0.505;0.463;F;beaslmi01
106;Wesley Matthews;4.6;2009-10;23;UTA;82;48;0;2025;273;565;210;400;63;165;160;193;50;141;191;124;64;15;93;152;769;0.483;0.525;0.382;0.829;0.592;0.539;G;matthwe02
107;DeJuan Blair;4.6;2009-10;20;SAS;82;23;0;1494;275;495;275;493;0;2;88;161;200;326;526;65;50;39;112;224;638;0.556;0.558;0;0.547;0.564;0.556;F-C;blairde01
108;Amir Johnson;4.5;2009-10;22;TOR;82;5;0;1453;208;334;208;330;0;4;95;149;154;241;395;48;44;66;63;255;511;0.623;0.63;0;0.638;0.639;0.623;F-C;johnsam01
109;Baron Davis;4.5;2009-10;30;LAC;75;73;0;2523;412;1015;330;719;82;296;239;291;52;214;266;598;126;43;211;210;1145;0.406;0.459;0.277;0.821;0.501;0.446;G;davisba01
110;Jason Williams;4.5;2009-10;34;ORL;82;18;0;1703;189;426;105;205;84;221;31;41;7;119;126;298;53;3;87;65;493;0.444;0.512;0.38;0.756;0.555;0.542;G;willija02
111;James Harden;4.5;2009-10;20;OKC;76;0;0;1738;233;578;140;330;93;248;194;240;47;197;244;137;80;20;106;200;753;0.403;0.424;0.375;0.808;0.551;0.484;G;hardeja01
112;Jonas Jerebko;4.4;2009-10;22;DET;80;73;0;2232;290;603;254;488;36;115;125;176;194;284;478;58;79;29;82;230;741;0.481;0.52;0.313;0.71;0.545;0.511;F;jerebjo01
113;Drew Gooden;4.4;2009-10;28;DALLAC;70;33;0;1755;288;602;287;594;1;8;186;216;207;335;542;47;41;58;108;194;763;0.478;0.483;0.125;0.861;0.547;0.479;F;goodedr01
114;Martell Webster;4.4;2009-10;23;POR;82;49;0;2005;259;639;135;307;124;332;126;155;47;221;268;62;45;40;60;153;768;0.405;0.44;0.373;0.813;0.543;0.502;G-F;webstma02
115;Kyle Lowry;4.3;2009-10;23;HOU;68;0;0;1651;184;464;147;328;37;136;215;260;91;156;247;305;60;9;116;173;620;0.397;0.448;0.272;0.827;0.536;0.436;G;lowryky01
116;J.J. Hickson;4.3;2009-10;21;CLE;81;73;0;1691;289;522;289;521;0;1;111;163;110;290;400;40;36;39;92;132;689;0.554;0.555;0;0.681;0.58;0.554;F-C;hicksjj01
117;Shane Battier;4.3;2009-10;31;HOU;67;62;0;2168;178;447;77;168;101;279;77;106;74;238;312;164;53;76;64;139;534;0.398;0.458;0.362;0.726;0.541;0.511;F;battish01
118;Dorell Wright;4.3;2009-10;24;MIA;72;1;0;1496;194;419;133;262;61;157;61;69;50;185;235;91;52;32;53;94;510;0.463;0.508;0.389;0.884;0.567;0.536;F-G;wrighdo01
119;Arron Afflalo;4.3;2009-10;24;DEN;82;75;0;2221;272;585;164;336;108;249;72;98;59;193;252;138;46;30;74;225;724;0.465;0.488;0.434;0.735;0.576;0.557;G-F;afflaar01
120;Nenad Krstić;4.2;2009-10;26;OKC;76;76;0;1741;281;560;280;555;1;5;76;106;134;249;383;52;32;45;58;177;639;0.502;0.505;0.2;0.717;0.527;0.503;C;krstine01
121;José Calderón;4.2;2009-10;28;TOR;68;39;0;1817;274;568;206;397;68;171;83;104;23;119;142;404;47;7;99;135;699;0.482;0.519;0.398;0.798;0.569;0.542;G;caldejo01
122;Andrea Bargnani;4.2;2009-10;24;TOR;80;80;0;2799;537;1143;416;818;121;325;181;234;105;388;493;93;25;111;120;215;1376;0.47;0.509;0.372;0.774;0.552;0.523;F-C;bargnan01
123;Kevin Martin;4.2;2009-10;26;HOUSAC;46;43;0;1633;289;693;219;483;70;210;298;340;29;135;164;111;46;6;92;96;946;0.417;0.453;0.333;0.876;0.561;0.468;G;martike02
124;Brandon Jennings;4.2;2009-10;20;MIL;82;82;0;2671;451;1216;306;828;145;388;223;273;49;233;282;470;105;18;200;191;1270;0.371;0.37;0.374;0.817;0.475;0.431;G;jennibr01
125;Roy Hibbert;4.1;2009-10;23;IND;81;69;0;2035;387;782;384;776;3;6;169;224;177;287;464;158;30;131;145;285;946;0.495;0.495;0.5;0.754;0.537;0.497;C;hibbero01
126;Thabo Sefolosha;4;2009-10;25;OKC;82;82;0;2348;194;441;153;310;41;131;60;89;76;311;387;145;97;46;90;154;489;0.44;0.494;0.313;0.674;0.509;0.486;G-F;sefolth01
127;Hakim Warrick;4;2009-10;27;CHIMIL;76;6;0;1557;265;550;264;543;1;7;202;274;127;187;314;52;24;18;80;126;733;0.482;0.486;0.143;0.737;0.547;0.483;F;warriha01
128;Marcus Thornton;4;2009-10;22;NOH;73;17;0;1872;398;883;281;570;117;313;144;177;72;139;211;114;58;11;76;127;1057;0.451;0.493;0.374;0.814;0.55;0.517;G;thornma01
129;Kirk Hinrich;4;2009-10;29;CHI;74;53;0;2481;308;753;204;473;104;280;85;113;24;236;260;330;85;24;113;204;805;0.409;0.431;0.371;0.752;0.501;0.478;G;hinriki01
130;Mike Conley;4;2009-10;22;MEM;80;80;0;2569;369;830;287;618;82;212;139;187;30;161;191;425;109;12;170;178;959;0.445;0.464;0.387;0.743;0.526;0.494;G;conlemi01
131;Jason Thompson;4;2009-10;23;SAC;75;58;0;2357;370;784;369;774;1;10;198;277;224;413;637;124;41;73;139;279;939;0.472;0.477;0.1;0.715;0.518;0.473;F-C;thompja02
132;Brad Miller;4;2009-10;33;CHI;82;37;0;1950;250;581;213;449;37;132;182;220;83;316;399;154;44;29;107;189;719;0.43;0.474;0.28;0.827;0.53;0.462;C-F;millebr01
133;Derek Fisher;3.9;2009-10;35;LAL;82;82;0;2227;212;558;134;334;78;224;113;132;25;145;170;201;90;9;78;202;615;0.38;0.401;0.348;0.856;0.499;0.45;G;fishede01
134;Mike Miller;3.9;2009-10;29;WAS;54;50;0;1805;217;433;135;262;82;171;70;85;55;281;336;212;39;12;115;131;586;0.501;0.515;0.48;0.824;0.623;0.596;F-G;millemi01
135;Erick Dampier;3.7;2009-10;34;DAL;55;47;0;1280;133;213;132;210;1;3;61;101;128;272;400;31;15;77;61;153;328;0.624;0.629;0.333;0.604;0.637;0.627;C;dampier01
136;Ronnie Brewer;3.7;2009-10;24;MEMUTA;58;53;0;1742;209;429;201;398;8;31;85;133;45;142;187;154;91;15;53;80;511;0.487;0.505;0.258;0.639;0.524;0.497;G-F;brewero02
