Rk;Player;WS;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
35;Trae Young;5.9;2019-20;21;ATL;60;60;1;2120;546;1249;341;681;205;568;481;559;32;223;255;560;65;8;289;104;1778;0.437;0.501;0.361;0.86;0.595;0.519;G;youngtr01
36;Fred VanVleet;5.8;2019-20;25;TOR;54;54;0;1928;319;773;173;399;146;374;168;198;18;185;203;357;100;17;121;132;952;0.413;0.434;0.39;0.848;0.553;0.507;G;vanvlfr01
37;OG Anunoby;5.7;2019-20;22;TOR;69;68;0;2066;286;566;197;338;89;228;72;102;80;284;364;108;96;45;79;167;733;0.505;0.583;0.39;0.706;0.6;0.584;F;anunoog01
38;Gordon Hayward;5.7;2019-20;29;BOS;52;52;0;1740;350;700;265;478;85;222;124;145;55;293;348;212;38;22;96;96;909;0.5;0.554;0.383;0.855;0.595;0.561;F-G;haywago01
39;George Hill;5.5;2019-20;33;MIL;59;2;0;1271;194;376;113;200;81;176;85;101;50;127;177;180;47;5;57;84;554;0.516;0.565;0.46;0.842;0.659;0.624;G;hillge01
40;Brook Lopez;5.5;2019-20;31;MIL;68;67;0;1817;292;671;190;346;102;325;127;152;58;254;312;99;46;163;70;163;813;0.435;0.549;0.314;0.836;0.551;0.511;C;lopezbr01
41;Donovan Mitchell;5.4;2019-20;23;UTA;69;69;1;2364;602;1342;429;869;173;473;278;322;53;251;304;294;70;14;184;172;1655;0.449;0.494;0.366;0.863;0.558;0.513;G;mitchdo01
42;Pascal Siakam;5.4;2019-20;25;TOR;60;60;1;2110;500;1104;369;739;131;365;240;303;64;375;439;207;61;53;148;170;1371;0.453;0.499;0.359;0.792;0.554;0.512;F-C;siakapa01
43;Eric Bledsoe;5.4;2019-20;30;MIL;61;61;0;1646;334;703;260;488;74;215;169;214;43;239;282;328;57;26;148;128;911;0.475;0.533;0.344;0.79;0.571;0.528;G;bledser01
44;Al Horford;5.4;2019-20;33;PHI;67;61;0;2025;319;709;220;426;99;283;61;80;103;353;456;270;52;61;80;142;798;0.45;0.516;0.35;0.763;0.536;0.52;C-F;horfoal01
45;Dwight Howard;5.4;2019-20;34;LAL;69;2;0;1306;202;277;199;272;3;5;110;214;172;335;507;45;31;79;84;222;517;0.729;0.732;0.6;0.514;0.696;0.735;C;howardw01
46;Nemanja Bjelica;5.3;2019-20;31;SAC;72;67;0;2011;314;653;180;333;134;320;69;84;111;347;458;203;62;40;99;216;831;0.481;0.541;0.419;0.821;0.602;0.583;F;bjeline01
47;Duncan Robinson;5.3;2019-20;25;MIA;73;68;0;2166;323;687;53;81;270;606;67;72;10;222;232;102;35;19;70;193;983;0.47;0.654;0.446;0.931;0.684;0.667;G-F;robindu01
48;Kristaps Porziņģis;5.2;2019-20;24;DAL;57;57;0;1814;398;932;256;529;142;403;226;283;100;440;540;102;41;115;92;185;1164;0.427;0.484;0.352;0.799;0.551;0.503;F-C;porzikr01
49;DeAndre Jordan;5.2;2019-20;31;BRK;56;6;0;1234;191;287;191;287;0;0;83;122;141;420;561;105;18;52;74;114;465;0.666;0.666;;0.68;0.682;0.666;C;jordade01
50;Christian Wood;5.1;2019-20;24;DET;62;12;0;1325;288;508;234;368;54;140;180;242;104;286;390;60;34;54;84;98;810;0.567;0.636;0.386;0.744;0.659;0.62;F;woodch01
51;Brandon Ingram;5.1;2019-20;22;NOP;62;62;1;2104;507;1096;357;712;150;384;313;368;51;329;380;259;61;38;189;179;1477;0.463;0.501;0.391;0.851;0.587;0.531;F;ingrabr01
52;Bradley Beal;5.1;2019-20;26;WAS;57;57;0;2053;593;1303;423;822;170;481;385;457;52;190;242;347;71;23;194;126;1741;0.455;0.515;0.353;0.842;0.579;0.52;G;bealbr01
53;Karl-Anthony Towns;5.1;2019-20;24;MIN;35;35;0;1187;316;622;202;345;114;277;180;226;95;283;378;153;33;42;110;117;926;0.508;0.586;0.412;0.796;0.642;0.6;C-F;townska01
54;Brandon Clarke;5;2019-20;23;MEM;58;4;0;1300;296;479;273;415;23;64;85;112;92;253;345;81;32;48;55;100;700;0.618;0.658;0.359;0.759;0.663;0.642;F;clarkbr01
55;Jaylen Brown;4.9;2019-20;23;BOS;57;57;0;1934;427;887;298;549;129;338;176;243;62;302;364;118;65;20;125;167;1159;0.481;0.543;0.382;0.724;0.583;0.554;F-G;brownja02
56;John Collins;4.9;2019-20;22;ATL;41;41;0;1363;353;605;294;458;59;147;120;150;116;300;416;60;31;66;75;138;885;0.583;0.642;0.401;0.8;0.659;0.632;F;collijo01
57;Ricky Rubio;4.9;2019-20;29;PHO;65;65;0;2016;287;692;209;476;78;216;195;226;46;258;304;570;94;11;173;167;847;0.415;0.439;0.361;0.863;0.535;0.471;G;rubiori01
58;Nerlens Noel;4.9;2019-20;25;OKC;61;7;0;1127;184;269;183;266;1;3;80;106;91;209;300;57;59;91;66;166;449;0.684;0.688;0.333;0.755;0.711;0.686;C-F;noelne01
59;Clint Capela;4.9;2019-20;25;HOU;39;39;0;1279;244;388;244;388;0;0;55;104;168;369;537;48;33;72;63;102;543;0.629;0.629;;0.529;0.626;0.629;C;capelca01
60;Richaun Holmes;4.9;2019-20;26;SAC;44;38;0;1242;223;344;223;344;0;0;93;118;127;231;358;42;41;56;52;169;539;0.648;0.648;;0.788;0.681;0.648;C-F;holmeri01
61;Dorian Finney-Smith;4.9;2019-20;26;DAL;71;68;0;2120;243;522;129;219;114;303;78;108;145;260;405;114;45;39;69;178;678;0.466;0.589;0.376;0.722;0.595;0.575;F;finnedo01
62;Maxi Kleber;4.8;2019-20;28;DAL;74;21;0;1890;237;514;118;195;119;319;79;93;112;276;388;88;25;83;58;176;672;0.461;0.605;0.373;0.849;0.605;0.577;F;klebima01
63;Mikal Bridges;4.8;2019-20;23;PHO;73;32;0;2042;247;484;177;290;70;194;103;122;66;226;292;129;102;46;73;163;667;0.51;0.61;0.361;0.844;0.62;0.583;F-G;bridgmi01
64;Spencer Dinwiddie;4.8;2019-20;26;BRK;64;49;0;1994;424;1021;301;621;123;400;347;446;32;189;221;432;40;21;174;180;1318;0.415;0.485;0.308;0.778;0.541;0.476;G;dinwisp01
65;Joe Ingles;4.8;2019-20;32;UTA;72;45;0;2137;246;553;105;200;141;353;74;94;27;251;278;373;65;11;142;154;707;0.445;0.525;0.399;0.787;0.595;0.572;F-G;inglejo01
66;Paul George;4.8;2019-20;29;LAC;48;48;0;1419;343;782;186;401;157;381;190;217;24;248;272;185;68;20;125;113;1033;0.439;0.464;0.412;0.876;0.589;0.539;F-G;georgpa01
67;JaVale McGee;4.7;2019-20;32;LAL;68;68;0;1130;195;306;192;300;3;6;53;82;125;265;390;37;36;94;55;159;446;0.637;0.64;0.5;0.646;0.652;0.642;C;mcgeeja01
68;Norman Powell;4.6;2019-20;26;TOR;52;26;0;1479;296;598;187;325;109;273;129;153;26;164;190;91;60;21;77;108;830;0.495;0.575;0.399;0.843;0.624;0.586;G;powelno01
69;Evan Fournier;4.6;2019-20;27;ORL;66;66;0;2076;434;929;261;495;173;434;180;220;18;153;171;209;71;15;125;161;1221;0.467;0.527;0.399;0.818;0.595;0.56;G-F;fournev01
70;Harrison Barnes;4.6;2019-20;27;SAC;72;72;0;2482;365;793;263;525;102;268;214;267;77;278;355;159;43;12;88;93;1046;0.46;0.501;0.381;0.801;0.574;0.525;F;barneha02
71;Marcus Smart;4.5;2019-20;25;BOS;60;40;0;1919;256;682;119;287;137;395;127;152;42;183;225;291;101;29;103;162;776;0.375;0.415;0.347;0.836;0.518;0.476;G;smartma01
72;LaMarcus Aldridge;4.5;2019-20;34;SAS;53;53;0;1754;391;793;330;636;61;157;158;191;103;289;392;129;36;87;74;128;1001;0.493;0.519;0.389;0.827;0.571;0.532;F-C;aldrila01
73;Tim Hardaway Jr.;4.4;2019-20;27;DAL;71;58;0;2091;384;884;180;371;204;513;149;182;25;207;232;137;41;5;69;125;1121;0.434;0.485;0.398;0.819;0.581;0.55;G;hardati02
74;Delon Wright;4.4;2019-20;27;DAL;73;5;0;1570;190;411;143;284;47;127;77;100;70;210;280;244;85;22;73;93;504;0.462;0.504;0.37;0.77;0.554;0.519;G;wrighde01
75;Derrick Jones Jr.;4.4;2019-20;22;MIA;59;16;0;1375;184;349;147;217;37;132;95;123;66;167;233;62;58;38;30;130;500;0.527;0.677;0.28;0.772;0.62;0.58;F;jonesde02
76;Enes Freedom;4.4;2019-20;27;BOS;58;7;0;983;199;348;198;341;1;7;70;99;163;268;431;56;22;41;56;100;469;0.572;0.581;0.143;0.707;0.599;0.573;C;kanteen01
77;Jerami Grant;4.4;2019-20;25;DEN;71;24;0;1892;303;634;205;382;98;252;147;196;58;190;248;88;50;57;63;154;851;0.478;0.537;0.389;0.75;0.591;0.555;F;grantje01
78;Royce O'Neale;4.3;2019-20;26;UTA;71;62;0;2049;158;365;66;121;92;244;42;55;27;362;389;180;59;32;61;202;450;0.433;0.545;0.377;0.764;0.578;0.559;F;onealro01
79;Joe Harris;4.3;2019-20;28;BRK;69;69;0;2123;381;784;209;378;172;406;64;89;64;234;298;144;41;17;104;159;998;0.486;0.553;0.424;0.719;0.606;0.596;G;harrijo01
80;Seth Curry;4.3;2019-20;29;DAL;64;25;0;1576;284;574;139;253;145;321;80;97;27;118;145;124;38;9;62;113;793;0.495;0.549;0.452;0.825;0.643;0.621;G;curryse01
81;Donte DiVincenzo;4.3;2019-20;23;MIL;66;24;0;1520;232;510;149;263;83;247;63;86;66;252;318;154;85;20;90;113;610;0.455;0.567;0.336;0.733;0.557;0.536;G;divindo01
82;Jamal Murray;4.3;2019-20;22;DEN;59;59;0;1904;408;894;296;570;112;324;163;185;45;191;236;284;67;17;127;102;1091;0.456;0.519;0.346;0.881;0.559;0.519;G;murraja01
83;Justin Holiday;4.2;2019-20;30;IND;73;6;0;1826;208;486;74;155;134;331;53;67;32;206;238;93;87;46;44;137;603;0.428;0.477;0.405;0.791;0.585;0.566;F;holidju01
84;Andre Drummond;4.2;2019-20;26;CLEDET;57;56;0;1879;418;784;413;749;5;35;169;294;250;614;864;152;109;93;203;201;1010;0.533;0.551;0.143;0.575;0.553;0.536;C;drumman01
85;Myles Turner;4.2;2019-20;23;IND;62;62;0;1826;268;587;182;337;86;250;127;169;86;321;407;72;46;132;85;166;749;0.457;0.54;0.344;0.751;0.566;0.53;C-F;turnemy01
86;Will Barton;4.2;2019-20;29;DEN;58;58;0;1916;332;738;224;450;108;288;102;133;76;289;365;212;61;29;88;121;874;0.45;0.498;0.375;0.767;0.549;0.523;G;bartowi01
87;Derrick Favors;4.2;2019-20;28;NOP;51;49;0;1243;209;339;208;332;1;7;40;71;163;338;501;81;30;46;55;107;459;0.617;0.627;0.143;0.563;0.62;0.618;F-C;favorde01
88;Russell Westbrook;4.2;2019-20;31;HOU;57;57;1;2049;604;1281;549;1068;55;213;290;380;100;351;451;401;93;20;255;200;1553;0.472;0.514;0.258;0.763;0.536;0.493;G;westbru01
89;Bojan Bogdanović;4.2;2019-20;30;UTA;63;63;0;2083;418;935;229;478;189;457;250;277;39;220;259;131;34;7;159;110;1275;0.447;0.479;0.414;0.903;0.603;0.548;G-F;bogdabo02
90;Derrick White;4.2;2019-20;25;SAS;68;20;0;1677;253;552;174;336;79;216;180;211;35;188;223;241;44;59;89;152;765;0.458;0.518;0.366;0.853;0.593;0.53;G;whitede01
91;JJ Redick;4.1;2019-20;35;NOP;60;36;0;1581;286;631;106;234;180;397;165;185;10;141;151;119;20;10;75;96;917;0.453;0.453;0.453;0.892;0.644;0.596;G;redicjj01
92;CJ McCollum;4.1;2019-20;28;POR;70;70;0;2556;611;1356;417;844;194;512;140;185;46;251;297;310;54;42;127;183;1556;0.451;0.494;0.379;0.757;0.541;0.522;G;mccolcj01
93;Lou Williams;4.1;2019-20;33;LAC;65;8;0;1864;391;936;280;621;111;315;292;339;31;170;201;365;43;12;182;80;1185;0.418;0.451;0.352;0.861;0.546;0.477;G;willilo02
94;P.J. Tucker;4;2019-20;34;HOU;72;72;0;2467;177;426;70;127;107;299;39;48;112;364;476;115;77;36;72;229;500;0.415;0.551;0.358;0.813;0.559;0.541;F;tuckepj01
95;De'Aaron Fox;4;2019-20;22;SAC;51;49;0;1634;391;815;337;630;54;185;241;342;35;161;196;348;74;25;158;145;1077;0.48;0.535;0.292;0.705;0.558;0.513;G;foxde01
96;Jakob Poeltl;4;2019-20;24;SAS;66;18;0;1171;166;266;166;266;0;0;40;86;131;244;375;116;37;95;54;126;372;0.624;0.624;;0.465;0.612;0.624;C;poeltja01
97;Zach LaVine;4;2019-20;24;CHI;60;60;0;2085;539;1199;355;715;184;484;268;334;41;248;289;254;88;28;206;131;1530;0.45;0.497;0.38;0.802;0.568;0.526;G-F;lavinza01
98;Malcolm Brogdon;4;2019-20;27;IND;54;54;0;1666;326;744;251;514;75;230;166;186;46;216;262;381;35;10;131;98;893;0.438;0.488;0.326;0.892;0.541;0.489;G;brogdma01
99;Thomas Bryant;3.9;2019-20;22;WAS;46;36;0;1147;243;418;206;327;37;91;86;116;98;233;331;83;25;49;53;103;609;0.581;0.63;0.407;0.741;0.649;0.626;C;bryanth01
100;Larry Nance Jr.;3.9;2019-20;27;CLE;56;10;0;1472;229;431;173;272;56;159;50;74;106;303;409;123;56;22;60;91;564;0.531;0.636;0.352;0.676;0.608;0.596;F-C;nancela02
101;Jrue Holiday;3.9;2019-20;29;NOP;61;61;0;2117;458;1006;336;660;122;346;129;182;77;216;293;408;99;48;184;145;1167;0.455;0.509;0.353;0.709;0.537;0.516;G;holidjr01
102;Serge Ibaka;3.9;2019-20;30;TOR;55;27;0;1485;343;670;273;488;70;182;89;124;114;338;452;77;28;46;109;153;845;0.512;0.559;0.385;0.718;0.583;0.564;F-C;ibakase01
103;Jaxson Hayes;3.9;2019-20;19;NOP;64;14;0;1080;174;259;173;255;1;4;123;190;97;162;259;56;26;55;53;161;472;0.672;0.678;0.25;0.647;0.689;0.674;F;hayesja02
104;Jae Crowder;3.8;2019-20;29;MEMMIA;65;53;0;1875;226;563;91;169;135;394;97;125;52;332;384;161;72;24;69;143;684;0.401;0.538;0.343;0.776;0.553;0.521;F;crowdja01
105;Chris Boucher;3.8;2019-20;27;TOR;62;0;0;819;141;299;103;181;38;118;91;116;107;170;277;26;22;61;28;114;411;0.472;0.569;0.322;0.784;0.587;0.535;F;bouchch01
106;Monte Morris;3.8;2019-20;24;DEN;73;12;0;1636;260;566;195;394;65;172;75;89;24;113;137;255;55;17;53;73;660;0.459;0.495;0.378;0.843;0.545;0.517;G;morrimo01
107;Ja Morant;3.8;2019-20;20;MEM;67;67;0;2074;447;937;387;758;60;179;239;308;51;208;259;488;58;18;220;110;1193;0.477;0.511;0.335;0.776;0.556;0.509;G;moranja01
108;Kevin Love;3.8;2019-20;31;CLE;56;56;0;1780;327;727;181;337;146;390;187;219;54;493;547;178;33;19;140;90;987;0.45;0.537;0.374;0.854;0.599;0.55;F-C;loveke01
109;Kelly Oubre Jr.;3.8;2019-20;24;PHO;56;55;0;1933;373;826;265;519;108;307;192;246;67;294;361;85;71;40;83;192;1046;0.452;0.511;0.352;0.78;0.56;0.517;F;oubreke01
110;Kentavious Caldwell-Pope;3.7;2019-20;26;LAL;69;26;0;1762;237;507;145;268;92;239;79;102;38;104;142;111;57;14;62;128;645;0.467;0.541;0.385;0.775;0.584;0.558;G;caldwke01
111;Robert Covington;3.7;2019-20;29;HOUMIN;70;68;0;2137;305;723;144;243;161;480;99;124;63;400;463;88;115;93;103;220;870;0.422;0.593;0.335;0.798;0.559;0.533;F-C;covinro01
112;Alec Burks;3.7;2019-20;28;GSWPHI;66;19;0;1754;321;768;205;467;116;301;235;265;48;234;282;189;62;17;91;128;993;0.418;0.439;0.385;0.887;0.561;0.493;G;burksal01
113;Aaron Gordon;3.7;2019-20;24;ORL;62;62;0;2017;335;767;262;530;73;237;151;224;107;368;475;228;51;39;100;125;894;0.437;0.494;0.308;0.674;0.516;0.484;F;gordoaa01
114;Kelly Olynyk;3.7;2019-20;28;MIA;67;9;0;1300;184;398;89;164;95;234;86;100;44;261;305;116;45;23;71;173;549;0.462;0.543;0.406;0.86;0.621;0.582;C-F;olynyke01
115;Danuel House Jr.;3.6;2019-20;26;HOU;63;52;0;1913;230;539;101;184;129;355;73;90;57;210;267;85;67;34;54;132;662;0.427;0.549;0.363;0.811;0.572;0.546;G;houseda01
116;Dennis Schröder;3.6;2019-20;26;OKC;65;2;0;1999;453;965;328;640;125;325;198;236;19;217;236;262;45;14;166;146;1229;0.469;0.513;0.385;0.839;0.575;0.534;G;schrode01
117;Cody Zeller;3.6;2019-20;27;CHO;58;39;0;1341;251;479;233;404;18;75;122;179;160;251;411;88;40;25;75;140;642;0.524;0.577;0.24;0.682;0.576;0.543;C-F;zelleco01
118;Dwight Powell;3.6;2019-20;28;DAL;40;37;0;1061;146;229;136;190;10;39;74;111;75;152;227;59;34;22;36;102;376;0.638;0.716;0.256;0.667;0.677;0.659;F-C;poweldw01
119;Dario Šarić;3.6;2019-20;25;PHO;66;51;0;1632;256;538;172;303;84;235;108;128;100;306;406;123;37;16;88;156;704;0.476;0.568;0.357;0.844;0.592;0.554;F-C;saricda01
120;Patrick Beverley;3.6;2019-20;31;LAC;51;50;0;1342;147;341;67;135;80;206;31;47;57;209;266;183;54;25;66;156;405;0.431;0.496;0.388;0.66;0.56;0.548;G;beverpa01
121;Ersan İlyasova;3.6;2019-20;32;MIL;63;8;0;986;146;313;96;176;50;137;72;87;62;240;302;49;24;17;34;95;414;0.466;0.545;0.365;0.828;0.589;0.546;F;ilyaser01
122;Marcus Morris;3.6;2019-20;30;LACNYK;62;62;0;1936;355;810;213;462;142;348;181;220;59;252;311;86;47;30;97;180;1033;0.438;0.461;0.408;0.823;0.57;0.526;F;morrima03
123;Dāvis Bertāns;3.5;2019-20;27;WAS;54;4;0;1583;265;610;65;138;200;472;104;122;35;210;245;92;37;33;59;139;834;0.434;0.471;0.424;0.852;0.628;0.598;F;bertada01
124;Goran Dragić;3.5;2019-20;33;MIA;59;3;0;1663;319;724;195;386;124;338;191;246;29;158;187;301;40;10;144;124;953;0.441;0.505;0.367;0.776;0.573;0.526;G;dragigo01
125;Brad Wanamaker;3.5;2019-20;30;BOS;71;1;0;1369;162;362;125;260;37;102;126;136;22;122;144;179;61;14;76;133;487;0.448;0.481;0.363;0.926;0.577;0.499;G;wanambr01
126;Tomáš Satoranský;3.5;2019-20;28;CHI;65;64;0;1878;237;551;173;352;64;199;106;121;76;178;254;354;80;7;130;135;644;0.43;0.491;0.322;0.876;0.533;0.488;G;satorto01
127;Paul Millsap;3.5;2019-20;34;DEN;51;48;0;1240;211;438;157;314;54;124;115;141;98;195;293;83;44;30;70;150;591;0.482;0.5;0.435;0.816;0.591;0.543;F;millspa01
128;Jaren Jackson Jr.;3.5;2019-20;20;MEM;57;57;0;1622;353;753;208;385;145;368;139;186;55;207;262;78;40;92;99;232;990;0.469;0.54;0.394;0.747;0.593;0.565;F;jacksja02
129;Rondae Hollis-Jefferson;3.4;2019-20;25;TOR;60;6;0;1122;155;329;152;306;3;23;105;143;110;173;283;106;46;23;59;115;418;0.471;0.497;0.13;0.734;0.533;0.476;F;holliro01
130;Jordan Clarkson;3.4;2019-20;27;CLEUTA;71;2;0;1705;394;867;242;454;152;413;138;165;50;137;187;136;46;16;97;108;1078;0.454;0.533;0.368;0.836;0.574;0.542;G;clarkjo01
131;Marquese Chriss;3.4;2019-20;22;GSW;59;21;0;1196;210;385;202;346;8;39;120;156;114;251;365;114;39;62;78;122;548;0.545;0.584;0.205;0.769;0.604;0.556;F;chrisma01
132;Mason Plumlee;3.4;2019-20;29;DEN;61;1;0;1057;177;288;177;283;0;5;83;155;98;219;317;154;33;38;82;143;437;0.615;0.625;0;0.535;0.613;0.615;C-F;plumlma01
133;Danny Green;3.4;2019-20;32;LAL;68;68;0;1687;197;474;77;147;120;327;33;48;51;174;225;91;85;32;63;136;547;0.416;0.524;0.367;0.688;0.552;0.542;G-F;greenda02
134;Pat Connaughton;3.4;2019-20;27;MIL;67;4;0;1243;137;301;82;135;55;166;31;40;60;224;284;107;25;31;52;70;360;0.455;0.607;0.331;0.775;0.565;0.547;G;connapa01
135;Devonte' Graham;3.4;2019-20;24;CHO;63;53;0;2211;368;963;150;378;218;585;191;233;42;170;212;471;62;15;181;115;1145;0.382;0.397;0.373;0.82;0.537;0.495;G;grahade01
