Player,Team,Season,ORtg,DRtg,PER,BPM,USG%,VORP
Goran Dragić,MIA,15/16,105,107,15.5,-0.4,21.9,1.0
Lou Williams,LAL,15/16,115,114,17.7,1.3,22.8,1.6
Jared Dudley,WAS,15/16,114,107,11.7,-0.1,12.7,1.0
Shaun Livingston,GSW,15/16,119,106,13.8,0.3,14.2,0.9
Rajon Rondo,SAC,15/16,105,107,16.9,1.0,18.8,1.9
Thabo Sefolosha,ATL,15/16,108,100,12.4,0.8,12.3,1.3
Clint Capela,HOU,15/16,114,104,18.3,-0.4,16.1,0.6
Ersan İlyasova,DETORL,15/16,109,106,14.2,-0.2,18.6,0.9
Andre Iguodala,GSW,15/16,115,105,12.2,1.1,12.1,1.4
Patrick Beverley,HOU,15/16,114,110,13.0,0.2,15.3,1.1
Kristaps Porziņģis,NYK,15/16,103,103,17.7,0.9,24.6,1.5
Trevor Booker,UTA,15/16,109,102,14.4,0.0,14.6,0.8
Zach Randolph,MEM,15/16,107,109,18.3,-0.3,24.6,0.9
Allen Crabbe,POR,15/16,114,110,12.2,-1.0,16.4,0.5
Will Barton,DEN,15/16,105,108,16.0,0.8,23.0,1.7
Chandler Parsons,DAL,15/16,110,108,16.2,2.0,20.5,1.8
Monta Ellis,IND,15/16,99,103,13.7,0.1,21.2,1.5
Danny Green,SAS,15/16,99,99,10.5,1.1,14.6,1.6
Brandon Bass,LAL,15/16,127,111,17.3,0.6,13.9,0.9
Kelly Olynyk,BOS,15/16,110,103,16.3,1.9,20.9,1.4
Kent Bazemore,ATL,15/16,99,100,13.4,0.3,20.0,1.2
Andrew Wiggins,MIN,15/16,106,113,16.5,-1.3,27.2,0.5
Kyle Korver,ATL,15/16,104,105,9.7,-1.0,13.7,0.6
Aron Baynes,DET,15/16,114,104,17.8,-0.2,18.5,0.6
Thaddeus Young,BRK,15/16,104,107,17.5,0.0,21.6,1.2
José Calderón,NYK,15/16,114,109,12.3,-0.6,12.6,0.7
Evan Turner,BOS,15/16,102,104,13.6,0.0,18.8,1.1
Gary Harris,DEN,15/16,110,111,12.7,-0.9,16.5,0.7
Al-Farouq Aminu,POR,15/16,105,107,12.7,0.1,16.9,1.2
Nikola Mirotić,CHI,15/16,107,104,15.6,1.5,21.1,1.5
Jordan Hill,IND,15/16,106,102,16.4,-0.7,20.3,0.5
Courtney Lee,CHOMEM,15/16,109,109,11.5,-1.0,14.7,0.6
Ryan Anderson,NOP,15/16,108,112,17.2,-0.2,24.7,0.9
Rudy Gay,SAC,15/16,104,108,15.5,-0.3,22.4,1.0
Mirza Teletović,PHO,15/16,111,110,16.2,1.3,23.4,1.4
Willie Cauley-Stein,SAC,15/16,119,107,15.3,-0.8,13.2,0.4
Blake Griffin,LAC,15/16,108,103,22.1,4.5,29.8,1.9
Boris Diaw,SAS,15/16,109,102,14.0,0.8,17.0,1.0
Matthew Dellavedova,CLE,15/16,109,108,11.3,-1.2,15.9,0.4
Ramon Sessions,WAS,15/16,109,109,15.9,-0.3,21.8,0.7
Mario Chalmers,MEMMIA,15/16,110,106,17.3,1.3,21.9,1.2
Manu Ginóbili,SAS,15/16,107,98,17.8,3.6,23.6,1.6
Tyson Chandler,PHO,15/16,114,107,14.7,-1.1,12.7,0.4
Wesley Matthews,DAL,15/16,105,109,10.9,-1.0,17.2,0.6
Lavoy Allen,IND,15/16,110,104,12.4,-1.6,13.0,0.2
Timofey Mozgov,CLE,15/16,112,103,14.6,-1.4,16.1,0.2
Marc Gasol,MEM,15/16,105,106,17.7,1.7,23.4,1.7
Deron Williams,DAL,15/16,105,109,14.6,-0.3,22.0,0.9
Terrence Ross,TOR,15/16,110,107,12.9,0.3,18.2,1.0
Patrick Patterson,TOR,15/16,108,107,10.6,-0.1,12.9,1.0
Jabari Parker,MIL,15/16,106,111,14.8,-2.0,20.9,0.0
Omri Casspi,SAC,15/16,109,108,13.9,0.1,17.8,1.0
Derrick Williams,NYK,15/16,110,108,17.2,0.3,23.3,0.8
Jeremy Lin,CHO,15/16,102,106,13.8,-0.9,22.2,0.5
Cory Joseph,TOR,15/16,106,108,12.4,-1.2,17.0,0.4
Cole Aldrich,LAC,15/16,113,94,21.3,2.4,18.4,0.9
Kosta Koufos,SAC,15/16,113,107,15.1,-2.0,15.4,0.0
P.J. Tucker,PHO,15/16,105,109,10.8,-1.2,12.7,0.5
Kyle Anderson,SAS,15/16,104,97,12.9,1.4,14.4,1.1
Boban Marjanović,SAS,15/16,130,96,27.7,4.3,22.8,0.8
Andre Roberson,OKC,15/16,119,106,10.2,0.5,9.1,1.0
Jrue Holiday,NOP,15/16,105,109,19.7,2.1,28.9,1.9
Jamal Crawford,LAC,15/16,104,109,14.0,-1.4,24.9,0.3
Luis Scola,TOR,15/16,105,105,13.6,-1.1,19.5,0.4
Frank Kaminsky,CHO,15/16,105,105,12.5,-0.8,17.1,0.5
Langston Galloway,NYK,15/16,105,108,11.7,-1.0,15.6,0.5
Mike Scott,ATL,15/16,112,104,14.0,-0.1,17.4,0.6
C.J. Miles,IND,15/16,104,104,14.0,0.5,22.8,0.9
Dwight Powell,DAL,15/16,114,104,16.8,0.1,18.4,0.5
Myles Turner,IND,15/16,103,101,15.4,-1.6,20.9,0.1
Jeff Green,LACMEM,15/16,103,109,13.0,-1.8,20.2,0.1
David Lee,BOSDAL,15/16,111,103,19.6,1.3,21.5,0.7
Nerlens Noel,PHI,15/16,99,103,16.2,-0.2,18.8,0.9
Channing Frye,CLEORL,15/16,113,106,12.9,0.8,15.1,0.8
Maurice Harkless,POR,15/16,110,108,13.3,-0.5,15.6,0.5
Marcus Smart,BOS,15/16,101,103,11.3,-1.0,17.4,0.4
J.J. Barea,DAL,15/16,106,111,15.4,0.0,23.8,0.9
Doug McDermott,CHI,15/16,110,112,10.9,-2.9,17.3,-0.4
Anthony Tolliver,DET,15/16,113,107,10.2,0.4,12.4,0.8
Al Jefferson,CHO,15/16,105,102,18.2,-0.5,24.2,0.4
Festus Ezeli,GSW,15/16,114,101,17.7,-0.1,18.2,0.4
Nenê,WAS,15/16,106,103,16.8,0.4,21.6,0.6
Richard Jefferson,CLE,15/16,112,107,9.7,-1.2,13.4,0.3
Jeremy Lamb,CHO,15/16,104,103,15.9,0.8,22.0,0.9
Bradley Beal,WAS,15/16,103,108,15.5,0.3,25.3,1.0
Shabazz Muhammad,MIN,15/16,110,114,15.2,-2.5,22.8,-0.2
Arron Afflalo,NYK,15/16,105,112,10.9,-2.9,17.9,-0.5
Garrett Temple,WAS,15/16,104,108,9.3,-2.1,14.0,0.0
Jon Leuer,PHO,15/16,107,106,16.2,0.0,19.8,0.6
Joe Johnson,BRKMIA,15/16,104,113,12.0,-1.9,17.9,0.1
Raymond Felton,DAL,15/16,102,108,11.9,-1.6,18.4,0.2
Wesley Johnson,LAC,15/16,98,102,11.0,-0.2,16.0,0.8
D.J. Augustin,DENOKC,15/16,113,111,13.9,-0.4,18.0,0.4
JaMychal Green,MEM,15/16,105,107,14.6,-2.5,19.8,-0.2
Zach LaVine,MIN,15/16,104,112,14.3,-1.5,23.5,0.3
Matt Barnes,MEM,15/16,99,107,11.7,-0.9,17.9,0.6
Eric Bledsoe,PHO,15/16,107,107,20.0,3.3,27.2,1.4
Devin Harris,DAL,15/16,107,107,13.1,0.1,17.9,0.7
Justise Winslow,MIA,15/16,97,105,8.4,-2.6,12.5,-0.3
Josh Richardson,MIA,15/16,112,106,11.4,-0.4,13.8,0.5
Quincy Acy,SAC,15/16,124,108,14.7,-0.1,13.1,0.4
Toney Douglas,NOP,15/16,108,109,14.7,0.0,19.4,0.6
Tony Allen,MEM,15/16,101,105,12.9,-1.0,16.8,0.4
Jonas Jerebko,BOS,15/16,107,104,10.3,-2.0,13.5,0.0
Amar'e Stoudemire,MIA,15/16,111,101,17.3,-0.6,17.8,0.3
Dewayne Dedmon,ORL,15/16,117,102,17.0,-0.9,15.2,0.2
Jerryd Bayless,MIL,15/16,110,112,12.4,-0.8,16.4,0.4
Jeff Withey,UTA,15/16,115,99,17.7,1.0,15.1,0.5
John Henson,MIL,15/16,108,105,18.6,0.2,19.1,0.5
Kevin Garnett,MIN,04/05,117,99,28.2,9.5,27.1,9.1
Dirk Nowitzki,DAL,04/05,118,100,26.1,7.3,28.7,7.1
Amar'e Stoudemire,PHO,04/05,121,105,26.6,4.4,28.3,4.7
LeBron James,CLE,04/05,114,103,25.7,8.6,29.7,9.1
Shawn Marion,PHO,04/05,116,101,21.7,4.4,21.3,5.1
Chauncey Billups,DET,04/05,121,105,19.0,4.2,20.7,4.5
Tracy McGrady,HOU,04/05,109,101,22.9,6.7,31.2,6.9
Stephon Marbury,NYK,04/05,118,111,21.9,4.2,24.8,5.1
Gilbert Arenas,WAS,04/05,115,109,21.3,4.2,27.3,5.2
Paul Pierce,BOS,04/05,114,105,21.8,4.6,26.6,4.9
Tim Duncan,SAS,04/05,112,93,27.0,7.6,28.9,5.4
Dwyane Wade,MIA,04/05,109,103,23.1,4.6,30.9,4.9
Manu Ginóbili,SAS,04/05,117,98,22.3,6.9,24.3,4.9
Shaquille O'Neal,MIA,04/05,111,100,27.0,5.3,30.5,4.6
Steve Nash,PHO,04/05,123,111,22.0,4.7,20.5,4.4
Ray Allen,SEA,04/05,117,112,20.9,4.1,28.0,4.8
Yao Ming,HOU,04/05,113,99,23.2,2.4,26.8,2.8
Elton Brand,LAC,04/05,113,104,22.4,3.6,25.4,4.2
Tayshaun Prince,DET,04/05,114,104,16.2,2.1,18.8,3.1
Vince Carter,NJNTOR,04/05,109,104,22.9,6.0,31.6,5.7
Udonis Haslem,MIA,04/05,118,102,15.5,0.4,14.9,1.6
Allen Iverson,PHI,04/05,105,105,23.2,4.2,35.0,5.0
Damon Jones,MIA,04/05,124,107,15.5,3.0,15.6,3.2
Brad Miller,SAC,04/05,125,105,20.7,4.0,17.4,3.1
Jason Terry,DAL,04/05,120,107,18.4,3.3,18.0,3.2
Drew Gooden,CLE,04/05,112,102,19.7,1.6,21.7,2.3
Ben Wallace,DET,04/05,105,94,17.4,2.8,15.2,3.2
Mike Bibby,SAC,04/05,112,110,19.2,2.6,23.8,3.6
Rashard Lewis,SEA,04/05,117,110,19.4,3.7,24.0,3.9
Tyson Chandler,CHI,04/05,112,94,16.4,1.9,14.0,2.1
Kobe Bryant,LAL,04/05,111,111,23.3,5.0,31.7,4.7
Corey Maggette,LAC,04/05,112,107,19.9,2.4,27.9,2.7
Zydrunas Ilgauskas,CLE,04/05,110,104,19.5,-0.2,24.1,1.2
Tony Parker,SAS,04/05,106,101,18.0,2.0,25.1,2.8
Eddie Jones,MIA,04/05,113,104,13.6,1.2,16.6,2.3
Shane Battier,MEM,04/05,117,103,14.8,2.4,14.8,2.8
Larry Hughes,WAS,04/05,110,104,21.6,4.3,26.6,3.7
Joe Johnson,PHO,04/05,113,110,15.1,0.9,19.0,2.4
Raef LaFrentz,BOS,04/05,120,105,17.3,1.8,16.9,2.1
Richard Hamilton,DET,04/05,106,105,16.0,0.3,25.1,1.7
Wally Szczerbiak,MIN,04/05,116,110,17.1,0.7,21.5,1.8
Dwight Howard,ORL,04/05,111,104,17.2,0.0,16.7,1.4
Peja Stojaković,SAC,04/05,117,111,17.3,1.2,21.7,2.1
Jason Kidd,NJN,04/05,107,101,19.5,4.6,21.3,4.1
Kirk Hinrich,CHI,04/05,104,101,15.3,2.5,22.3,3.2
Rasheed Wallace,DET,04/05,103,99,16.4,1.5,22.3,2.3
Mehmet Okur,UTA,04/05,115,108,18.9,2.0,21.3,2.3
Andre Miller,DEN,04/05,109,106,16.5,0.8,19.5,2.0
Mike Miller,MEM,04/05,114,105,16.7,2.9,19.8,2.8
P.J. Brown,NOH,04/05,112,106,15.5,0.2,15.9,1.5
Pau Gasol,MEM,04/05,112,102,22.5,4.0,26.2,2.7
Bobby Simmons,LAC,04/05,110,107,16.1,0.7,21.0,1.9
Chris Bosh,TOR,04/05,107,107,17.5,-0.2,21.7,1.4
Antonio Daniels,SEA,04/05,124,113,18.0,2.2,19.0,2.2
Reggie Miller,IND,04/05,118,109,16.6,1.8,20.8,2.0
Grant Hill,ORL,04/05,111,108,20.0,2.5,24.8,2.7
Kyle Korver,PHI,04/05,112,105,12.8,1.4,15.1,2.3
Andre Iguodala,PHI,04/05,110,102,13.5,1.4,12.8,2.3
Josh Howard,DAL,04/05,108,103,15.8,1.2,18.6,2.0
Michael Redd,MIL,04/05,110,113,18.3,1.0,27.8,2.2
Steve Francis,ORL,04/05,105,108,18.9,1.2,28.0,2.4
Brent Barry,SAS,04/05,119,102,14.0,2.4,15.6,1.9
Bruce Bowen,SAS,04/05,109,102,9.5,-0.1,12.5,1.2
Donyell Marshall,TOR,04/05,120,105,19.9,4.9,18.7,2.9
Earl Boykins,DEN,04/05,112,108,17.1,1.2,22.2,1.7
Quentin Richardson,PHO,04/05,108,107,13.6,0.5,18.9,1.8
Marcus Camby,DEN,04/05,103,96,18.0,3.1,17.2,2.6
Antonio McDyess,DET,04/05,109,100,17.2,0.0,20.3,0.9
Jason Richardson,GSW,04/05,105,107,19.0,2.5,27.1,3.0
Damon Stoudamire,POR,04/05,108,110,16.6,1.0,23.6,2.1
Andrei Kirilenko,UTA,04/05,117,102,24.4,9.2,21.3,3.8
Rafer Alston,TOR,04/05,108,109,16.5,0.9,21.2,2.0
Michael Finley,DAL,04/05,111,108,14.3,0.2,19.5,1.3
Matt Harpring,UTA,04/05,111,111,15.5,-0.3,20.1,1.1
Joe Smith,MIL,04/05,116,109,15.0,-0.9,16.1,0.6
Antawn Jamison,WAS,04/05,108,109,16.9,-0.5,24.1,1.0
Shareef Abdur-Rahim,POR,04/05,113,108,18.7,0.9,22.1,1.4
Gary Payton,BOS,04/05,111,109,15.1,0.4,17.0,1.5
Jeff Foster,IND,04/05,118,102,15.4,-0.3,13.3,0.7
Luke Ridnour,SEA,04/05,112,111,14.6,0.7,17.4,1.8
Troy Murphy,GSW,04/05,106,105,16.8,-1.2,22.2,0.5
Caron Butler,LAL,04/05,110,111,15.8,-0.7,20.7,0.9
Kenyon Martin,DEN,04/05,103,102,17.5,1.1,23.4,1.8
Brendan Haywood,WAS,04/05,115,106,16.5,-0.1,14.9,0.9
Dan Gadzuric,MIL,04/05,113,104,18.1,0.1,15.8,1.0
Fred Hoiberg,MIN,04/05,138,106,16.7,4.1,12.7,2.0
Kurt Thomas,NYK,04/05,104,105,14.1,-0.8,16.6,0.9
David Wesley,HOUNOH,04/05,106,106,11.8,-0.5,17.5,1.1
Lorenzen Wright,MEM,04/05,103,101,13.9,-1.2,17.9,0.5
Morris Peterson,TOR,04/05,110,109,14.4,0.2,18.9,1.4
Primož Brezec,CHA,04/05,111,109,16.1,-1.0,18.7,0.6
Carmelo Anthony,DEN,04/05,103,107,16.7,-1.2,29.2,0.5
Mike Dunleavy,GSW,04/05,107,107,14.5,0.1,19.1,1.4
Greg Buckner,DEN,04/05,126,105,13.7,1.4,11.4,1.3
Jalen Rose,TOR,04/05,107,112,16.6,-0.5,25.5,1.0
Fred Jones,IND,04/05,108,107,13.3,0.3,18.0,1.3
Bob Sura,HOU,04/05,106,102,14.4,1.5,18.0,1.7
Jason Hart,CHA,04/05,112,107,16.9,1.2,17.9,1.5
Lamar Odom,LAL,04/05,107,108,17.3,1.4,20.8,2.0
Dikembe Mutombo,HOU,04/05,117,96,16.4,0.9,12.9,0.9
Joel Przybilla,POR,04/05,111,103,15.5,-0.2,12.6,0.8
Nazr Mohammed,NYKSAS,04/05,106,103,16.4,-1.8,19.2,0.1
Josh Childress,ATL,04/05,113,111,15.2,-0.6,16.0,0.8
Marc Jackson,PHI,04/05,108,108,15.9,-1.8,22.7,0.1
Robert Horry,SAS,04/05,108,96,14.9,3.0,16.4,1.8
Erick Dampier,DAL,04/05,111,103,15.2,-0.9,15.8,0.5
Chris Andersen,NOH,04/05,116,104,18.5,1.6,16.4,1.3
Chucky Atkins,LAL,04/05,112,115,13.4,-1.1,17.9,0.6
Brevin Knight,CHA,04/05,108,107,18.0,1.8,18.7,1.8
Cuttino Mobley,ORLSAC,04/05,109,110,15.0,-0.1,21.4,1.1
Nenad Krstić,NJN,04/05,106,104,13.4,-3.2,19.0,-0.6
Baron Davis,GSWNOH,04/05,108,107,20.8,4.1,28.2,2.4
Kelvin Cato,ORL,04/05,116,103,14.9,0.7,12.1,1.1
Eddy Curry,CHI,04/05,103,102,16.3,-0.6,25.5,0.7
Jason Williams,MEM,04/05,107,107,15.4,1.4,19.8,1.7
Kenny Thomas,PHISAC,04/05,105,106,15.2,-1.5,20.7,0.3
Danny Fortson,SEA,04/05,125,109,17.0,-3.4,19.0,-0.4
Darius Songaila,SAC,04/05,116,108,14.9,-0.9,16.2,0.5
Desmond Mason,MIL,04/05,107,113,14.8,-1.6,23.2,0.3
Mike James,HOUMIL,04/05,108,108,16.6,1.7,22.8,1.8
Rasho Nesterović,SAS,04/05,101,97,12.0,-0.7,13.5,0.6
Matt Bonner,TOR,04/05,120,110,14.7,-0.6,15.7,0.5
Jamal Crawford,NYK,04/05,106,111,15.2,1.0,22.8,2.1
Ricky Davis,BOS,04/05,104,110,15.0,-0.8,23.4,0.8
Jeff McInnis,CLE,04/05,108,111,12.4,-1.8,18.8,0.2
Carlos Boozer,UTA,04/05,108,108,19.2,1.4,24.6,1.5
Chris Duhon,CHI,04/05,102,102,9.8,-0.7,13.1,0.7
Austin Croshere,IND,04/05,106,105,13.5,-0.7,18.7,0.6
Emeka Okafor,CHA,04/05,100,105,16.3,-2.0,21.8,0.0
Anthony Johnson,IND,04/05,109,106,14.3,0.7,16.5,1.2
Nick Collison,SEA,04/05,117,107,15.0,-1.7,15.5,0.1
Jon Barry,ATLHOU,04/05,113,105,13.4,1.7,14.4,1.4
Jason Collins,NJN,04/05,99,103,8.6,-2.9,11.7,-0.6
Antonio Davis,CHI,04/05,103,101,11.1,-1.0,14.1,0.5
Samuel Dalembert,PHI,04/05,102,100,14.4,-2.2,16.3,-0.1
Mike Sweetney,NYK,04/05,112,108,16.4,-2.5,19.9,-0.2
Reggie Evans,SEA,04/05,107,105,13.0,-1.1,11.8,0.4
Sam Cassell,MIN,04/05,109,109,18.6,1.2,26.4,1.2
Jermaine O'Neal,IND,04/05,102,101,22.9,1.8,36.2,1.5
Devin Brown,SAS,04/05,109,100,14.6,1.3,19.5,1.0
Speedy Claxton,GSWNOH,04/05,106,107,15.8,0.2,20.1,1.0
Vladimir Radmanović,SEA,04/05,110,109,13.7,1.3,19.3,1.5
Derek Fisher,GSW,04/05,106,109,13.4,-1.1,19.4,0.5
Jumaine Jones,LAL,04/05,116,111,13.1,-0.4,14.0,0.8
Tyronn Lue,ATLHOU,04/05,112,113,14.1,-2.0,18.7,0.0
Othella Harrington,CHI,04/05,107,101,14.5,-1.3,20.6,0.2
Chris Mihm,LAL,04/05,109,110,15.7,-2.4,18.8,-0.2
Ben Gordon,CHI,04/05,100,103,14.9,0.7,30.4,1.4
Keith Van Horn,DALMIL,04/05,110,108,15.7,0.2,21.5,0.8
Brian Cardinal,MEM,04/05,104,101,14.0,0.9,19.6,1.0
Jerry Stackhouse,DAL,04/05,106,107,15.9,-0.2,24.9,0.8
Dan Dickau,DALNOH,04/05,105,109,14.9,0.0,22.3,1.1
Chris Webber,PHISAC,04/05,98,103,18.6,0.7,29.3,1.6
Dale Davis,GSWIND,04/05,113,103,13.4,-0.6,11.3,0.5
Adonal Foyle,GSW,04/05,108,104,12.7,-1.2,10.4,0.3
Ruben Patterson,POR,04/05,105,108,15.8,-0.3,20.4,0.9
Hedo Türkoğlu,ORL,04/05,107,110,16.0,0.7,24.8,1.2
Corliss Williamson,PHISAC,04/05,107,108,14.7,-2.5,22.6,-0.2
Nenê,DEN,04/05,105,102,15.6,-0.3,19.4,0.6
Juwan Howard,HOU,04/05,103,104,13.0,-2.1,19.5,0.0
Eddie Griffin,MIN,04/05,102,101,15.9,0.2,19.0,0.8
Jim Jackson,HOUPHO,04/05,105,107,10.9,-0.5,16.5,0.8
DerMarr Johnson,DEN,04/05,113,106,14.0,0.3,17.4,0.7
Zach Randolph,POR,04/05,104,107,18.6,-0.7,27.7,0.5
Bonzi Wells,MEM,04/05,100,101,15.9,0.6,25.0,1.0
Stephen Jackson,IND,04/05,101,105,15.9,0.3,27.7,1.1
Beno Udrih,SAS,04/05,107,102,14.3,0.9,20.5,0.9
Alan Henderson,DAL,04/05,114,104,12.4,-1.4,11.3,0.2
Luol Deng,CHI,04/05,98,100,14.2,1.2,22.4,1.3
Anderson Varejão,CLE,04/05,117,101,17.0,0.2,14.4,0.5
Zaza Pachulia,MIL,04/05,109,107,14.4,-1.3,16.5,0.2
Stromile Swift,MEM,04/05,101,100,16.7,-1.3,24.9,0.2
Mark Blount,BOS,04/05,103,108,12.5,-2.1,17.9,0.0
Jamaal Tinsley,IND,04/05,101,102,18.6,3.3,26.8,1.7
Scott Padgett,HOU,04/05,112,101,12.3,1.1,14.0,0.7
Marko Jarić,LAC,04/05,104,106,13.9,1.0,16.5,1.3
Tony Allen,BOS,04/05,106,104,14.7,0.1,18.9,0.7
Devin Harris,DAL,04/05,106,104,14.7,1.9,18.8,1.2
Al Jefferson,BOS,04/05,108,104,16.6,-2.3,21.2,-0.1
Trenton Hassell,MIN,04/05,108,111,9.3,-2.8,13.2,-0.4
Christian Laettner,MIA,04/05,120,102,16.3,1.9,15.1,0.7
Casey Jacobsen,NOHPHO,04/05,111,112,10.3,-1.6,14.2,0.2
Steven Hunter,PHO,04/05,116,107,14.7,-0.9,14.0,0.3
Jared Jeffries,WAS,04/05,104,108,11.2,-1.6,13.6,0.2
Malik Rose,NYKSAS,04/05,100,103,12.2,-2.9,19.6,-0.3
Mikki Moore,LAC,04/05,111,108,12.7,-2.4,16.1,-0.1
Bryon Russell,DEN,04/05,113,104,11.8,0.5,14.0,0.7
Jerome Williams,NYK,04/05,110,107,13.2,-1.4,14.5,0.2
Travis Best,NJN,04/05,102,105,11.9,-1.3,18.4,0.3
Marquis Daniels,DAL,04/05,101,104,14.6,0.6,20.6,0.9
Jameer Nelson,ORL,04/05,103,108,14.5,-0.7,21.4,0.5
James Jones,IND,04/05,108,106,10.5,-0.1,14.0,0.6
Andrés Nocioni,CHI,04/05,94,100,10.1,-2.0,19.7,0.0
Gerald Wallace,CHA,04/05,97,104,14.1,0.2,19.1,1.2
Richard Jefferson,NJN,04/05,100,104,16.6,1.5,28.2,1.2
Željko Rebrača,LAC,04/05,114,106,14.0,-1.3,16.0,0.2
Josh Smith,ATL,04/05,100,107,15.4,-0.5,18.4,0.8
Earl Watson,MEM,04/05,98,104,13.1,-0.7,20.4,0.6
James Posey,MEM,04/05,100,103,10.5,-0.7,16.2,0.5
Eric Piatkowski,CHI,04/05,110,103,12.4,1.3,17.0,0.7
Nikola Jokić,DEN,22/23,134,110,31.5,13.0,27.2,8.8
Domantas Sabonis,SAC,22/23,132,114,23.5,5.8,21.3,5.4
Jimmy Butler,MIA,22/23,135,112,27.6,8.7,25.6,5.8
Joel Embiid,PHI,22/23,124,109,31.4,9.2,37.0,6.4
Shai Gilgeous-Alexander,OKC,22/23,125,113,27.2,7.3,32.8,5.6
Jayson Tatum,BOS,22/23,118,110,23.7,5.5,32.7,5.1
Luka Dončić,DAL,22/23,120,113,28.7,8.9,37.6,6.6
Jarrett Allen,CLE,22/23,132,108,19.9,2.4,16.4,2.4
Nic Claxton,BRK,22/23,132,108,20.8,3.1,15.4,2.9
Damian Lillard,POR,22/23,126,121,26.7,7.1,33.8,4.9
Anthony Davis,LAL,22/23,124,108,27.8,6.3,28.4,4.0
Donovan Mitchell,CLE,22/23,118,111,22.9,6.3,32.1,5.0
Jalen Brunson,NYK,22/23,125,117,21.2,3.9,27.2,3.5
Kevon Looney,GSW,22/23,147,111,17.8,2.1,10.6,2.0
Giannis Antetokounmpo,MIL,22/23,117,108,29.0,8.5,38.8,5.4
DeMar DeRozan,CHI,22/23,119,113,20.6,2.0,27.8,2.6
Evan Mobley,CLE,22/23,117,108,17.9,1.7,20.2,2.5
James Harden,PHI,22/23,123,113,21.6,5.4,25.0,4.0
Nikola Vučević,CHI,22/23,117,110,19.1,2.7,21.9,3.2
Lauri Markkanen,UTA,22/23,125,116,22.1,3.8,26.6,3.3
Julius Randle,NYK,22/23,117,114,20.3,3.7,29.5,3.9
Brook Lopez,MIL,22/23,122,109,18.4,2.1,19.3,2.5
Mason Plumlee,CHOLAC,22/23,134,114,19.6,2.2,15.2,2.2
Rudy Gobert,MIN,22/23,127,109,18.9,0.7,16.3,1.4
Stephen Curry,GSW,22/23,123,115,24.1,7.5,31.0,4.7
Pascal Siakam,TOR,22/23,118,115,20.3,3.1,27.2,3.4
Kristaps Porziņģis,WAS,22/23,121,113,23.1,4.3,27.4,3.4
Tyrese Haliburton,IND,22/23,129,118,23.6,7.2,23.8,4.4
Trey Murphy III,NOP,22/23,128,114,15.2,1.8,16.6,2.3
Darius Garland,CLE,22/23,118,113,18.8,2.4,26.9,2.7
Mikal Bridges,BRKPHO,22/23,118,115,16.8,1.7,22.6,2.8
Kyrie Irving,BRKDAL,22/23,121,116,22.4,4.1,28.9,3.5
Derrick White,BOS,22/23,124,112,15.4,2.4,17.7,2.6
Bam Adebayo,MIA,22/23,115,111,20.1,1.5,25.2,2.3
De'Aaron Fox,SAC,22/23,119,117,21.8,2.5,30.1,2.7
Clint Capela,ATL,22/23,136,112,22.1,2.2,15.7,1.8
Onyeka Okongwu,ATL,22/23,134,112,19.4,0.8,15.1,1.3
Walker Kessler,UTA,22/23,140,111,21.5,2.9,13.3,2.1
Zach LaVine,CHI,22/23,116,115,19.0,1.9,28.3,2.7
Kawhi Leonard,LAC,22/23,125,113,23.9,6.1,27.0,3.5
Kevin Durant,BRKPHO,22/23,123,113,25.9,7.1,30.7,3.9
Aaron Gordon,DEN,22/23,124,115,19.5,2.1,21.1,2.1
Jrue Holiday,MIL,22/23,118,112,19.2,3.1,25.0,2.8
Ivica Zubac,LAC,22/23,125,112,16.7,-0.9,14.8,0.6
Immanuel Quickley,NYK,22/23,122,115,16.3,1.7,20.9,2.1
Trae Young,ATL,22/23,116,119,22.0,3.3,32.6,3.4
Jaren Jackson Jr.,MEM,22/23,118,105,21.6,2.8,24.7,2.2
Mitchell Robinson,NYK,22/23,142,110,18.9,2.4,10.1,1.7
Harrison Barnes,SAC,22/23,126,119,14.1,-1.0,17.1,0.7
Fred VanVleet,TOR,22/23,117,114,17.0,2.5,23.2,2.9
Spencer Dinwiddie,BRKDAL,22/23,118,118,16.0,0.7,22.1,1.8
Al Horford,BOS,22/23,133,112,13.8,3.3,11.9,2.5
Deandre Ayton,PHO,22/23,119,111,19.9,0.9,22.9,1.5
Chris Paul,PHO,22/23,122,112,17.7,3.2,19.2,2.5
Daniel Gafford,WAS,22/23,135,113,19.7,1.0,15.2,1.2
Josh Hart,NYKPOR,22/23,125,116,14.1,0.9,12.6,1.8
Devin Booker,PHO,22/23,119,115,22.0,4.2,31.8,2.9
Ja Morant,MEM,22/23,114,112,23.3,5.7,34.9,3.8
Jakob Poeltl,SASTOR,22/23,123,114,21.0,1.9,18.2,1.9
Tobias Harris,PHI,22/23,118,114,14.8,0.7,18.2,1.7
Malcolm Brogdon,BOS,22/23,122,113,18.2,2.8,22.8,2.1
Jonas Valančiūnas,NOP,22/23,116,110,19.3,-0.4,23.4,0.8
Desmond Bane,MEM,22/23,119,113,19.1,3.5,26.1,2.5
Tyus Jones,MEM,22/23,122,113,16.0,1.6,17.7,1.7
Jalen Williams,OKC,22/23,118,114,15.6,0.3,18.4,1.3
LeBron James,LAL,22/23,114,113,23.9,6.1,33.3,4.0
Mike Conley,MINUTA,22/23,125,118,14.7,0.9,16.3,1.5
