Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP
Marcus Morris,BOS,17/18,13.6,5.4,1.3,0.671,3.2,0,106,105,14.5,-0.1,23.0,0.7
Shabazz Napier,POR,17/18,8.7,2.3,2.0,0.598,3.2,0,107,106,14.2,0.7,19.5,1.0
Maurice Harkless,POR,17/18,6.5,2.7,0.9,0.598,3.2,0,117,106,12.6,1.4,12.6,1.1
Allen Crabbe,BRK,17/18,13.2,4.3,1.6,0.341,3.2,0,108,112,12.3,-0.7,19.0,0.7
Kristaps Porziņģis,NYK,17/18,22.7,6.6,1.2,0.354,3.2,0,105,108,20.4,1.8,31.0,1.5
Andre Iguodala,GSW,17/18,6.0,3.8,3.3,0.707,3.2,0,113,109,11.2,-0.3,11.5,0.7
Dejounte Murray,SAS,17/18,8.1,5.7,2.9,0.573,3.2,0,99,101,15.1,0.5,20.7,1.1
Ekpe Udoh,UTA,17/18,2.6,2.4,0.8,0.585,3.2,0,126,98,15.2,3.1,9.1,1.1
Rudy Gay,SAS,17/18,11.5,5.1,1.3,0.573,3.1,0,106,103,18.0,0.8,24.6,0.9
Cory Joseph,IND,17/18,7.9,3.2,3.2,0.585,3.1,0,106,110,11.0,-1.5,14.8,0.3
Dāvis Bertāns,SAS,17/18,5.9,2.0,1.0,0.573,3.1,0,115,106,14.1,1.6,17.4,1.0
Yogi Ferrell,DAL,17/18,10.2,3.0,2.5,0.293,3.0,0,107,112,11.4,-1.4,17.0,0.4
Darius Miller,NOP,17/18,7.8,2.0,1.4,0.585,3.0,0,115,113,9.3,-1.9,12.8,0.1
OG Anunoby,TOR,17/18,5.9,2.5,0.7,0.72,3.0,0,113,108,10.0,-0.6,12.4,0.5
Aron Baynes,BOS,17/18,6.0,5.4,1.1,0.671,3.0,0,103,103,12.0,-2.9,16.8,-0.3
Bismack Biyombo,ORL,17/18,5.7,5.7,0.8,0.305,2.9,0,108,107,14.1,-2.4,14.9,-0.2
Jordan Bell,GSW,17/18,4.6,3.6,1.8,0.707,2.9,0,121,103,18.0,2.8,13.9,1.0
Gorgui Dieng,MIN,17/18,5.9,4.6,0.9,0.573,2.9,0,112,109,14.7,-1.0,16.3,0.3
Danny Green,SAS,17/18,8.6,3.6,1.6,0.573,2.9,0,100,104,11.3,0.4,16.6,1.1
Bogdan Bogdanović,SAC,17/18,11.8,2.9,3.3,0.329,2.9,0,107,113,13.5,-1.5,19.6,0.3
Aaron Gordon,ORL,17/18,17.6,7.9,2.3,0.305,2.9,0,103,109,16.5,0.3,24.7,1.1
C.J. Miles,TOR,17/18,10.0,2.2,0.8,0.72,2.9,0,109,108,13.0,0.3,22.3,0.8
Richaun Holmes,PHI,17/18,6.5,4.4,1.3,0.634,2.8,0,121,103,17.4,1.1,16.6,0.6
Maxi Kleber,DAL,17/18,5.4,3.2,0.7,0.293,2.8,0,117,109,13.4,-0.5,13.7,0.5
Luc Mbah a Moute,HOU,17/18,7.5,3.0,0.9,0.793,2.8,0,107,106,10.3,-0.2,12.8,0.7
Buddy Hield,SAC,17/18,13.5,3.8,1.9,0.329,2.8,0,104,111,16.1,1.0,24.3,1.5
Brandon Ingram,LAL,17/18,16.1,5.3,3.9,0.427,2.8,0,104,109,13.8,-1.2,22.2,0.4
Nemanja Bjelica,MIN,17/18,6.8,4.1,1.3,0.573,2.8,0,114,110,12.6,0.1,14.3,0.7
Kevon Looney,GSW,17/18,4.0,3.3,0.6,0.707,2.8,0,121,106,14.8,-0.2,12.5,0.4
Malcolm Brogdon,MIL,17/18,13.0,3.2,3.2,0.537,2.7,0,112,113,14.3,-1.2,19.1,0.3
Deyonta Davis,MEM,17/18,5.8,4.0,0.6,0.268,2.7,0,122,110,16.6,-1.5,15.3,0.1
JaVale McGee,GSW,17/18,4.8,2.6,0.5,0.707,2.7,0,124,103,22.3,1.5,19.2,0.5
Tyson Chandler,PHO,17/18,6.5,9.1,1.2,0.256,2.7,0,123,111,14.2,-1.4,10.6,0.2
Salah Mejri,DAL,17/18,3.5,4.0,0.6,0.293,2.7,0,122,102,17.8,0.7,12.8,0.5
Tim Hardaway Jr.,NYK,17/18,17.5,3.9,2.7,0.354,2.6,0,106,113,14.4,-0.6,23.8,0.7
Wesley Matthews,DAL,17/18,12.7,3.1,2.7,0.293,2.6,0,105,111,11.4,-0.9,17.6,0.6
Thabo Sefolosha,UTA,17/18,8.2,4.2,0.9,0.585,2.6,0,113,101,15.8,2.7,16.4,0.9
Justise Winslow,MIA,17/18,7.8,5.4,2.2,0.537,2.6,0,101,105,11.5,-1.1,16.3,0.4
Patrick Patterson,OKC,17/18,3.9,2.4,0.7,0.585,2.6,0,114,108,10.0,-0.2,10.8,0.6
Evan Turner,POR,17/18,8.2,3.1,2.2,0.598,2.6,0,103,109,9.8,-2.5,15.6,-0.3
LeBron James,MIA,11/12,27.1,7.9,6.2,0.697,14.5,1,118,97,30.7,10.9,32.0,7.6
Tyson Chandler,NYK,11/12,11.3,9.9,0.9,0.545,9.5,0,130,99,18.7,2.3,13.0,2.2
James Harden,OKC,11/12,16.8,4.1,3.7,0.712,9.3,0,125,105,21.1,4.3,21.6,3.1
Blake Griffin,LAC,11/12,20.7,10.9,3.2,0.606,9.2,0,113,104,23.4,3.7,26.6,3.4
Joakim Noah,CHI,11/12,10.2,9.8,2.5,0.758,9.0,0,120,96,19.6,3.8,15.8,2.8
Ryan Anderson,ORL,11/12,16.1,7.7,0.9,0.561,8.9,0,124,105,21.2,4.0,21.2,3.0
Pau Gasol,LAL,11/12,17.4,10.4,3.6,0.621,8.3,0,112,103,20.4,3.4,22.1,3.3
Marc Gasol,MEM,11/12,14.6,8.9,3.1,0.621,8.2,0,111,99,18.4,3.1,19.1,3.1
Russell Westbrook,OKC,11/12,23.6,4.6,5.5,0.712,7.9,0,108,105,22.9,3.0,32.7,3.0
Paul Millsap,UTA,11/12,16.6,8.8,2.3,0.545,7.8,0,113,102,21.8,3.9,23.2,3.1
Carlos Boozer,CHI,11/12,15.0,8.5,1.9,0.758,7.6,0,108,95,19.7,2.7,23.8,2.3
Marcin Gortat,PHO,11/12,15.4,10.0,0.9,0.5,7.6,0,115,103,21.2,2.2,20.8,2.3
Dirk Nowitzki,DAL,11/12,21.6,6.7,2.2,0.545,7.6,0,110,103,21.7,3.7,29.2,3.0
Al Jefferson,UTA,11/12,19.2,9.6,2.2,0.545,7.5,0,112,103,22.8,3.7,25.7,3.0
Andre Iguodala,PHI,11/12,12.4,6.1,5.5,0.53,7.3,0,108,98,17.6,4.0,17.7,3.3
LaMarcus Aldridge,POR,11/12,21.7,8.0,2.4,0.424,7.0,0,113,106,22.7,3.0,27.0,2.5
Paul Pierce,BOS,11/12,19.4,5.2,4.5,0.591,7.0,0,106,99,19.6,4.2,28.1,3.2
Greg Monroe,DET,11/12,15.4,9.7,2.3,0.379,7.0,0,110,102,22.0,2.9,23.6,2.6
Ty Lawson,DEN,11/12,16.4,3.7,6.6,0.576,6.9,0,116,108,19.4,3.2,21.2,2.8
Kevin Garnett,BOS,11/12,15.8,8.2,2.9,0.591,6.9,0,106,94,20.4,4.3,24.9,2.9
Chris Bosh,MIA,11/12,18.0,7.9,1.8,0.697,6.9,0,109,100,18.9,0.8,24.2,1.4
Josh Smith,ATL,11/12,18.8,9.6,3.9,0.606,6.8,0,101,96,21.1,3.8,28.4,3.3
Danny Granger,IND,11/12,18.7,5.0,1.8,0.636,6.7,0,111,104,18.6,2.9,25.9,2.5
Joe Johnson,ATL,11/12,18.8,3.7,3.9,0.606,6.4,0,110,105,18.4,2.1,24.9,2.2
Mike Conley,MEM,11/12,12.7,2.5,6.5,0.621,6.4,0,110,102,16.8,2.4,18.3,2.4
Ersan İlyasova,MIL,11/12,13.0,8.8,1.2,0.47,6.4,0,118,103,20.5,1.9,20.1,1.6
Thaddeus Young,PHI,11/12,12.8,5.2,1.2,0.53,6.3,0,111,100,18.9,2.0,21.5,1.8
Carmelo Anthony,NYK,11/12,22.6,6.3,3.6,0.545,6.2,0,106,102,21.1,3.6,31.8,2.7
Serge Ibaka,OKC,11/12,9.1,7.5,0.4,0.712,6.2,0,113,98,19.0,2.3,15.7,1.9
Roy Hibbert,IND,11/12,12.8,8.8,1.7,0.636,6.2,0,109,101,19.3,1.4,21.1,1.7
Lou Williams,PHI,11/12,14.9,2.4,3.5,0.53,6.1,0,110,102,20.2,4.0,27.4,2.5
Elton Brand,PHI,11/12,11.0,7.2,1.6,0.53,6.1,0,108,96,18.0,1.6,18.9,1.6
Rudy Gay,MEM,11/12,19.0,6.4,2.3,0.621,6.0,0,104,102,17.8,1.9,25.1,2.4
Paul George,IND,11/12,12.1,5.6,2.4,0.636,6.0,0,108,100,16.5,3.4,19.3,2.7
Jeff Teague,ATL,11/12,12.6,2.4,4.9,0.606,6.0,0,108,102,15.8,1.3,19.1,1.8
Tim Duncan,SAS,11/12,15.4,9.0,2.3,0.758,5.9,0,108,99,22.5,3.3,26.2,2.2
David West,IND,11/12,12.8,6.6,2.1,0.636,5.9,0,110,102,17.8,1.8,20.9,1.8
Luol Deng,CHI,11/12,15.3,6.5,2.9,0.758,5.8,0,105,100,14.1,1.7,19.8,2.0
DeAndre Jordan,LAC,11/12,7.4,8.3,0.3,0.606,5.6,0,119,102,16.4,0.1,11.9,0.9
Brandon Jennings,MIL,11/12,19.1,3.4,5.5,0.47,5.5,0,106,107,18.4,2.7,25.9,2.8
Kawhi Leonard,SAS,11/12,7.9,5.1,1.1,0.758,5.5,0,119,101,16.6,3.4,14.5,2.1
Kris Humphries,BRK,11/12,13.8,11.0,1.5,0.333,5.3,0,110,106,17.9,-0.9,19.3,0.6
Arron Afflalo,DEN,11/12,15.2,3.2,2.4,0.576,5.3,0,116,111,14.7,0.1,19.1,1.1
Kyle Korver,CHI,11/12,8.1,2.4,1.7,0.758,5.3,0,120,101,13.6,2.2,15.3,1.6
JJ Redick,ORL,11/12,11.6,2.3,2.5,0.561,5.2,0,117,109,15.1,1.0,19.2,1.3
Jared Dudley,PHO,11/12,12.7,4.6,1.7,0.5,5.1,0,115,109,15.4,1.2,17.7,1.7
Goran Dragić,HOU,11/12,11.7,2.5,5.3,0.515,5.1,0,111,106,18.0,1.9,21.8,1.7
Zaza Pachulia,ATL,11/12,7.8,7.9,1.4,0.606,5.0,0,111,99,14.0,-0.7,14.0,0.5
David Lee,GSW,11/12,20.1,9.6,2.8,0.348,5.0,0,108,109,19.7,-0.3,26.0,0.9
Kyle Lowry,HOU,11/12,14.3,4.5,6.6,0.515,4.9,0,111,104,18.8,4.1,22.0,2.3
Marvin Williams,ATL,11/12,10.2,5.2,1.2,0.606,4.9,0,113,101,15.8,1.3,18.0,1.2
Gordon Hayward,UTA,11/12,11.8,3.5,3.1,0.545,4.9,0,113,109,15.5,1.5,17.8,1.8
Wesley Matthews,POR,11/12,13.7,3.4,1.7,0.424,4.8,0,110,108,14.1,0.3,18.7,1.3
Nicolas Batum,POR,11/12,13.9,4.6,1.4,0.424,4.8,0,112,107,17.3,2.5,20.5,2.0
Brandon Bass,BOS,11/12,12.5,6.2,0.9,0.591,4.7,0,103,99,14.1,-1.0,19.8,0.5
Ray Allen,BOS,11/12,14.2,3.1,2.4,0.591,4.7,0,111,101,14.8,2.2,18.6,1.6
Tiago Splitter,SAS,11/12,9.3,5.2,1.1,0.758,4.6,0,117,102,20.5,2.0,20.7,1.1
Kenneth Faried,DEN,11/12,10.2,7.7,0.8,0.576,4.6,0,123,103,21.9,2.2,18.7,1.1
Danny Green,SAS,11/12,9.1,3.5,1.3,0.758,4.5,0,112,103,15.5,3.0,17.6,1.9
Nikola Peković,MIN,11/12,13.9,7.4,0.7,0.394,4.5,0,117,107,21.4,1.0,21.9,1.0
Rodney Stuckey,DET,11/12,14.8,2.6,3.8,0.379,4.5,0,112,109,17.6,0.6,23.7,1.1
Taj Gibson,CHI,11/12,7.7,5.3,0.7,0.758,4.5,0,109,96,16.9,0.8,18.6,0.9
Mike Dunleavy,MIL,11/12,12.3,3.7,2.1,0.47,4.4,0,118,108,16.6,1.4,19.0,1.3
Isaiah Thomas,SAC,11/12,11.5,2.6,4.1,0.333,4.3,0,116,113,17.6,0.8,19.8,1.2
Matt Barnes,LAL,11/12,7.8,5.5,2.0,0.621,4.3,0,112,103,15.5,1.6,16.4,1.3
Mario Chalmers,MIA,11/12,9.8,2.7,3.5,0.697,4.3,0,104,101,12.9,0.4,17.4,1.1
Jrue Holiday,PHI,11/12,13.5,3.3,4.5,0.53,4.2,0,99,101,14.7,0.4,21.8,1.3
DeMarcus Cousins,SAC,11/12,18.1,11.0,1.6,0.333,4.2,0,102,104,21.7,-0.8,29.7,0.6
Devin Harris,UTA,11/12,11.3,1.8,5.0,0.545,4.2,0,112,109,16.0,0.8,19.5,1.2
Tony Allen,MEM,11/12,9.8,4.0,1.4,0.621,4.2,0,106,100,15.7,1.7,18.4,1.4
Amar'e Stoudemire,NYK,11/12,17.5,7.8,1.1,0.545,4.1,0,104,101,17.7,-0.3,25.4,0.7
Jodie Meeks,PHI,11/12,8.4,2.4,0.8,0.53,4.1,0,111,103,11.5,-0.7,15.2,0.5
Samuel Dalembert,HOU,11/12,7.5,7.0,0.5,0.515,4.1,0,108,100,16.9,0.1,16.6,0.7
Kyrie Irving,CLE,11/12,18.5,3.7,5.4,0.318,4.1,0,109,110,21.4,4.1,28.7,2.4
DeJuan Blair,SAS,11/12,9.5,5.5,1.2,0.758,4.0,0,108,102,17.6,-0.3,21.7,0.6
George Hill,IND,11/12,9.6,3.0,2.9,0.636,4.0,0,117,105,15.7,2.3,17.2,1.4
Amir Johnson,TOR,11/12,7.1,6.4,1.2,0.348,4.0,0,109,102,14.4,-0.5,14.3,0.6
Matt Bonner,SAS,11/12,6.6,3.3,0.9,0.758,4.0,0,124,106,13.2,2.6,12.8,1.5
Danilo Gallinari,DEN,11/12,14.6,4.7,2.7,0.576,3.9,0,114,107,16.5,1.8,20.7,1.3
Jason Thompson,SAC,11/12,9.1,6.9,1.2,0.333,3.9,0,115,109,16.4,-0.9,15.5,0.5
Tyler Hansbrough,IND,11/12,9.3,4.4,0.5,0.636,3.9,0,108,104,14.7,-1.8,20.9,0.1
Steve Novak,NYK,11/12,8.8,1.9,0.2,0.545,3.9,0,129,105,15.9,4.1,16.2,1.6
Ronnie Brewer,CHI,11/12,6.9,3.5,2.1,0.758,3.9,0,103,99,12.3,0.7,15.3,1.1
Ed Davis,TOR,11/12,6.3,6.6,0.9,0.348,3.9,0,108,101,14.2,-0.3,13.8,0.7
Jason Terry,DAL,11/12,15.1,2.4,3.6,0.545,3.8,0,103,106,15.7,1.4,23.3,1.7
Darren Collison,IND,11/12,10.4,3.1,4.8,0.636,3.8,0,108,107,13.6,-0.2,17.0,0.9
Marcus Thornton,SAC,11/12,18.7,3.7,1.9,0.333,3.8,0,111,112,17.4,1.1,23.4,1.4
Jarrett Jack,NOP,11/12,15.6,3.9,6.3,0.318,3.8,0,109,108,17.9,1.6,23.3,1.4
Channing Frye,PHO,11/12,10.5,5.9,1.4,0.5,3.7,0,106,104,14.9,0.9,19.3,1.2
Shawn Marion,DAL,11/12,10.6,7.4,2.1,0.545,3.7,0,100,102,15.0,0.5,19.0,1.2
Drew Gooden,MIL,11/12,13.7,6.5,2.6,0.47,3.6,0,105,104,18.8,1.0,25.7,1.1
Brandan Wright,DAL,11/12,6.9,3.6,0.3,0.545,3.5,0,124,100,21.6,3.7,17.0,1.1
Brandon Rush,GSW,11/12,9.8,3.9,1.4,0.348,3.5,0,115,110,15.2,1.7,15.4,1.6
Nick Collison,OKC,11/12,4.5,4.3,1.3,0.712,3.5,0,121,105,12.1,0.2,10.0,0.7
Udonis Haslem,MIA,11/12,6.0,7.3,0.7,0.697,3.5,0,102,99,10.9,-2.4,13.5,-0.2
Jameer Nelson,ORL,11/12,11.9,3.2,5.7,0.561,3.5,0,106,107,14.6,-0.1,21.4,0.8
O.J. Mayo,MEM,11/12,12.6,3.2,2.6,0.621,3.5,0,101,103,14.7,0.8,23.9,1.3
Dante Cunningham,MEM,11/12,5.2,3.8,0.6,0.621,3.4,0,115,101,14.9,0.8,13.6,0.8
Luis Scola,HOU,11/12,15.5,6.5,2.1,0.515,3.4,0,102,107,15.4,-1.9,24.8,0.0
Joel Anthony,MIA,11/12,3.4,3.9,0.1,0.697,3.4,0,113,100,10.3,-0.5,7.8,0.5
Ian Mahinmi,DAL,11/12,5.8,4.7,0.2,0.545,3.4,0,113,101,13.5,-2.3,14.4,-0.1
Dorell Wright,GSW,11/12,10.3,4.6,1.5,0.348,3.4,0,111,109,15.0,0.9,17.3,1.2
Chandler Parsons,HOU,11/12,9.5,4.8,2.1,0.515,3.4,0,105,105,13.3,0.8,16.7,1.3
Landry Fields,NYK,11/12,8.8,4.2,2.6,0.545,3.4,0,100,102,12.0,0.0,16.0,1.0
Jonas Jerebko,DET,11/12,8.7,4.8,0.7,0.379,3.3,0,109,106,14.2,-1.5,18.1,0.2
Kevin Martin,HOU,11/12,17.0,2.6,2.8,0.515,3.3,0,111,109,16.5,1.3,24.7,1.0
Luke Ridnour,MIN,11/12,12.1,2.7,4.8,0.394,3.3,0,109,109,13.6,-0.5,17.8,0.7
Shane Battier,MIA,11/12,4.8,2.4,1.3,0.697,3.3,0,108,102,9.7,0.9,10.7,1.1
Al Harrington,DEN,11/12,14.2,6.1,1.4,0.576,3.2,0,103,105,15.3,-0.4,24.4,0.7
Gustavo Ayón,NOP,11/12,5.9,4.9,1.4,0.318,3.2,0,111,100,16.7,2.5,14.5,1.2
Randy Foye,LAC,11/12,11.0,2.1,2.2,0.606,3.2,0,108,109,13.5,0.2,20.7,0.9
Courtney Lee,HOU,11/12,11.4,2.7,1.5,0.515,3.2,0,106,107,12.6,0.0,17.6,0.9
Antawn Jamison,CLE,11/12,17.2,6.3,2.0,0.318,3.1,0,103,109,16.1,-0.3,26.2,0.9
Derrick Favors,UTA,11/12,8.8,6.5,0.7,0.545,3.0,0,104,103,17.1,-1.1,20.7,0.3
Chase Budinger,HOU,11/12,9.6,3.7,1.3,0.515,3.0,0,110,107,14.9,1.2,19.5,1.0
Jason Kidd,DAL,11/12,6.2,4.1,5.5,0.545,3.0,0,103,101,13.1,1.6,12.7,1.2
Trevor Booker,WAS,11/12,8.4,6.5,0.8,0.303,3.0,0,109,104,15.4,-0.8,15.6,0.4
Andre Miller,DEN,11/12,9.7,3.3,6.7,0.576,2.9,0,104,108,14.8,-0.3,19.8,0.7
Spencer Hawes,PHI,11/12,9.6,7.3,2.6,0.53,2.9,0,105,97,18.1,1.5,20.3,0.8
Marco Belinelli,NOP,11/12,11.8,2.6,1.5,0.318,2.9,0,105,109,11.9,-1.2,19.5,0.4
Vince Carter,DAL,11/12,10.1,3.4,2.3,0.545,2.9,0,102,103,13.6,0.1,20.4,0.8
Carl Landry,NOP,11/12,12.5,5.2,0.9,0.318,2.9,0,111,107,18.2,-0.2,24.0,0.4
Mo Williams,LAC,11/12,13.2,1.9,3.1,0.606,2.8,0,107,109,15.0,0.2,22.9,0.8
Jason Richardson,ORL,11/12,11.6,3.6,2.0,0.561,2.8,0,103,105,13.3,0.7,20.2,1.1
Nate Robinson,GSW,11/12,11.2,2.0,4.5,0.348,2.8,0,110,110,18.0,0.4,23.6,0.7
Jeremy Lin,NYK,11/12,14.6,3.1,6.2,0.545,2.7,0,104,101,19.9,3.8,28.1,1.4
Brendan Haywood,DAL,11/12,5.2,6.0,0.4,0.545,2.7,0,107,101,12.9,-1.9,12.8,0.0
Kosta Koufos,DEN,11/12,5.5,5.4,0.3,0.576,2.7,0,120,102,17.3,0.9,14.0,0.6
Marreese Speights,MEM,11/12,8.8,6.2,0.8,0.621,2.7,0,102,102,14.1,-3.0,20.5,-0.4
Tyreke Evans,SAC,11/12,16.5,4.6,4.5,0.333,2.7,0,103,111,16.4,-0.6,23.8,0.8
C.J. Watson,CHI,11/12,9.7,2.1,4.1,0.758,2.6,0,101,101,13.3,-0.3,22.8,0.5
Metta World Peace,LAL,11/12,7.7,3.4,2.2,0.621,2.6,0,102,105,11.0,-0.7,15.6,0.6
James Johnson,TOR,11/12,9.1,4.7,2.0,0.348,2.6,0,97,100,14.5,1.5,20.2,1.3
Gary Neal,SAS,11/12,9.9,2.1,2.1,0.758,2.5,0,107,107,14.2,-0.1,21.7,0.6
DeMar DeRozan,TOR,11/12,16.7,3.3,2.0,0.348,2.5,0,100,108,12.8,-2.7,25.0,-0.4
J.R. Smith,NYK,11/12,12.5,3.9,2.4,0.545,2.5,0,104,100,15.2,2.1,22.0,1.0
Iman Shumpert,NYK,11/12,9.5,3.2,2.8,0.545,2.4,0,96,101,10.8,-1.4,18.2,0.2
Avery Bradley,BOS,11/12,7.6,1.8,1.4,0.591,2.4,0,100,102,11.3,-1.7,17.9,0.1
Alonzo Gee,CLE,11/12,10.6,5.1,1.8,0.318,2.4,0,102,108,13.2,-1.4,18.7,0.3
Carlos Delfino,MIL,11/12,9.0,3.9,2.3,0.47,2.4,0,102,104,11.7,-0.1,15.5,0.8
Luc Mbah a Moute,MIL,11/12,7.7,5.3,0.7,0.47,2.4,0,109,104,13.9,-1.1,15.1,0.2
Willie Green,ATL,11/12,7.6,1.5,0.8,0.606,2.4,0,110,105,13.9,-0.5,19.5,0.3
Kevin Séraphin,WAS,11/12,7.9,4.9,0.6,0.303,2.3,0,105,105,15.8,-1.7,18.2,0.1
Jamal Crawford,POR,11/12,14.0,2.0,3.2,0.424,2.3,0,102,109,15.7,-0.2,26.6,0.7
Caron Butler,LAC,11/12,12.0,3.7,1.2,0.606,2.3,0,102,108,11.7,-2.0,20.4,0.0
Greivis Vásquez,NOP,11/12,8.9,2.6,5.4,0.318,2.3,0,101,107,14.2,-1.1,20.0,0.4
Corey Brewer,DEN,11/12,8.9,2.5,1.5,0.576,2.3,0,104,106,13.7,-0.1,20.0,0.6
Andrea Bargnani,TOR,11/12,19.5,5.5,2.0,0.348,2.2,0,104,106,17.9,1.1,28.7,0.8
Trevor Ariza,NOP,11/12,10.8,5.2,3.3,0.318,2.2,0,100,103,14.2,1.3,18.4,1.1
Rodrigue Beaubois,DAL,11/12,8.9,2.8,2.9,0.545,2.2,0,100,101,15.3,1.3,22.0,1.0
Ivan Johnson,ATL,11/12,6.4,4.0,0.6,0.606,2.2,0,101,98,14.3,-2.2,19.5,0.0
Stephen Curry,GSW,11/12,14.7,3.4,5.3,0.348,2.2,0,112,108,21.2,4.3,24.0,1.2
Jason Smith,NOP,11/12,9.9,4.9,0.8,0.318,2.2,0,107,105,16.6,-0.4,20.4,0.4
Delonte West,DAL,11/12,9.6,2.3,3.2,0.545,2.2,0,102,103,15.3,1.0,20.4,0.8
John Lucas III,CHI,11/12,7.5,1.6,2.2,0.758,2.2,0,107,102,16.3,2.9,26.0,0.9
Anderson Varejão,CLE,11/12,10.8,11.5,1.7,0.318,2.1,0,110,103,18.9,1.1,16.9,0.6
Robin Lopez,PHO,11/12,5.4,3.3,0.3,0.5,2.1,0,108,105,15.2,-2.2,18.9,0.0
Tayshaun Prince,DET,11/12,12.7,4.5,2.4,0.379,2.1,0,101,109,12.8,-1.5,20.4,0.3
Shelden Williams,BRK,11/12,4.6,6.0,0.6,0.333,2.1,0,107,106,11.9,-3.3,11.2,-0.4
Hedo Türkoğlu,ORL,11/12,10.9,3.8,4.4,0.561,2.1,0,99,106,11.7,-0.9,19.5,0.5
Zach Randolph,MEM,11/12,11.6,8.0,1.7,0.621,2.1,0,106,101,17.9,0.3,22.4,0.4
Jerryd Bayless,TOR,11/12,11.4,2.1,3.8,0.348,2.0,0,110,106,17.7,1.7,24.6,0.6
Kendrick Perkins,OKC,11/12,5.1,6.6,1.2,0.712,2.0,0,96,103,8.7,-2.1,11.1,0.0
Dahntay Jones,IND,11/12,5.3,1.8,1.0,0.636,2.0,0,107,106,10.3,-1.9,16.0,0.0
Chris Andersen,DEN,11/12,5.2,4.6,0.2,0.576,1.9,0,119,99,18.9,2.3,14.8,0.5
Nikola Vučević,PHI,11/12,5.5,4.8,0.6,0.53,1.8,0,99,97,14.3,-2.2,19.6,0.0
Thabo Sefolosha,OKC,11/12,4.8,3.0,1.1,0.712,1.8,0,109,104,9.8,0.4,10.6,0.6
Jordan Farmar,BRK,11/12,10.4,1.6,3.3,0.333,1.8,0,111,113,17.4,0.4,22.6,0.5
Kirk Hinrich,ATL,11/12,6.6,2.1,2.8,0.606,1.8,0,100,104,9.2,-2.1,13.9,-0.1
Mike Miller,MIA,11/12,6.1,3.3,1.1,0.697,1.8,0,108,103,11.4,0.1,14.9,0.4
Derrick Williams,MIN,11/12,8.8,4.7,0.6,0.394,1.8,0,100,106,12.9,-2.1,20.7,0.0
Giannis Antetokounmpo,MIL,19/20,29.5,13.6,5.6,0.767,11.1,1,116,97,31.9,11.5,37.5,6.6
Jimmy Butler,MIA,19/20,19.9,6.7,6.0,0.603,9.0,0,123,108,23.6,5.4,25.1,3.7
Chris Paul,OKC,19/20,17.6,5.0,6.7,0.611,8.9,0,120,108,21.7,4.4,23.3,3.5
Bam Adebayo,MIA,19/20,15.9,10.2,5.1,0.603,8.5,0,116,106,20.3,3.4,21.2,3.3
Khris Middleton,MIL,19/20,20.9,6.2,4.3,0.767,7.9,0,118,104,21.1,4.1,26.4,2.9
Devin Booker,PHO,19/20,26.6,4.2,6.5,0.466,7.5,0,115,114,20.6,2.2,30.0,2.6
Kyle Lowry,TOR,19/20,19.4,5.0,7.5,0.736,7.5,0,116,106,17.7,3.2,23.1,2.8
DeMar DeRozan,SAS,19/20,22.1,5.5,5.6,0.451,7.3,0,118,115,21.6,1.9,26.3,2.3
Jonas Valančiūnas,MEM,19/20,14.9,11.3,1.9,0.466,7.0,0,120,107,22.2,2.4,21.5,2.0
Montrezl Harrell,LAC,19/20,18.6,7.1,1.7,0.681,7.0,0,119,107,23.2,2.9,25.7,2.2
Jayson Tatum,BOS,19/20,23.4,7.0,3.0,0.667,6.9,0,111,106,20.4,4.0,28.6,3.4
Daniel Theis,BOS,19/20,9.2,6.6,1.7,0.667,6.5,0,130,105,17.9,2.4,14.4,1.7
T.J. Warren,IND,19/20,19.8,4.2,1.5,0.616,6.5,0,116,110,18.4,1.1,23.3,1.7
Steven Adams,OKC,19/20,10.9,9.3,2.3,0.611,6.5,0,122,106,20.5,2.9,17.3,2.1
Nikola Vučević,ORL,19/20,19.6,10.9,3.6,0.452,6.4,0,114,107,21.9,4.2,25.8,3.1
Danilo Gallinari,OKC,19/20,18.7,5.2,1.9,0.611,6.3,0,120,111,19.5,3.3,24.6,2.4
Tobias Harris,PHI,19/20,19.6,6.9,3.2,0.589,6.2,0,113,110,17.2,0.8,23.9,1.8
Shai Gilgeous-Alexander,OKC,19/20,19.0,5.9,3.3,0.611,6.1,0,111,109,17.7,1.7,23.7,2.2
Joel Embiid,PHI,19/20,23.0,11.6,3.0,0.589,6.0,0,113,104,25.8,4.7,32.9,2.5
Kemba Walker,BOS,19/20,20.4,3.9,4.8,0.667,5.9,0,116,110,20.0,4.6,27.2,2.9
Fred VanVleet,TOR,19/20,17.6,3.8,6.6,0.736,5.8,0,113,106,16.3,2.7,21.7,2.3
OG Anunoby,TOR,19/20,10.6,5.3,1.6,0.736,5.7,0,114,104,13.2,1.2,14.3,1.7
Gordon Hayward,BOS,19/20,17.5,6.7,4.1,0.667,5.7,0,118,109,18.1,2.7,21.1,2.0
Brook Lopez,MIL,19/20,12.0,4.6,1.5,0.767,5.5,0,109,100,15.0,2.0,18.3,1.9
Donovan Mitchell,UTA,19/20,24.0,4.4,4.3,0.611,5.4,0,110,111,18.8,1.9,30.8,2.3
