Rk;Player;PTS/G;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
1;Joel Embiid;33.1;2022-23;28;PHI;66;66;1;2284;728;1328;662;1128;66;200;661;771;113;557;670;274;66;112;226;205;2183;0.548;0.587;0.33;0.857;0.655;0.573;C;embiijo01
2;Luka Dončić;32.4;2022-23;23;DAL;66;66;1;2391;719;1449;534;908;185;541;515;694;54;515;569;529;90;33;236;166;2138;0.496;0.588;0.342;0.742;0.609;0.56;G-F;doncilu01
3;Damian Lillard;32.2;2022-23;32;POR;58;58;1;2107;556;1202;312;544;244;658;510;558;44;233;277;425;50;18;191;109;1866;0.463;0.574;0.371;0.914;0.645;0.564;G;lillada01
4;Shai Gilgeous-Alexander;31.4;2022-23;24;OKC;68;68;1;2416;704;1381;646;1213;58;168;669;739;59;270;329;371;112;65;192;192;2135;0.51;0.533;0.345;0.905;0.626;0.531;G;gilgesh01
5;Giannis Antetokounmpo;31.1;2022-23;28;MIL;63;63;1;2024;707;1278;660;1107;47;171;498;772;137;605;742;359;52;51;246;197;1959;0.553;0.596;0.275;0.645;0.605;0.572;F-G;antetgi01
6;Jayson Tatum;30.1;2022-23;24;BOS;74;74;1;2732;727;1559;487;873;240;686;531;622;78;571;649;342;78;51;213;160;2225;0.466;0.558;0.35;0.854;0.607;0.543;F;tatumja01
7;Stephen Curry;29.4;2022-23;34;GSW;56;56;1;1941;559;1133;286;494;273;639;257;281;39;302;341;352;52;20;179;117;1648;0.493;0.579;0.427;0.915;0.656;0.614;G;curryst01
8;Kevin Durant;29.1;2022-23;34;BRKPHO;47;47;1;1672;483;862;390;632;93;230;307;334;17;296;313;235;34;67;156;99;1366;0.56;0.617;0.404;0.919;0.677;0.614;F-G;duranke01
9;LeBron James;28.9;2022-23;38;LAL;55;54;1;1954;609;1219;488;842;121;377;251;327;65;392;457;375;50;32;178;88;1590;0.5;0.58;0.321;0.768;0.583;0.549;F-G;jamesle01
10;Donovan Mitchell;28.3;2022-23;26;CLE;68;68;1;2432;679;1402;434;767;245;635;319;368;63;226;289;301;99;27;180;168;1922;0.484;0.566;0.386;0.867;0.614;0.572;G;mitchdo01
11;Devin Booker;27.8;2022-23;26;PHO;53;53;0;1835;527;1067;416;751;111;316;306;358;46;194;240;293;51;18;145;159;1471;0.494;0.554;0.351;0.855;0.601;0.546;G;bookede01
12;Kyrie Irving;27.1;2022-23;30;BRKDAL;60;60;1;2241;594;1203;406;707;188;496;247;273;59;245;304;331;66;45;128;165;1623;0.494;0.574;0.379;0.905;0.613;0.572;G;irvinky01
13;Jaylen Brown;26.6;2022-23;26;BOS;67;67;1;2405;679;1383;516;896;163;487;263;344;78;381;459;232;75;26;197;172;1784;0.491;0.576;0.335;0.765;0.581;0.55;F-G;brownja02
14;Trae Young;26.2;2022-23;24;ATL;73;73;0;2541;597;1390;443;930;154;460;566;639;56;161;217;741;80;9;300;104;1914;0.429;0.476;0.335;0.886;0.573;0.485;G;youngtr01
15;Ja Morant;26.2;2022-23;23;MEM;61;59;1;1948;566;1214;474;914;92;300;372;497;61;296;357;493;66;16;206;100;1596;0.466;0.519;0.307;0.748;0.557;0.504;G;moranja01
16;Zion Williamson;26;2022-23;22;NOP;29;29;1;956;285;469;278;450;7;19;177;248;58;144;202;133;32;16;99;65;754;0.608;0.618;0.368;0.714;0.652;0.615;F-C;willizi01
17;Anthony Davis;25.9;2022-23;29;LAL;56;54;0;1904;542;962;523;888;19;74;348;444;195;507;702;148;59;114;122;146;1451;0.563;0.589;0.257;0.784;0.627;0.573;F-C;davisan02
18;Lauri Markkanen;25.6;2022-23;25;UTA;66;66;1;2273;571;1145;371;634;200;511;349;399;130;440;570;123;42;38;127;137;1691;0.499;0.585;0.391;0.875;0.64;0.586;F-C;markkla01
19;Julius Randle;25.1;2022-23;28;NYK;77;77;1;2737;658;1432;440;796;218;636;402;531;141;626;767;316;49;21;216;233;1936;0.459;0.553;0.343;0.757;0.581;0.536;F-C;randlju01
20;De'Aaron Fox;25;2022-23;25;SAC;73;73;1;2435;682;1331;563;964;119;367;343;440;40;266;306;447;83;23;181;172;1826;0.512;0.584;0.324;0.78;0.599;0.557;G;foxde01
21;Zach LaVine;24.8;2022-23;27;CHI;77;77;0;2768;673;1388;469;844;204;544;363;428;42;303;345;327;69;18;194;159;1913;0.485;0.556;0.375;0.848;0.607;0.558;G-F;lavinza01
22;Brandon Ingram;24.7;2022-23;25;NOP;45;45;0;1538;404;835;340;671;64;164;240;272;23;223;246;262;32;19;148;116;1112;0.484;0.507;0.39;0.882;0.582;0.522;F;ingrabr01
23;Anthony Edwards;24.6;2022-23;21;MIN;79;79;1;2842;707;1541;494;963;213;578;319;422;47;411;458;350;125;58;259;186;1946;0.459;0.513;0.369;0.756;0.564;0.528;G-F;edwaran01
24;DeMar DeRozan;24.5;2022-23;33;CHI;74;74;1;2682;657;1303;611;1161;46;142;456;523;34;309;343;377;83;36;153;186;1816;0.504;0.526;0.324;0.872;0.592;0.522;G-F;derozde01
25;Nikola Jokić;24.5;2022-23;27;DEN;69;69;1;2323;646;1022;589;873;57;149;341;415;167;650;817;678;87;47;247;174;1690;0.632;0.675;0.383;0.822;0.701;0.66;C-F;jokicni01
26;Pascal Siakam;24.2;2022-23;28;TOR;71;71;1;2652;630;1313;537;1026;93;287;367;474;131;425;556;415;65;36;169;228;1720;0.48;0.523;0.324;0.774;0.565;0.515;F-C;siakapa01
27;Jalen Brunson;24;2022-23;26;NYK;68;68;0;2379;587;1195;453;873;134;322;325;392;40;201;241;421;61;15;142;152;1633;0.491;0.519;0.416;0.829;0.597;0.547;G;brunsja01
28;Kawhi Leonard;23.8;2022-23;31;LAC;52;50;0;1748;446;871;342;621;104;250;243;279;57;281;338;204;72;28;88;84;1239;0.512;0.551;0.416;0.871;0.623;0.572;F;leonaka01
29;Paul George;23.8;2022-23;32;LAC;56;56;1;1939;459;1004;301;578;158;426;256;294;45;297;342;288;83;20;176;159;1332;0.457;0.521;0.371;0.871;0.588;0.536;F-G;georgpa01
30;LaMelo Ball;23.3;2022-23;21;CHO;36;36;0;1268;296;721;152;338;144;383;102;122;42;189;231;304;46;11;129;118;838;0.411;0.45;0.376;0.836;0.541;0.51;G;ballla01
31;Bradley Beal;23.2;2022-23;29;WAS;50;50;0;1673;444;878;364;659;80;219;192;228;41;155;196;271;45;33;145;107;1160;0.506;0.552;0.365;0.842;0.593;0.551;G;bealbr01
32;Kristaps Porziņģis;23.2;2022-23;27;WAS;65;65;0;2120;507;1018;370;662;137;356;354;416;114;432;546;174;58;100;137;196;1505;0.498;0.559;0.385;0.851;0.627;0.565;F-C;porzikr01
33;Jimmy Butler;22.9;2022-23;33;MIA;64;64;0;2138;479;888;443;785;36;103;472;555;141;234;375;340;117;21;101;80;1466;0.539;0.564;0.35;0.85;0.647;0.56;F-G;butleji01
34;Jalen Green;22.1;2022-23;20;HOU;76;76;0;2602;566;1359;379;805;187;554;364;463;43;241;284;281;59;18;200;131;1683;0.416;0.471;0.338;0.786;0.538;0.485;G;greenja05
35;Keldon Johnson;22;2022-23;23;SAS;63;63;0;2063;503;1113;369;706;134;407;245;327;56;262;318;183;46;11;134;125;1385;0.452;0.523;0.329;0.749;0.551;0.512;G;johnske04
36;Klay Thompson;21.9;2022-23;32;GSW;69;69;0;2279;546;1252;245;521;301;731;116;132;39;247;286;163;49;29;123;130;1509;0.436;0.47;0.412;0.879;0.576;0.556;G-F;thompkl01
37;Darius Garland;21.6;2022-23;23;CLE;69;69;0;2447;522;1129;353;717;169;412;277;321;28;157;185;538;85;9;199;148;1490;0.462;0.492;0.41;0.863;0.587;0.537;G;garlada01
38;Bojan Bogdanović;21.6;2022-23;33;DET;59;59;0;1893;430;882;285;529;145;353;268;303;36;187;223;152;34;8;135;113;1273;0.488;0.539;0.411;0.884;0.627;0.57;G-F;bogdabo02
39;Desmond Bane;21.5;2022-23;24;MEM;58;58;0;1841;450;939;284;532;166;407;181;205;43;248;291;254;56;22;126;150;1247;0.479;0.534;0.408;0.883;0.606;0.568;G;banede01
40;Kyle Kuzma;21.2;2022-23;27;WAS;64;64;0;2239;512;1142;352;661;160;481;173;237;55;408;463;239;36;29;190;145;1357;0.448;0.533;0.333;0.73;0.544;0.518;F;kuzmaky01
41;Terry Rozier;21.1;2022-23;28;CHO;63;63;0;2221;493;1188;328;683;165;505;178;220;51;208;259;319;74;16;134;119;1329;0.415;0.48;0.327;0.809;0.517;0.484;G;roziete01
42;Anfernee Simons;21.1;2022-23;23;POR;62;62;0;2171;467;1045;255;483;212;562;160;179;18;143;161;253;42;14;128;142;1306;0.447;0.528;0.377;0.894;0.581;0.548;G;simonan01
43;James Harden;21;2022-23;33;PHI;58;58;0;2135;371;842;210;424;161;418;313;361;40;314;354;618;71;31;195;112;1216;0.441;0.495;0.385;0.867;0.607;0.536;G;hardeja01
44;CJ McCollum;20.9;2022-23;31;NOP;75;75;0;2649;587;1344;376;801;211;543;183;238;55;273;328;429;70;38;183;153;1568;0.437;0.469;0.389;0.769;0.541;0.515;G;mccolcj01
45;Jordan Clarkson;20.8;2022-23;30;UTA;61;61;0;1988;458;1031;303;572;155;459;200;245;72;174;246;270;33;13;186;120;1271;0.444;0.53;0.338;0.816;0.558;0.519;G;clarkjo01
46;Karl-Anthony Towns;20.8;2022-23;27;MIN;29;29;0;957;212;428;152;264;60;164;118;135;48;188;236;140;20;17;86;111;602;0.495;0.576;0.366;0.874;0.618;0.565;C-F;townska01
47;Tyrese Haliburton;20.7;2022-23;22;IND;56;56;1;1883;412;841;251;439;161;402;175;201;33;172;205;585;91;25;141;69;1160;0.49;0.572;0.4;0.871;0.624;0.586;G;halibty01
48;Jerami Grant;20.5;2022-23;28;POR;63;63;0;2246;434;913;290;554;144;359;278;342;53;230;283;150;51;53;116;152;1290;0.475;0.523;0.401;0.813;0.606;0.554;F;grantje01
49;Dejounte Murray;20.5;2022-23;26;ATL;74;74;0;2693;612;1319;479;932;133;387;158;190;53;336;389;448;112;19;160;106;1515;0.464;0.514;0.344;0.832;0.54;0.514;G;murrade01
50;Jordan Poole;20.4;2022-23;23;GSW;82;43;0;2458;550;1278;336;641;214;637;361;415;32;193;225;369;63;21;252;214;1675;0.43;0.524;0.336;0.87;0.573;0.514;G;poolejo01
