Rk;Player;PTS/G;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
15;LaMarcus Aldridge;21.8;2010-11;25;POR;81;81;0;3211;707;1415;703;1392;4;23;351;444;278;431;709;170;82;94;153;220;1769;0.5;0.505;0.174;0.791;0.549;0.501;F-C;aldrila01
16;Andrea Bargnani;21.4;2010-11;25;TOR;66;66;0;2353;525;1173;448;950;77;223;287;350;74;269;343;119;34;46;152;160;1414;0.448;0.472;0.345;0.82;0.533;0.48;F-C;bargnan01
17;Danny Granger;20.5;2010-11;27;IND;79;79;0;2763;535;1260;378;853;157;407;395;466;87;338;425;203;89;62;206;213;1622;0.425;0.443;0.386;0.848;0.554;0.487;F;grangda01
18;Brook Lopez;20.4;2010-11;22;NJN;82;82;0;2889;644;1309;644;1308;0;1;385;489;197;291;488;129;47;120;176;240;1673;0.492;0.492;0;0.787;0.549;0.492;C;lopezbr01
19;Kevin Love;20.2;2010-11;22;MIN;73;73;1;2611;482;1026;394;815;88;211;424;499;330;782;1112;184;45;28;155;148;1476;0.47;0.483;0.417;0.85;0.593;0.513;F-C;loveke01
20;Deron Williams;20.1;2010-11;26;NJNUTA;65;65;1;2465;428;975;323;658;105;317;348;412;40;220;260;667;79;15;230;190;1309;0.439;0.491;0.331;0.845;0.566;0.493;G;willide01
21;Zach Randolph;20.1;2010-11;29;MEM;75;74;0;2724;598;1188;590;1145;8;43;300;396;326;588;914;163;63;25;151;175;1504;0.503;0.515;0.186;0.758;0.552;0.507;F-C;randoza01
22;Rudy Gay;19.8;2010-11;24;MEM;54;54;0;2152;409;869;352;725;57;144;194;241;82;254;336;153;91;58;135;131;1069;0.471;0.486;0.396;0.805;0.548;0.503;F;gayru01
23;Michael Beasley;19.2;2010-11;22;MIN;73;73;0;2361;561;1246;501;1082;60;164;219;291;118;291;409;158;54;52;195;222;1401;0.45;0.463;0.366;0.753;0.51;0.474;F;beaslmi01
24;Paul Pierce;18.9;2010-11;33;BOS;80;80;1;2774;507;1021;396;724;111;297;386;449;34;396;430;260;80;51;171;231;1511;0.497;0.547;0.374;0.86;0.62;0.551;F-G;piercpa01
25;David West;18.9;2010-11;30;NOH;70;70;0;2451;528;1040;526;1031;2;9;264;327;155;374;529;164;67;62;142;202;1322;0.508;0.51;0.222;0.807;0.558;0.509;F-C;westda01
26;Pau Gasol;18.8;2010-11;30;LAL;82;82;1;3037;593;1120;592;1117;1;3;354;430;268;568;836;273;48;130;142;203;1541;0.529;0.53;0.333;0.823;0.589;0.53;C-F;gasolpa01
27;Chris Bosh;18.7;2010-11;26;MIA;77;77;1;2795;524;1056;518;1031;6;25;384;471;141;500;641;144;59;49;138;172;1438;0.496;0.502;0.24;0.815;0.569;0.499;F-C;boshch01
28;Al Jefferson;18.6;2010-11;26;UTA;82;82;0;2940;654;1319;654;1319;0;0;220;289;235;559;794;149;46;153;105;238;1528;0.496;0.496;;0.761;0.528;0.496;C-F;jeffeal01
29;Stephen Curry;18.6;2010-11;22;GSW;74;74;0;2489;505;1053;354;711;151;342;212;227;52;234;286;432;109;20;226;233;1373;0.48;0.498;0.442;0.934;0.595;0.551;G;curryst01
30;Stephen Jackson;18.5;2010-11;32;CHA;67;67;0;2405;435;1059;314;700;121;359;249;305;53;251;304;241;80;28;209;161;1240;0.411;0.449;0.337;0.816;0.52;0.468;F-G;jacksst02
31;Luis Scola;18.3;2010-11;30;HOU;74;74;0;2412;569;1129;569;1126;0;3;214;290;147;459;606;185;48;44;147;227;1352;0.504;0.505;0;0.738;0.538;0.504;F;scolalu01
32;Joe Johnson;18.2;2010-11;29;ATL;72;72;1;2554;514;1161;425;861;89;300;195;243;59;232;291;338;47;7;146;131;1312;0.443;0.494;0.297;0.802;0.517;0.481;G-F;johnsjo02
33;Antawn Jamison;18;2010-11;34;CLE;56;38;0;1842;374;876;283;613;91;263;171;234;86;289;375;93;50;30;77;137;1010;0.427;0.462;0.346;0.731;0.516;0.479;F;jamisan01
34;Tyreke Evans;17.8;2010-11;21;SAC;57;53;0;2107;382;933;339;785;43;148;205;266;46;229;275;319;85;30;184;143;1012;0.409;0.432;0.291;0.771;0.482;0.432;G-F;evansty01
35;Tony Parker;17.5;2010-11;28;SAS;78;78;0;2528;555;1069;530;999;25;70;233;303;30;208;238;513;90;3;200;135;1368;0.519;0.531;0.357;0.769;0.569;0.531;G;parketo01
36;Carlos Boozer;17.5;2010-11;29;CHI;59;59;0;1882;431;845;431;845;0;0;171;244;130;435;565;145;45;18;149;186;1033;0.51;0.51;;0.701;0.542;0.51;F-C;boozeca01
37;Luol Deng;17.4;2010-11;25;CHI;82;82;0;3208;531;1155;416;822;115;333;253;336;116;360;476;230;78;48;156;162;1430;0.46;0.506;0.345;0.753;0.549;0.51;F;denglu01
38;Nick Young;17.4;2010-11;25;WAS;64;40;0;2034;412;935;307;664;105;271;186;228;26;148;174;75;45;17;90;144;1115;0.441;0.462;0.387;0.816;0.538;0.497;G-F;youngni01
39;Manu Ginóbili;17.4;2010-11;33;SAS;80;79;1;2426;441;1018;287;577;154;441;357;410;42;253;295;393;123;28;174;163;1393;0.433;0.497;0.349;0.871;0.581;0.509;G;ginobma01
40;Paul Millsap;17.3;2010-11;25;UTA;76;76;0;2605;525;988;516;965;9;23;256;338;164;415;579;187;103;69;145;272;1315;0.531;0.535;0.391;0.757;0.578;0.536;F;millspa01
41;DeMar DeRozan;17.2;2010-11;21;TOR;82;82;0;2851;539;1154;534;1102;5;52;327;402;75;240;315;148;85;31;144;217;1410;0.467;0.485;0.096;0.813;0.53;0.469;G-F;derozde01
42;Andray Blatche;16.8;2010-11;24;WAS;64;63;0;2172;426;957;422;939;4;18;220;283;183;343;526;144;98;51;172;182;1076;0.445;0.449;0.222;0.777;0.497;0.447;F;blatcan01
43;Chauncey Billups;16.8;2010-11;34;DENNYK;72;72;0;2310;339;794;193;431;146;363;384;419;25;165;190;387;71;14;177;146;1208;0.427;0.448;0.402;0.916;0.617;0.519;G;billuch01
44;Josh Smith;16.5;2010-11;25;ATL;77;77;0;2645;497;1041;446;887;51;154;229;316;134;523;657;255;99;120;197;217;1274;0.477;0.503;0.331;0.725;0.54;0.502;F;smithjo03
45;Ray Allen;16.5;2010-11;35;BOS;80;80;1;2890;480;978;312;600;168;378;193;219;51;223;274;219;77;16;117;147;1321;0.491;0.52;0.444;0.881;0.615;0.577;G;allenra02
46;David Lee;16.5;2010-11;27;GSW;73;73;0;2634;496;978;495;975;1;3;210;267;217;497;714;233;74;31;170;211;1203;0.507;0.508;0.333;0.787;0.549;0.508;F-C;leeda02
47;John Wall;16.4;2010-11;20;WAS;69;64;0;2606;398;972;364;857;34;115;301;393;35;282;317;574;121;35;261;175;1131;0.409;0.425;0.296;0.766;0.494;0.427;G;walljo01
48;Dorell Wright;16.4;2010-11;25;GSW;82;82;0;3147;485;1146;291;630;194;516;180;228;88;343;431;242;124;63;133;171;1344;0.423;0.462;0.376;0.789;0.539;0.508;F-G;wrighdo01
49;Brandon Jennings;16.2;2010-11;21;MIL;63;61;0;2169;361;926;263;623;98;303;199;246;42;192;234;305;95;21;146;131;1019;0.39;0.422;0.323;0.809;0.493;0.443;G;jennibr01
50;Wesley Matthews;15.9;2010-11;24;POR;82;69;0;2758;440;979;286;601;154;378;266;315;48;210;258;164;102;9;138;195;1300;0.449;0.476;0.407;0.844;0.582;0.528;G;matthwe02
51;Chris Paul;15.9;2010-11;25;NOH;80;80;1;2880;430;928;359;745;71;183;337;384;38;289;327;782;188;5;177;196;1268;0.463;0.482;0.388;0.878;0.578;0.502;G;paulch01
52;Jason Terry;15.8;2010-11;33;DAL;82;10;0;2564;492;1091;365;740;127;351;182;214;24;129;153;334;93;13;167;140;1293;0.451;0.493;0.362;0.85;0.545;0.509;G;terryja01
53;Gerald Wallace;15.7;2010-11;28;CHAPOR;71;63;0;2693;386;851;324;665;62;186;279;374;111;458;569;173;105;63;152;183;1113;0.454;0.487;0.333;0.746;0.548;0.49;F;wallage01
54;Danilo Gallinari;15.6;2010-11;22;DENNYK;62;60;0;2104;265;640;162;347;103;293;337;391;59;246;305;104;51;27;83;144;970;0.414;0.467;0.352;0.862;0.597;0.495;F;gallida01
55;Jason Richardson;15.6;2010-11;30;ORLPHO;80;80;0;2715;472;1056;283;577;189;479;116;159;67;264;331;147;93;13;95;162;1249;0.447;0.49;0.395;0.73;0.555;0.536;G;richaja01
56;Raymond Felton;15.5;2010-11;26;DENNYK;75;54;0;2737;427;1005;311;676;116;329;194;241;48;221;269;625;125;11;221;150;1164;0.425;0.46;0.353;0.805;0.524;0.483;G;feltora01
57;Rodney Stuckey;15.5;2010-11;24;DET;70;54;0;2183;363;827;337;737;26;90;330;381;70;146;216;361;76;10;155;177;1082;0.439;0.457;0.289;0.866;0.544;0.455;G;stuckro01
58;Al Horford;15.3;2010-11;24;ATL;77;77;1;2704;513;921;511;917;2;4;150;188;182;536;718;266;59;80;119;193;1178;0.557;0.557;0.5;0.798;0.587;0.558;C-F;horfoal01
59;Wilson Chandler;15.3;2010-11;23;DENNYK;72;49;0;2401;429;953;317;633;112;320;130;161;75;333;408;120;48;94;104;199;1100;0.45;0.501;0.35;0.807;0.537;0.509;F;chandwi01
60;Devin Harris;15.2;2010-11;27;NJNUTA;71;70;0;2254;343;813;285;633;58;180;335;402;17;152;169;503;70;7;207;163;1079;0.422;0.45;0.322;0.833;0.545;0.458;G;harride01
61;Caron Butler;15;2010-11;30;DAL;29;29;0;867;170;378;142;313;28;65;68;88;22;96;118;46;28;8;49;59;436;0.45;0.454;0.431;0.773;0.523;0.487;F;butleca01
62;Elton Brand;15;2010-11;31;PHI;81;81;0;2809;502;981;502;980;0;1;213;273;237;439;676;120;92;106;101;244;1217;0.512;0.512;0;0.78;0.553;0.512;F-C;brandel01
63;Kevin Garnett;14.9;2010-11;34;BOS;71;71;1;2220;434;822;433;817;1;5;187;217;83;548;631;171;95;57;115;148;1056;0.528;0.53;0.2;0.862;0.575;0.529;F-C;garneke01
64;Steve Nash;14.7;2010-11;36;PHO;75;75;0;2497;399;811;318;606;81;205;227;249;40;220;260;855;48;4;265;87;1106;0.492;0.525;0.395;0.912;0.601;0.542;G;nashst01
65;Nenê;14.5;2010-11;28;DEN;75;75;0;2291;402;654;401;649;1;5;286;402;145;426;571;149;84;73;134;238;1091;0.615;0.618;0.2;0.711;0.657;0.615;F-C;hilarne01
66;Lamar Odom;14.4;2010-11;31;LAL;82;35;0;2639;473;893;405;715;68;178;166;246;175;535;710;249;47;61;139;200;1180;0.53;0.566;0.382;0.675;0.589;0.568;F;odomla01
67;D.J. Augustin;14.4;2010-11;23;CHA;82;82;0;2757;399;958;288;625;111;333;269;297;38;187;225;498;54;3;155;152;1178;0.416;0.461;0.333;0.906;0.541;0.474;G;augusdj01
68;Jamal Crawford;14.2;2010-11;30;ATL;76;0;0;2297;368;874;249;525;119;349;222;260;22;108;130;241;57;14;145;97;1077;0.421;0.474;0.341;0.854;0.545;0.489;G;crawfja01
69;Richard Hamilton;14.1;2010-11;32;DET;55;39;0;1498;288;671;233;527;55;144;146;172;24;102;126;171;39;4;88;95;777;0.429;0.442;0.382;0.849;0.52;0.47;G-F;hamilri01
70;DeMarcus Cousins;14.1;2010-11;20;SAC;81;62;0;2309;432;1004;429;986;3;18;276;402;217;482;699;204;85;68;268;332;1143;0.43;0.435;0.167;0.687;0.484;0.432;C-F;couside01
71;Andre Iguodala;14.1;2010-11;27;PHI;67;67;0;2469;338;759;277;578;61;181;208;300;61;326;387;422;101;38;138;109;945;0.445;0.479;0.337;0.693;0.53;0.486;F-G;iguodan01
72;Tayshaun Prince;14.1;2010-11;30;DET;78;78;0;2562;473;1001;439;903;34;98;118;168;78;251;329;215;30;41;82;90;1098;0.473;0.486;0.347;0.702;0.511;0.49;F;princta01
73;John Salmons;14;2010-11;31;MIL;73;70;0;2554;373;898;290;679;83;219;195;240;27;239;266;252;72;28;137;157;1024;0.415;0.427;0.379;0.813;0.51;0.462;G;salmojo01
74;Vince Carter;14;2010-11;34;ORLPHO;73;63;0;2051;389;891;273;570;116;321;128;173;54;221;275;146;67;20;90;193;1022;0.437;0.479;0.361;0.74;0.528;0.502;G-F;cartevi01
75;Mo Williams;14;2010-11;28;CLELAC;58;56;0;1788;291;730;212;486;79;244;151;177;21;132;153;380;53;10;171;150;812;0.399;0.436;0.324;0.853;0.503;0.453;G;willima01
76;Jrue Holiday;14;2010-11;20;PHI;82;82;0;2901;446;999;365;777;81;222;172;209;68;264;332;531;120;29;218;203;1145;0.446;0.47;0.365;0.823;0.525;0.487;G;holidjr01
77;J.J. Hickson;13.8;2010-11;22;CLE;80;66;0;2256;429;936;429;931;0;5;247;367;217;478;695;91;48;54;173;215;1105;0.458;0.461;0;0.673;0.503;0.458;F-C;hicksjj01
78;Beno Udrih;13.7;2010-11;28;SAC;79;64;0;2734;412;824;347;642;65;182;197;228;41;224;265;386;94;9;141;181;1086;0.5;0.54;0.357;0.864;0.587;0.539;G;udrihbe01
79;Lou Williams;13.7;2010-11;24;PHI;75;0;0;1747;323;795;235;542;88;253;293;356;32;117;149;252;47;17;102;128;1027;0.406;0.434;0.348;0.823;0.54;0.462;G;willilo02
80;Mike Conley;13.7;2010-11;23;MEM;81;81;0;2872;423;953;343;736;80;217;181;247;32;215;247;528;144;18;176;182;1107;0.444;0.466;0.369;0.733;0.521;0.486;G;conlemi01
81;Kyle Lowry;13.5;2010-11;24;HOU;75;71;0;2563;345;809;216;466;129;343;192;251;89;220;309;500;102;23;158;207;1011;0.426;0.464;0.376;0.765;0.55;0.506;G;lowryky01
82;Tim Duncan;13.4;2010-11;34;SAS;76;76;1;2156;419;838;419;834;0;4;184;257;169;509;678;203;50;146;122;119;1022;0.5;0.502;0;0.716;0.537;0.5;F-C;duncati01
83;Jeff Green;13.3;2010-11;24;BOSOKC;75;51;0;2427;368;820;304;609;64;211;198;244;73;287;360;108;53;37;99;210;998;0.449;0.499;0.303;0.811;0.538;0.488;F;greenje02
84;Ramon Sessions;13.3;2010-11;24;CLE;81;38;0;2133;362;776;359;761;3;15;348;423;46;209;255;419;60;8;178;93;1075;0.466;0.472;0.2;0.823;0.559;0.468;G;sessira01
85;Leandro Barbosa;13.3;2010-11;28;TOR;58;0;0;1395;294;653;222;440;72;213;109;137;14;85;99;119;50;6;84;112;769;0.45;0.505;0.338;0.796;0.539;0.505;G;barbole01
86;Grant Hill;13.2;2010-11;38;PHO;80;80;0;2409;399;825;354;711;45;114;213;257;77;261;338;200;64;35;134;184;1056;0.484;0.498;0.395;0.829;0.563;0.511;F-G;hillgr01
87;Anthony Morrow;13.2;2010-11;25;NJN;58;47;0;1856;279;620;169;360;110;260;96;107;37;135;172;68;19;7;54;135;764;0.45;0.469;0.423;0.897;0.573;0.539;G;morroan01
88;Darren Collison;13.2;2010-11;23;IND;79;79;0;2360;398;870;357;746;41;124;202;232;40;185;225;403;87;14;194;109;1039;0.457;0.479;0.331;0.871;0.534;0.481;G;collida01
89;Jameer Nelson;13.1;2010-11;28;ORL;76;76;0;2319;374;838;255;541;119;297;130;162;37;189;226;456;75;3;194;209;997;0.446;0.471;0.401;0.802;0.548;0.517;G;nelsoja01
90;Baron Davis;13.1;2010-11;31;CLELAC;58;44;0;1649;289;693;208;454;81;239;101;131;35;121;156;391;78;28;146;143;760;0.417;0.458;0.339;0.771;0.506;0.475;G;davisba01
91;C.J. Miles;12.8;2010-11;23;UTA;78;19;0;1969;366;899;257;560;109;339;159;196;54;201;255;135;74;38;93;221;1000;0.407;0.459;0.322;0.811;0.507;0.468;G-F;milescj01
92;Marcus Thornton;12.8;2010-11;23;NOHSAC;73;23;0;1775;350;807;262;567;88;240;145;184;61;197;258;135;64;9;93;110;933;0.434;0.462;0.367;0.788;0.525;0.488;G;thornma01
93;Andrew Bogut;12.8;2010-11;26;MIL;65;65;0;2297;367;742;367;738;0;4;96;217;199;521;720;131;47;168;125;217;830;0.495;0.497;0;0.442;0.496;0.495;C;bogutan01
94;Thaddeus Young;12.7;2010-11;22;PHI;82;1;0;2135;458;847;452;825;6;22;123;174;153;281;434;82;90;26;99;170;1045;0.541;0.548;0.273;0.707;0.566;0.544;F;youngth01
95;Andre Miller;12.7;2010-11;34;POR;81;81;0;2650;388;844;384;807;4;37;249;292;97;205;302;566;114;12;197;171;1029;0.46;0.476;0.108;0.853;0.529;0.462;G;millean02
96;Channing Frye;12.7;2010-11;27;PHO;77;64;0;2541;358;829;187;390;171;439;89;107;65;448;513;96;46;79;73;272;976;0.432;0.479;0.39;0.832;0.557;0.535;C-F;fryech01
97;Roy Hibbert;12.7;2010-11;24;IND;81;80;0;2244;410;890;410;886;0;4;205;275;182;428;610;166;33;142;185;256;1025;0.461;0.463;0;0.745;0.507;0.461;C;hibbero01
98;Arron Afflalo;12.6;2010-11;25;DEN;69;69;0;2324;312;627;207;379;105;248;138;163;45;206;251;168;34;31;71;153;867;0.498;0.546;0.423;0.847;0.62;0.581;G-F;afflaar01
99;Shawn Marion;12.5;2010-11;32;DAL;80;27;0;2253;434;834;429;801;5;33;126;164;168;383;551;110;68;50;130;144;999;0.52;0.536;0.152;0.768;0.551;0.523;F;mariosh01
100;Chris Kaman;12.4;2010-11;28;LAC;32;15;0;838;177;376;177;376;0;0;43;57;51;174;225;46;16;48;58;75;397;0.471;0.471;;0.754;0.495;0.471;C;kamanch01
101;Nicolas Batum;12.4;2010-11;22;POR;80;67;0;2522;367;807;249;465;118;342;138;164;109;252;361;123;68;49;83;194;990;0.455;0.535;0.345;0.841;0.563;0.528;F-G;batumni01
102;J.R. Smith;12.3;2010-11;25;DEN;79;6;0;1968;341;784;217;466;124;318;163;221;45;277;322;175;92;16;100;173;969;0.435;0.466;0.39;0.738;0.55;0.514;G-F;smithjr01
103;Brandon Roy;12.2;2010-11;26;POR;47;23;0;1310;209;523;171;409;38;114;117;138;28;93;121;129;37;12;55;76;573;0.4;0.418;0.333;0.848;0.491;0.436;G;roybr01
104;James Harden;12.2;2010-11;21;OKC;82;5;0;2189;298;684;185;360;113;324;289;343;42;213;255;176;92;24;106;207;998;0.436;0.514;0.349;0.843;0.598;0.518;G;hardeja01
105;Corey Maggette;12;2010-11;31;MIL;67;18;0;1401;253;559;225;481;28;78;271;325;44;197;241;84;21;5;127;175;805;0.453;0.468;0.359;0.834;0.573;0.478;F;maggeco01
106;Carl Landry;11.9;2010-11;27;NOHSAC;76;26;0;2008;345;687;345;683;0;4;213;288;165;182;347;63;40;32;109;196;903;0.502;0.505;0;0.74;0.555;0.502;F;landrca01
107;Luke Ridnour;11.8;2010-11;29;MIN;71;66;0;2159;319;681;238;497;81;184;121;137;37;162;199;384;89;10;158;146;840;0.468;0.479;0.44;0.883;0.567;0.528;G;ridnolu01
108;Marc Gasol;11.7;2010-11;26;MEM;81;81;0;2586;364;691;361;684;3;7;220;294;154;415;569;200;74;136;146;265;951;0.527;0.528;0.429;0.748;0.58;0.529;C;gasolma01
109;Glen Davis;11.7;2010-11;25;BOS;78;13;0;2298;359;801;357;786;2;15;195;265;101;324;425;92;78;30;85;231;915;0.448;0.454;0.133;0.736;0.499;0.449;F-C;davisgl01
110;Rashard Lewis;11.7;2010-11;31;ORLWAS;57;52;0;1824;252;582;165;338;87;244;77;96;71;219;290;92;52;30;87;159;668;0.433;0.488;0.357;0.802;0.535;0.508;F;lewisra02
111;Andrei Kirilenko;11.7;2010-11;29;UTA;64;62;0;1999;253;542;217;444;36;98;208;270;100;227;327;192;81;74;117;113;750;0.467;0.489;0.367;0.77;0.567;0.5;F;kirilan01
112;Joakim Noah;11.7;2010-11;25;CHI;48;48;0;1576;211;402;211;401;0;1;139;188;182;316;498;107;48;72;90;156;561;0.525;0.526;0;0.739;0.579;0.525;C;noahjo01
113;Jordan Crawford;11.7;2010-11;22;ATLWAS;42;18;0;1027;192;500;159;372;33;128;73;84;31;74;105;117;39;3;83;63;490;0.384;0.427;0.258;0.869;0.456;0.417;G;crawfjo02
114;Ty Lawson;11.7;2010-11;23;DEN;80;31;0;2103;346;688;277;517;69;171;172;225;67;142;209;377;80;4;137;133;933;0.503;0.536;0.404;0.764;0.593;0.553;G;lawsoty01
115;Daniel Gibson;11.6;2010-11;24;CLE;67;15;0;1865;264;660;146;367;118;293;134;163;24;153;177;201;48;21;80;154;780;0.4;0.398;0.403;0.822;0.533;0.489;G;gibsoda01
116;George Hill;11.6;2010-11;24;SAS;76;5;0;2148;287;633;210;429;77;204;233;270;24;175;199;193;66;21;99;153;884;0.453;0.49;0.377;0.863;0.588;0.514;G;hillge01
117;Carlos Delfino;11.5;2010-11;28;MIL;49;40;0;1590;200;513;95;229;105;284;60;75;24;176;200;112;76;8;57;72;565;0.39;0.415;0.37;0.8;0.517;0.492;G;delfica01
118;Andrew Bynum;11.3;2010-11;23;LAL;54;47;0;1500;237;413;237;413;0;0;138;209;170;338;508;73;19;106;74;140;612;0.574;0.574;;0.66;0.606;0.574;C;bynuman01
119;Drew Gooden;11.3;2010-11;29;MIL;35;18;0;860;156;362;153;342;3;20;81;102;73;165;238;47;21;18;46;98;396;0.431;0.447;0.15;0.794;0.487;0.435;F;goodedr01
120;O.J. Mayo;11.3;2010-11;23;MEM;71;17;0;1869;304;747;208;483;96;264;99;131;35;135;170;145;73;26;99;127;803;0.407;0.431;0.364;0.756;0.499;0.471;G;mayooj01
121;Boris Diaw;11.3;2010-11;28;CHA;82;82;0;2778;381;774;303;548;78;226;84;123;105;309;414;337;74;46;166;190;924;0.492;0.553;0.345;0.683;0.558;0.543;F-C;diawbo01
122;Brandon Bass;11.2;2010-11;25;ORL;76;51;0;1980;332;645;332;643;0;2;190;233;134;290;424;57;27;52;97;159;854;0.515;0.516;0;0.815;0.571;0.515;F;bassbr01
123;Ben Gordon;11.2;2010-11;27;DET;82;27;0;2131;339;770;232;504;107;266;136;160;41;154;195;171;48;16;141;178;921;0.44;0.46;0.402;0.85;0.548;0.51;G;gordobe01
124;Mike Dunleavy;11.2;2010-11;30;IND;61;44;0;1683;240;520;138;266;102;254;100;125;28;248;276;105;40;30;69;107;682;0.462;0.519;0.402;0.8;0.593;0.56;F-G;dunlemi02
125;Linas Kleiza;11.2;2010-11;26;TOR;39;23;0;1032;178;406;139;275;39;131;41;65;37;140;177;40;19;7;65;99;436;0.438;0.505;0.298;0.631;0.502;0.486;F;kleizli01
126;Charlie Villanueva;11.1;2010-11;26;DET;76;11;0;1666;313;708;188;385;125;323;89;116;50;245;295;48;42;42;66;175;840;0.442;0.488;0.387;0.767;0.553;0.53;F;villach01
127;Trevor Ariza;11;2010-11;25;NOH;75;75;0;2600;303;762;221;491;82;271;138;197;61;347;408;162;120;31;118;180;826;0.398;0.45;0.303;0.701;0.487;0.451;F;arizatr01
128;Richard Jefferson;11;2010-11;30;SAS;81;81;0;2459;304;642;169;335;135;307;148;195;54;256;310;107;38;34;93;164;891;0.474;0.504;0.44;0.759;0.612;0.579;F;jefferi01
129;Tyler Hansbrough;11;2010-11;25;IND;70;29;0;1535;285;613;285;611;0;2;197;253;145;221;366;41;37;15;76;160;767;0.465;0.466;0;0.779;0.529;0.465;F;hansbty01
130;Hedo Türkoğlu;10.8;2010-11;31;ORLPHO;81;72;0;2540;322;722;195;412;127;310;106;156;45;311;356;343;72;34;132;247;877;0.446;0.473;0.41;0.679;0.555;0.534;F;turkohe01
131;Gilbert Arenas;10.8;2010-11;29;ORLWAS;70;16;0;1796;269;734;172;407;97;327;120;153;22;167;189;274;74;21;177;188;755;0.366;0.423;0.297;0.784;0.471;0.433;G;arenagi01
132;Aaron Brooks;10.7;2010-11;26;HOUPHO;59;12;0;1284;220;587;150;351;70;236;124;140;20;58;78;233;34;3;99;115;634;0.375;0.427;0.297;0.886;0.489;0.434;G;brookaa01
133;Ryan Anderson;10.6;2010-11;22;ORL;64;14;0;1424;226;525;92;184;134;341;95;117;129;226;355;52;30;38;49;137;681;0.43;0.5;0.393;0.812;0.591;0.558;F;anderry01
134;Rajon Rondo;10.6;2010-11;24;BOS;68;68;1;2527;318;670;308;627;10;43;75;132;87;210;297;760;153;11;234;120;721;0.475;0.491;0.233;0.568;0.495;0.482;G;rondora01
135;Jared Dudley;10.6;2010-11;25;PHO;82;15;0;2140;300;629;195;376;105;253;162;218;111;207;318;108;87;20;77;139;867;0.477;0.519;0.415;0.743;0.598;0.56;F-G;dudleja01
