Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Mike Dunleavy,MIL,11/12,0.10958904109589053,-0.25806451612903214,0.04545454545454549,-0.38461538461538497,0.07407407407407414,0,0.6666666666666666,0.0,0.2500000000000003,0.43478260869565216,-0.014285714285714488,0.1666666666666666,False
Isaiah Thomas,SAC,11/12,0.0,-0.6129032258064515,0.9545454545454543,-1.0871794871794873,0.0370370370370369,0,0.4444444444444444,0.7142857142857143,0.47727272727272757,0.1739130434782609,0.0999999999999999,0.0833333333333332,False
Matt Barnes,LAL,11/12,-0.5068493150684933,0.32258064516129026,0.0,0.3897435897435895,0.0370370370370369,0,0.0,-0.7142857142857143,0.0,0.5217391304347827,-0.3857142857142861,0.1666666666666666,False
Mario Chalmers,MIA,11/12,-0.23287671232876705,-0.5806451612903224,0.6818181818181818,0.779487179487179,0.0370370370370369,0,-0.8888888888888888,-1.0,-0.5909090909090908,0.0,-0.24285714285714327,0.0,False
Jrue Holiday,PHI,11/12,0.27397260273972607,-0.3870967741935484,1.1363636363636362,-0.07692307692307698,0.0,0,-1.4444444444444444,-1.0,-0.18181818181818196,0.0,0.3857142857142856,0.1666666666666666,False
DeMarcus Cousins,SAC,11/12,0.9041095890410962,2.0967741935483866,-0.18181818181818177,-1.0871794871794873,0.0,0,-1.1111111111111112,-0.5714285714285714,1.4090909090909087,-0.5217391304347827,1.514285714285714,-0.4166666666666667,False
Devin Harris,UTA,11/12,-0.02739726027397251,-0.8709677419354838,1.3636363636363635,0.0,0.0,0,0.0,0.14285714285714285,0.11363636363636363,0.1739130434782609,0.05714285714285694,0.0833333333333332,False
Tony Allen,MEM,11/12,-0.23287671232876705,-0.16129032258064513,-0.27272727272727276,0.3897435897435895,0.0,0,-0.6666666666666666,-1.1428571428571428,0.04545454545454529,0.5652173913043478,-0.10000000000000041,0.2499999999999998,False
Amar'e Stoudemire,NYK,11/12,0.8219178082191781,1.0645161290322578,-0.409090909090909,0.0,-0.03703703703703723,0,-0.8888888888888888,-1.0,0.4999999999999998,-0.30434782608695654,0.8999999999999996,-0.33333333333333337,False
Jodie Meeks,PHI,11/12,-0.4246575342465754,-0.6774193548387096,-0.5454545454545454,-0.07692307692307698,-0.03703703703703723,0,-0.1111111111111111,-0.7142857142857143,-0.9090909090909091,-0.47826086956521746,-0.5571428571428575,-0.5,False
Samuel Dalembert,HOU,11/12,-0.5479452054794521,0.8064516129032256,-0.6818181818181818,-0.15384615384615397,-0.03703703703703723,0,-0.4444444444444444,-1.1428571428571428,0.31818181818181784,-0.13043478260869568,-0.35714285714285715,-0.33333333333333337,False
Kyrie Irving,CLE,11/12,0.9589041095890413,-0.25806451612903214,1.5454545454545454,-1.1641025641025642,-0.03703703703703723,0,-0.3333333333333333,0.2857142857142857,1.3409090909090904,1.608695652173913,1.3714285714285712,1.083333333333333,False
DeJuan Blair,SAS,11/12,-0.27397260273972607,0.32258064516129026,-0.36363636363636365,1.0923076923076922,-0.07407407407407414,0,-0.4444444444444444,-0.8571428571428571,0.47727272727272757,-0.30434782608695654,0.3714285714285711,-0.4166666666666667,False
George Hill,IND,11/12,-0.2602739726027398,-0.4838709677419354,0.409090909090909,0.4666666666666665,-0.07407407407407414,0,0.5555555555555556,-0.42857142857142855,0.04545454545454529,0.8260869565217391,-0.27142857142857174,0.2499999999999998,False
Amir Johnson,TOR,11/12,-0.6027397260273974,0.6129032258064516,-0.36363636363636365,-1.0102564102564104,-0.07407407407407414,0,-0.3333333333333333,-0.8571428571428571,-0.2499999999999999,-0.391304347826087,-0.6857142857142858,-0.4166666666666667,False
Matt Bonner,SAS,11/12,-0.6712328767123289,-0.3870967741935484,-0.5,1.0923076923076922,-0.07407407407407414,0,1.3333333333333333,-0.2857142857142857,-0.5227272727272728,0.9565217391304349,-0.9000000000000001,0.3333333333333332,False
Danilo Gallinari,DEN,11/12,0.4246575342465754,0.0645161290322581,0.31818181818181823,0.15897435897435855,-0.1111111111111112,0,0.2222222222222222,-0.14285714285714285,0.22727272727272727,0.6086956521739131,0.22857142857142826,0.1666666666666666,False
Jason Thompson,SAC,11/12,-0.3287671232876713,0.7741935483870968,-0.36363636363636365,-1.0871794871794873,-0.1111111111111112,0,0.3333333333333333,0.14285714285714285,0.2045454545454542,-0.5652173913043479,-0.5142857142857145,-0.5,False
Tyler Hansbrough,IND,11/12,-0.30136986301369856,-0.03225806451612891,-0.6818181818181818,0.4666666666666665,-0.1111111111111112,0,-0.4444444444444444,-0.5714285714285714,-0.18181818181818196,-0.9565217391304349,0.25714285714285673,-0.8333333333333333,False
Steve Novak,NYK,11/12,-0.3698630136986301,-0.8387096774193548,-0.8181818181818181,0.0,-0.1111111111111112,0,1.8888888888888888,-0.42857142857142855,0.09090909090909098,1.608695652173913,-0.4142857142857146,0.41666666666666663,False
Ronnie Brewer,CHI,11/12,-0.6301369863013699,-0.32258064516129026,0.04545454545454549,1.0923076923076922,-0.1111111111111112,0,-1.0,-1.2857142857142858,-0.7272727272727271,0.13043478260869562,-0.5428571428571429,0.0,False
Ed Davis,TOR,11/12,-0.7123287671232879,0.6774193548387094,-0.5,-1.0102564102564104,-0.1111111111111112,0,-0.4444444444444444,-1.0,-0.2954545454545456,-0.30434782608695654,-0.7571428571428572,-0.33333333333333337,False
Jason Terry,DAL,11/12,0.4931506849315069,-0.6774193548387096,0.7272727272727273,0.0,-0.14814814814814828,0,-1.0,-0.2857142857142857,0.04545454545454529,0.43478260869565216,0.5999999999999999,0.49999999999999983,False
Darren Collison,IND,11/12,-0.15068493150684928,-0.45161290322580633,1.2727272727272725,0.4666666666666665,-0.14814814814814828,0,-0.4444444444444444,-0.14285714285714285,-0.4318181818181819,-0.26086956521739135,-0.3000000000000002,-0.16666666666666669,False
Marcus Thornton,SAC,11/12,0.9863013698630138,-0.25806451612903214,-0.04545454545454549,-1.0871794871794873,-0.14814814814814828,0,-0.1111111111111111,0.5714285714285714,0.43181818181818143,0.3043478260869566,0.6142857142857139,0.2499999999999998,False
Jarrett Jack,NOP,11/12,0.5616438356164384,-0.1935483870967742,1.9545454545454544,-1.1641025641025642,-0.14814814814814828,0,-0.3333333333333333,0.0,0.5454545454545451,0.5217391304347827,0.5999999999999999,0.2499999999999998,False
Channing Frye,PHO,11/12,-0.13698630136986303,0.4516129032258065,-0.27272727272727276,-0.23076923076923098,-0.18518518518518517,0,-0.6666666666666666,-0.5714285714285714,-0.13636363636363627,0.2173913043478261,0.02857142857142847,0.0833333333333332,False
Shawn Marion,DAL,11/12,-0.12328767123287677,0.9354838709677419,0.04545454545454549,0.0,-0.18518518518518517,0,-1.3333333333333333,-0.8571428571428571,-0.11363636363636363,0.04347826086956521,-0.014285714285714488,0.0833333333333332,False
Drew Gooden,MIL,11/12,0.30136986301369856,0.6451612903225805,0.27272727272727276,-0.38461538461538497,-0.22222222222222224,0,-0.7777777777777778,-0.5714285714285714,0.7500000000000001,0.2608695652173913,0.9428571428571425,0.0,False
Brandan Wright,DAL,11/12,-0.6301369863013699,-0.2903225806451612,-0.7727272727272726,0.0,-0.2592592592592593,0,1.3333333333333333,-1.1428571428571428,1.3863636363636365,1.4347826086956523,-0.3000000000000002,0.0,False
