Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier,Standings,Top3_Team,PPG_weighted,Efficiency_score,PPG_rel,Net_Rating,BPM_x_USG%,PPG_x_Win%
Khris Middleton,MIL,19/20,1.2876712328767124,0.5483870967741935,1.0454545454545452,1.1384615384615382,1.3703703703703702,0,0.6666666666666666,-0.5714285714285714,1.272727272727273,1.608695652173913,1.0428571428571425,1.4999999999999996,False,1,1,1.5,3.3,5.5,1.2,1.7,1.5
Devin Booker,PHO,19/20,2.068493150684932,-0.096774193548387,2.0454545454545454,-0.4051282051282052,1.222222222222222,0,0.3333333333333333,0.8571428571428571,1.1590909090909094,0.7826086956521741,1.557142857142857,1.2499999999999998,True,14,0,-0.8,-1.6,8.9,-0.5,1.2,-0.8
Kyle Lowry,TOR,19/20,1.0821917808219177,0.1612903225806451,2.5,0.9794871794871792,1.222222222222222,0,0.4444444444444444,-0.2857142857142857,0.4999999999999998,1.2173913043478264,0.5714285714285714,1.4166666666666663,True,2,1,1.1,3.7,4.7,0.7,0.7,1.1
DeMar DeRozan,SAS,19/20,1.4520547945205484,0.3225806451612902,1.636363636363636,-0.4820512820512821,1.148148148148148,0,0.6666666666666666,1.0,1.3863636363636365,0.6521739130434783,1.0285714285714285,0.9999999999999996,False,16,0,-0.7,-1.6,6.2,-0.3,0.7,-0.7
Jonas Valančiūnas,MEM,19/20,0.4657534246575344,2.193548387096774,-0.0454545454545454,-0.4051282051282052,1.037037037037037,0,0.8888888888888888,-0.1428571428571428,1.5227272727272725,0.8695652173913044,0.3428571428571426,0.7499999999999998,True,14,0,-0.2,-1.1,2.0,1.0,0.3,-0.2
Montrezl Harrell,LAC,19/20,0.9726027397260276,0.8387096774193545,-0.1363636363636363,0.6974358974358975,1.037037037037037,0,0.7777777777777778,-0.1428571428571428,1.7499999999999998,1.0869565217391306,0.9428571428571424,0.9166666666666666,False,4,0,0.7,1.2,4.2,0.9,1.0,0.7
Jayson Tatum,BOS,19/20,1.63013698630137,0.8064516129032256,0.4545454545454545,0.6256410256410256,1.0,0,-0.1111111111111111,-0.2857142857142857,1.113636363636363,1.565217391304348,1.3571428571428572,1.9166666666666663,False,5,0,1.0,1.8,7.0,0.2,2.1,1.0
Daniel Theis,BOS,19/20,-0.3150684931506851,0.6774193548387094,-0.1363636363636363,0.6256410256410256,0.8518518518518517,0,2.0,-0.4285714285714285,0.5454545454545451,0.8695652173913044,-0.6714285714285716,0.4999999999999998,True,5,0,-0.2,0.1,-1.4,2.4,-0.6,-0.2
T.J. Warren,IND,19/20,1.1369863013698631,-0.096774193548387,-0.2272727272727272,0.3641025641025638,0.8518518518518517,0,0.4444444444444444,0.2857142857142857,0.6590909090909087,0.3043478260869566,0.5999999999999999,0.4999999999999998,False,7,0,0.4,0.3,4.9,0.2,0.2,0.4
Steven Adams,OKC,19/20,-0.0821917808219177,1.5483870967741935,0.1363636363636362,0.3384615384615382,0.8518518518518517,0,1.1111111111111112,-0.2857142857142857,1.1363636363636362,1.0869565217391306,-0.2571428571428572,0.8333333333333333,False,8,0,-0.0,0.5,-0.4,1.4,-0.3,-0.0
Nikola Vučević,ORL,19/20,1.1095890410958908,2.064516129032258,0.7272727272727273,-0.476923076923077,0.8148148148148149,0,0.2222222222222222,-0.1428571428571428,1.454545454545454,1.6521739130434785,0.9571428571428572,1.6666666666666663,False,15,0,-0.5,-1.9,4.8,0.4,1.6,-0.5
Danilo Gallinari,OKC,19/20,0.9863013698630138,0.2258064516129032,-0.0454545454545454,0.3384615384615382,0.7777777777777776,0,0.8888888888888888,0.4285714285714285,0.9090909090909092,1.2608695652173914,0.7857142857142857,1.083333333333333,False,8,0,0.3,0.4,4.2,0.5,1.0,0.3
Tobias Harris,PHI,19/20,1.1095890410958908,0.7741935483870968,0.5454545454545455,0.2256410256410252,0.7407407407407407,0,0.1111111111111111,0.2857142857142857,0.3863636363636362,0.1739130434782609,0.6857142857142853,0.5833333333333333,False,10,0,0.3,0.5,4.8,-0.2,0.1,0.3
Shai Gilgeous-Alexander,OKC,19/20,1.0273972602739727,0.4516129032258065,0.5909090909090908,0.3384615384615382,0.7037037037037035,0,-0.1111111111111111,0.1428571428571428,0.4999999999999998,0.5652173913043478,0.6571428571428568,0.9166666666666666,False,8,0,0.3,0.7,4.4,-0.3,0.4,0.3
Joel Embiid,PHI,19/20,1.575342465753425,2.2903225806451606,0.4545454545454545,0.2256410256410252,0.6666666666666665,0,0.1111111111111111,-0.5714285714285714,2.340909090909091,1.8695652173913044,1.971428571428571,1.1666666666666663,True,10,0,0.4,1.0,6.8,0.7,3.7,0.4
Kemba Walker,BOS,19/20,1.2191780821917808,-0.1935483870967742,1.2727272727272725,0.6256410256410256,0.6296296296296297,0,0.4444444444444444,0.2857142857142857,1.0227272727272727,1.826086956521739,1.1571428571428568,1.4999999999999996,False,5,0,0.8,1.4,5.2,0.2,2.1,0.8
Fred VanVleet,TOR,19/20,0.8356164383561647,-0.2258064516129032,2.0909090909090904,0.9794871794871792,0.5925925925925924,0,0.1111111111111111,-0.2857142857142857,0.1818181818181819,1.0000000000000002,0.3714285714285711,0.9999999999999996,False,2,1,0.8,2.6,3.6,0.4,0.4,0.8
OG Anunoby,TOR,19/20,-0.1232876712328767,0.2580645161290321,-0.1818181818181817,0.9794871794871792,0.5555555555555555,0,0.2222222222222222,-0.5714285714285714,-0.5227272727272728,0.3478260869565217,-0.6857142857142858,0.4999999999999998,False,2,1,-0.1,-0.0,-0.5,0.8,-0.2,-0.1
Gordon Hayward,BOS,19/20,0.8219178082191781,0.7096774193548386,0.9545454545454544,0.6256410256410256,0.5555555555555555,0,0.6666666666666666,0.1428571428571428,0.5909090909090912,1.0000000000000002,0.2857142857142857,0.7499999999999998,False,5,0,0.5,1.6,3.5,0.5,0.3,0.5
Brook Lopez,MIL,19/20,0.0684931506849315,0.0322580645161289,-0.2272727272727272,1.1384615384615382,0.4814814814814814,0,-0.3333333333333333,-1.1428571428571428,-0.1136363636363636,0.6956521739130436,-0.1142857142857144,0.6666666666666664,False,1,1,0.1,-0.1,0.3,0.8,-0.1,0.1
Donovan Mitchell,UTA,19/20,1.712328767123288,-0.0322580645161289,1.0454545454545452,0.3384615384615382,0.4444444444444445,0,-0.2222222222222222,0.4285714285714285,0.7500000000000001,0.6521739130434783,1.6714285714285713,0.9999999999999996,False,8,0,0.6,0.9,7.4,-0.7,1.1,0.6
Pascal Siakam,TOR,19/20,1.5479452054794525,0.9032258064516128,0.6363636363636362,0.9794871794871792,0.4444444444444445,0,-0.5555555555555556,-0.4285714285714285,0.5454545454545451,0.6086956521739131,1.2857142857142858,0.7499999999999998,False,2,1,1.5,3.0,6.7,-0.1,0.8,1.5
Eric Bledsoe,MIL,19/20,0.4657534246575344,0.0322580645161289,1.5454545454545454,1.1384615384615382,0.4444444444444445,0,0.0,-0.5714285714285714,0.4772727272727275,0.6086956521739131,0.6571428571428568,0.4166666666666666,False,1,1,0.5,2.3,2.0,0.6,0.4,0.5
Al Horford,PHI,19/20,0.0547945205479452,0.7419354838709675,0.9090909090909092,0.2256410256410252,0.4444444444444445,0,0.3333333333333333,0.1428571428571428,0.0454545454545452,0.7826086956521741,-0.2285714285714288,0.9166666666666666,False,10,0,0.0,0.4,0.2,0.2,-0.2,0.0
Dwight Howard,LAL,19/20,-0.5479452054794521,0.9032258064516128,-0.5909090909090908,0.9589743589743588,0.4444444444444445,0,1.4444444444444444,-0.7142857142857143,0.7272727272727271,-0.0869565217391304,-0.6285714285714289,-0.3333333333333333,False,3,1,-0.5,-0.2,-2.4,2.2,0.1,-0.5
Nemanja Bjelica,SAC,19/20,0.0,0.6129032258064516,0.3636363636363635,-0.5846153846153849,0.4074074074074073,0,0.7777777777777778,0.4285714285714285,0.0454545454545452,0.6086956521739131,-0.3000000000000002,0.6666666666666664,False,17,0,-0.0,-0.6,0.0,0.3,-0.2,-0.0
Duncan Robinson,MIA,19/20,0.273972602739726,-0.4193548387096772,-0.2727272727272727,0.2974358974358971,0.4074074074074073,0,1.1111111111111112,0.7142857142857143,-0.5454545454545455,0.0434782608695652,-0.442857142857143,0.1666666666666666,False,9,0,0.1,-0.1,1.2,0.4,-0.0,0.1
Kristaps Porziņģis,DAL,19/20,1.2191780821917808,1.6129032258064513,-0.0909090909090908,0.1435897435897431,0.3703703703703703,0,-0.1111111111111111,-0.1428571428571428,1.068181818181818,0.6521739130434783,1.1285714285714283,0.5833333333333333,False,11,0,0.2,0.4,5.2,0.0,0.7,0.2
DeAndre Jordan,BRK,19/20,-0.4383561643835616,1.7741935483870963,-0.0454545454545454,-0.3025641025641028,0.3703703703703703,0,1.8888888888888888,-0.5714285714285714,0.9999999999999996,1.1304347826086958,-0.7142857142857145,0.3333333333333332,False,12,0,0.1,-0.4,-1.9,2.5,-0.8,0.1
Christian Wood,DET,19/20,0.2191780821917808,0.5806451612903224,-0.4545454545454545,-1.2410256410256413,0.3333333333333331,0,1.2222222222222223,0.2857142857142857,1.7499999999999998,1.173913043478261,0.5571428571428569,0.4999999999999998,False,23,0,-0.3,-0.4,0.9,0.9,0.7,-0.3
Brandon Ingram,NOP,19/20,1.6849315068493154,0.5161290322580643,1.0,-0.6564102564102566,0.3333333333333331,0,0.0,0.5714285714285714,0.7500000000000001,0.7391304347826089,1.2857142857142858,0.9166666666666666,False,18,0,-1.1,-2.1,7.2,-0.6,1.0,-1.1
Brandon Clarke,MEM,19/20,0.0821917808219177,0.4516129032258065,-0.2727272727272727,-0.4051282051282052,0.2962962962962962,0,1.6666666666666667,0.1428571428571428,1.2272727272727268,1.173913043478261,-0.0571428571428574,0.4999999999999998,False,14,0,-0.0,-0.1,0.4,1.5,-0.1,-0.0
Jaylen Brown,BOS,19/20,1.205479452054795,0.6129032258064516,0.0454545454545454,0.6256410256410256,0.2592592592592593,0,-0.2222222222222222,0.0,0.3181818181818178,0.1739130434782609,0.7999999999999997,0.2499999999999998,False,5,0,0.8,1.2,5.2,-0.2,0.1,0.8
John Collins,ATL,19/20,1.3835616438356169,1.806451612903225,-0.2272727272727272,-1.2615384615384615,0.2592592592592593,0,1.3333333333333333,0.5714285714285714,1.818181818181818,1.173913043478261,0.514285714285714,0.4999999999999998,False,24,0,-1.7,-3.7,5.9,0.8,0.6,-1.7
Nerlens Noel,OKC,19/20,-0.5616438356164384,0.1290322580645162,-0.5,0.3384615384615382,0.2592592592592593,0,1.6666666666666667,-0.8571428571428571,1.113636363636363,1.173913043478261,-0.6000000000000002,0.3333333333333332,False,8,0,-0.2,-0.3,-2.4,2.5,-0.7,-0.2
Dorian Finney-Smith,DAL,19/20,-0.273972602739726,0.3870967741935484,-0.1818181818181817,0.1435897435897431,0.2592592592592593,0,1.1111111111111112,0.7142857142857143,-0.7272727272727271,-0.2608695652173913,-0.8857142857142859,-0.1666666666666666,False,11,0,-0.0,-0.0,-1.2,0.4,0.2,-0.0
Maxi Kleber,DAL,19/20,-0.3287671232876713,0.2258064516129032,-0.3636363636363636,0.1435897435897431,0.222222222222222,0,1.1111111111111112,0.5714285714285714,-0.4318181818181819,0.0,-0.742857142857143,0.0,False,11,0,-0.0,-0.1,-1.4,0.5,-0.0,-0.0
Mikal Bridges,PHO,19/20,-0.3287671232876713,-0.1612903225806451,-0.0909090909090908,-0.4051282051282052,0.222222222222222,0,0.7777777777777778,0.2857142857142857,-0.5909090909090908,0.1739130434782609,-0.9142857142857146,0.3333333333333332,False,14,0,0.1,0.2,-1.4,0.5,-0.2,0.1
Spencer Dinwiddie,BRK,19/20,1.2465753424657535,-0.3225806451612902,2.1818181818181817,-0.3025641025641028,0.222222222222222,0,-0.1111111111111111,0.7142857142857143,0.5227272727272728,0.6086956521739131,1.4428571428571426,0.6666666666666664,True,12,0,-0.4,-0.9,5.4,-0.8,0.9,-0.4
Joe Ingles,UTA,19/20,-0.232876712328767,-0.1935483870967742,1.4545454545454546,0.3384615384615382,0.222222222222222,0,0.3333333333333333,0.4285714285714285,-0.6590909090909092,0.1304347826086956,-0.5714285714285717,0.3333333333333332,False,8,0,-0.1,0.3,-1.0,-0.1,-0.1,-0.1
Paul George,LAC,19/20,1.3698630136986305,0.3870967741935484,0.8636363636363635,0.6974358974358975,0.222222222222222,0,0.0,-0.2857142857142857,1.272727272727273,1.956521739130435,1.5,1.1666666666666663,False,4,0,1.0,1.8,5.9,0.3,2.9,1.0
JaVale McGee,LAL,19/20,-0.6712328767123289,0.3870967741935484,-0.6818181818181818,0.9589743589743588,0.1851851851851851,0,1.3333333333333333,-1.0,0.886363636363636,0.4782608695652174,-0.6142857142857144,-0.0833333333333334,False,3,1,-0.6,-0.9,-2.9,2.3,-0.3,-0.6
Norman Powell,TOR,19/20,0.6164383561643837,-0.2580645161290321,-0.0909090909090908,0.9794871794871792,0.1481481481481479,0,0.3333333333333333,-0.2857142857142857,0.2954545454545456,0.6956521739130436,0.3428571428571426,0.3333333333333332,False,2,1,0.6,0.3,2.7,0.6,0.2,0.6
Evan Fournier,ORL,19/20,0.9589041095890412,-0.6129032258064515,0.5454545454545455,-0.476923076923077,0.1481481481481479,0,0.0,0.5714285714285714,0.2045454545454542,0.2608695652173913,0.6857142857142853,0.4166666666666666,False,15,0,-0.5,-0.4,4.1,-0.6,0.2,-0.5
Harrison Barnes,SAC,19/20,0.4109589041095891,0.1290322580645162,0.0909090909090909,-0.5846153846153849,0.1481481481481479,0,0.4444444444444444,1.1428571428571428,-0.4999999999999998,-0.7391304347826089,-0.2428571428571432,-0.5,False,17,0,-0.2,-0.4,1.8,-0.7,0.2,-0.2
Marcus Smart,BOS,19/20,0.1917808219178083,-0.2258064516129032,1.2727272727272725,0.6256410256410256,0.111111111111111,0,-0.2222222222222222,-0.1428571428571428,-0.3863636363636362,0.4347826086956521,-0.0285714285714289,0.4166666666666666,False,5,0,0.1,0.8,0.8,-0.1,-0.0,0.1
LaMarcus Aldridge,SAS,19/20,1.0136986301369864,0.935483870967742,0.1818181818181817,-0.4820512820512821,0.111111111111111,0,0.3333333333333333,0.5714285714285714,0.9545454545454544,0.4347826086956521,0.6142857142857139,0.3333333333333332,False,16,0,-0.5,-1.0,4.4,-0.2,0.3,-0.5
Tim Hardaway Jr.,DAL,19/20,0.5890410958904111,-0.3870967741935484,-0.0454545454545454,0.1435897435897431,0.0740740740740741,0,0.4444444444444444,1.0,-0.2272727272727272,-0.2173913043478261,0.2857142857142857,-0.0833333333333334,False,11,0,0.1,0.0,2.5,-0.6,-0.1,0.1
Delon Wright,DAL,19/20,-0.6301369863013699,-0.2258064516129032,0.5909090909090908,0.1435897435897431,0.0740740740740741,0,0.8888888888888888,0.2857142857142857,-0.0227272727272726,0.6521739130434783,-0.6714285714285716,0.3333333333333332,False,11,0,-0.1,-0.0,-2.7,0.6,-0.4,-0.1
Derrick Jones Jr.,MIA,19/20,-0.4109589041095891,-0.1935483870967742,-0.409090909090909,0.2974358974358971,0.0740740740740741,0,1.5555555555555556,0.1428571428571428,-0.1363636363636362,0.1304347826086956,-0.742857142857143,-0.0833333333333334,False,9,0,-0.1,-0.3,-1.8,1.4,-0.1,-0.1
Enes Freedom,BOS,19/20,-0.4657534246575344,0.935483870967742,-0.4545454545454545,0.6256410256410256,0.0740740740740741,0,1.2222222222222223,-0.5714285714285714,1.5681818181818177,0.4782608695652174,0.0428571428571424,-0.1666666666666666,False,5,0,-0.3,0.0,-2.0,1.8,0.0,-0.3
Jerami Grant,DEN,19/20,0.0684931506849315,-0.3225806451612902,-0.3636363636363636,0.4358974358974357,0.0740740740740741,0,0.5555555555555556,0.5714285714285714,-0.2499999999999999,-0.391304347826087,-0.1571428571428573,-0.3333333333333333,False,6,0,0.0,-0.3,0.3,-0.0,0.1,0.0
Royce O'Neale,UTA,19/20,-0.7123287671232879,0.3225806451612902,0.2272727272727272,0.3384615384615382,0.0370370370370369,0,0.5555555555555556,0.1428571428571428,-1.3636363636363635,0.2173913043478261,-1.3571428571428574,0.3333333333333332,False,8,0,-0.2,-0.1,-3.1,0.4,-0.3,-0.2
Joe Harris,BRK,19/20,0.4109589041095891,-0.0645161290322581,0.0454545454545454,-0.3025641025641028,0.0370370370370369,0,0.2222222222222222,0.5714285714285714,-0.4999999999999998,-0.2608695652173913,-0.1142857142857144,-0.0833333333333334,False,12,0,-0.1,-0.1,1.8,-0.3,0.0,-0.1
Seth Curry,DAL,19/20,0.1232876712328767,-0.7096774193548386,-0.0454545454545454,0.1435897435897431,0.0370370370370369,0,1.2222222222222223,1.0,0.0,0.1739130434782609,-0.1000000000000004,0.0833333333333332,False,11,0,0.0,-0.1,0.5,0.2,-0.0,0.0
Donte DiVincenzo,MIL,19/20,-0.3150684931506851,0.096774193548387,0.1363636363636362,1.1384615384615382,0.0370370370370369,0,-0.4444444444444444,-1.0,-0.3181818181818182,0.391304347826087,-0.2571428571428572,0.1666666666666666,False,1,1,-0.4,-0.1,-1.4,0.6,-0.1,-0.4
Jamal Murray,DEN,19/20,0.9589041095890412,-0.1612903225806451,1.2727272727272725,0.4358974358974357,0.0370370370370369,0,0.0,0.7142857142857143,0.4999999999999998,0.3478260869565217,0.8714285714285711,0.3333333333333332,False,6,0,0.4,0.9,4.1,-0.7,0.3,0.4
Justin Holiday,IND,19/20,-0.4383561643835616,-0.3870967741935484,-0.3181818181818181,0.3641025641025638,0.0,0,0.2222222222222222,-0.1428571428571428,-0.7727272727272727,0.391304347826087,-0.8142857142857144,0.3333333333333332,False,7,0,-0.2,-0.4,-1.9,0.4,-0.3,-0.2
Myles Turner,IND,19/20,0.0821917808219177,0.6774193548387094,-0.3636363636363636,0.3641025641025638,0.0,0,-0.4444444444444444,-0.4285714285714285,-0.1590909090909089,-0.1304347826086956,-0.1714285714285718,-0.0833333333333334,False,7,0,0.0,0.1,0.4,-0.0,0.0,0.0
Will Barton,DEN,19/20,0.4931506849315069,0.5806451612903224,0.7727272727272727,0.4358974358974357,0.0,0,0.1111111111111111,0.4285714285714285,0.0227272727272726,0.3043478260869566,0.1428571428571428,0.3333333333333332,False,6,0,0.2,0.8,2.1,-0.3,0.0,0.2
Derrick Favors,NOP,19/20,-0.3424657534246575,1.7096774193548387,-0.1818181818181817,-0.6564102564102566,0.0,0,1.5555555555555556,0.1428571428571428,0.6818181818181818,0.2608695652173913,-0.7285714285714288,-0.1666666666666666,False,18,0,0.2,-0.8,-1.5,1.4,-0.2,0.2
Russell Westbrook,HOU,19/20,2.150684931506849,1.096774193548387,2.2727272727272725,0.3384615384615382,0.0,0,-0.6666666666666666,0.1428571428571428,1.25,0.4782608695652174,2.185714285714285,0.5833333333333333,True,8,0,0.7,1.9,9.2,-0.8,1.0,0.7
Bojan Bogdanović,UTA,19/20,1.1917808219178083,-0.1290322580645162,0.0454545454545454,0.3384615384615382,0.0,0,-0.1111111111111111,0.7142857142857143,0.0227272727272726,-0.1304347826086956,0.914285714285714,0.0,False,8,0,0.4,0.4,5.1,-0.8,-0.1,0.4
Derrick White,SAS,19/20,-0.041095890410959,-0.3870967741935484,0.6818181818181818,-0.4820512820512821,0.0,0,0.6666666666666666,0.8571428571428571,0.2045454545454542,0.391304347826087,-0.0285714285714289,0.2499999999999998,False,16,0,0.0,-0.1,-0.2,-0.2,-0.0,0.0
JJ Redick,NOP,19/20,0.5205479452054796,-0.6451612903225805,0.0,-0.6564102564102566,-0.0370370370370372,0,1.1111111111111112,1.1428571428571428,-0.0227272727272726,0.1304347826086956,0.1857142857142853,0.0,False,18,0,-0.3,0.1,2.2,-0.0,0.0,-0.3
CJ McCollum,POR,19/20,1.4657534246575343,-0.096774193548387,1.090909090909091,-0.3692307692307695,-0.0370370370370372,0,-0.1111111111111111,1.4285714285714286,0.3409090909090909,0.0434782608695652,0.971428571428571,0.4166666666666666,False,13,0,-0.5,-0.9,6.3,-1.5,0.0,-0.5
Lou Williams,LAC,19/20,0.9178082191780822,-0.4516129032258063,1.636363636363636,0.6974358974358975,-0.0370370370370372,0,-0.3333333333333333,0.4285714285714285,0.4090909090909092,0.1304347826086956,1.328571428571428,0.1666666666666666,False,4,0,0.6,1.5,3.9,-0.8,0.2,0.6
P.J. Tucker,HOU,19/20,-0.6301369863013699,0.6774193548387094,-0.1818181818181817,0.3384615384615382,-0.0740740740740741,0,0.2222222222222222,0.4285714285714285,-1.636363636363636,-1.0,-1.485714285714286,-0.8333333333333333,False,8,0,-0.2,-0.0,-2.7,-0.2,1.5,-0.2
De'Aaron Fox,SAC,19/20,1.3150684931506853,-0.2258064516129032,2.1818181818181817,-0.5846153846153849,-0.0740740740740741,0,-0.1111111111111111,0.5714285714285714,1.1590909090909094,0.6086956521739131,1.5285714285714285,0.4166666666666666,True,17,0,-0.8,-1.9,5.7,-0.7,0.9,-0.8
Jakob Poeltl,SAS,19/20,-0.8082191780821919,0.3870967741935484,-0.0909090909090908,-0.4820512820512821,-0.0740740740740741,0,1.4444444444444444,0.0,0.8181818181818185,0.9130434782608696,-0.8428571428571432,0.1666666666666666,False,16,0,0.4,0.2,-3.5,1.4,-0.8,0.4
Zach LaVine,CHI,19/20,1.9178082191780823,0.096774193548387,1.0,-1.0615384615384615,-0.0740740740740741,0,-0.6666666666666666,0.2857142857142857,0.886363636363636,0.9130434782608696,1.7999999999999996,1.083333333333333,False,21,0,-2.0,-3.2,8.2,-1.0,1.6,-2.0
Malcolm Brogdon,IND,19/20,0.6849315068493151,0.1290322580645162,2.318181818181818,0.3641025641025638,-0.0740740740740741,0,-0.1111111111111111,0.4285714285714285,0.4999999999999998,0.6086956521739131,0.8714285714285711,0.4166666666666666,True,7,0,0.2,1.1,2.9,-0.5,0.5,0.2
Thomas Bryant,WAS,19/20,0.232876712328767,0.8709677419354838,-0.0909090909090908,-1.0153846153846158,-0.1111111111111112,0,1.6666666666666667,0.8571428571428571,1.272727272727273,0.7826086956521741,-0.0285714285714289,0.0833333333333332,False,20,0,-0.2,-1.0,1.0,0.8,-0.0,-0.2
Larry Nance Jr.,CLE,19/20,-0.1917808219178083,0.9032258064516128,0.0909090909090909,-1.2974358974358975,-0.1111111111111112,0,1.1111111111111112,0.7142857142857143,0.4090909090909092,0.5652173913043478,-0.5571428571428575,0.2499999999999998,False,26,0,0.2,-1.0,-0.8,0.4,-0.3,0.2
Jrue Holiday,NOP,19/20,1.0410958904109593,0.096774193548387,2.136363636363636,-0.6564102564102566,-0.1111111111111112,0,-0.4444444444444444,0.5714285714285714,0.3409090909090909,0.6086956521739131,0.7714285714285712,0.7499999999999998,False,18,0,-0.7,-2.1,4.5,-1.0,0.5,-0.7
Serge Ibaka,TOR,19/20,0.5342465753424659,1.1935483870967738,-0.2727272727272727,0.9794871794871792,-0.1111111111111112,0,-0.4444444444444444,-0.5714285714285714,0.4090909090909092,-0.1304347826086956,0.6999999999999998,-0.25,False,2,1,0.5,1.4,2.3,0.1,-0.1,0.5
Chris Boucher,TOR,19/20,-0.6712328767123289,0.0,-0.7272727272727273,0.9794871794871792,-0.1481481481481482,0,1.3333333333333333,-1.0,1.1818181818181817,0.6956521739130436,0.0857142857142854,-0.25,False,2,1,-0.7,-1.4,-2.9,2.3,0.1,-0.7
Monte Morris,DEN,19/20,-0.3424657534246575,-0.8387096774193548,0.6818181818181818,0.4358974358974357,-0.1481481481481482,0,0.6666666666666666,0.8571428571428571,-0.1363636363636362,-0.2608695652173913,-0.2285714285714288,-0.3333333333333333,False,6,0,-0.1,-0.2,-1.5,-0.2,0.1,-0.1
Ja Morant,MEM,19/20,0.8630136986301372,-0.1935483870967742,2.4090909090909087,-0.4051282051282052,-0.1481481481481482,0,-0.3333333333333333,0.7142857142857143,0.4318181818181814,-0.0434782608695652,0.971428571428571,0.0833333333333332,True,14,0,-0.3,-1.2,3.7,-1.0,-0.0,-0.3
Kevin Love,CLE,19/20,0.8356164383561647,1.7096774193548387,0.5454545454545455,-1.2974358974358975,-0.1481481481481482,0,0.0,0.7142857142857143,0.5454545454545451,0.6956521739130436,0.5714285714285714,0.5833333333333333,False,26,0,-1.1,-4.0,3.6,-0.7,0.4,-1.1
Kelly Oubre Jr.,PHO,19/20,0.9863013698630138,0.6129032258064516,-0.2272727272727272,-0.4051282051282052,-0.1481481481481482,0,-0.3333333333333333,0.2857142857142857,-0.1363636363636362,-0.391304347826087,0.471428571428571,-0.3333333333333333,False,14,0,-0.4,-0.6,4.2,-0.6,-0.2,-0.4
Kentavious Caldwell-Pope,LAL,19/20,-0.3013698630136985,-0.7741935483870966,-0.1818181818181817,0.9589743589743588,-0.1851851851851851,0,0.3333333333333333,0.2857142857142857,-1.0227272727272727,-0.5217391304347827,-0.6285714285714289,-0.5,False,3,1,-0.3,-1.2,-1.3,0.0,0.3,-0.3
Aaron Gordon,ORL,19/20,0.3972602739726028,1.032258064516129,0.7727272727272727,-0.476923076923077,-0.1851851851851851,0,-0.5555555555555556,0.2857142857142857,-0.0909090909090909,-0.1739130434782609,0.2285714285714282,-0.0833333333333334,False,15,0,-0.2,-1.1,1.7,-0.8,-0.0,-0.2
Kelly Olynyk,MIA,19/20,-0.4520547945205481,0.0322580645161289,-0.1363636363636363,0.2974358974358971,-0.1851851851851851,0,0.4444444444444444,0.0,-0.2045454545454546,0.2608695652173913,-0.2428571428571432,-0.0833333333333334,False,9,0,-0.1,-0.2,-1.9,0.4,-0.1,-0.1
Danuel House Jr.,HOU,19/20,-0.136986301369863,-0.096774193548387,-0.3181818181818181,0.3384615384615382,-0.2222222222222222,0,0.2222222222222222,0.5714285714285714,-0.9545454545454544,-0.4782608695652174,-0.7714285714285717,-0.4166666666666667,False,8,0,-0.0,-0.2,-0.6,-0.3,0.4,-0.0
Dennis Schröder,OKC,19/20,1.0136986301369864,-0.2903225806451612,0.9090909090909092,0.3384615384615382,-0.2222222222222222,0,-0.4444444444444444,0.5714285714285714,0.2727272727272725,-0.2173913043478261,1.1571428571428568,-0.0833333333333334,False,8,0,0.3,0.6,4.4,-1.0,-0.3,0.3
Cody Zeller,CHO,19/20,-0.0547945205479452,0.8387096774193545,-0.2272727272727272,-0.9794871794871798,-0.2222222222222222,0,0.4444444444444444,0.4285714285714285,0.7500000000000001,-0.4347826086956522,0.2428571428571427,-0.5,False,19,0,0.1,-0.5,-0.2,0.0,-0.1,0.1
Dario Šarić,PHO,19/20,-0.1095890410958905,0.5483870967741935,-0.0454545454545454,-0.4051282051282052,-0.2222222222222222,0,0.2222222222222222,0.5714285714285714,-0.2954545454545456,-0.3478260869565218,-0.1857142857142858,-0.3333333333333333,False,14,0,0.0,-0.2,-0.5,-0.3,0.1,0.0
Patrick Beverley,LAC,19/20,-0.4931506849315069,0.2258064516129032,0.7272727272727273,0.6974358974358975,-0.2222222222222222,0,0.4444444444444444,-0.1428571428571428,-0.6818181818181818,0.7826086956521741,-0.8285714285714286,0.2499999999999998,False,4,0,-0.3,0.3,-2.1,0.6,-0.6,-0.3
Ersan İlyasova,MIL,19/20,-0.6712328767123289,0.096774193548387,-0.5454545454545454,1.1384615384615382,-0.2222222222222222,0,0.7777777777777778,-0.8571428571428571,-0.1363636363636362,0.0,-0.4285714285714285,-0.4166666666666667,False,1,1,-0.8,-1.3,-2.9,1.6,-0.0,-0.8
Dāvis Bertāns,WAS,19/20,0.5342465753424659,0.0,-0.1363636363636363,-1.0153846153846158,-0.2592592592592593,0,0.8888888888888888,1.1428571428571428,0.0,0.2173913043478261,-0.0142857142857144,0.0,False,20,0,-0.5,-0.4,2.3,-0.3,-0.0,-0.5
Goran Dragić,MIA,19/20,0.6438356164383562,-0.4193548387096772,1.4090909090909087,0.2974358974358971,-0.2592592592592593,0,-0.2222222222222222,0.7142857142857143,0.1818181818181819,-0.2173913043478261,0.971428571428571,-0.25,False,9,0,0.2,0.5,2.8,-0.9,-0.2,0.2
