Rk;Player;PTS/G;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
26;Victor Oladipo;17.9;2014-15;22;ORL;72;71;0;2573;473;1086;389;838;84;248;262;320;51;251;302;295;120;19;204;187;1292;0.436;0.464;0.339;0.819;0.527;0.474;G;oladivi01
27;Kyle Lowry;17.8;2014-15;28;TOR;70;70;1;2414;430;1043;298;652;132;391;252;312;54;274;328;473;109;13;173;212;1244;0.412;0.457;0.338;0.808;0.527;0.476;G;lowryky01
28;Derrick Rose;17.7;2014-15;26;CHI;51;51;0;1530;338;835;262;564;76;271;152;187;35;126;161;251;36;16;161;63;904;0.405;0.465;0.28;0.813;0.493;0.45;G;rosede01
29;John Wall;17.6;2014-15;24;WAS;79;79;1;2837;519;1166;454;949;65;217;284;362;36;330;366;792;138;45;304;180;1387;0.445;0.478;0.3;0.785;0.523;0.473;G;walljo01
30;Marc Gasol;17.4;2014-15;30;MEM;81;81;1;2687;530;1072;527;1055;3;17;350;440;115;515;630;307;70;131;176;208;1413;0.494;0.5;0.176;0.795;0.558;0.496;C;gasolma01
31;Kemba Walker;17.3;2014-15;24;CHO;62;58;0;2119;378;981;293;701;85;280;234;283;35;185;220;318;89;31;100;92;1075;0.385;0.418;0.304;0.827;0.486;0.429;G;walkeke02
32;Dirk Nowitzki;17.3;2014-15;36;DAL;77;77;1;2282;487;1062;383;788;104;274;255;289;44;413;457;143;39;33;82;160;1333;0.459;0.486;0.38;0.882;0.56;0.508;F-C;nowitdi01
33;Brook Lopez;17.2;2014-15;26;BRK;72;44;0;2100;506;987;505;977;1;10;223;274;214;321;535;50;43;126;104;206;1236;0.513;0.517;0.1;0.814;0.558;0.513;C;lopezbr01
34;Tobias Harris;17.1;2014-15;22;ORL;68;63;0;2369;442;949;355;710;87;239;193;245;73;357;430;124;69;36;115;134;1164;0.466;0.5;0.364;0.788;0.551;0.512;F;harrito02
35;Eric Bledsoe;17;2014-15;25;PHO;81;81;0;2800;468;1046;380;774;88;272;353;441;72;351;423;493;127;45;274;189;1377;0.447;0.491;0.324;0.8;0.555;0.489;G;bledser01
36;Brandon Knight;17;2014-15;23;MILPHO;63;61;0;2035;375;888;250;567;125;321;195;223;28;216;244;330;90;10;189;114;1070;0.422;0.441;0.389;0.874;0.543;0.493;G;knighbr03
37;Andrew Wiggins;16.9;2014-15;19;MIN;82;82;0;2969;497;1137;458;1011;39;126;354;466;134;240;374;170;86;50;177;190;1387;0.437;0.453;0.31;0.76;0.517;0.454;F-G;wiggian01
38;Tony Wroten;16.9;2014-15;21;PHI;30;15;0;895;175;434;138;292;37;142;120;180;22;64;86;157;48;8;113;72;507;0.403;0.473;0.261;0.667;0.494;0.446;G;wroteto01
39;Paul Millsap;16.7;2014-15;29;ATL;73;73;1;2390;443;930;366;714;77;216;255;337;139;431;570;223;130;69;166;201;1218;0.476;0.513;0.356;0.757;0.565;0.518;F;millspa01
40;Al Jefferson;16.6;2014-15;30;CHO;65;61;0;1992;486;1010;484;1005;2;5;108;165;99;449;548;113;47;84;68;139;1082;0.481;0.482;0.4;0.655;0.5;0.482;C-F;jeffeal01
41;Tyreke Evans;16.6;2014-15;25;NOP;79;76;0;2690;521;1165;452;938;69;227;202;291;82;334;416;521;100;37;246;198;1313;0.447;0.482;0.304;0.694;0.508;0.477;G-F;evansty01
42;Kawhi Leonard;16.5;2014-15;23;SAS;64;64;0;2033;394;822;327;630;67;192;202;252;85;376;461;161;148;48;97;128;1057;0.479;0.519;0.349;0.802;0.567;0.52;F;leonaka01
43;Isaiah Thomas;16.4;2014-15;25;BOSPHO;67;1;0;1726;335;797;206;451;129;346;302;348;33;120;153;284;57;5;143;150;1101;0.42;0.457;0.373;0.868;0.579;0.501;G;thomais02
44;Kevin Love;16.4;2014-15;26;CLE;75;75;0;2532;413;952;269;560;144;392;258;321;142;589;731;168;51;39;122;140;1228;0.434;0.48;0.367;0.804;0.562;0.509;F-C;loveke01
45;JJ Redick;16.4;2014-15;30;LAC;78;78;0;2409;447;938;247;480;200;458;183;203;22;145;167;137;39;8;95;134;1277;0.477;0.515;0.437;0.901;0.622;0.583;G;redicjj01
46;Goran Dragić;16.3;2014-15;28;MIAPHO;78;78;0;2640;502;1002;412;743;90;259;181;234;81;193;274;350;78;15;173;195;1275;0.501;0.555;0.347;0.774;0.577;0.546;G;dragigo01
47;Darren Collison;16.1;2014-15;27;SAC;45;45;0;1565;260;550;200;389;60;161;145;184;19;124;143;252;67;14;112;95;725;0.473;0.514;0.373;0.788;0.575;0.527;G;collida01
48;Zach Randolph;16.1;2014-15;33;MEM;71;71;0;2304;454;932;447;912;7;20;228;298;225;522;747;153;69;14;156;175;1143;0.487;0.49;0.35;0.765;0.538;0.491;F-C;randoza01
49;George Hill;16.1;2014-15;28;IND;43;36;0;1267;255;535;186;342;69;193;113;143;25;154;179;220;44;14;69;111;692;0.477;0.544;0.358;0.79;0.579;0.541;G;hillge01
50;Derrick Favors;16;2014-15;23;UTA;74;74;0;2280;482;918;481;912;1;6;222;332;196;411;607;112;60;123;121;210;1187;0.525;0.527;0.167;0.669;0.558;0.526;F-C;favorde01
51;Wesley Matthews;15.9;2014-15;28;POR;60;60;0;2024;337;752;164;307;173;445;109;145;38;184;222;139;77;10;81;132;956;0.448;0.534;0.389;0.752;0.586;0.563;G;matthwe02
52;Jeff Teague;15.9;2014-15;26;ATL;73;72;1;2228;408;887;337;680;71;207;275;319;30;154;184;513;125;31;205;139;1162;0.46;0.496;0.343;0.862;0.566;0.5;G;teaguje01
53;Greg Monroe;15.9;2014-15;24;DET;69;57;0;2137;423;853;423;853;0;0;252;336;229;475;704;142;78;34;149;148;1098;0.496;0.496;;0.75;0.549;0.496;C-F;monrogr01
54;Mike Conley;15.8;2014-15;27;MEM;70;70;0;2225;393;882;286;605;107;277;214;249;29;180;209;375;89;14;156;139;1107;0.446;0.473;0.386;0.859;0.558;0.506;G;conlemi01
55;Jamal Crawford;15.8;2014-15;34;LAC;64;4;0;1703;332;839;213;475;119;364;227;252;18;106;124;158;59;14;92;108;1010;0.396;0.448;0.327;0.901;0.532;0.467;G;crawfja01
56;Dwight Howard;15.8;2014-15;29;HOU;41;41;0;1223;251;423;250;421;1;2;143;271;110;321;431;50;28;53;115;137;646;0.593;0.594;0.5;0.528;0.596;0.595;C;howardw01
57;Chandler Parsons;15.7;2014-15;26;DAL;66;66;0;2186;383;829;251;482;132;347;139;193;64;259;323;161;69;19;96;140;1037;0.462;0.521;0.38;0.72;0.567;0.542;F;parsoch01
58;Lou Williams;15.5;2014-15;28;TOR;80;0;0;2016;375;928;223;481;152;447;340;395;24;127;151;164;88;10;101;103;1242;0.404;0.464;0.34;0.861;0.564;0.486;G;willilo02
59;Enes Freedom;15.5;2014-15;22;OKCUTA;75;74;0;2135;482;928;466;883;16;45;183;234;277;394;671;55;36;29;145;189;1163;0.519;0.528;0.356;0.782;0.564;0.528;C;kanteen01
60;Brandon Jennings;15.4;2014-15;25;DET;41;41;0;1173;218;543;142;332;76;211;120;143;21;83;104;272;44;4;90;64;632;0.401;0.428;0.36;0.839;0.522;0.471;G;jennibr01
61;Markieff Morris;15.3;2014-15;25;PHO;82;82;0;2581;512;1100;455;921;57;179;177;232;110;396;506;192;101;39;170;245;1258;0.465;0.494;0.318;0.763;0.523;0.491;F;morrima02
62;Bradley Beal;15.3;2014-15;21;WAS;63;59;0;2107;363;851;257;592;106;259;130;166;57;184;241;194;76;18;123;136;962;0.427;0.434;0.409;0.783;0.521;0.489;G;bealbr01
63;Ty Lawson;15.2;2014-15;27;DEN;75;75;0;2665;404;926;334;721;70;205;265;363;42;192;234;720;92;9;185;128;1143;0.436;0.463;0.341;0.73;0.526;0.474;G;lawsoty01
64;Al Horford;15.2;2014-15;28;ATL;76;76;1;2318;519;965;508;929;11;36;107;141;131;413;544;244;68;98;100;121;1156;0.538;0.547;0.306;0.759;0.563;0.544;C-F;horfoal01
65;Jeff Green;15;2014-15;28;BOSMEM;78;70;0;2454;416;967;319;675;97;292;239;287;64;264;328;134;53;34;108;147;1168;0.43;0.473;0.332;0.833;0.534;0.48;F;greenje02
66;Andrea Bargnani;14.8;2014-15;29;NYK;29;22;0;785;164;361;149;320;15;41;87;107;32;95;127;46;2;27;42;53;430;0.454;0.466;0.366;0.813;0.527;0.475;F-C;bargnan01
67;Jrue Holiday;14.8;2014-15;24;NOP;40;37;0;1303;238;534;187;399;51;135;65;76;32;103;135;274;63;23;91;110;592;0.446;0.469;0.378;0.855;0.522;0.493;G;holidjr01
68;Michael Carter-Williams;14.6;2014-15;23;MILPHI;66;63;0;2149;364;919;328;766;36;153;202;291;64;289;353;442;111;30;253;167;966;0.396;0.428;0.235;0.694;0.461;0.416;G;cartemi01
69;Reggie Jackson;14.5;2014-15;24;DETOKC;77;40;0;2268;432;996;360;755;72;241;181;218;56;271;327;462;62;9;186;167;1117;0.434;0.477;0.299;0.83;0.511;0.47;G;jacksre01
70;Joe Johnson;14.4;2014-15;33;BRK;80;80;0;2791;446;1025;325;688;121;337;141;176;53;331;384;292;59;14;137;120;1154;0.435;0.472;0.359;0.801;0.523;0.494;G-F;johnsjo02
71;Tony Parker;14.4;2014-15;32;SAS;68;68;0;1953;404;832;366;743;38;89;130;166;15;114;129;335;44;2;146;108;976;0.486;0.493;0.427;0.783;0.539;0.508;G;parketo01
72;Serge Ibaka;14.3;2014-15;25;OKC;64;64;0;2116;374;786;297;581;77;205;92;110;135;364;499;55;30;155;97;194;917;0.476;0.511;0.376;0.836;0.549;0.525;F-C;ibakase01
73;Mo Williams;14.2;2014-15;32;CHOMIN;68;33;0;1980;341;860;222;512;119;348;163;187;22;152;174;424;46;14;172;162;964;0.397;0.434;0.342;0.872;0.512;0.466;G;willima01
74;Thaddeus Young;14.1;2014-15;26;BRKMIN;76;68;0;2434;451;968;413;853;38;115;131;200;127;284;411;173;124;25;117;171;1071;0.466;0.484;0.33;0.655;0.507;0.486;F;youngth01
75;Luol Deng;14;2014-15;29;MIA;72;72;0;2421;369;787;291;567;78;220;191;251;103;273;376;139;65;22;108;109;1007;0.469;0.513;0.355;0.761;0.561;0.518;F;denglu01
76;Wilson Chandler;13.9;2014-15;27;DEN;78;75;0;2471;418;975;279;569;139;406;110;142;96;379;475;134;58;29;110;231;1085;0.429;0.49;0.342;0.775;0.523;0.5;F;chandwi01
77;Avery Bradley;13.9;2014-15;24;BOS;77;77;0;2428;434;1012;310;660;124;352;79;100;46;195;241;135;82;15;109;177;1071;0.429;0.47;0.352;0.79;0.507;0.49;G;bradlav01
78;Tim Duncan;13.9;2014-15;38;SAS;77;77;1;2227;419;819;417;812;2;7;230;311;170;534;704;230;63;151;131;165;1070;0.512;0.514;0.286;0.74;0.56;0.513;F-C;duncati01
79;Alec Burks;13.9;2014-15;23;UTA;27;27;0;899;121;300;95;232;26;68;106;129;19;95;114;82;17;5;52;64;374;0.403;0.409;0.382;0.822;0.524;0.447;G;burksal01
80;Andre Drummond;13.8;2014-15;21;DET;82;82;0;2502;494;961;494;959;0;2;142;365;437;667;1104;55;73;153;120;285;1130;0.514;0.515;0;0.389;0.504;0.514;C;drumman01
81;Ryan Anderson;13.7;2014-15;26;NOP;61;5;0;1675;291;729;169;370;122;359;129;151;108;187;295;55;33;20;62;113;833;0.399;0.457;0.34;0.854;0.524;0.483;F;anderry01
82;Shabazz Muhammad;13.5;2014-15;22;MIN;38;13;0;866;194;397;174;346;20;51;104;145;63;91;154;44;18;7;35;49;512;0.489;0.503;0.392;0.717;0.556;0.514;F-G;muhamsh01
83;Robert Covington;13.5;2014-15;24;PHI;70;49;0;1956;299;756;132;310;167;446;178;217;65;251;316;105;97;31;128;189;943;0.396;0.426;0.374;0.82;0.554;0.506;F-C;covinro01
84;C.J. Miles;13.5;2014-15;27;IND;70;40;0;1841;329;827;175;381;154;446;130;161;18;196;214;75;60;26;73;132;942;0.398;0.459;0.345;0.807;0.525;0.491;G-F;milescj01
85;Eric Gordon;13.4;2014-15;26;NOP;61;60;0;2018;285;694;144;379;141;315;107;133;28;131;159;229;50;14;122;145;818;0.411;0.38;0.448;0.805;0.544;0.512;G-F;gordoer01
86;Nick Young;13.4;2014-15;29;LAL;42;0;0;1000;174;476;91;251;83;225;132;148;17;79;96;41;23;11;44;83;563;0.366;0.363;0.369;0.892;0.52;0.453;G-F;youngni01
87;Khris Middleton;13.4;2014-15;23;MIL;79;58;0;2378;406;869;297;601;109;268;134;156;48;299;347;182;122;11;113;183;1055;0.467;0.494;0.407;0.859;0.563;0.53;F-G;middlkh01
88;Jared Sullinger;13.3;2014-15;22;BOS;58;49;0;1566;311;708;259;524;52;184;96;129;147;294;441;134;44;42;78;153;770;0.439;0.494;0.283;0.744;0.503;0.476;F;sullija01
89;Arron Afflalo;13.3;2014-15;29;DENPOR;78;72;0;2502;375;884;257;551;118;333;167;198;27;220;247;129;41;7;116;167;1035;0.424;0.466;0.354;0.843;0.533;0.491;G-F;afflaar01
90;Deron Williams;13;2014-15;30;BRK;68;55;0;2114;298;771;211;534;87;237;201;241;29;208;237;448;64;17;154;157;884;0.387;0.395;0.367;0.834;0.504;0.443;G;willide01
91;Trey Burke;12.8;2014-15;22;UTA;76;43;0;2288;370;1005;246;615;124;390;109;145;31;173;204;328;65;15;124;119;973;0.368;0.4;0.318;0.752;0.455;0.43;G;burketr01
92;Trevor Ariza;12.8;2014-15;29;HOU;82;82;0;2930;366;910;172;355;194;555;122;143;77;382;459;209;152;17;141;186;1048;0.402;0.485;0.35;0.853;0.539;0.509;F;arizatr01
93;Kentavious Caldwell-Pope;12.7;2014-15;21;DET;82;82;0;2587;390;972;237;528;153;444;110;158;46;209;255;109;93;18;94;161;1043;0.401;0.449;0.345;0.696;0.501;0.48;G;caldwke01
94;Giannis Antetokounmpo;12.7;2014-15;20;MIL;81;71;0;2541;383;780;376;736;7;44;257;347;100;442;542;207;73;85;173;254;1030;0.491;0.511;0.159;0.741;0.552;0.496;F-G;antetgi01
95;Rodney Stuckey;12.6;2014-15;28;IND;71;36;0;1874;332;754;277;613;55;141;177;216;36;212;248;219;56;10;118;131;896;0.44;0.452;0.39;0.819;0.528;0.477;G;stuckro01
96;DeMarre Carroll;12.6;2014-15;28;ATL;70;69;0;2189;318;653;198;349;120;304;127;181;99;273;372;118;94;17;75;154;883;0.487;0.567;0.395;0.702;0.603;0.579;F;carrode01
97;Kenneth Faried;12.6;2014-15;25;DEN;75;71;0;2086;373;736;372;728;1;8;199;288;242;426;668;89;62;57;118;211;946;0.507;0.511;0.125;0.691;0.548;0.507;F-C;farieke01
98;Nikola Peković;12.5;2014-15;29;MIN;31;29;0;815;139;328;139;328;0;0;108;129;89;145;234;27;19;12;42;59;386;0.424;0.424;;0.837;0.502;0.424;C;pekovni01
99;Danilo Gallinari;12.4;2014-15;26;DEN;59;27;0;1426;228;568;121;267;107;301;171;191;31;187;218;83;47;20;57;94;734;0.401;0.453;0.355;0.895;0.563;0.496;F;gallida01
100;Josh Smith;12.4;2014-15;29;DETHOU;83;35;0;2300;414;987;342;759;72;228;127;255;152;378;530;277;87;116;206;228;1027;0.419;0.451;0.316;0.498;0.467;0.456;F;smithjo03
101;Jabari Parker;12.3;2014-15;19;MIL;25;25;0;738;129;263;125;247;4;16;46;66;50;88;138;42;31;5;47;42;308;0.49;0.506;0.25;0.697;0.527;0.498;F;parkeja01
102;Marcin Gortat;12.2;2014-15;30;WAS;82;82;0;2453;439;775;439;772;0;3;123;175;180;537;717;97;49;110;100;191;1001;0.566;0.569;0;0.703;0.587;0.566;C-F;gortama01
103;Kyle Korver;12.1;2014-15;33;ATL;75;75;1;2418;292;600;71;151;221;449;106;118;15;289;304;196;52;42;107;140;911;0.487;0.47;0.492;0.898;0.699;0.671;G-F;korveky01
104;Ben McLemore;12.1;2014-15;21;SAC;82;82;0;2670;363;831;223;440;140;391;130;160;31;210;241;140;77;19;138;219;996;0.437;0.507;0.358;0.813;0.552;0.521;G;mclembe01
105;Gerald Henderson;12.1;2014-15;27;CHO;80;72;0;2315;370;847;325;711;45;136;184;217;36;237;273;206;51;22;110;135;969;0.437;0.457;0.331;0.848;0.514;0.463;G;hendege02
106;J.R. Smith;12.1;2014-15;29;CLENYK;70;51;0;2080;315;755;152;329;163;426;54;72;30;188;218;195;82;22;97;163;847;0.417;0.462;0.383;0.75;0.538;0.525;G-F;smithjr01
107;Donatas Motiejūnas;12;2014-15;24;HOU;71;62;0;2037;353;700;304;567;49;133;100;166;137;284;421;130;56;34;123;203;855;0.504;0.536;0.368;0.602;0.553;0.539;F-C;motiedo01
108;Jonas Valančiūnas;12;2014-15;22;TOR;80;80;0;2096;373;652;373;651;0;1;217;276;215;478;693;39;33;95;109;222;963;0.572;0.573;0;0.786;0.623;0.572;C;valanjo01
109;Evan Fournier;12;2014-15;22;ORL;58;32;0;1661;253;575;168;350;85;225;107;147;28;125;153;120;40;2;82;116;698;0.44;0.48;0.378;0.728;0.546;0.514;G-F;fournev01
110;Jordan Hill;12;2014-15;27;LAL;70;57;0;1874;357;777;354;766;3;11;124;168;174;382;556;103;34;52;106;164;841;0.459;0.462;0.273;0.738;0.494;0.461;C-F;hilljo01
111;Jarrett Jack;12;2014-15;31;BRK;80;27;0;2241;359;817;320;671;39;146;200;227;19;226;245;373;75;13;191;143;957;0.439;0.477;0.267;0.881;0.522;0.463;G;jackja01
112;Jabari Brown;11.9;2014-15;22;LAL;19;5;0;568;70;170;47;108;23;62;64;85;3;33;36;40;12;2;32;33;227;0.412;0.435;0.371;0.753;0.547;0.479;G;brownja01
113;Gerald Green;11.9;2014-15;29;PHO;74;4;0;1446;324;778;187;391;137;387;99;120;33;153;186;91;42;12;104;145;884;0.416;0.478;0.354;0.825;0.532;0.504;G-F;greenge01
114;Jordan Clarkson;11.9;2014-15;22;LAL;59;38;0;1476;267;596;229;475;38;121;131;158;56;135;191;206;51;12;96;109;703;0.448;0.482;0.314;0.829;0.528;0.48;G;clarkjo01
115;Paul Pierce;11.9;2014-15;37;WAS;73;73;0;1914;293;656;175;353;118;303;164;210;45;249;294;144;46;24;92;160;868;0.447;0.496;0.389;0.781;0.58;0.537;F-G;piercpa01
116;Langston Galloway;11.8;2014-15;23;NYK;45;41;0;1457;204;511;142;335;62;176;63;78;37;153;190;150;52;12;61;129;533;0.399;0.424;0.352;0.808;0.489;0.46;G;gallola01
117;Carlos Boozer;11.8;2014-15;33;LAL;71;26;0;1692;371;743;371;743;0;0;94;150;111;371;482;95;41;12;92;184;836;0.499;0.499;;0.627;0.517;0.499;F-C;boozeca01
118;Dion Waiters;11.8;2014-15;23;CLEOKC;80;23;0;2208;375;946;302;700;73;246;117;172;41;151;192;163;90;21;113;155;940;0.396;0.431;0.297;0.68;0.46;0.435;G;waitedi01
119;Hassan Whiteside;11.8;2014-15;25;MIA;48;32;0;1142;243;387;243;387;0;0;78;156;145;337;482;6;27;123;58;129;564;0.628;0.628;;0.5;0.619;0.628;C;whiteha01
120;Terrence Jones;11.7;2014-15;23;HOU;33;24;0;889;158;299;145;262;13;37;57;94;78;142;220;36;18;59;37;78;386;0.528;0.553;0.351;0.606;0.567;0.55;F;joneste01
121;Danny Green;11.7;2014-15;27;SAS;81;80;0;2312;322;738;131;281;191;457;111;127;54;289;343;158;101;87;93;163;946;0.436;0.466;0.418;0.874;0.596;0.566;G-F;greenda02
122;Draymond Green;11.7;2014-15;24;GSW;79;79;0;2490;339;765;228;436;111;329;132;200;114;533;647;291;123;99;133;253;921;0.443;0.523;0.337;0.66;0.54;0.516;F;greendr01
123;David West;11.7;2014-15;34;IND;66;66;0;1895;323;686;319;666;4;20;119;161;108;341;449;223;48;48;120;160;769;0.471;0.479;0.2;0.739;0.508;0.474;F-C;westda01
124;Aaron Brooks;11.6;2014-15;30;CHI;82;21;0;1885;344;817;223;504;121;313;145;174;32;134;166;261;54;15;157;189;954;0.421;0.442;0.387;0.833;0.534;0.495;G;brookaa01
125;DeAndre Jordan;11.5;2014-15;26;LAC;82;82;0;2820;379;534;378;530;1;4;187;471;397;829;1226;61;81;183;109;245;946;0.71;0.713;0.25;0.397;0.638;0.711;C;jordade01
126;Ersan İlyasova;11.5;2014-15;27;MIL;58;36;0;1319;263;557;189;367;74;190;69;107;80;197;277;56;36;19;45;149;669;0.472;0.515;0.389;0.645;0.554;0.539;F;ilyaser01
127;Amar'e Stoudemire;11.5;2014-15;32;DALNYK;59;15;0;1245;273;490;273;486;0;4;134;186;110;219;329;45;29;38;78;161;680;0.557;0.562;0;0.72;0.595;0.557;F-C;stoudam01
128;Tim Hardaway Jr.;11.5;2014-15;22;NYK;70;30;0;1681;279;717;158;363;121;354;125;156;12;144;156;127;20;14;82;119;804;0.389;0.435;0.342;0.801;0.512;0.474;G;hardati02
129;Corey Brewer;11.5;2014-15;28;HOUMIN;80;17;0;2087;343;805;280;570;63;235;168;226;80;217;297;173;114;19;131;173;917;0.426;0.491;0.268;0.743;0.507;0.465;F-G;breweco01
130;O.J. Mayo;11.4;2014-15;27;MIL;71;15;0;1697;296;701;197;424;99;277;115;139;30;157;187;197;57;18;128;165;806;0.422;0.465;0.357;0.827;0.529;0.493;G;mayooj01
131;Jeremy Lin;11.2;2014-15;26;LAL;74;30;0;1907;277;654;212;478;65;176;213;268;26;170;196;339;82;32;166;189;832;0.424;0.444;0.369;0.795;0.539;0.473;G;linje01
132;Jodie Meeks;11.1;2014-15;27;DET;60;0;0;1462;222;534;148;322;74;212;145;160;12;92;104;79;59;6;57;76;663;0.416;0.46;0.349;0.906;0.548;0.485;G;meeksjo01
133;Vander Blue;11;2014-15;22;LAL;2;1;0;74;9;30;7;20;2;10;2;5;2;7;9;8;3;0;6;4;22;0.3;0.35;0.2;0.4;0.342;0.333;G;blueva01
134;Nenê;11;2014-15;32;WAS;67;58;0;1693;307;601;306;596;1;5;122;202;84;261;345;123;66;22;124;180;737;0.511;0.513;0.2;0.604;0.534;0.512;F-C;hilarne01
135;Michael Kidd-Gilchrist;10.9;2014-15;21;CHO;55;52;0;1587;224;482;224;482;0;0;150;214;109;307;416;77;30;38;63;115;598;0.465;0.465;;0.701;0.519;0.465;F;kiddgmi01
