Team,Winrate,Season
CHI,0.758,11_12
SAS,0.758,11_12
OKC,0.712,11_12
MIA,0.697,11_12
IND,0.636,11_12
MEM,0.621,11_12
LAL,0.621,11_12
ATL,0.606,11_12
LAC,0.606,11_12
BOS,0.591,11_12
DEN,0.576,11_12
ORL,0.561,11_12
NYK,0.545,11_12
DAL,0.545,11_12
UTA,0.545,11_12
PHI,0.53,11_12
HOU,0.515,11_12
PHO,0.5,11_12
MIL,0.47,11_12
POR,0.424,11_12
MIN,0.394,11_12
DET,0.379,11_12
GSW,0.348,11_12
TOR,0.348,11_12
NJN,0.333,11_12
SAC,0.333,11_12
NOH,0.318,11_12
CLE,0.318,11_12
WAS,0.303,11_12
CHA,0.106,11_12
