Rk;Player;PTS/G;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
1;James Harden;30.4;2017-18;28;HOU;72;72;1;2551;651;1449;386;727;265;722;624;727;41;348;389;630;126;50;315;169;2191;0.449;0.531;0.367;0.858;0.619;0.541;G;hardeja01
2;Anthony Davis;28.1;2017-18;24;NOP;75;75;1;2727;780;1462;725;1300;55;162;495;598;187;645;832;174;115;193;162;159;2110;0.534;0.558;0.34;0.828;0.612;0.552;F-C;davisan02
3;LeBron James;27.5;2017-18;33;CLE;82;82;1;3026;857;1580;708;1174;149;406;388;531;97;612;709;747;116;71;347;136;2251;0.542;0.603;0.367;0.731;0.621;0.59;F-G;jamesle01
4;Damian Lillard;26.9;2017-18;27;POR;73;73;1;2670;621;1415;394;786;227;629;493;538;62;263;325;481;77;27;206;117;1962;0.439;0.501;0.361;0.916;0.594;0.519;G;lillada01
5;Giannis Antetokounmpo;26.9;2017-18;23;MIL;75;75;1;2756;742;1402;699;1262;43;140;487;641;156;597;753;361;109;106;223;231;2014;0.529;0.554;0.307;0.76;0.598;0.545;F-G;antetgi01
6;Stephen Curry;26.4;2017-18;29;GSW;51;51;1;1631;428;864;216;363;212;501;278;302;36;225;261;310;80;8;153;114;1346;0.495;0.595;0.423;0.921;0.675;0.618;G;curryst01
7;Kevin Durant;26.4;2017-18;29;GSW;68;68;1;2325;630;1222;457;809;173;413;359;404;31;433;464;366;50;119;207;133;1792;0.516;0.565;0.419;0.889;0.64;0.586;F-G;duranke01
8;Russell Westbrook;25.4;2017-18;29;OKC;80;80;1;2914;757;1687;660;1361;97;326;417;566;152;652;804;820;147;20;381;200;2028;0.449;0.485;0.298;0.737;0.524;0.477;G;westbru01
9;DeMarcus Cousins;25.2;2017-18;27;NOP;48;48;1;1737;406;864;302;570;104;294;294;394;105;512;617;257;79;76;242;183;1210;0.47;0.53;0.354;0.746;0.583;0.53;C-F;couside01
10;Devin Booker;24.9;2017-18;21;PHO;54;54;0;1865;455;1054;308;670;147;384;289;329;26;218;244;253;47;14;194;168;1346;0.432;0.46;0.383;0.878;0.561;0.501;G;bookede01
11;Kyrie Irving;24.4;2017-18;25;BOS;60;60;1;1931;534;1087;368;680;166;407;232;261;33;194;227;306;65;17;140;122;1466;0.491;0.541;0.408;0.889;0.61;0.568;G;irvinky01
12;LaMarcus Aldridge;23.1;2017-18;32;SAS;75;75;1;2509;687;1347;660;1255;27;92;334;399;246;389;635;152;43;90;111;161;1735;0.51;0.526;0.293;0.837;0.57;0.52;F-C;aldrila01
13;Victor Oladipo;23.1;2017-18;25;IND;75;75;1;2552;640;1342;479;908;161;434;294;368;47;343;390;323;177;57;219;175;1735;0.477;0.528;0.371;0.799;0.577;0.537;G;oladivi01
14;DeMar DeRozan;23;2017-18;28;TOR;80;80;1;2711;645;1413;556;1126;89;287;461;559;59;256;315;417;85;22;175;151;1840;0.456;0.494;0.31;0.825;0.555;0.488;G-F;derozde01
15;Joel Embiid;22.9;2017-18;23;PHI;63;63;1;1912;510;1056;444;842;66;214;359;467;143;547;690;199;40;111;234;209;1445;0.483;0.527;0.308;0.769;0.573;0.514;C;embiijo01
16;Kristaps Porziņģis;22.7;2017-18;22;NYK;48;48;1;1553;390;889;300;661;90;228;218;275;62;254;316;57;36;115;93;141;1088;0.439;0.454;0.395;0.793;0.539;0.489;F-C;porzikr01
17;Bradley Beal;22.6;2017-18;24;WAS;82;82;1;2977;683;1484;484;954;199;530;292;369;61;302;363;373;96;36;214;160;1857;0.46;0.507;0.375;0.791;0.564;0.527;G;bealbr01
18;Lou Williams;22.6;2017-18;31;LAC;79;19;0;2589;582;1337;396;819;186;518;432;491;40;158;198;417;85;19;234;106;1782;0.435;0.484;0.359;0.88;0.574;0.505;G;willilo02
19;Jimmy Butler;22.2;2017-18;28;MIN;59;59;1;2164;437;921;367;721;70;200;363;425;79;235;314;288;116;24;108;78;1307;0.474;0.509;0.35;0.854;0.59;0.512;F-G;butleji01
20;Kemba Walker;22.1;2017-18;27;CHO;80;80;1;2736;588;1363;357;762;231;601;363;420;32;216;248;444;91;24;179;98;1770;0.431;0.469;0.384;0.864;0.572;0.516;G;walkeke02
21;Paul George;21.9;2017-18;27;OKC;79;79;1;2891;576;1340;332;731;244;609;338;411;72;375;447;263;161;39;212;233;1734;0.43;0.454;0.401;0.822;0.57;0.521;F-G;georgpa01
22;Blake Griffin;21.4;2017-18;28;DETLAC;58;58;0;1970;436;996;325;674;111;322;259;330;73;355;428;334;41;18;165;139;1242;0.438;0.482;0.345;0.785;0.544;0.493;F-C;griffbl01
23;CJ McCollum;21.4;2017-18;26;POR;81;81;0;2923;667;1505;478;1029;189;476;209;250;53;268;321;272;77;35;151;168;1732;0.443;0.465;0.397;0.836;0.536;0.506;G;mccolcj01
24;Karl-Anthony Towns;21.3;2017-18;22;MIN;82;82;1;2918;639;1172;519;887;120;285;345;402;238;774;1012;199;64;115;159;285;1743;0.545;0.585;0.421;0.858;0.646;0.596;C-F;townska01
25;Donovan Mitchell;20.5;2017-18;21;UTA;79;71;0;2638;595;1362;408;812;187;550;239;297;52;244;296;291;118;27;215;213;1616;0.437;0.502;0.34;0.805;0.541;0.506;G;mitchdo01
26;Khris Middleton;20.1;2017-18;26;MIL;82;82;0;2982;593;1272;447;865;146;407;320;362;45;384;429;328;119;21;191;270;1652;0.466;0.517;0.359;0.884;0.577;0.524;F-G;middlkh01
27;MarShon Brooks;20.1;2017-18;29;MEM;7;1;0;193;51;102;32;70;19;32;20;23;8;13;21;25;11;3;16;6;141;0.5;0.457;0.594;0.87;0.629;0.593;G-F;brookma01
28;Klay Thompson;20;2017-18;27;GSW;73;73;1;2506;575;1179;346;658;229;521;82;98;31;246;277;185;55;34;128;117;1461;0.488;0.526;0.44;0.837;0.598;0.585;G-F;thompkl01
29;T.J. Warren;19.6;2017-18;24;PHO;65;65;0;2142;529;1063;509;973;20;90;193;255;125;208;333;85;65;41;85;149;1271;0.498;0.523;0.222;0.757;0.541;0.507;F;warretj01
30;John Wall;19.4;2017-18;27;WAS;41;41;1;1410;280;667;218;500;62;167;175;241;22;128;150;393;57;45;158;80;797;0.42;0.436;0.371;0.726;0.515;0.466;G;walljo01
31;Tyreke Evans;19.4;2017-18;28;MEM;52;32;0;1607;366;809;252;523;114;286;164;209;44;221;265;269;57;17;117;96;1010;0.452;0.482;0.399;0.785;0.561;0.523;G-F;evansty01
