Rk;Player;PTS/G;Season;Age;Team;G;GS;AS;MP;FG;FGA;2P;2PA;3P;3PA;FT;FTA;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;FG%;2P%;3P%;FT%;TS%;eFG%;Pos;Player-additional
73;Jamal Crawford;14.2;2015-16;35;LAC;79;5;0;2126;379;939;262;595;117;344;245;271;20;125;145;183;52;12;113;122;1120;0.404;0.44;0.34;0.904;0.529;0.466;G;crawfja01
74;Goran Dragić;14.1;2015-16;29;MIA;72;72;0;2363;417;875;353;670;64;205;120;165;54;223;277;419;71;17;185;188;1018;0.477;0.527;0.312;0.727;0.537;0.513;G;dragigo01
75;Marcus Morris;14.1;2015-16;26;DET;80;80;0;2856;410;945;302;647;108;298;203;271;91;313;404;201;67;23;140;170;1131;0.434;0.467;0.362;0.749;0.531;0.491;F;morrima03
76;Deron Williams;14.1;2015-16;31;DAL;65;63;0;2106;321;775;224;493;97;282;179;206;19;171;190;378;61;14;150;155;918;0.414;0.454;0.344;0.869;0.53;0.477;G;willide01
77;Jabari Parker;14.1;2015-16;20;MIL;76;72;0;2408;443;899;434;864;9;35;175;228;123;272;395;130;69;29;116;154;1070;0.493;0.502;0.257;0.768;0.535;0.498;F;parkeja01
78;Zach LaVine;14;2015-16;20;MIN;82;33;0;2294;433;959;310;643;123;316;161;203;27;201;228;251;69;17;155;193;1150;0.452;0.482;0.389;0.793;0.548;0.516;G-F;lavinza01
79;Darren Collison;14;2015-16;28;SAC;74;15;0;2219;377;776;290;559;87;217;194;226;28;141;169;318;76;4;130;142;1035;0.486;0.519;0.401;0.858;0.591;0.542;G;collida01
80;Draymond Green;14;2015-16;25;GSW;81;81;1;2808;401;819;301;561;100;258;229;329;134;635;769;598;119;113;259;240;1131;0.49;0.537;0.388;0.696;0.587;0.551;F;greendr01
81;Monta Ellis;13.8;2015-16;30;IND;81;81;0;2734;436;1021;349;739;87;282;162;206;42;229;271;383;150;37;203;174;1121;0.427;0.472;0.309;0.786;0.504;0.47;G;ellismo01
82;Devin Booker;13.8;2015-16;19;PHO;76;51;0;2108;367;867;268;578;99;289;215;256;27;160;187;200;44;20;160;225;1048;0.423;0.464;0.343;0.84;0.535;0.48;G;bookede01
83;Dwight Howard;13.7;2015-16;30;HOU;71;71;0;2280;372;600;372;594;0;6;232;474;238;597;835;98;69;113;166;219;976;0.62;0.626;0;0.489;0.604;0.62;C;howardw01
84;Chandler Parsons;13.7;2015-16;27;DAL;61;51;0;1799;320;651;216;400;104;251;93;136;29;256;285;169;46;21;95;114;837;0.492;0.54;0.414;0.684;0.589;0.571;F;parsoch01
85;Marcin Gortat;13.5;2015-16;31;WAS;75;74;0;2256;433;764;433;763;0;1;146;207;222;519;741;106;47;96;121;193;1012;0.567;0.567;0;0.705;0.592;0.567;C-F;gortama01
86;Alec Burks;13.3;2015-16;24;UTA;31;3;0;797;137;334;105;255;32;79;106;141;16;93;109;63;18;4;51;71;412;0.41;0.412;0.405;0.752;0.52;0.458;G;burksal01
87;D'Angelo Russell;13.2;2015-16;19;LAL;80;48;0;2259;392;956;262;586;130;370;140;190;47;227;274;266;93;13;196;142;1054;0.41;0.447;0.351;0.737;0.507;0.478;G;russeda01
88;Dahntay Jones;13;2015-16;35;CLE;1;0;0;42;6;14;5;12;1;2;0;0;1;4;5;2;1;2;0;6;13;0.429;0.417;0.5;;0.464;0.464;G-F;jonesda02
89;Jarrett Jack;12.8;2015-16;32;BRK;32;32;0;1027;140;358;109;256;31;102;100;112;9;127;136;236;34;7;94;77;411;0.391;0.426;0.304;0.893;0.505;0.434;G;jackja01
90;Emmanuel Mudiay;12.8;2015-16;19;DEN;68;66;0;2068;329;905;255;673;74;232;140;209;32;200;232;372;65;35;217;141;872;0.364;0.379;0.319;0.67;0.437;0.404;G;mudiaem01
91;Robert Covington;12.8;2015-16;25;PHI;67;49;0;1903;274;712;104;230;170;482;140;177;65;354;419;97;105;40;143;232;858;0.385;0.452;0.353;0.791;0.543;0.504;F-C;covinro01
92;Arron Afflalo;12.8;2015-16;30;NYK;71;57;0;2371;354;799;263;561;91;238;110;131;23;243;266;144;25;10;82;142;909;0.443;0.469;0.382;0.84;0.531;0.5;G-F;afflaar01
93;Jonas Valančiūnas;12.8;2015-16;23;TOR;60;59;0;1557;303;536;303;536;0;0;162;213;184;363;547;42;25;80;85;158;768;0.565;0.565;;0.761;0.61;0.565;C;valanjo01
94;Michael Beasley;12.8;2015-16;27;HOU;20;0;0;363;107;205;104;196;3;9;38;49;29;69;98;16;11;9;24;39;255;0.522;0.531;0.333;0.776;0.563;0.529;F;beaslmi01
95;DeAndre Jordan;12.7;2015-16;27;LAC;77;77;0;2598;357;508;357;507;0;1;266;619;267;792;1059;90;51;177;107;207;980;0.703;0.704;0;0.43;0.628;0.703;C;jordade01
96;Michael Kidd-Gilchrist;12.7;2015-16;22;CHO;7;7;0;205;33;61;30;54;3;7;20;29;12;33;45;9;3;3;8;9;89;0.541;0.556;0.429;0.69;0.603;0.566;F;kiddgmi01
97;Enes Freedom;12.7;2015-16;23;OKC;82;1;0;1721;414;719;404;698;10;21;200;251;249;415;664;33;26;33;115;166;1038;0.576;0.579;0.476;0.797;0.626;0.583;C;kanteen01
98;Trevor Ariza;12.7;2015-16;30;HOU;81;81;0;2859;357;859;172;360;185;499;126;161;67;299;366;188;160;26;113;177;1025;0.416;0.478;0.371;0.783;0.551;0.523;F;arizatr01
99;Ish Smith;12.6;2015-16;27;NOPPHI;77;53;0;2239;397;967;341;797;56;170;122;176;43;262;305;502;88;24;175;133;972;0.411;0.428;0.329;0.693;0.465;0.44;G;smithis01
100;Serge Ibaka;12.6;2015-16;26;OKC;78;78;0;2500;416;869;356;685;60;184;91;121;141;392;533;66;38;148;108;211;983;0.479;0.52;0.326;0.752;0.533;0.513;F-C;ibakase01
101;Wesley Matthews;12.5;2015-16;29;DAL;78;78;0;2644;331;854;142;329;189;525;126;146;27;211;238;151;78;17;78;179;977;0.388;0.432;0.36;0.863;0.532;0.498;G;matthwe02
102;Kenneth Faried;12.5;2015-16;26;DEN;67;64;0;1694;349;626;348;624;1;2;136;222;235;346;581;79;32;60;91;169;835;0.558;0.558;0.5;0.613;0.577;0.558;F-C;farieke01
103;J.R. Smith;12.4;2015-16;30;CLE;77;77;0;2362;353;850;149;340;204;510;45;71;43;174;217;130;81;21;59;204;955;0.415;0.438;0.4;0.634;0.542;0.535;G-F;smithjr01
104;Luol Deng;12.3;2015-16;30;MIA;74;73;0;2394;339;745;251;489;88;256;145;192;108;335;443;140;74;29;81;122;911;0.455;0.513;0.344;0.755;0.549;0.514;F;denglu01
105;Gary Harris;12.3;2015-16;21;DEN;76;76;0;2439;359;765;254;468;105;297;109;133;54;166;220;147;97;18;98;143;932;0.469;0.543;0.354;0.82;0.566;0.538;G;harriga01
106;Joe Johnson;12.2;2015-16;34;BRKMIA;81;81;0;2703;377;859;257;546;120;313;118;142;49;243;292;318;61;4;159;146;992;0.439;0.471;0.383;0.831;0.538;0.509;G-F;johnsjo02
107;Mirza Teletović;12.2;2015-16;30;PHO;79;1;0;1686;332;777;151;317;181;460;120;155;55;247;302;89;32;21;84;159;965;0.427;0.476;0.393;0.774;0.571;0.544;F;teletmi01
108;George Hill;12.1;2015-16;29;IND;74;73;0;2524;326;739;198;425;128;314;114;150;58;240;298;259;83;17;101;149;894;0.441;0.466;0.408;0.76;0.555;0.528;G;hillge01
109;Al Jefferson;12;2015-16;31;CHO;47;18;0;1096;245;505;245;505;0;0;72;111;57;244;301;70;30;41;34;117;562;0.485;0.485;;0.649;0.507;0.485;C-F;jeffeal01
110;Markieff Morris;12;2015-16;26;PHOWAS;64;45;0;1629;305;718;258;563;47;155;108;147;73;279;352;124;58;34;135;184;765;0.425;0.458;0.303;0.735;0.489;0.458;F;morrima02
111;Rajon Rondo;11.9;2015-16;29;SAC;72;72;0;2537;355;782;293;612;62;170;87;150;77;358;435;839;141;10;278;175;859;0.454;0.479;0.365;0.58;0.506;0.494;G;rondora01
112;Tony Parker;11.9;2015-16;33;SAS;72;72;0;1980;350;710;323;645;27;65;130;171;17;159;176;379;54;11;131;114;857;0.493;0.501;0.415;0.76;0.546;0.512;G;parketo01
113;Omri Casspi;11.8;2015-16;27;SAC;69;21;0;1880;299;622;187;348;112;274;103;159;58;352;410;95;56;17;94;154;813;0.481;0.537;0.409;0.648;0.587;0.571;F;casspom01
114;Nikola Mirotić;11.8;2015-16;24;CHI;66;38;0;1646;248;609;113;263;135;346;146;181;58;304;362;100;58;46;102;151;777;0.407;0.43;0.39;0.807;0.564;0.518;F;mirotni01
115;C.J. Miles;11.8;2015-16;28;IND;64;24;0;1464;259;634;117;247;142;387;93;124;25;150;175;63;53;29;70;142;753;0.409;0.474;0.367;0.75;0.547;0.521;G-F;milescj01
116;Jeff Green;11.7;2015-16;29;LACMEM;80;41;0;2253;354;824;287;611;67;213;164;220;74;258;332;138;58;40;93;164;939;0.43;0.47;0.315;0.745;0.51;0.47;F;greenje02
117;Harrison Barnes;11.7;2015-16;23;GSW;66;59;0;2042;295;633;213;419;82;214;102;134;77;248;325;117;41;10;57;136;774;0.466;0.508;0.383;0.761;0.559;0.531;F;barneha02
118;Jeremy Lin;11.7;2015-16;27;CHO;78;13;0;2048;300;728;224;502;76;226;238;292;42;211;253;235;58;42;150;165;914;0.412;0.446;0.336;0.815;0.534;0.464;G;linje01
119;Marvin Williams;11.7;2015-16;29;CHO;81;81;0;2338;338;747;186;369;152;378;120;144;127;394;521;110;58;77;62;133;948;0.452;0.504;0.402;0.833;0.585;0.554;F;willima02
120;Kent Bazemore;11.6;2015-16;26;ATL;75;68;0;2083;320;725;211;420;109;305;123;151;28;351;379;171;98;38;138;176;872;0.441;0.502;0.357;0.815;0.551;0.517;G-F;bazemke01
121;Otto Porter Jr.;11.6;2015-16;22;WAS;75;73;0;2276;339;717;241;450;98;267;95;126;97;294;391;120;105;32;70;163;871;0.473;0.536;0.367;0.754;0.564;0.541;F;porteot01
122;Michael Carter-Williams;11.5;2015-16;24;MIL;54;37;0;1649;251;555;236;500;15;55;106;162;48;228;276;281;80;41;153;162;623;0.452;0.472;0.273;0.654;0.497;0.466;G;cartemi01
123;Jordan Hamilton;11.4;2015-16;25;NOP;11;4;0;304;49;116;36;71;13;45;14;21;12;50;62;25;8;3;17;24;125;0.422;0.507;0.289;0.667;0.499;0.478;G-F;hamiljo02
124;Julius Randle;11.3;2015-16;21;LAL;81;60;0;2286;358;835;348;799;10;36;193;270;172;657;829;144;53;29;149;242;919;0.429;0.436;0.278;0.715;0.482;0.435;F-C;randlju01
125;Bojan Bogdanović;11.2;2015-16;26;BRK;79;39;0;2115;324;749;195;411;129;338;110;132;36;219;255;99;29;5;115;119;887;0.433;0.474;0.382;0.833;0.55;0.519;G-F;bogdabo02
126;Nerlens Noel;11.1;2015-16;21;PHI;67;62;0;1965;306;587;305;585;1;2;134;227;154;388;542;122;118;100;158;192;747;0.521;0.521;0.5;0.59;0.544;0.522;C-F;noelne01
127;Sean Kilpatrick;11.1;2015-16;26;BRKDEN;31;0;0;616;123;270;84;156;39;114;60;67;12;44;56;29;12;2;31;37;345;0.456;0.538;0.342;0.896;0.576;0.528;G;kilpase01
128;DeMarre Carroll;11;2015-16;29;TOR;26;22;0;786;105;270;59;152;46;118;30;50;31;91;122;27;44;6;28;63;286;0.389;0.388;0.39;0.6;0.49;0.474;F;carrode01
129;Dennis Schröder;11;2015-16;22;ATL;80;6;0;1621;329;781;252;542;77;239;144;182;25;179;204;349;70;9;183;138;879;0.421;0.465;0.322;0.791;0.51;0.471;G;schrode01
130;Isaiah Canaan;11;2015-16;24;PHI;77;39;0;1966;260;722;84;237;176;485;150;180;20;154;174;137;56;12;91;133;846;0.36;0.354;0.363;0.833;0.528;0.482;G;canaais01
131;T.J. Warren;11;2015-16;22;PHO;47;4;0;1070;221;441;193;371;28;70;45;64;57;90;147;44;37;16;32;94;515;0.501;0.52;0.4;0.703;0.549;0.533;F;warretj01
132;J.J. Barea;10.9;2015-16;31;DAL;74;16;0;1667;317;711;217;451;100;260;74;96;26;126;152;302;26;2;113;110;808;0.446;0.481;0.385;0.771;0.536;0.516;G;bareajo01
133;Elfrid Payton;10.7;2015-16;21;ORL;73;69;0;2145;318;730;288;638;30;92;112;190;77;184;261;468;89;20;177;159;778;0.436;0.451;0.326;0.589;0.478;0.456;G;paytoel01
134;Trey Burke;10.6;2015-16;23;UTA;64;0;0;1366;262;634;174;378;88;256;67;82;18;94;112;148;35;6;80;86;679;0.413;0.46;0.344;0.817;0.507;0.483;G;burketr01
135;Norris Cole;10.6;2015-16;27;NOP;45;23;0;1198;196;484;163;382;33;102;52;65;10;141;151;167;37;5;75;102;477;0.405;0.427;0.324;0.8;0.465;0.439;G;coleno01
