Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
1;LeBron James;19.3;2012-13;28;MIA;76;76;1;19.3;125;101;14.6;4.7;0.322;9.3;2.4;11.7;9.9;31.6;4.4;20.8;13.1;36.4;2.4;1.9;12.4;30.2;F-G;jamesle01
2;Kevin Durant;18.9;2012-13;24;OKC;81;81;1;18.9;122;100;13.6;5.3;0.291;7.6;1.7;9.3;8.9;28.3;1.8;20.3;11.8;21.7;1.9;2.6;13.7;29.8;F-G;duranke01
3;Chris Paul;13.9;2012-13;27;LAC;70;70;1;13.9;127;102;10.6;3.4;0.287;6.4;2.4;8.8;6.4;26.4;2.8;10.5;6.7;46.5;3.8;0.4;13.7;22.6;G;paulch01
4;James Harden;12.8;2012-13;23;HOU;78;78;1;12.8;116;106;9.8;3;0.206;5.2;0.5;5.6;5.8;22.9;2.4;11.9;7.2;25.7;2.4;1;14.9;29;G;hardeja01
5;Russell Westbrook;11.6;2012-13;24;OKC;82;82;1;11.6;111;103;7.7;3.9;0.195;4.6;-0.2;4.4;4.6;23.9;4.8;11.8;8.6;38.4;2.6;0.6;13.2;32.8;G;westbru01
6;Marc Gasol;11.5;2012-13;28;MEM;80;80;0;11.5;115;98;6.1;5.4;0.197;2.1;3.1;5.2;5.1;19.5;7.6;18.9;13.1;19.1;1.6;4.1;13.5;19.2;C;gasolma01
7;Stephen Curry;11.2;2012-13;24;GSW;78;78;0;11.2;115;107;8.4;2.8;0.18;5.3;0.1;5.4;5.6;21.3;2.3;9.1;5.8;31.1;2.1;0.3;13.7;26.4;G;curryst01
8;Kobe Bryant;10.9;2012-13;34;LAL;78;78;1;10.9;112;107;8.4;2.6;0.174;4.7;-0.1;4.6;5;23;2.5;13.1;7.9;29.7;1.8;0.6;13.3;31.9;G-F;bryanko01
9;Deron Williams;10.9;2012-13;28;BRK;78;78;0;10.9;118;109;9.1;1.8;0.184;4.5;-0.7;3.8;4.2;20.3;1.2;8.5;4.8;37.5;1.4;0.8;14.5;24.4;G;willide01
10;Blake Griffin;10.6;2012-13;23;LAC;80;80;1;10.6;114;102;6.8;3.9;0.196;3.2;0.8;4.1;4;22.4;8.7;21.5;15.2;19.9;2;1.6;12.8;25.4;F-C;griffbl01
11;Mike Conley;9.9;2012-13;25;MEM;80;80;0;9.9;111;100;5.1;4.7;0.172;2.3;2.3;4.6;4.6;18.3;1.8;7.9;4.8;29.5;3.4;0.7;15.1;21;G;conlemi01
12;George Hill;9.7;2012-13;26;IND;76;76;0;9.7;117;102;5.9;3.8;0.177;2.2;1.1;3.3;3.5;16.6;2;9.9;6;23.4;1.6;0.7;10.7;18.8;G;hillge01
