Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
56;Terry Rozier;5.6;2017-18;23;BOS;80;16;0;5.6;109;104;2.2;3.4;0.13;0.9;1.2;2.1;2.1;15.1;3.4;16.3;9.9;17.5;1.9;0.8;8.5;20.4;G;roziete01
57;Jakob Poeltl;5.6;2017-18;22;TOR;82;0;0;5.6;122;104;3.1;2.4;0.175;-0.7;1.1;0.4;0.9;17.5;12.4;16.4;14.4;5.4;1.3;5.2;16.6;14.8;C;poeltja01
58;Jamal Murray;5.5;2017-18;20;DEN;81;80;0;5.5;112;113;4.3;1.2;0.103;1.2;-1.5;-0.3;1.1;16.1;3.6;9.4;6.5;16.4;1.5;0.9;12.8;22.8;G;murraja01
59;Montrezl Harrell;5.5;2017-18;24;LAC;76;3;0;5.5;124;109;4.3;1.3;0.205;3.1;0.2;3.3;1.7;24.7;8.9;17;13;10.1;1.4;3.4;9.5;23.8;F-C;harremo01
60;Kelly Olynyk;5.5;2017-18;26;MIA;76;22;0;5.5;112;105;2.8;2.7;0.148;1.1;1.2;2.3;1.9;17.8;5.6;21.6;13.6;18.7;1.7;1.7;17.1;21.7;C-F;olynyke01
61;Thaddeus Young;5.5;2017-18;29;IND;81;81;0;5.5;108;107;2.3;3.2;0.101;-0.2;0.4;0.2;1.4;14.8;8;14.1;11.1;8.5;2.6;1.2;10.4;17.3;F;youngth01
62;Gary Harris;5.5;2017-18;23;DEN;67;65;0;5.5;115;112;3.9;1.5;0.114;1;-0.2;0.8;1.7;16.5;1.8;6.8;4.3;13;2.6;0.5;10.8;20.8;G;harriga01
63;John Collins;5.4;2017-18;20;ATL;74;26;0;5.4;117;108;3.4;2;0.145;-0.4;0.2;-0.2;0.8;18.3;11;22.8;16.9;8.9;1.3;3.8;14.3;17.9;F;collijo01
64;Bojan Bogdanović;5.4;2017-18;28;IND;80;80;0;5.4;114;112;3.8;1.6;0.105;0.5;-1.2;-0.7;0.8;13.9;1.4;10.9;6.2;7.1;1.1;0.3;10.1;19;G-F;bogdabo02
65;Josh Richardson;5.4;2017-18;24;MIA;81;81;0;5.4;106;106;1.8;3.5;0.096;-0.6;1.3;0.7;1.8;13.6;2.9;9;6;13.2;2.3;2.4;12.9;18.2;G;richajo01
66;Jerami Grant;5.4;2017-18;23;OKC;81;1;0;5.4;122;108;3.5;1.9;0.156;0;0.3;0.3;1;16.2;5.6;16.3;10.7;5.1;0.9;4.2;8.8;16;F;grantje01
67;Trevor Ariza;5.3;2017-18;32;HOU;67;67;0;5.3;114;107;2.6;2.8;0.113;0;0.7;0.7;1.5;11.8;1.7;12.9;7.3;6.8;2.1;0.5;7;14.4;F;arizatr01
68;Anthony Tolliver;5.3;2017-18;32;DET;79;14;0;5.3;126;110;3.8;1.5;0.146;1.2;-0.3;0.9;1.3;13.9;3.1;12.3;7.6;7.5;0.9;1.1;9.9;14.8;F-C;tollian01
69;Hassan Whiteside;5.3;2017-18;28;MIA;54;54;0;5.3;111;99;2.3;3;0.187;1.5;1.1;2.6;1.6;24.1;14.3;36.6;25.4;6.9;1.4;5.9;12.3;24.7;C;whiteha01
70;Kentavious Caldwell-Pope;5.3;2017-18;24;LAL;74;74;0;5.3;111;108;2.6;2.7;0.103;-0.4;0.6;0.3;1.4;13.2;2.6;14.1;8.4;9.4;2.1;0.5;9.9;16.9;G;caldwke01
71;Goran Dragić;5.3;2017-18;31;MIA;75;75;1;5.3;108;109;2.9;2.3;0.106;0.9;-0.6;0.3;1.4;16.6;2.5;11.9;7.2;25.4;1.3;0.4;12.2;25.7;G;dragigo01
72;Ricky Rubio;5.3;2017-18;27;UTA;77;77;0;5.3;105;103;1.5;3.8;0.112;-0.7;1.5;0.7;1.6;15.4;2.2;15.3;8.8;28.4;2.7;0.4;18.1;22.9;G;rubiori01
73;Donovan Mitchell;5.2;2017-18;21;UTA;79;71;0;5.2;103;105;1.4;3.8;0.095;0.9;0.3;1.2;2.2;16.7;2.3;10.4;6.4;19.4;2.2;0.9;12.6;29.1;G;mitchdo01
74;Serge Ibaka;5.1;2017-18;28;TOR;76;76;0;5.1;109;105;2.1;3;0.117;-0.1;0;-0.1;1;14.7;4.3;21;12.8;4.4;0.7;3.8;9.7;19.4;F-C;ibakase01
75;Ed Davis;5;2017-18;28;POR;78;0;0;5;121;103;2.5;2.5;0.164;-1.2;0.6;-0.6;0.5;15.5;13.7;28.8;21.3;3.9;1.1;2.9;16.2;12.1;F;davised01
76;Marvin Williams;5;2017-18;31;CHO;78;78;0;5;118;109;3.1;1.9;0.119;0.6;0.3;1;1.5;13.9;3.9;16.2;10;7;1.4;1.6;9.7;14.8;F;willima02
77;Tomáš Satoranský;5;2017-18;26;WAS;73;30;0;5;124;111;3.7;1.3;0.145;0.8;0.5;1.2;1.3;15.4;5;11.1;8;24.8;1.6;0.8;16.3;13.7;G;satorto01
78;James Johnson;5;2017-18;30;MIA;73;41;0;5;109;105;2.2;2.8;0.123;0;1.6;1.6;1.7;15.8;3.5;17.2;10.3;22.5;1.8;2.2;17.1;19.1;F;johnsja01
79;Blake Griffin;4.9;2017-18;28;DETLAC;58;58;0;4.9;109;110;3.2;1.8;0.12;3.6;-0.2;3.4;2.7;19.6;4.1;19.8;12;28.1;1;0.8;12.6;28.9;F-C;griffbl01
80;Jeremy Lamb;4.9;2017-18;25;CHO;80;18;0;4.9;112;109;3;1.9;0.12;1.3;0.2;1.6;1.8;17;2.7;15.4;8.9;15.4;1.5;1.4;9.1;22.4;G-F;lambje01
81;John Henson;4.9;2017-18;27;MIL;76;69;0;4.9;115;108;2.8;2.2;0.12;-1;0.1;-0.9;0.5;15.7;9;21.5;15.3;8.6;1.1;4.7;12.8;15;C-F;hensojo01
82;Klay Thompson;4.9;2017-18;27;GSW;73;73;1;4.9;110;111;3.1;1.8;0.094;1.7;-2.1;-0.4;1;16;1.5;10.3;6.2;11.2;1.1;1.1;9.5;23.7;G-F;thompkl01
83;Marcin Gortat;4.9;2017-18;33;WAS;82;82;0;4.9;112;107;2.4;2.4;0.113;-0.8;0.3;-0.6;0.8;14.7;9.9;24;17;10.6;1;2.6;13.5;15.5;C-F;gortama01
84;Jeff Teague;4.9;2017-18;29;MIN;70;70;0;4.9;111;112;3.4;1.4;0.101;1.1;-0.7;0.4;1.4;16.4;1.2;9.3;5.2;30.6;2.2;0.9;16.4;20.6;G;teaguje01
85;Kyle O'Quinn;4.8;2017-18;27;NYK;77;10;0;4.8;118;105;2.7;2.1;0.166;0.4;2.6;3.1;1.8;20;9.7;27.8;18.8;16.8;1.3;6.1;18.5;17;F-C;oquinky01
86;Dirk Nowitzki;4.8;2017-18;39;DAL;77;77;0;4.8;112;108;2.6;2.2;0.121;1.7;0.6;2.3;2.1;16.7;1.2;25.2;12.8;10.4;1.1;2.1;6;20.5;F-C;nowitdi01
87;Ryan Anderson;4.8;2017-18;29;HOU;66;50;0;4.8;121;109;3.1;1.7;0.132;0.9;-0.8;0.1;0.9;12.6;6.2;15.4;10.8;5.1;0.7;1;7.5;14.4;F;anderry01
88;Domantas Sabonis;4.7;2017-18;21;IND;74;19;0;4.7;110;107;2.5;2.2;0.126;-0.6;-0.5;-1.1;0.4;17.5;10.4;25.2;17.8;12.7;1.1;1.6;15.3;22.1;C-F;sabondo01
89;Fred VanVleet;4.7;2017-18;23;TOR;76;0;0;4.7;115;106;2.7;2;0.149;1.4;1;2.4;1.7;15.9;1.9;11.5;6.8;22.8;2.2;1;11.2;19.1;G;vanvlfr01
90;Eric Gordon;4.7;2017-18;29;HOU;69;30;0;4.7;110;110;2.9;1.8;0.105;2;-1.6;0.4;1.3;15.2;1.3;7.5;4.4;11.7;1;1.1;10.8;24.7;G-F;gordoer01
91;DeMarcus Cousins;4.7;2017-18;27;NOP;48;48;1;4.7;104;102;1.5;3.2;0.13;2.5;2.2;4.7;2.9;22.6;6.8;30.9;19.2;23;2.2;3.5;18.9;31.9;C-F;couside01
92;Jusuf Nurkić;4.7;2017-18;23;POR;79;79;0;4.7;102;101;0.8;3.9;0.108;-1.1;1.1;0;1.1;19.2;10;26.9;18.5;11.7;1.5;4.3;14.6;26.4;C;nurkiju01
93;Myles Turner;4.7;2017-18;21;IND;65;62;0;4.7;110;106;2.2;2.5;0.122;-0.6;0.4;-0.2;0.8;16.6;5.8;19.8;12.8;7;1;5.7;11.6;20;C-F;turnemy01
94;Pascal Siakam;4.7;2017-18;23;TOR;81;5;0;4.7;113;105;2.1;2.5;0.133;-0.3;1.6;1.3;1.4;14.5;5.4;18.6;12.1;13.5;1.8;2;11.1;15.7;F-C;siakapa01
95;Delon Wright;4.5;2017-18;25;TOR;69;4;0;4.5;116;105;2.5;2.1;0.152;1.4;1.8;3.3;1.9;16.5;3.6;11.7;7.7;19.6;2.5;1.8;13.9;17.2;G;wrighde01
96;Jaylen Brown;4.5;2017-18;21;BOS;70;70;0;4.5;105;105;1.2;3.2;0.1;-0.8;0.3;-0.5;0.8;13.6;3.4;14;8.8;8.5;1.6;1;12;21.4;F-G;brownja02
97;Alex Len;4.5;2017-18;24;PHO;69;13;0;4.5;121;110;3.2;1.3;0.154;0.6;-0.3;0.3;0.8;19.4;13.2;26.7;19.8;9.1;0.9;3.5;14;17;C;lenal01
98;Wayne Ellington;4.5;2017-18;30;MIA;77;2;0;4.5;113;110;2.6;1.9;0.105;1;-0.6;0.4;1.2;12.5;1.3;10.7;6;5.9;1.3;0.3;6.6;17.3;G;ellinwa01
99;E'Twaun Moore;4.4;2017-18;28;NOP;82;80;0;4.4;111;112;2.7;1.6;0.081;-1;-0.5;-1.6;0.3;12.1;2.5;7.3;5;10.1;1.5;0.4;10.6;16.1;G-F;mooreet01
100;Ish Smith;4.4;2017-18;29;DET;82;35;0;4.4;109;109;2.4;2;0.102;-0.3;0.3;0;1;15.4;1.4;10.9;6.1;28.4;1.6;0.9;11.2;20.8;G;smithis01
101;Tyreke Evans;4.2;2017-18;28;MEM;52;32;0;4.2;111;111;3.1;1.2;0.126;4.9;-0.5;4.5;2.6;21.1;3.1;16.3;9.5;31.2;1.8;1;11.5;28.4;G-F;evansty01
102;Jarrett Allen;4.2;2017-18;19;BRK;72;31;0;4.2;119;108;2.7;1.5;0.141;-0.9;0.1;-0.8;0.5;17.5;10.5;18.1;14.3;5.4;0.9;4.6;15.1;16.3;C-F;allenja01
103;Reggie Bullock;4.2;2017-18;26;DET;62;52;0;4.2;118;110;2.8;1.4;0.117;0.7;0;0.7;1.2;13.6;1.7;8.3;4.9;8.4;1.4;0.7;7.6;15.7;G-F;bullore01
104;Bam Adebayo;4.2;2017-18;20;MIA;69;19;0;4.2;116;105;2.3;1.9;0.148;-1.1;0.7;-0.4;0.6;15.7;9.7;21.6;15.6;11;1.2;2.5;13.6;15.9;C-F;adebaba01
105;Al-Farouq Aminu;4.2;2017-18;27;POR;69;67;0;4.2;105;104;0.9;3.2;0.097;-0.7;1.1;0.4;1.3;12;5.2;22.3;13.8;5.8;1.9;1.6;11.3;14.8;F;aminual01
106;Tyler Johnson;4.2;2017-18;25;MIA;72;39;0;4.2;109;108;1.9;2.3;0.097;-0.5;0.2;-0.3;0.9;13;1.9;11.7;6.8;12.4;1.5;1.4;9.5;18.6;G;johnsty01
107;Rondae Hollis-Jefferson;4.1;2017-18;23;BRK;68;59;0;4.1;108;109;2.1;2;0.103;-0.3;0.4;0.1;1;16.9;5.5;20;12.7;14.2;1.6;1.9;12.3;22.2;F;holliro01
108;DeMarre Carroll;4.1;2017-18;31;BRK;73;73;0;4.1;109;110;2.3;1.8;0.091;0.5;-0.4;0.2;1.2;14.3;5.1;18.4;11.7;10.5;1.3;1;10.3;19.8;F;carrode01
109;Amir Johnson;4.1;2017-18;30;PHI;74;18;0;4.1;121;103;2.1;2;0.169;-1.2;2.2;1;0.9;14.9;11.8;18.3;15.2;13.9;1.8;3.1;15.6;12.8;F-C;johnsam01
110;Patty Mills;4.1;2017-18;29;SAS;82;36;0;4.1;109;109;2;2.1;0.093;-0.6;-0.4;-1;0.5;11.8;1.4;6.8;4.1;16;1.3;0.4;12.6;17.8;G;millspa02
111;D.J. Augustin;4.1;2017-18;30;ORL;75;36;0;4.1;116;114;3.3;0.8;0.11;1;-1.2;-0.2;0.8;15.4;1.9;8.2;5;24.4;1.5;0;16.5;18.6;G;augusdj01
112;Ersan İlyasova;4;2017-18;30;ATLPHI;69;43;0;4;111;108;2.2;1.9;0.112;-0.2;-0.4;-0.6;0.6;14.9;7.6;18;12.9;7.9;1.7;1.3;9.7;18.7;F;ilyaser01
113;Marc Gasol;4;2017-18;33;MEM;73;73;0;4;104;108;1.5;2.6;0.08;1.7;0.6;2.3;2.7;17.4;3.7;25.3;14.2;21.7;1.1;3.9;14.1;25.6;C;gasolma01
114;Joe Harris;4;2017-18;26;BRK;78;14;0;4;116;113;3;0.9;0.097;0.7;-0.6;0.1;1;13.3;2.7;11.3;7;10.2;0.9;0.8;12;16.6;G;harrijo01
115;Nikola Mirotić;4;2017-18;26;CHINOP;55;14;0;4;111;107;2.2;1.8;0.128;2.5;-0.3;2.2;1.6;18.7;4.3;24.9;14.6;8.6;1.4;2.2;7.7;23.4;F;mirotni01
116;Courtney Lee;3.9;2017-18;32;NYK;76;69;0;3.9;112;113;2.7;1.2;0.082;-0.1;-0.2;-0.3;1;13;1.4;9.3;5.4;11.3;1.7;0.6;9.4;16.9;G;leeco01
117;Jeff Green;3.9;2017-18;31;CLE;78;14;0;3.9;115;114;3.1;0.8;0.103;-0.3;-1.5;-1.8;0.1;14.8;3.7;11.2;7.6;8;1.1;1.6;9.4;19.3;F;greenje02
118;P.J. Tucker;3.9;2017-18;32;HOU;82;34;0;3.9;107;106;1;3;0.082;-1.9;0.8;-1.1;0.5;8.3;4.6;17.8;11.3;4.6;1.7;1;13.7;10.5;F;tuckepj01
119;Willie Cauley-Stein;3.9;2017-18;24;SAC;73;57;0;3.9;106;108;1.7;2.2;0.092;-0.4;0.3;-0.1;1;17.6;7;22;14.2;13.7;1.9;3.1;11;21.8;F-C;caulewi01
120;Trey Lyles;3.9;2017-18;22;DEN;73;2;0;3.9;116;110;2.7;1.2;0.134;2;-0.7;1.3;1.1;17.9;4.5;23.5;14;10.1;1.1;2;9.1;21.1;F;lylestr01
121;Kosta Koufos;3.9;2017-18;28;SAC;71;12;0;3.9;117;108;2.3;1.5;0.134;-0.2;-0.2;-0.4;0.6;17.5;11.7;27.6;19.3;9.7;1.7;2.2;10.4;15.2;C;koufoko01
122;Harrison Barnes;3.8;2017-18;25;DAL;77;77;0;3.8;105;111;2;1.9;0.07;0.8;-1.3;-0.5;1;15.8;3.1;17.1;9.9;9.9;0.9;0.5;8.1;25.2;F;barneha02
123;Kyle Kuzma;3.8;2017-18;22;LAL;77;37;0;3.8;105;109;1.5;2.3;0.077;0.3;-1;-0.7;0.8;14.2;3.9;17.4;10.7;9.1;1;1.1;11;22.5;F;kuzmaky01
124;T.J. McConnell;3.8;2017-18;25;PHI;76;1;0;3.8;109;105;1.3;2.5;0.108;-1.9;1.9;0;0.9;12.5;2.4;11.5;7.1;24.5;2.6;0.6;20.4;13.8;G;mccontj01
125;Brook Lopez;3.8;2017-18;29;LAL;74;72;0;3.8;108;108;1.9;1.9;0.105;0.7;0.2;0.9;1.3;16.5;4.6;13.4;9;11.6;0.8;4.6;10.2;23.5;C;lopezbr01
