Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
1;LeBron James;15.6;2010-11;26;MIA;79;79;1;15.6;116;102;10.3;5.3;0.244;6.3;1.8;8.1;7.8;27.3;3.3;18.7;11.4;34.9;2.1;1.3;13.8;31.5;F-G;jamesle01
2;Pau Gasol;14.7;2010-11;30;LAL;82;82;1;14.7;123;103;10;4.7;0.232;3.9;0.9;4.8;5.2;23.3;10.3;20.5;15.6;15.1;0.8;3.3;9.8;21.8;C-F;gasolpa01
3;Dwight Howard;14.4;2010-11;25;ORL;78;78;1;14.4;113;94;6.7;7.7;0.235;2.9;2.4;5.3;5.4;26.1;12.6;30.6;21.8;6.8;1.9;4.9;16.2;27.2;C;howardw01
4;Chris Paul;13.9;2010-11;25;NOH;80;80;1;13.9;122;103;9.5;4.4;0.232;4.4;2.8;7.1;6.7;23.7;1.6;12.3;6.9;45.8;3.5;0.1;13.9;21.1;G;paulch01
5;Derrick Rose;13.1;2010-11;22;CHI;81;81;1;13.1;113;103;8.3;4.8;0.208;6.3;0.5;6.8;6.7;23.5;3.2;9.4;6.4;38.7;1.5;1.3;13.1;32.2;G;rosede01
6;Dwyane Wade;12.8;2010-11;29;MIA;76;76;1;12.8;114;102;8.1;4.7;0.218;5.5;1.1;6.6;6.1;25.6;5.5;14.4;10.2;23.5;2.1;2.4;12.4;31.6;G;wadedw01
7;Kevin Durant;12;2010-11;22;OKC;78;78;1;12;115;107;8.6;3.3;0.189;5.2;-0.3;4.9;5.3;23.6;2.3;17.7;10.3;13.2;1.5;1.8;10.6;30.6;F-G;duranke01
8;Paul Pierce;11.6;2010-11;33;BOS;80;80;1;11.6;116;101;6.5;5.1;0.201;3;1.6;4.6;4.6;19.7;1.6;16.6;9.5;16.1;1.5;1.4;12.3;24;F-G;piercpa01
9;Kevin Love;11.4;2010-11;22;MIN;73;73;1;11.4;123;108;8.9;2.5;0.21;5.7;-1.3;4.4;4.2;24.3;13.7;34.2;23.6;11.8;0.9;0.8;11.1;22.9;F-C;loveke01
10;Dirk Nowitzki;11.1;2010-11;32;DAL;73;73;1;11.1;118;105;7.8;3.3;0.213;4.3;0.8;5.1;4.5;23.4;2.4;20.8;12;14.2;0.8;1.4;9.1;28.2;F-C;nowitdi01
11;LaMarcus Aldridge;11.1;2010-11;25;POR;81;81;0;11.1;114;107;7.6;3.5;0.166;2.6;-0.5;2.1;3.4;21.5;10.1;17.2;13.5;10.1;1.4;2.4;8.7;25.7;F-C;aldrila01
12;Zach Randolph;10.5;2010-11;29;MEM;75;74;0;10.5;115;105;6.8;3.7;0.185;3.8;-1.2;2.6;3.2;22.6;14.2;26;20.1;10.2;1.2;0.7;10;25;F-C;randoza01
13;Kobe Bryant;10.3;2010-11;32;LAL;82;82;1;10.3;111;105;6.8;3.5;0.178;5.4;-0.2;5.2;5;23.9;3.5;13.3;8.5;26.7;1.9;0.3;11.4;35.1;G-F;bryanko01
14;Chris Bosh;10.3;2010-11;26;MIA;77;77;1;10.3;115;103;6.1;4.3;0.177;1.4;-0.2;1.3;2.3;19.4;6.4;20;13.6;8.9;1.1;1.4;9.8;23.5;F-C;boshch01
15;Lamar Odom;10.1;2010-11;31;LAL;82;35;0;10.1;118;103;6.1;4;0.184;2.8;0.8;3.5;3.7;19.4;7.8;22.2;15.2;15.5;0.9;1.8;12.2;19.7;F;odomla01
16;Al Horford;10.1;2010-11;24;ATL;77;77;1;10.1;118;105;6.4;3.7;0.179;2.5;1.1;3.6;3.9;20.7;8.2;23.7;16;17.5;1.2;2.3;10.6;19.7;C-F;horfoal01
17;Ray Allen;10;2010-11;35;BOS;80;80;1;10;116;104;5.8;4.2;0.166;2.3;0.6;2.9;3.6;16.4;2.3;9;5.8;12.7;1.4;0.4;9.8;19.8;G;allenra02
18;Luol Deng;9.9;2010-11;25;CHI;82;82;0;9.9;111;102;4.7;5.2;0.149;1.1;0.6;1.7;3;15.5;4.4;12.8;8.7;11.9;1.3;1.1;10.7;20.9;F;denglu01
19;Manu Ginóbili;9.9;2010-11;33;SAS;80;79;1;9.9;116;105;6.6;3.2;0.195;4.1;1.3;5.4;4.5;21.7;2.1;11.8;7.1;26.4;2.6;0.8;12.7;26;G;ginobma01
