Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
18;Elton Brand;10.6;2004-05;25;LAC;81;81;0;10.6;113;104;6.9;3.7;0.169;3.4;0.2;3.6;4.2;22.4;12.2;18.4;15.4;13.3;1.1;4.3;11.1;25.4;F-C;brandel01
19;Tayshaun Prince;9.4;2004-05;24;DET;82;82;0;9.4;114;104;5.4;4;0.149;1.4;0.7;2.1;3.1;16.2;5.2;11.5;8.4;14.5;1;1.8;11.1;18.8;F;princta01
20;Vince Carter;9.4;2004-05;28;NJNTOR;77;76;1;9.4;109;104;5.9;3.5;0.159;5.2;0.8;6;5.7;22.9;4.4;12.6;8.4;25.7;2.1;1.3;8.8;31.6;G-F;cartevi01
21;Udonis Haslem;9.2;2004-05;24;MIA;80;80;0;9.2;118;102;5.2;4;0.165;0.2;0.3;0.4;1.6;15.5;10.9;20.4;15.8;6.3;1.2;1.1;13.2;14.9;F-C;hasleud01
22;Allen Iverson;9;2004-05;29;PHI;75;75;1;9;105;105;5.3;3.7;0.136;4.2;0;4.2;5;23.2;1.8;8.9;5.3;37.6;2.9;0.2;13.7;35;G;iversal01
23;Damon Jones;8.7;2004-05;28;MIA;82;66;0;8.7;124;107;6.5;2.3;0.162;3.3;-0.3;3;3.2;15.5;0.7;9.5;5.2;21;0.9;0.1;11.4;15.6;G;jonesda01
24;Brad Miller;8.6;2004-05;28;SAC;56;56;0;8.6;125;105;6.3;2.3;0.198;2.7;1.4;4;3.1;20.7;7.4;20.4;13.9;16.1;1.7;2.3;10;17.4;C-F;millebr01
25;Jason Terry;8.5;2004-05;27;DAL;80;57;0;8.5;120;107;6.2;2.4;0.171;3;0.3;3.3;3.2;18.4;1.8;6.8;4.4;28.8;2.4;0.5;15.2;18;G;terryja01
26;Drew Gooden;8.5;2004-05;23;CLE;82;80;0;8.5;112;102;4.7;3.8;0.163;1.6;0;1.6;2.3;19.7;9.5;26.1;17.6;9.1;1.6;2.2;11;21.7;F;goodedr01
27;Ben Wallace;8.5;2004-05;30;DET;74;74;1;8.5;105;94;1.8;6.7;0.153;0.2;2.6;2.8;3.2;17.4;12.9;26.5;19.8;7.6;2.2;5;9.5;15.2;F-C;wallabe01
28;Mike Bibby;8.5;2004-05;26;SAC;80;80;0;8.5;112;110;6.6;1.9;0.133;3.1;-0.5;2.6;3.6;19.2;2.8;9.2;6;28.1;2.1;0.7;12.3;23.8;G;bibbymi01
29;Rashard Lewis;8.4;2004-05;25;SEA;71;71;1;8.4;117;110;6.9;1.5;0.15;4.5;-0.8;3.7;3.9;19.4;5;12.6;8.8;6.5;1.5;1.8;8.8;24;F;lewisra02
30;Tyson Chandler;8.3;2004-05;22;CHI;80;10;0;8.3;112;94;2.8;5.5;0.183;-0.8;2.7;1.9;2.1;16.4;13.4;26.1;19.8;4.8;1.6;4.8;17.2;14;C;chandty01
31;Kobe Bryant;8.1;2004-05;26;LAL;66;66;1;8.1;111;111;7.1;1;0.145;5.7;-0.8;5;4.7;23.3;4;12.4;8.2;28.5;1.7;1.4;14.3;31.7;G-F;bryanko01
32;Corey Maggette;8.1;2004-05;25;LAC;66;60;0;8.1;112;107;6;2.2;0.16;3;-0.6;2.4;2.7;19.9;3.6;15.5;9.7;16.6;1.5;0.2;13.3;27.9;F;maggeco01
33;Zydrunas Ilgauskas;8.1;2004-05;29;CLE;78;78;1;8.1;110;104;4.8;3.3;0.149;0.3;-0.5;-0.2;1.2;19.5;13.2;17.2;15.2;6.6;1.1;4.7;13.7;24.1;C;ilgauzy01
34;Tony Parker;8.1;2004-05;22;SAS;80;80;0;8.1;106;101;3.6;4.5;0.141;1.4;0.6;2;2.8;18;2;10.7;6.4;33.2;1.9;0.1;14.6;25.1;G;parketo01
35;Eddie Jones;8;2004-05;33;MIA;80;80;0;8;113;104;4.2;3.8;0.135;0.1;1.1;1.2;2.3;13.6;1.6;14.5;8.3;11.5;1.6;1;9.8;16.6;G-F;jonesed02
36;Shane Battier;7.8;2004-05;26;MEM;80;72;0;7.8;117;103;4.4;3.4;0.149;1.1;1.3;2.4;2.8;14.8;7.6;12.1;9.8;8.3;2;2.4;9.5;14.8;F;battish01
37;Larry Hughes;7.7;2004-05;26;WAS;61;61;0;7.7;110;104;4.6;3.1;0.157;2.4;1.9;4.3;3.7;21.6;3.4;15.2;9.1;21.9;3.8;0.6;10.6;26.6;G;hughela01
38;Joe Johnson;7.6;2004-05;23;PHO;82;82;0;7.6;113;110;5.8;1.7;0.112;1.5;-0.6;0.9;2.4;15.1;4.2;9.5;7;13.2;1.2;0.5;10.5;19;G-F;johnsjo02
39;Raef LaFrentz;7.5;2004-05;28;BOS;80;80;0;7.5;120;105;4.9;2.6;0.165;1.8;0.1;1.8;2.1;17.3;8.4;20.8;14.7;7.3;1;3.4;8.5;16.9;F-C;lafrera01
40;Richard Hamilton;7.4;2004-05;26;DET;76;76;0;7.4;106;105;3.9;3.5;0.121;0.3;0;0.3;1.7;16;3;8.8;5.9;23.5;1.4;0.3;13.9;25.1;G-F;hamilri01
41;Wally Szczerbiak;7.3;2004-05;27;MIN;81;37;0;7.3;116;110;5.9;1.3;0.136;1.8;-1.1;0.7;1.8;17.1;3.8;9.5;6.8;12.7;0.8;0.5;11.1;21.5;F;szczewa02
42;Dwight Howard;7.3;2004-05;19;ORL;82;82;0;7.3;111;104;3.8;3.5;0.131;0.1;-0.1;0;1.4;17.2;12.2;22.2;17.3;4.4;1.5;3.6;16.1;16.7;C;howardw01
43;Peja Stojaković;7.3;2004-05;27;SAC;66;66;0;7.3;117;111;6;1.2;0.137;2.4;-1.2;1.2;2.1;17.3;2.7;9.8;6.3;8.7;1.6;0.3;8.2;21.7;F;stojape01
44;Jason Kidd;7.2;2004-05;31;NJN;66;65;0;7.2;107;101;3.1;4.2;0.143;3.3;1.4;4.6;4.1;19.5;4.6;19.8;12.1;40.6;2.7;0.3;15.1;21.3;G;kiddja01
45;Kirk Hinrich;7.2;2004-05;24;CHI;77;77;0;7.2;104;101;2.5;4.7;0.124;0.9;1.6;2.5;3.2;15.3;1.3;10.8;6.1;31.5;2.3;0.6;12.6;22.3;G;hinriki01
46;Rasheed Wallace;7.1;2004-05;30;DET;79;79;0;7.1;103;99;2;5.1;0.127;0.3;1.2;1.5;2.3;16.4;7.7;20.3;14;9.8;1.3;3.2;10;22.3;F-C;wallara01
47;Mehmet Okur;7;2004-05;25;UTA;82;25;0;7;115;108;5.3;1.8;0.147;2.4;-0.5;2;2.3;18.9;10.2;23.4;16.6;12.8;0.8;2.5;13.2;21.3;C-F;okurme01
48;Andre Miller;7;2004-05;28;DEN;82;82;0;7;109;106;4.1;2.9;0.119;0.8;0.1;0.8;2;16.5;4.1;9.6;6.8;32.2;2.2;0.2;17.6;19.5;G;millean02
49;Mike Miller;7;2004-05;24;MEM;76;51;0;7;114;105;4.5;2.6;0.148;2.4;0.4;2.9;2.8;16.7;1.9;13.8;7.9;17.8;1.3;0.8;13.2;19.8;F-G;millemi01
50;P.J. Brown;6.9;2004-05;35;NOH;82;78;0;6.9;112;106;4;2.9;0.118;0.1;0.1;0.2;1.5;15.5;10.7;20.6;15.5;11.2;1.4;1.4;10.5;15.9;F-C;brownpj01
51;Pau Gasol;6.8;2004-05;24;MEM;56;53;0;6.8;112;102;4.1;2.8;0.184;2.9;1.1;4;2.7;22.5;8.7;18.7;13.7;14.7;1.1;4.1;13.8;26.2;C-F;gasolpa01
52;Bobby Simmons;6.8;2004-05;24;LAC;75;74;0;6.8;110;107;4.2;2.6;0.117;0.8;0;0.7;1.9;16.1;5.7;13.2;9.6;13.1;2;0.4;10.6;21;G-F;simmobo01
53;Chris Bosh;6.8;2004-05;20;TOR;81;81;0;6.8;107;107;3.9;2.9;0.108;0.1;-0.3;-0.2;1.4;17.5;7.1;20;13.5;8.6;1.3;2.7;13.1;21.7;F-C;boshch01
54;Antonio Daniels;6.8;2004-05;29;SEA;75;2;0;6.8;124;113;6.3;0.5;0.16;3;-0.8;2.2;2.2;18;1.2;9;5.1;25.6;1.4;0.1;9.3;19;G;daniean01
55;Reggie Miller;6.6;2004-05;39;IND;66;66;0;6.6;118;109;5.1;1.5;0.151;2.2;-0.3;1.8;2;16.6;1;7.7;4.4;13.3;1.3;0.2;8.4;20.8;G-F;millere01
56;Grant Hill;6.6;2004-05;32;ORL;67;67;1;6.6;111;108;4.7;1.9;0.136;2.3;0.2;2.5;2.7;20;3.7;11.4;7.6;17.1;2.1;0.9;12.1;24.8;F-G;hillgr01
57;Kyle Korver;6.6;2004-05;23;PHI;82;57;0;6.6;112;105;3.3;3.3;0.119;0.5;0.9;1.4;2.3;12.8;1.7;14.5;8;11;2;1;11.7;15.1;G-F;korveky01
58;Andre Iguodala;6.6;2004-05;21;PHI;82;82;0;6.6;110;102;2.7;4;0.118;-0.7;2.1;1.4;2.3;13.5;3.7;15.9;9.7;14.3;2.6;1.4;17.9;12.8;F-G;iguodan01
59;Josh Howard;6.4;2004-05;24;DAL;76;76;0;6.4;108;103;3;3.4;0.126;0.3;0.8;1.2;2;15.8;7.9;14.1;11.1;7.2;2.5;1.5;12;18.6;F-G;howarjo01
60;Michael Redd;6.2;2004-05;25;MIL;75;75;0;6.2;110;113;5.5;0.7;0.105;2.8;-1.8;1;2.2;18.3;2.9;10;6.4;11.4;1.2;0.2;7.6;27.8;G;reddmi01
61;Steve Francis;6.2;2004-05;27;ORL;78;78;0;6.2;105;108;3.9;2.3;0.1;2.1;-0.9;1.2;2.4;18.9;4.8;12;8.5;31.6;1.9;0.7;16.6;28;G;francst01
62;Brent Barry;6.1;2004-05;33;SAS;81;8;0;6.1;119;102;3.5;2.7;0.168;1.1;1.3;2.4;1.9;14;1.9;10.8;6.4;16.3;1.2;0.8;11;15.6;G;barrybr01
63;Bruce Bowen;6.1;2004-05;33;SAS;82;82;0;6.1;109;102;2.1;4;0.111;-1.4;1.2;-0.1;1.2;9.5;2.2;10.5;6.3;7.5;1.1;1.1;8.1;12.5;F;bowenbr01
64;Donyell Marshall;6;2004-05;31;TOR;65;2;0;6;120;105;4.1;1.9;0.176;4.7;0.2;4.9;2.9;19.9;6.4;23.3;14.7;8.4;1.8;2;6.2;18.7;F;marshdo01
65;Earl Boykins;6;2004-05;28;DEN;82;5;0;6;112;108;4.2;1.7;0.133;1.9;-0.7;1.2;1.7;17.1;2;5.6;3.8;28.1;1.9;0.4;11.2;22.2;G;boykiea01
66;Quentin Richardson;5.8;2004-05;24;PHO;79;78;0;5.8;108;107;3.3;2.5;0.098;0.7;-0.2;0.5;1.8;13.6;3.6;13.9;9;7.9;1.7;0.6;8.3;18.9;G-F;richaqu01
67;Marcus Camby;5.8;2004-05;30;DEN;66;66;0;5.8;103;96;1.2;4.5;0.138;-0.2;3.3;3.1;2.6;18;7.5;30.1;18.9;12;1.6;7.4;13.2;17.2;C-F;cambyma01
68;Antonio McDyess;5.7;2004-05;30;DET;77;8;0;5.7;109;100;2.5;3.3;0.154;-0.5;0.4;0;0.9;17.2;11.6;19.7;15.7;7.3;1.4;2.2;12;20.3;F-C;mcdyean01
69;Jason Richardson;5.7;2004-05;24;GSW;72;72;0;5.7;105;107;3.3;2.4;0.1;2.8;-0.4;2.5;3;19;4.8;12.5;8.5;19.2;2;0.8;10.1;27.1;G;richaja01
70;Damon Stoudamire;5.7;2004-05;31;POR;81;70;0;5.7;108;110;4.2;1.4;0.099;2.3;-1.3;1;2.1;16.6;2.4;10.2;6.5;29.2;1.7;0.1;11.6;23.6;G;stoudda01
71;Andrei Kirilenko;5.5;2004-05;23;UTA;41;37;0;5.5;117;102;3.5;2;0.197;5.5;3.7;9.2;3.8;24.4;8;15.7;11.7;17.4;2.7;8.5;14.4;21.3;F;kirilan01
72;Rafer Alston;5.5;2004-05;28;TOR;80;78;0;5.5;108;109;3.8;1.7;0.098;1.4;-0.5;0.9;2;16.5;1.7;10.1;5.8;31.7;2.2;0.2;13.5;21.2;G;alstora01
73;Michael Finley;5.5;2004-05;31;DAL;64;64;0;5.5;111;108;3.6;1.9;0.112;1.1;-0.9;0.2;1.3;14.3;2.2;10.1;6.2;11.7;1.1;0.6;5.8;19.5;G-F;finlemi01
74;Matt Harpring;5.5;2004-05;28;UTA;78;55;0;5.5;111;111;4.2;1.2;0.102;0.9;-1.2;-0.3;1.1;15.5;9.2;14;11.5;9.9;1.5;0.5;11.8;20.1;F;harprma01
75;Joe Smith;5.5;2004-05;29;MIL;74;73;0;5.5;116;109;4;1.4;0.116;0;-0.9;-0.9;0.6;15;9.2;18.9;14;4.9;1;1.2;9.9;16.1;F;smithjo02
76;Antawn Jamison;5.4;2004-05;28;WAS;68;68;1;5.4;108;109;3.8;1.7;0.1;1.5;-2;-0.5;1;16.9;6.7;16.1;11.2;10.7;1.1;0.5;8.2;24.1;F;jamisan01
77;Shareef Abdur-Rahim;5.4;2004-05;28;POR;54;49;0;5.4;113;108;3.9;1.5;0.139;1.6;-0.6;0.9;1.4;18.7;7.9;16;12.1;10.7;1.4;1;13;22.1;F;abdursh01
78;Gary Payton;5.4;2004-05;36;BOS;77;77;0;5.4;111;109;3.8;1.6;0.102;1.1;-0.7;0.4;1.5;15.1;2.3;8.5;5.4;29.2;1.8;0.4;15.4;17;G;paytoga01
79;Jeff Foster;5.4;2004-05;28;IND;61;43;0;5.4;118;102;2.9;2.5;0.162;0.2;-0.4;-0.3;0.7;15.4;15.6;25.4;20.6;4.8;1.6;0.6;12.5;13.3;F-C;fosteje01
80;Luke Ridnour;5.4;2004-05;23;SEA;82;82;0;5.4;112;111;4.3;1;0.1;1.4;-0.7;0.7;1.8;14.6;2.6;7.1;4.9;30.6;2;0.7;15.4;17.4;G;ridnolu01
81;Troy Murphy;5.3;2004-05;24;GSW;70;69;0;5.3;106;105;2.6;2.7;0.107;0.4;-1.7;-1.2;0.5;16.8;11;24.2;17.3;6.9;1.1;1;9;22.2;F-C;murphtr01
82;Caron Butler;5.3;2004-05;24;LAL;77;77;0;5.3;110;111;4.1;1.2;0.093;0;-0.7;-0.7;0.9;15.8;6;12.4;9.2;9.3;2.1;0.6;9.9;20.7;F;butleca01
83;Kenyon Martin;5.3;2004-05;27;DEN;70;67;0;5.3;103;102;1.7;3.6;0.111;0.1;1;1.1;1.8;17.5;7.4;18.4;13;13;2.3;2.6;12.5;23.4;F;martike01
84;Brendan Haywood;5.2;2004-05;25;WAS;68;68;0;5.2;115;106;3.2;2;0.134;-0.5;0.3;-0.1;0.9;16.5;11.8;16.4;14;4.9;1.4;4.5;15.1;14.9;C;haywobr01
85;Dan Gadzuric;5.2;2004-05;26;MIL;81;81;0;5.2;113;104;2.8;2.4;0.14;0.3;-0.2;0.1;1;18.1;17;27.4;22.2;2.7;1.4;4.4;13.1;15.8;C;gadzuda01
86;Fred Hoiberg;5.2;2004-05;32;MIN;76;0;0;5.2;138;106;3.9;1.3;0.196;2.2;1.9;4.1;2;16.7;3;12.8;8.1;10.1;2.1;0.8;5.7;12.7;G;hoibefr01
87;Kurt Thomas;5.2;2004-05;32;NYK;80;80;0;5.2;104;105;1.8;3.3;0.087;-0.9;0.2;-0.8;0.9;14.1;6.9;27.4;17.1;9.3;1.3;2.1;9.5;16.6;F;thomaku01
88;David Wesley;5.2;2004-05;34;HOUNOH;80;79;0;5.2;106;106;2.3;2.8;0.089;-1.1;0.6;-0.5;1.1;11.8;1.6;8;4.8;16.5;1.9;0.3;10.9;17.5;G;wesleda01
89;Lorenzen Wright;5.2;2004-05;29;MEM;80;77;0;5.2;103;101;1.3;3.8;0.108;-1.6;0.4;-1.2;0.5;13.9;9.3;22.8;16.1;6.7;1.4;2.4;11.5;17.9;F-C;wrighlo02
90;Morris Peterson;5.1;2004-05;27;TOR;82;61;0;5.1;110;109;3.5;1.6;0.098;0.4;-0.3;0.2;1.4;14.4;3.1;12.4;7.7;11.2;1.9;0.5;8.9;18.9;F;petermo01
91;Primož Brezec;4.9;2004-05;25;CHA;72;72;0;4.9;111;109;3.5;1.4;0.104;0.5;-1.5;-1;0.6;16.1;10.8;16.2;13.3;6.6;0.8;1.8;11.1;18.7;C;brezepr01
92;Carmelo Anthony;4.9;2004-05;20;DEN;75;75;0;4.9;103;107;2.3;2.6;0.09;0.4;-1.6;-1.2;0.5;16.7;6.3;12.5;9.4;13.1;1.3;0.9;13.1;29.2;F;anthoca01
93;Mike Dunleavy;4.9;2004-05;24;GSW;79;79;0;4.9;107;107;2.7;2.2;0.091;0.2;-0.1;0.1;1.4;14.5;3.9;15;9.2;13.1;1.6;0.7;11.9;19.1;F-G;dunlemi02
94;Greg Buckner;4.8;2004-05;28;DEN;70;41;0;4.8;126;105;3;1.8;0.153;-0.2;1.7;1.4;1.3;13.7;5;10.7;7.9;13.2;2.5;0.3;12.6;11.4;G;buckngr01
95;Jalen Rose;4.8;2004-05;32;TOR;81;65;0;4.8;107;112;3.8;1;0.085;1.2;-1.7;-0.5;1;16.6;1.8;9.9;5.8;14;1.2;0.3;11.9;25.5;G-F;roseja01
96;Fred Jones;4.8;2004-05;25;IND;77;14;0;4.8;108;107;2.6;2.2;0.102;0;0.2;0.3;1.3;13.3;1.8;10.8;6.4;15.7;1.5;1;13.4;18;G-F;jonesfr01
97;Bob Sura;4.8;2004-05;31;HOU;61;59;0;4.8;106;102;1.8;2.9;0.119;0.1;1.4;1.5;1.7;14.4;4.9;15.3;10.2;27.3;1.8;0.3;20;18;G;surabo01
98;Jason Hart;4.8;2004-05;26;CHA;74;27;0;4.8;112;107;3.1;1.7;0.121;0.2;1;1.2;1.5;16.9;1;11.8;6.1;32;2.7;0.6;13.4;17.9;G;hartja01
99;Lamar Odom;4.7;2004-05;25;LAL;64;64;0;4.7;107;108;3;1.8;0.098;1;0.4;1.4;2;17.3;6.6;25;15.9;17.9;1;2.1;15.1;20.8;F;odomla01
100;Dikembe Mutombo;4.7;2004-05;38;HOU;80;2;0;4.7;117;96;2;2.7;0.186;-0.8;1.7;0.9;0.9;16.4;14.8;25.9;20.5;1.3;0.7;6.5;15.4;12.9;C;mutomdi01
101;Joel Przybilla;4.7;2004-05;25;POR;76;50;0;4.7;111;103;2;2.7;0.121;-1.6;1.4;-0.2;0.8;15.5;11.5;24.5;18.3;6.4;0.7;6.2;19.3;12.6;C;przybjo01
102;Nazr Mohammed;4.6;2004-05;27;NYKSAS;77;59;0;4.6;106;103;2;2.6;0.115;-1;-0.7;-1.8;0.1;16.4;14.9;20.7;17.8;2.9;1.6;3.3;13.3;19.2;C;mohamna01
103;Josh Childress;4.6;2004-05;21;ATL;80;44;0;4.6;113;111;3.7;0.9;0.093;0.4;-1;-0.6;0.8;15.2;9.1;14.8;11.8;10.4;1.6;1.1;12.5;16;G-F;childjo01
104;Marc Jackson;4.6;2004-05;30;PHI;81;23;0;4.6;108;108;2.9;1.7;0.111;-0.1;-1.7;-1.8;0.1;15.9;10.4;12.8;11.6;7.2;0.8;0.7;12.9;22.7;C;jacksma02
105;Robert Horry;4.6;2004-05;34;SAS;75;16;0;4.6;108;96;1.4;3.1;0.157;0.2;2.8;3;1.8;14.9;7.6;14.8;11.2;9.2;2.6;3.1;14;16.4;F;horryro01
106;Erick Dampier;4.5;2004-05;29;DAL;59;56;0;4.5;111;103;2.3;2.3;0.135;-0.8;-0.1;-0.9;0.5;15.2;13;21.7;17.4;4.9;0.5;3.7;17.9;15.8;C;dampier01
107;Chris Andersen;4.5;2004-05;26;NOH;67;2;0;4.5;116;104;2.7;1.8;0.152;0.5;1.1;1.6;1.3;18.5;10.9;23.6;17;9.1;0.5;5.6;12.7;16.4;C-F;anderch01
108;Chucky Atkins;4.5;2004-05;30;LAL;82;82;0;4.5;112;115;4.7;-0.2;0.074;0.6;-1.7;-1.1;0.6;13.4;1.2;6.4;3.8;20.6;1.3;0.1;13.1;17.9;G;atkinch01
109;Brevin Knight;4.5;2004-05;29;CHA;66;61;0;4.5;108;107;2.6;1.9;0.11;0.7;1.1;1.8;1.8;18;1.2;9.3;5;49.3;3.5;0.2;17.9;18.7;G;knighbr01
110;Cuttino Mobley;4.4;2004-05;29;ORLSAC;66;64;0;4.4;109;110;3.2;1.2;0.089;1.1;-1.2;-0.1;1.1;15;2.1;8.6;5.4;12.5;1.6;0.9;11.5;21.4;G;moblecu01
111;Nenad Krstić;4.4;2004-05;21;NJN;75;57;0;4.4;106;104;1.9;2.5;0.108;-2.7;-0.5;-3.2;-0.6;13.4;9.7;14.9;12.3;7.1;0.9;2.6;14.1;19;C;krstine01
112;Baron Davis;4.4;2004-05;25;GSWNOH;46;32;0;4.4;108;107;2.8;1.5;0.132;4.1;0;4.1;2.4;20.8;2.2;10.6;6.2;42;2.7;0.7;13.2;28.2;G;davisba01
113;Kelvin Cato;4.3;2004-05;30;ORL;62;50;0;4.3;116;103;2.1;2.2;0.137;-0.8;1.5;0.7;1.1;14.9;7.6;22.7;15.3;3.9;1.8;3.8;15.1;12.1;C;catoke01
114;Eddy Curry;4.3;2004-05;22;CHI;63;60;0;4.3;103;102;1.5;2.8;0.115;-0.7;0.2;-0.6;0.7;16.3;7.2;13.6;10.5;4.1;0.6;2.4;15.8;25.5;C;curryed01
115;Jason Williams;4.3;2004-05;29;MEM;71;68;0;4.3;107;107;2.5;1.9;0.106;2.1;-0.7;1.4;1.7;15.4;1.2;6.3;3.7;35.6;2.1;0.2;15.9;19.8;G;willija02
116;Kenny Thomas;4.3;2004-05;27;PHISAC;73;58;0;4.3;105;106;1.9;2.4;0.096;-0.9;-0.6;-1.5;0.3;15.2;9.5;18.3;13.8;11.7;1.6;0.6;12.9;20.7;F;thomake01
117;Danny Fortson;4.3;2004-05;28;SEA;62;0;0;4.3;125;109;3.6;0.7;0.197;-1.7;-1.7;-3.4;-0.4;17;18.4;22.2;20.3;1.2;0.8;0.5;21.1;19;F;fortsda01
118;Darius Songaila;4.3;2004-05;26;SAC;81;21;0;4.3;116;108;3.1;1.2;0.124;-0.6;-0.3;-0.9;0.5;14.9;8.4;14.7;11.5;10.5;1.6;0.8;11.5;16.2;F;songada01
119;Desmond Mason;4.3;2004-05;27;MIL;80;71;0;4.3;107;113;3.6;0.7;0.071;-0.1;-1.5;-1.6;0.3;14.8;3.4;9.3;6.3;12.8;1.1;0.7;11.1;23.2;F;masonde01
120;Mike James;4.3;2004-05;29;HOUMIL;74;5;0;4.3;108;108;2.8;1.5;0.11;1.8;-0.1;1.7;1.8;16.6;2.2;10.8;6.6;25.2;1.9;0.2;11.5;22.8;G;jamesmi01
121;Rasho Nesterović;4.2;2004-05;28;SAS;70;70;0;4.2;101;97;0.5;3.8;0.114;-2.7;1.9;-0.7;0.6;12;12;18;15;6.3;0.9;4.7;14.1;13.5;C;nestera01
122;Matt Bonner;4.2;2004-05;24;TOR;82;0;0;4.2;120;110;3.3;0.9;0.13;0;-0.6;-0.6;0.5;14.7;7.7;13.1;10.4;5.3;1.3;0.9;7.5;15.7;F;bonnema01
123;Jamal Crawford;4.2;2004-05;24;NYK;70;67;0;4.2;106;111;3.1;1.1;0.075;2.1;-1;1;2.1;15.2;1.4;7.5;4.4;19.2;1.8;0.5;11;22.8;G;crawfja01
124;Ricky Davis;4.2;2004-05;25;BOS;82;11;0;4.2;104;110;2.5;1.7;0.074;0.4;-1.1;-0.8;0.8;15;2.9;7.8;5.4;15.5;1.7;0.8;14.6;23.4;G-F;davisri01
125;Jeff McInnis;4.1;2004-05;30;CLE;76;69;0;4.1;108;111;3;1.1;0.074;-0.1;-1.7;-1.8;0.2;12.4;1.4;5.7;3.5;24.1;1.1;0;10.6;18.8;G;mcinnje01
