Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
30;Jae Crowder;7.3;2015-16;25;BOS;73;73;0;7.3;113;102;3.8;3.5;0.152;0.8;1.4;2.2;2.5;15.8;3.2;14.2;8.6;8.9;2.7;1.2;8.3;18.5;F;crowdja01
31;Marcin Gortat;7.3;2015-16;31;WAS;75;74;0;7.3;114;104;4.2;3.1;0.156;0.5;0.1;0.6;1.5;19;10.8;26.3;18.4;7.5;1;3.4;12.4;18.9;C-F;gortama01
32;Anthony Davis;7.2;2015-16;22;NOP;61;61;1;7.2;110;104;4.4;2.8;0.16;3.6;0.4;3.9;3.2;25;6.4;26.4;16.1;10;1.8;4.7;8.4;29.6;F-C;davisan02
33;Derrick Favors;7.1;2015-16;24;UTA;62;59;0;7.1;111;101;3.8;3.4;0.173;2.1;1.2;3.3;2.6;21.6;10;19.6;14.8;8.9;2;3.9;10.1;23.9;F-C;favorde01
34;Pau Gasol;7.1;2015-16;35;CHI;72;72;1;7.1;107;101;3.2;3.9;0.149;2.7;2.3;4.9;4;21.7;7.3;28.7;18.2;21.7;0.9;4.7;12.8;24.6;C-F;gasolpa01
35;Giannis Antetokounmpo;7.1;2015-16;21;MIL;80;79;0;7.1;109;106;4.2;2.9;0.121;1.3;0.7;2.1;2.9;18.8;4.6;20;12.4;20;1.7;3.4;14.8;22.3;F-G;antetgi01
36;Reggie Jackson;6.9;2015-16;25;DET;79;79;0;6.9;109;108;4.9;1.9;0.136;3.4;-0.6;2.7;2.8;19.6;2.5;9.1;5.7;36.3;1.2;0.3;13.8;29.1;G;jacksre01
37;Jonas Valančiūnas;6.9;2015-16;23;TOR;60;59;0;6.9;120;102;4.5;2.4;0.211;2.1;-0.5;1.7;1.4;22.6;13.8;26.3;20.1;4.8;0.8;4.2;11.9;20.9;C;valanjo01
38;Dirk Nowitzki;6.8;2015-16;37;DAL;75;75;0;6.8;110;106;4.2;2.6;0.138;2.4;0.1;2.5;2.7;19;2.4;20.3;11.4;10.1;1.1;1.8;6.4;25.5;F-C;nowitdi01
39;Ed Davis;6.7;2015-16;26;POR;81;0;0;6.7;128;104;4.4;2.3;0.192;1;0.9;1.9;1.6;18.7;14.4;24.2;19.3;7.7;1.7;3.3;13;12.7;F;davised01
40;JJ Redick;6.7;2015-16;31;LAC;75;75;0;6.7;118;109;5.3;1.4;0.154;3.3;-1.1;2.2;2.2;17.5;0.5;6.6;3.6;8.6;1;0.2;7.4;22.6;G;redicjj01
41;Nikola Jokić;6.7;2015-16;20;DEN;80;55;0;6.7;118;104;4.5;2.2;0.185;2.6;1.3;3.9;2.6;21.5;11.4;24.7;17.9;18.1;2.3;2.3;13.2;19.9;C-F;jokicni01
42;Tobias Harris;6.6;2015-16;23;DETORL;76;74;0;6.6;112;107;4.1;2.5;0.126;1.2;0.3;1.5;2.2;16.2;4.1;18.6;11.2;10.6;1.3;1.3;9.8;19.3;F;harrito02
43;Dwight Howard;6.6;2015-16;30;HOU;71;71;0;6.6;111;104;3.5;3.1;0.138;0.3;-0.2;0.1;1.2;18.9;11.4;29.1;20.2;7;1.5;4.1;17;18.4;C;howardw01
44;Steven Adams;6.5;2015-16;22;OKC;80;80;0;6.5;123;105;4.2;2.3;0.155;0;0.2;0.2;1.1;15.5;12.5;16.1;14.4;4.3;1;3.3;14.1;12.6;C;adamsst01
45;Rudy Gobert;6.4;2015-16;23;UTA;61;60;0;6.4;112;99;2.6;3.8;0.16;0;2.2;2.2;2;17.5;12.6;27.7;20.2;7.4;1.2;5.9;19.2;14.2;C;goberru01
46;Luol Deng;6.4;2015-16;30;MIA;74;73;0;6.4;112;105;3.5;2.8;0.128;0.7;0.2;0.8;1.7;15;5.3;15.4;10.5;9;1.6;0.9;8.9;17.4;F;denglu01
47;Chris Bosh;6.4;2015-16;31;MIA;53;53;1;6.4;114;104;4.1;2.3;0.172;3.6;0.5;4;2.7;20.2;3.2;21.1;12.4;12.1;1;1.5;8.1;24.7;F-C;boshch01
48;Carmelo Anthony;6.4;2015-16;31;NYK;72;72;1;6.4;107;107;3.9;2.5;0.121;3.8;-0.5;3.3;3.4;20.3;4.3;19.5;12;21.9;1.3;1.1;10.6;29.7;F;anthoca01
49;Danilo Gallinari;6.3;2015-16;27;DEN;53;53;0;6.3;120;111;5.5;0.9;0.165;3.4;-0.7;2.7;2.2;19;3.1;14;8.5;11.8;1.1;0.8;8;23;F;gallida01
50;Cody Zeller;6.3;2015-16;23;CHO;73;60;0;6.3;119;102;3.6;2.7;0.169;-1.1;1;-0.1;0.9;16.1;8.4;19.7;14;6.3;1.6;2.9;11.2;15.4;C-F;zelleco01
51;George Hill;6.2;2015-16;29;IND;74;73;0;6.2;112;106;3.4;2.8;0.118;0.1;0.7;0.7;1.7;13.2;2.5;10.3;6.5;15.5;1.6;0.5;11.1;15.8;G;hillge01
52;Ian Mahinmi;6.2;2015-16;29;IND;71;71;0;6.2;114;100;2.9;3.3;0.163;-0.9;1.9;0.9;1.4;16.6;8.3;22.1;15.3;8.9;1.8;3.3;15.5;15.7;C;mahinia01
53;Brook Lopez;6.2;2015-16;27;BRK;73;73;0;6.2;109;109;4.5;1.7;0.121;1.9;-0.5;1.3;2.1;21.7;9.2;17.2;13.1;10.8;1.2;4.1;11.6;27.3;C;lopezbr01
54;Khris Middleton;6.1;2015-16;24;MIL;79;79;0;6.1;109;110;4.3;1.8;0.103;1.2;-0.5;0.6;1.9;16.8;1.8;10.2;6;18.9;2.3;0.6;12.3;23;F-G;middlkh01
55;Mason Plumlee;6.1;2015-16;25;POR;82;82;0;6.1;112;104;3.4;2.7;0.14;0;1.6;1.5;1.9;17.2;10.4;22.2;16.3;16.2;1.6;3.2;18.8;17.1;C-F;plumlma01
56;CJ McCollum;6;2015-16;24;POR;80;80;0;6;108;110;4.4;1.7;0.104;2.3;-1;1.3;2.3;17.7;1.8;8.3;5;21.6;1.7;0.6;11.4;27.1;G;mccolcj01
57;Zaza Pachulia;6;2015-16;31;DAL;76;69;0;6;113;104;3.4;2.7;0.145;-0.3;0.1;-0.2;0.9;16.2;13.7;25.7;19.7;9.7;1.6;0.9;16.8;16.2;C;pachuza01
58;Rodney Hood;6;2015-16;23;UTA;79;79;0;6;109;107;3.4;2.5;0.112;0.7;0;0.7;1.7;14.1;1.8;10.5;6.1;14.4;1.5;0.5;10.5;21.5;G-F;hoodro01
59;Amir Johnson;5.9;2015-16;28;BOS;79;76;0;5.9;117;102;3;2.9;0.158;-0.4;1.6;1.2;1.4;16;10.3;19.6;14.9;11.4;1.4;3.6;16.4;13.6;F-C;johnsam01
60;Bismack Biyombo;5.9;2015-16;23;TOR;82;22;0;5.9;118;101;2.8;3.1;0.156;-1.3;1.1;-0.2;0.8;14.9;11.7;29.5;20.8;2.4;0.5;6.1;15.5;11.5;C-F;biyombi01
61;Jeff Teague;5.9;2015-16;27;ATL;79;78;0;5.9;105;104;2.8;3;0.125;1.5;-0.2;1.3;1.9;17.9;1.6;8.6;5.2;34.4;2.1;0.8;16.2;26.6;G;teaguje01
62;Gorgui Dieng;5.9;2015-16;26;MIN;82;39;0;5.9;113;106;3.4;2.5;0.127;-0.1;0.8;0.8;1.5;17.1;8.3;22.1;15.3;10.1;2.1;3.5;16.9;16.7;C;dienggo01
63;Tony Parker;5.8;2015-16;33;SAS;72;72;0;5.8;109;103;2.9;2.9;0.142;0.2;0.2;0.4;1.2;16.2;1;8.8;5.1;29.1;1.4;0.4;14.3;21.2;G;parketo01
64;Robin Lopez;5.8;2015-16;27;NYK;82;82;0;5.8;113;107;3.7;2.1;0.126;0.4;-0.5;-0.2;1;17.6;13.4;16.2;14.8;8.5;0.4;4.4;15.4;17.7;C;lopezro01
65;Ricky Rubio;5.8;2015-16;25;MIN;76;76;0;5.8;110;107;3.6;2.2;0.119;1;0.8;1.8;2.3;17.6;2;14.1;8.2;41.4;3.5;0.4;21;17.7;G;rubiori01
66;John Wall;5.7;2015-16;25;WAS;77;77;1;5.7;102;104;2.2;3.5;0.098;3.1;0.4;3.5;3.9;19.8;1.7;13.8;7.6;46.2;2.5;1.7;17.5;28.6;G;walljo01
67;DeMarcus Cousins;5.7;2015-16;25;SAC;65;65;1;5.7;103;103;2.4;3.3;0.122;2.7;0.6;3.3;3;23.6;7.7;28.2;18;17;2.2;3.3;13.3;35.4;C-F;couside01
68;Evan Fournier;5.7;2015-16;23;ORL;79;71;0;5.7;111;110;4;1.7;0.106;0.1;-0.5;-0.3;1.1;14.6;1.4;8.4;4.9;12.8;1.9;0.1;11.4;20.1;G-F;fournev01
69;Otto Porter Jr.;5.6;2015-16;22;WAS;75;73;0;5.6;112;105;3;2.7;0.119;0.3;0.8;1.1;1.8;14.5;4.7;14.7;9.6;7.9;2.2;1.1;8.3;16.2;F;porteot01
70;Kenneth Faried;5.5;2015-16;26;DEN;67;64;0;5.5;116;107;4;1.5;0.156;1.7;-1.4;0.3;1;21;15.1;23;19;8.1;0.9;2.9;11.2;21;F-C;farieke01
71;Serge Ibaka;5.5;2015-16;26;OKC;78;78;0;5.5;108;105;2.5;3;0.105;-0.6;0;-0.6;0.8;13.9;6.5;16.2;11.6;3.9;0.8;4.5;10.5;17.6;F-C;ibakase01
72;J.R. Smith;5.5;2015-16;30;CLE;77;77;0;5.5;110;106;3;2.5;0.111;0.2;0.3;0.5;1.5;12.4;2.1;8.3;5.2;8.5;1.8;0.7;6.3;18;G-F;smithjr01
73;Andrew Bogut;5.4;2015-16;31;GSW;70;66;0;5.4;120;99;2.6;2.9;0.18;-0.9;3.2;2.4;1.6;15.9;9.5;26;18.3;14.8;1.1;5.8;21.6;11.4;C;bogutan01
74;Marcus Morris;5.4;2015-16;26;DET;80;80;0;5.4;107;108;2.9;2.5;0.091;-0.3;0.1;-0.2;1.3;12.7;3.3;12.4;7.7;11;1.2;0.6;11.6;18.4;F;morrima03
75;Aaron Gordon;5.4;2015-16;20;ORL;78;37;0;5.4;114;105;3.2;2.2;0.139;0.9;0.1;1;1.4;17;9;21.3;15.1;10.3;1.6;2.4;9;17.3;F;gordoaa01
76;David West;5.4;2015-16;35;SAS;78;19;0;5.4;114;98;2.4;2.9;0.184;0.3;2.6;2.9;1.7;17.6;6;18.6;12.5;15.4;1.6;3;12.3;18;F-C;westda01
77;Trevor Ariza;5.4;2015-16;30;HOU;81;81;0;5.4;110;108;3.1;2.3;0.09;0.1;0.3;0.4;1.7;12.9;2.6;11.6;7.1;10;2.8;0.8;10.8;15.7;F;arizatr01
78;Taj Gibson;5.4;2015-16;30;CHI;73;55;0;5.4;115;106;3.2;2.2;0.133;-0.4;0.4;0;1;15.7;11.4;15.9;13.7;8.3;1.2;2.9;12.1;14.6;F-C;gibsota01
79;Kentavious Caldwell-Pope;5.3;2015-16;22;DET;76;76;0;5.3;107;107;2.6;2.7;0.092;-1.1;0.8;-0.3;1.2;12.4;2.6;8.6;5.5;7.8;2;0.5;9;18.2;G;caldwke01
80;Mike Conley;5.3;2015-16;28;MEM;56;56;0;5.3;115;110;4.2;1.1;0.144;3.5;-0.5;3;2.2;19.4;1.6;9.3;5.3;32.7;2;0.8;9.5;22.4;G;conlemi01
81;Darren Collison;5.2;2015-16;28;SAC;74;15;0;5.2;115;112;4.5;0.7;0.113;0.9;-0.8;0.1;1.2;15.9;1.4;6.8;4.1;21.7;1.6;0.1;12.9;19.2;G;collida01
82;Tim Duncan;5.2;2015-16;39;SAS;61;60;0;5.2;107;96;1.6;3.6;0.163;-0.1;3.1;3;2;16.9;8.8;23.8;16.6;15.3;1.6;3.9;15.3;17.6;F-C;duncati01
83;Nikola Vučević;5.2;2015-16;25;ORL;65;60;0;5.2;106;105;2.8;2.4;0.122;1.9;0;1.9;2;21.1;9.3;22.2;15.7;15.9;1.3;2.8;10;26.8;C;vucevni01
84;Kyrie Irving;5;2015-16;23;CLE;53;53;0;5;109;106;3.2;1.7;0.143;3.2;-0.8;2.3;1.8;19.9;3;7.6;5.3;26.6;1.7;0.9;11.4;29.5;G;irvinky01
85;Nicolas Batum;5;2015-16;27;CHO;70;70;0;5;104;105;2;2.9;0.097;1.1;0.1;1.2;2;15.6;2.4;16.8;9.6;26.9;1.3;1.4;17.6;21.4;F-G;batumni01
86;Harrison Barnes;4.9;2015-16;23;GSW;66;59;0;4.9;114;107;3.1;1.9;0.116;-0.2;-1.1;-1.3;0.3;12.3;4.3;12.4;8.6;7.8;1;0.4;7.6;15.9;F;barneha02
87;Dwyane Wade;4.9;2015-16;34;MIA;74;73;1;4.9;103;106;2.4;2.6;0.105;2.3;-0.4;1.9;2.2;20.3;4.3;10.7;7.6;27.4;1.8;1.4;13;31.6;G;wadedw01
88;Victor Oladipo;4.9;2015-16;23;ORL;72;52;0;4.9;105;106;2.2;2.7;0.099;0.9;0.9;1.7;2.3;16.7;2.2;14;8;18.6;2.4;1.9;12.4;22.9;G;oladivi01
89;Patty Mills;4.8;2015-16;27;SAS;81;3;0;4.8;109;102;2.2;2.6;0.139;0.8;0.7;1.5;1.5;14.6;1.9;8.7;5.4;20.1;1.8;0.3;10.7;19.7;G;millspa02
90;Jared Sullinger;4.8;2015-16;23;BOS;81;73;0;4.8;103;100;1.3;3.6;0.121;0;0.7;0.6;1.3;16.7;10.6;27;18.7;15.5;1.9;1.9;10.4;21.8;F;sullija01
91;Avery Bradley;4.8;2015-16;25;BOS;76;72;0;4.8;105;106;2;2.8;0.09;-0.4;0.3;-0.1;1.2;13.2;2;7.3;4.6;9.8;2.2;0.6;9.2;19.8;G;bradlav01
92;Goran Dragić;4.7;2015-16;29;MIA;72;72;0;4.7;105;107;2.4;2.3;0.096;0.1;-0.5;-0.4;1;15.5;2.7;10.4;6.6;28.7;1.5;0.6;16.3;21.9;G;dragigo01
93;Lou Williams;4.7;2015-16;29;LAL;67;35;0;4.7;115;114;4.5;0.3;0.119;2.4;-1.1;1.3;1.6;17.7;1.7;8.1;4.8;15.1;1.6;0.8;10.8;22.8;G;willilo02
94;Jared Dudley;4.6;2015-16;30;WAS;81;41;0;4.6;114;107;2.6;2;0.105;-0.8;0.7;-0.1;1;11.7;2.8;12.6;7.6;11.4;1.7;0.7;13.1;12.7;F-G;dudleja01
95;Shaun Livingston;4.6;2015-16;30;GSW;78;3;0;4.6;119;106;2.9;1.7;0.145;-0.7;1.1;0.3;0.9;13.8;3.2;8.5;6;21;1.8;1.3;15.7;14.2;G;livinsh01
96;Rajon Rondo;4.6;2015-16;29;SAC;72;72;0;4.6;105;107;2.3;2.3;0.087;1;0;1;1.9;16.9;3.3;15.2;9.3;48;2.7;0.3;24.7;18.8;G;rondora01
97;Thabo Sefolosha;4.5;2015-16;31;ATL;75;11;0;4.5;108;100;1.3;3.2;0.122;-1.5;2.3;0.8;1.3;12.4;3.3;17.1;10.4;8.8;2.4;1.7;14.1;12.3;G-F;sefolth01
98;Clint Capela;4.4;2015-16;21;HOU;77;35;0;4.4;114;104;2.4;2;0.144;-0.3;-0.1;-0.4;0.6;18.3;14.4;22.7;18.5;5.1;2;5.2;10.9;16.1;C;capelca01
99;Ersan İlyasova;4.4;2015-16;28;DETORL;74;56;0;4.4;109;106;2.4;2;0.113;0.2;-0.4;-0.2;0.9;14.2;8.1;15.6;11.7;5.6;1.4;1.4;8.9;18.6;F;ilyaser01
100;Andre Iguodala;4.4;2015-16;32;GSW;65;1;0;4.4;115;105;2.3;2.1;0.122;-0.2;1.3;1.1;1.4;12.2;3.4;12.4;8.2;16.3;2;0.8;16.3;12.1;F-G;iguodan01
101;Patrick Beverley;4.4;2015-16;27;HOU;71;63;0;4.4;114;110;3.1;1.3;0.103;0;0.1;0.2;1.1;13;3.9;9.6;6.8;17.9;2.3;1.1;12.6;15.3;G;beverpa01
102;Kristaps Porziņģis;4.4;2015-16;20;NYK;72;72;0;4.4;103;103;1.5;2.9;0.102;0.6;0.3;0.9;1.5;17.7;7.1;20.7;14;7.9;1.3;5;10.9;24.6;F-C;porzikr01
103;Trevor Booker;4.3;2015-16;28;UTA;79;2;0;4.3;109;102;1.8;2.6;0.128;-1;1;0;0.8;14.4;11.9;20.4;16.2;8.2;1.9;2.1;15.7;14.6;F;booketr01
104;Zach Randolph;4.3;2015-16;34;MEM;68;53;0;4.3;107;109;2.8;1.5;0.103;1.4;-1.7;-0.3;0.9;18.3;9.7;20.7;15;12.9;1.1;0.6;9.5;24.6;F-C;randoza01
105;Allen Crabbe;4.3;2015-16;23;POR;81;8;0;4.3;114;110;3.1;1.2;0.098;-0.9;-0.1;-1;0.5;12.2;1.4;9.7;5.6;7.2;1.5;0.6;8.1;16.4;G-F;crabbal01
106;Will Barton;4.3;2015-16;25;DEN;82;1;0;4.3;105;108;2.4;1.9;0.088;1.2;-0.4;0.8;1.7;16;2.7;20;11.2;14.4;1.5;1.3;11.2;23;G;bartowi01
107;Chandler Parsons;4.3;2015-16;27;DAL;61;51;0;4.3;110;108;2.6;1.6;0.114;1.8;0.2;2;1.8;16.2;1.8;15.6;8.7;16;1.3;1;11.8;20.5;F;parsoch01
108;Monta Ellis;4.3;2015-16;30;IND;81;81;0;4.3;99;103;0.4;3.9;0.075;-1;1.1;0.1;1.5;13.7;1.7;9.1;5.4;22.2;2.7;1.1;15.4;21.2;G;ellismo01
109;Danny Green;4.2;2015-16;28;SAS;79;79;0;4.2;99;99;0.2;4.1;0.099;-1;2.1;1.1;1.6;10.5;2.7;13.6;8.4;9.3;2;2.4;11.4;14.6;G-F;greenda02
110;Brandon Bass;4.1;2015-16;30;LAL;66;0;0;4.1;127;111;3.4;0.7;0.146;0.6;0;0.6;0.9;17.3;8.1;15;11.4;9.2;1.2;3.2;9.9;13.9;F;bassbr01
111;Kelly Olynyk;4.1;2015-16;24;BOS;69;8;0;4.1;110;103;2.1;2;0.141;1.2;0.8;1.9;1.4;16.3;5.4;16.2;10.7;11.9;1.8;1.8;10.8;20.9;C-F;olynyke01
112;Kent Bazemore;4.1;2015-16;26;ATL;75;68;0;4.1;99;100;0.3;3.8;0.094;-1.2;1.5;0.3;1.2;13.4;1.5;18;9.9;12.7;2.3;1.4;14.8;20;G-F;bazemke01
113;Andrew Wiggins;4.1;2015-16;20;MIN;81;81;0;4.1;106;113;3.4;0.7;0.069;0.9;-2.2;-1.3;0.5;16.5;4.3;7.5;5.9;10.1;1.4;1.3;10.6;27.2;F-G;wiggian01
114;Kyle Korver;4.1;2015-16;34;ATL;80;80;0;4.1;104;105;1.2;2.9;0.082;-1.5;0.6;-1;0.6;9.7;0.7;10.9;5.9;9.9;1.2;1.1;13.3;13.7;G-F;korveky01
115;Aron Baynes;4.1;2015-16;29;DET;81;1;0;4.1;114;104;2.4;1.7;0.158;-0.5;0.3;-0.2;0.6;17.8;11.9;22.5;17;6.6;0.9;3.2;12.8;18.5;C;baynear01
116;Thaddeus Young;4.1;2015-16;27;BRK;73;73;0;4.1;104;107;1.9;2.2;0.081;0.1;-0.1;0;1.2;17.5;8.1;23;15.4;9.6;2.3;1.2;11.6;21.6;F;youngth01
117;José Calderón;4;2015-16;34;NYK;72;72;0;4;114;109;2.7;1.4;0.096;-0.8;0.1;-0.6;0.7;12.3;1.2;11;6.2;22.3;1.6;0.3;15.4;12.6;G;caldejo01
118;Evan Turner;4;2015-16;27;BOS;81;12;0;4;102;104;1;3;0.085;-0.9;0.9;0;1.1;13.6;2.3;16.5;9.3;23.9;1.7;1;16.9;18.8;G;turneev01
119;Gary Harris;4;2015-16;21;DEN;76;76;0;4;110;111;2.8;1.2;0.079;-0.6;-0.2;-0.9;0.7;12.7;2.4;7.7;5;9.5;2;0.6;10.6;16.5;G;harriga01
120;Al-Farouq Aminu;4;2015-16;25;POR;82;82;0;4;105;107;1.7;2.3;0.082;-0.2;0.2;0.1;1.2;12.7;4.5;18.6;11.5;8.8;1.5;1.8;13.2;16.9;F;aminual01
121;Nikola Mirotić;3.9;2015-16;24;CHI;66;38;0;3.9;107;104;1.8;2.2;0.115;1;0.4;1.5;1.5;15.6;3.8;19.1;11.6;9.4;1.8;2;12.9;21.1;F;mirotni01
122;Jordan Hill;3.9;2015-16;28;IND;73;11;0;3.9;106;102;1.6;2.3;0.124;-0.7;0;-0.7;0.5;16.4;11.3;21.2;16.3;9.5;1.2;2;13.2;20.3;C-F;hilljo01
123;Courtney Lee;3.9;2015-16;30;CHOMEM;79;65;0;3.9;109;109;2.1;1.7;0.08;-1.3;0.3;-1;0.6;11.5;1.4;8.7;4.9;9.1;1.9;1.1;9.4;14.7;G;leeco01
124;Ryan Anderson;3.9;2015-16;27;NOP;66;7;0;3.9;108;112;3.1;0.8;0.092;2.2;-2.4;-0.2;0.9;17.2;7;15.2;10.9;6.1;0.9;1;8;24.7;F;anderry01
125;Rudy Gay;3.8;2015-16;29;SAC;70;70;0;3.8;104;108;1.8;2.1;0.078;-0.1;-0.3;-0.3;1;15.5;4.7;15.9;10.4;8;2;1.7;11.1;22.4;F;gayru01
126;Mirza Teletović;3.8;2015-16;30;PHO;79;1;0;3.8;111;110;2.9;0.9;0.109;2.8;-1.4;1.3;1.4;16.2;3.5;16.3;9.7;9.1;0.9;1;9;23.4;F;teletmi01
