Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
1;LeBron James;20.3;2008-09;24;CLE;81;81;1;20.3;122;99;13.7;6.5;0.318;9.5;3.7;13.2;11.8;31.7;4.3;19;11.9;38;2.4;2.4;11;33.8;F-G;jamesle01
2;Chris Paul;18.3;2008-09;23;NOH;78;78;1;18.3;124;103;13.3;5;0.292;7.2;3.8;11;9.9;30;2.8;14.6;8.7;54.5;3.9;0.3;13.5;27.5;G;paulch01
3;Dwyane Wade;14.7;2008-09;27;MIA;79;79;1;14.7;115;105;10.3;4.4;0.232;8.2;2.4;10.6;9.6;30.4;3.5;12.2;7.8;40.3;3;2.8;11.6;36.2;G;wadedw01
4;Pau Gasol;13.9;2008-09;28;LAL;81;81;1;13.9;126;105;9.8;4.2;0.223;4;0.5;4.5;5;22.2;10;19.3;14.7;14.8;0.9;2.1;11.3;20.4;C-F;gasolpa01
5;Dwight Howard;13.8;2008-09;23;ORL;79;79;1;13.8;113;95;6.2;7.6;0.234;2.1;2.4;4.5;4.7;25.4;13.8;29.5;21.8;7.3;1.4;5.9;15.1;26.1;C;howardw01
6;Brandon Roy;13.5;2008-09;24;POR;78;78;1;13.5;123;109;10.9;2.6;0.223;6;0.1;6.2;6;24;4.4;11.6;7.9;25.4;1.7;0.6;9;27.4;G;roybr01
7;Kobe Bryant;12.7;2008-09;30;LAL;82;82;1;12.7;115;106;8.6;4;0.206;5.6;0.3;5.9;5.9;24.4;3.5;12.8;8.2;23.8;2.1;1;9.7;32.2;G-F;bryanko01
8;Ray Allen;11.1;2008-09;33;BOS;79;79;1;11.1;122;106;7.4;3.7;0.186;3.7;0.3;4;4.3;17.3;2.9;8.6;5.9;12.6;1.3;0.4;10.4;20.8;G;allenra02
9;Dirk Nowitzki;10.9;2008-09;30;DAL;81;81;1;10.9;114;108;7.5;3.4;0.171;3.7;-0.3;3.4;4.2;23.1;3.3;22.1;12.8;12.1;1;1.5;7.8;30.3;F-C;nowitdi01
10;Yao Ming;10.6;2008-09;28;HOU;77;77;1;10.6;114;101;5.6;5;0.196;1.6;1.6;3.1;3.3;22.7;9.6;24.1;17.1;10;0.6;4.2;16;26.2;C;mingya01
11;Paul Pierce;10.3;2008-09;31;BOS;81;81;1;10.3;112;104;5.5;4.8;0.164;2.4;0.7;3.1;3.9;17.7;2.4;15.4;9.2;16.3;1.4;0.7;13.8;25.4;F-G;piercpa01
12;Chauncey Billups;10.1;2008-09;32;DENDET;79;79;1;10.1;121;110;7.9;2.2;0.174;3.8;-0.5;3.4;3.8;18.8;1.4;8.4;5;28.9;1.7;0.5;13;21.7;G;billuch01
13;Tim Duncan;10.1;2008-09;32;SAS;75;75;1;10.1;111;100;5;5;0.191;3.4;2;5.4;4.7;24.4;9.6;27.9;18.9;19.3;0.8;3.7;11.1;28.5;F-C;duncati01
14;Rajon Rondo;9.9;2008-09;22;BOS;80;80;0;9.9;114;101;4.8;5.1;0.179;1.9;2.1;4;4;18.8;4.8;13.9;9.6;39.7;3;0.3;19.2;19.2;G;rondora01
15;Mo Williams;9.8;2008-09;26;CLE;81;81;1;9.8;115;106;6.1;3.7;0.165;2.4;-0.1;2.3;3.1;17.2;2.1;9.4;5.9;20.1;1.3;0.3;12.7;23.4;G;willima01
16;Chris Bosh;9.7;2008-09;24;TOR;77;77;1;9.7;114;108;6.6;3.1;0.159;3;-0.4;2.7;3.5;22.1;8.7;22.1;15.5;11.6;1.2;2;10.2;26.9;F-C;boshch01
17;Gerald Wallace;9.5;2008-09;26;CHA;71;71;0;9.5;115;102;4.9;4.6;0.172;1.3;2.3;3.5;3.7;18.6;5.2;20.3;12.8;12.4;2.5;2.1;12.8;20.5;F;wallage01
18;Rashard Lewis;9.5;2008-09;29;ORL;79;79;1;9.5;113;103;4.7;4.8;0.16;2.7;1;3.7;4.1;16.8;3.7;13.9;8.9;12.5;1.5;1.3;11.6;22;F;lewisra02
19;LaMarcus Aldridge;9.5;2008-09;23;POR;81;81;0;9.5;115;108;6.1;3.3;0.151;1.7;-0.4;1.3;2.5;19.1;9.5;15.6;12.5;9.3;1.4;2;8;23.7;F-C;aldrila01
20;Nenê;9.3;2008-09;26;DEN;77;76;0;9.3;120;105;5.6;3.7;0.177;0.9;1.1;2;2.6;18.8;8.7;18.7;13.8;7.1;1.9;3.1;14.4;18.1;F-C;hilarne01
21;Andre Iguodala;9.2;2008-09;25;PHI;82;82;0;9.2;112;108;5.6;3.5;0.134;2.6;0.6;3.2;4.3;18.4;3.3;14;8.6;22.4;2.1;0.9;13.9;22.3;F-G;iguodan01
22;David Lee;9;2008-09;25;NYK;81;74;0;9;118;108;5.9;3.1;0.154;1;-0.2;0.8;2;19;9.6;27.9;18.4;10.1;1.4;0.6;12;19.2;F-C;leeda02
23;Andre Miller;8.8;2008-09;32;PHI;82;82;0;8.8;115;110;6.2;2.5;0.141;2.4;0;2.4;3.3;18.6;4.9;9.9;7.4;30.2;2;0.4;14;21.8;G;millean02
24;Tony Parker;8.6;2008-09;26;SAS;72;71;1;8.6;112;107;5.6;3;0.168;3.8;-0.2;3.6;3.5;23.4;1.3;9.4;5.4;40.1;1.5;0.1;11.6;31.7;G;parketo01
25;Luis Scola;8.6;2008-09;28;HOU;82;82;0;8.6;114;102;4.3;4.3;0.165;-0.2;0.7;0.5;1.6;17;9.8;23.4;16.9;8.6;1.5;0.3;11.9;19.3;F;scolalu01
26;Troy Murphy;8.5;2008-09;28;IND;73;73;0;8.5;120;106;5.2;3.4;0.165;2.8;0.4;3.2;3.3;17.8;6.4;32;19.1;10.4;1.2;1;11.9;16.9;F-C;murphtr01
27;Jason Kidd;8.5;2008-09;35;DAL;81;81;0;8.5;116;106;4.6;3.9;0.141;1.6;1.9;3.6;4;16.9;3.4;16.4;9.9;34.7;2.9;1;21.8;13.5;G;kiddja01
28;Deron Williams;8.4;2008-09;24;UTA;68;68;0;8.4;116;111;6.5;1.9;0.16;4.8;-0.9;4;3.8;21.1;1.1;8.1;4.6;47.8;1.5;0.6;16.5;24.7;G;willide01
29;Emeka Okafor;8.2;2008-09;26;CHA;82;81;0;8.2;112;103;3.7;4.6;0.147;-0.1;0.3;0.2;1.5;18;12.7;25.2;19;3.5;1;4.2;13.4;18.9;C-F;okafoem01
30;Antawn Jamison;8.1;2008-09;32;WAS;81;81;0;8.1;114;113;6.6;1.6;0.126;3.3;-1.7;1.6;2.8;20.6;7.2;20.5;13.7;9.1;1.6;0.7;7.1;25.9;F;jamisan01
31;Danny Granger;8;2008-09;25;IND;67;66;1;8;114;109;5.6;2.4;0.158;4.9;-0.1;4.8;4.2;21.8;2.2;13.4;7.7;13.1;1.4;3;10;29.6;F;grangda01
32;Anderson Varejão;8;2008-09;26;CLE;81;42;0;8;116;100;3.3;4.7;0.166;-1;1.6;0.6;1.5;14.6;8.9;20.6;15;5.4;1.8;2.3;11.5;14.2;F-C;varejan01
33;Kevin Durant;7.9;2008-09;20;OKC;74;74;0;7.9;111;109;5.2;2.7;0.132;3.4;-0.1;3.3;3.8;20.8;3;16.4;9.6;13.5;1.7;1.4;12.2;28.3;F-G;duranke01
34;Shaquille O'Neal;7.8;2008-09;36;PHO;75;75;1;7.8;117;109;5.6;2.2;0.166;1.9;-0.3;1.7;2.1;22.3;10.1;22.3;16.4;8.9;1.1;3.5;13.6;24.2;C;onealsh01
35;David West;7.8;2008-09;28;NOH;76;76;1;7.8;109;107;4.2;3.5;0.125;1.3;-0.6;0.6;2;18.9;6.5;19.7;13.1;10.9;0.9;1.9;10;26.5;F-C;westda01
36;Paul Millsap;7.7;2008-09;23;UTA;76;38;0;7.7;116;105;4.5;3.3;0.162;0.7;0.3;1.1;1.8;18.6;13.1;21;17;9.8;1.8;2.5;12.6;20;F;millspa01
37;Joe Johnson;7.6;2008-09;27;ATL;79;79;1;7.6;110;110;5.1;2.5;0.116;2.7;-0.9;1.8;3.1;18.2;2.4;10.5;6.5;26.4;1.4;0.5;11;26.6;G-F;johnsjo02
38;Vince Carter;7.5;2008-09;32;NJN;80;80;0;7.5;112;112;5.7;1.8;0.123;3.3;-0.8;2.4;3.3;19.3;3;13.8;8.3;23.7;1.5;1.1;9.8;26.8;G-F;cartevi01
39;Devin Harris;7.5;2008-09;25;NJN;69;69;1;7.5;113;111;5.9;1.7;0.145;3.3;-0.5;2.8;3;21.6;1.4;9.7;5.5;34.4;2.4;0.4;14;28.4;G;harride01
40;José Calderón;7.5;2008-09;27;TOR;68;68;0;7.5;123;112;6.2;1.3;0.154;3.2;-0.4;2.8;2.8;18.8;0.8;8.9;4.9;41;1.7;0.2;16.7;16.9;G;caldejo01
41;Mehmet Okur;7.4;2008-09;29;UTA;72;72;0;7.4;115;107;4.5;2.9;0.148;1.6;-0.3;1.3;2;17.5;6.1;21.5;13.8;8.1;1.2;1.7;11.3;21.7;C-F;okurme01
42;Hedo Türkoğlu;7.3;2008-09;29;ORL;77;77;0;7.3;107;104;3;4.4;0.125;0.5;0.7;1.3;2.4;14.8;1.8;14.2;8.2;22.5;1.2;0.5;14.6;23;F;turkohe01
43;Jason Terry;7.3;2008-09;31;DAL;74;11;0;7.3;115;111;5.4;1.9;0.14;3.3;-0.3;2.9;3.1;19.3;1.8;6.3;4.1;17.6;2;0.6;8.6;25.5;G;terryja01
44;Steve Nash;7.3;2008-09;34;PHO;74;74;0;7.3;119;115;6.7;0.5;0.14;4.5;-2.1;2.4;2.8;19.5;0.9;9.2;5.2;42.4;1.1;0.3;20.8;21.1;G;nashst01
45;Kevin Garnett;7.1;2008-09;32;BOS;57;57;1;7.1;112;98;3;4.1;0.193;2.8;3;5.7;3.5;21.2;5.6;26.7;16.6;14.7;1.9;3.1;10.1;23.4;F-C;garneke01
46;Lamar Odom;6.9;2008-09;29;LAL;78;32;0;6.9;110;102;2.7;4.2;0.143;0.4;1.6;2;2.4;16.6;8.7;22.2;15.5;12.8;1.7;3.3;14.5;18.1;F;odomla01
47;Ben Gordon;6.9;2008-09;25;CHI;82;76;0;6.9;112;112;5.2;1.7;0.11;2.4;-1.3;1.1;2.3;17;2;8.8;5.4;15.9;1.2;0.5;11.9;25;G;gordobe01
48;Mike Bibby;6.9;2008-09;30;ATL;79;79;0;6.9;113;109;4.4;2.5;0.121;2;0;2;2.8;16.3;1.6;10.3;6;24.2;1.9;0.3;10.6;20.6;G;bibbymi01
49;Ronnie Brewer;6.8;2008-09;23;UTA;81;80;0;6.8;113;108;3.9;2.9;0.126;0.5;1;1.5;2.3;16.1;4.6;9.1;6.9;10.9;2.7;0.9;10.1;18.8;G-F;brewero02
50;Matt Bonner;6.8;2008-09;28;SAS;81;67;0;6.8;123;104;3.8;3;0.169;1.1;1;2.1;2;15;6.1;17.6;11.9;6.8;1.3;1;6.3;14.6;F;bonnema01
51;Al Horford;6.8;2008-09;22;ATL;67;67;0;6.8;114;104;3.3;3.5;0.145;0.2;1.5;1.7;2.1;17;7.6;25;16.3;11.9;1.3;3.3;13.1;16.4;C-F;horfoal01
52;Richard Jefferson;6.6;2008-09;28;MIL;82;82;0;6.6;110;110;4.2;2.4;0.109;1;-0.8;0.2;1.6;15.4;2.2;13.3;7.5;11.7;1.2;0.4;10.2;24.6;F;jefferi01
53;Joel Przybilla;6.6;2008-09;29;POR;82;43;0;6.6;124;102;3.2;3.4;0.163;-0.3;1.2;0.9;1.4;15.4;12.8;33.1;22.8;2;1;3.9;18.5;10.2;C;przybjo01
54;Joakim Noah;6.4;2008-09;23;CHI;80;55;0;6.4;123;105;3.8;2.7;0.159;0.1;1.1;1.1;1.5;16.5;14.5;21.3;17.9;8.1;1.3;4.1;15.4;12.3;C;noahjo01
55;Delonte West;6.4;2008-09;25;CLE;64;64;0;6.4;114;104;3;3.4;0.142;0.1;1.7;1.7;2;14.1;1.8;9.2;5.6;16.6;2.4;0.5;12;16.7;G;westde01
56;Marc Gasol;6.4;2008-09;24;MEM;82;75;0;6.4;112;108;3.7;2.7;0.121;-0.3;0.2;-0.1;1.2;16.7;9.6;20;14.7;9.7;1.3;2.9;16.6;18.3;C;gasolma01
57;Derek Fisher;6.3;2008-09;34;LAL;82;82;0;6.3;117;108;3.6;2.7;0.123;-0.5;0.7;0.2;1.3;12.1;1.2;7.4;4.4;14.9;2;0.2;8.8;14.7;G;fishede01
58;Tayshaun Prince;6.2;2008-09;28;DET;82;82;0;6.2;110;110;3.7;2.5;0.098;1.4;-0.2;1.2;2.5;15;4.9;13.7;9.2;13.8;0.8;1.3;8.2;19.2;F;princta01
59;Erick Dampier;6.1;2008-09;33;DAL;80;80;0;6.1;129;107;3.9;2.3;0.161;0;0.6;0.6;1.2;15.7;13.6;21.6;17.7;6.1;0.7;3.8;17.8;10.4;C;dampier01
60;Marvin Williams;6.1;2008-09;22;ATL;61;59;0;6.1;117;108;3.9;2.2;0.14;1;-0.2;0.8;1.5;16;6.2;15.2;10.7;6.3;1.5;1.4;8.6;18.2;F;willima02
61;Rudy Fernández;6.1;2008-09;23;POR;78;4;0;6.1;120;109;4.3;1.8;0.147;2.6;0.4;3;2.5;15.5;2.9;10.1;6.4;12.7;1.9;0.5;11;18.4;G;fernaru01
62;Trevor Ariza;6.1;2008-09;23;LAL;82;20;0;6.1;112;102;2.5;3.5;0.146;0.2;2.2;2.4;2.3;15.5;6.4;13.4;10;10.4;3.5;0.9;11.5;16.6;F;arizatr01
63;Amar'e Stoudemire;6.1;2008-09;26;PHO;53;53;1;6.1;117;111;4.6;1.4;0.149;1.9;-0.3;1.7;1.8;20.3;7.2;18.1;12.9;8.3;1.3;2.1;14;24.2;F-C;stoudam01
64;Jameer Nelson;6;2008-09;26;ORL;42;42;1;6;121;103;3.9;2.1;0.22;3.4;1.7;5.1;2.3;20.6;1.8;10.5;6.2;32.1;2;0.2;12.6;23.2;G;nelsoja01
65;Carl Landry;5.9;2008-09;25;HOU;69;0;0;5.9;123;104;3.7;2.2;0.193;0.3;0.4;0.7;1;17.7;10.3;16.7;13.6;4.6;0.9;1.5;11.9;18.1;F;landrca01
66;Nate Robinson;5.9;2008-09;24;NYK;74;11;0;5.9;113;111;4.4;1.5;0.128;2.5;-0.1;2.4;2.4;18.9;4.7;9.8;7.2;22.9;2.1;0.2;10.7;25.6;G;robinna01
67;Brook Lopez;5.8;2008-09;20;NJN;82;75;0;5.8;110;108;3.2;2.7;0.112;-0.3;-0.3;-0.6;0.9;17.9;10.6;21.2;15.8;6.2;0.9;4.9;13.5;20.3;C;lopezbr01
68;Steve Blake;5.8;2008-09;28;POR;69;69;0;5.8;118;110;4.1;1.7;0.128;1.7;-0.2;1.5;1.9;14.4;1.6;8.4;4.9;25.1;1.7;0.1;13.7;17;G;blakest01
