Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
1;Dirk Nowitzki;16.3;2006-07;28;DAL;78;78;1;16.3;123;102;11.8;4.5;0.278;7.2;1.2;8.3;7.4;27.6;5.3;23.9;14.8;17.8;1;1.7;9.5;28.9;F-C;nowitdi01
2;LeBron James;13.7;2006-07;22;CLE;78;78;1;13.7;112;100;8;5.7;0.206;5.9;2.2;8.1;8.1;24.5;3;16.6;9.6;29.1;2.1;1.3;11.5;31;F-G;jamesle01
3;Tim Duncan;13;2006-07;30;SAS;80;80;1;13;111;94;6.3;6.8;0.23;3.8;3.2;7;6.2;26.1;9.8;27;18.8;18.8;1.3;5.1;14;27.9;F-C;duncati01
4;Kobe Bryant;13;2006-07;28;LAL;77;77;1;13;115;109;10.8;2.2;0.199;6.4;-0.5;5.9;6.1;26.1;2.8;13.5;8.2;25.5;1.8;0.9;10.9;33.6;G-F;bryanko01
5;Steve Nash;12.6;2006-07;32;PHO;76;76;1;12.6;124;110;10.8;1.7;0.225;6.7;-0.8;5.9;5.3;23.8;1.4;9.9;5.8;50.1;1.1;0.2;21;22.9;G;nashst01
6;Shawn Marion;12;2006-07;28;PHO;80;80;1;12;118;100;6.7;5.3;0.191;2.4;1.9;4.4;4.8;20.8;7;22.6;15.2;6.7;2.6;2.8;8.8;19.3;F;mariosh01
7;Elton Brand;11.5;2006-07;27;LAC;80;80;0;11.5;114;103;7.2;4.3;0.18;3.4;0.8;4.2;4.8;23.1;10.5;18.3;14.5;14.7;1.3;4.5;12.5;24.3;F-C;brandel01
8;Chauncey Billups;11.4;2006-07;30;DET;70;70;1;11.4;123;106;8.7;2.7;0.216;4.2;0.5;4.7;4.3;21.3;1.1;10;5.6;32.9;1.8;0.5;12.2;21.5;G;billuch01
9;Luol Deng;11.3;2006-07;21;CHI;82;82;0;11.3;112;100;5.7;5.6;0.176;1.7;1.3;3;3.9;18.7;5.5;15.9;10.8;11.8;1.6;1.2;10;22.2;F;denglu01
10;Amar'e Stoudemire;11.2;2006-07;24;PHO;82;78;1;11.2;116;103;7.2;4;0.201;1.5;0.3;1.8;2.6;23.1;10.1;23.3;17;5;1.5;2.9;15;25.8;F-C;stoudam01
11;Gilbert Arenas;10.8;2006-07;25;WAS;74;73;1;10.8;115;111;9.3;1.5;0.177;5.5;-0.8;4.7;5;24;2.3;11.1;6.6;27.2;2.4;0.3;11.2;31.4;G;arenagi01
12;Jason Terry;10.8;2006-07;29;DAL;81;80;0;10.8;119;106;7.7;3.1;0.182;3.9;0.1;4;4.3;18.9;1.8;7.9;4.9;25.5;1.5;0.5;11.7;21.3;G;terryja01
13;Kevin Garnett;10.7;2006-07;30;MIN;76;76;1;10.7;110;101;5.7;4.9;0.171;3.8;1.7;5.4;5.5;24.1;7.5;30.8;19.5;19.5;1.6;3.2;11.6;27.4;F-C;garneke01
14;Manu Ginóbili;10.6;2006-07;29;SAS;75;36;0;10.6;117;98;6.3;4.3;0.246;5.3;2.5;7.8;5.1;24.1;3.6;15.1;9.6;22.6;2.8;1;13.4;27.1;G;ginobma01
15;Vince Carter;10.5;2006-07;30;NJN;82;82;1;10.5;111;107;7.4;3.1;0.161;4.3;-0.4;3.9;4.6;21.8;4.3;14.2;9.3;25.1;1.4;0.8;10.5;30.8;G-F;cartevi01
16;Kevin Martin;10.2;2006-07;23;SAC;80;80;0;10.2;120;109;8.3;1.9;0.173;3.2;-0.5;2.8;3.4;20.1;2.8;11.6;7.1;10.9;1.8;0.3;9.3;23.2;G;martike02
17;Kirk Hinrich;10.1;2006-07;26;CHI;80;80;0;10.1;113;102;5.5;4.6;0.171;1.7;1.1;2.8;3.5;17;1.3;9.7;5.5;29.2;1.8;0.6;13.9;21.6;G;hinriki01
18;Carlos Boozer;9.9;2006-07;25;UTA;74;74;1;9.9;114;104;6.5;3.4;0.185;4.4;0.2;4.6;4.3;24.1;11.2;29.9;20.6;16.6;1.4;0.7;12.8;26.5;F-C;boozeca01
19;Dwight Howard;9.7;2006-07;21;ORL;82;82;1;9.7;107;99;3.9;5.8;0.154;1.7;1.1;2.8;3.7;21.1;11.8;28.9;20.5;9.5;1.2;4.2;21.4;22.7;C;howardw01
20;Tony Parker;9.6;2006-07;24;SAS;77;77;1;9.6;112;102;5.8;3.9;0.185;2.7;0.4;3.1;3.2;21.4;1.7;10;6;31.7;1.8;0.2;13.3;27.4;G;parketo01
21;Chris Bosh;9.6;2006-07;22;TOR;69;69;1;9.6;112;104;6.1;3.5;0.174;2.8;-0.1;2.7;3.1;22.6;8.1;24.8;16.4;11.7;0.8;2.6;11.7;26.7;F-C;boshch01
22;Jason Kidd;9.3;2006-07;33;NJN;80;80;1;9.3;111;103;5.1;4.1;0.152;3.1;1.5;4.7;4.9;19.4;5.5;20.8;13.2;41.4;2.3;0.6;17.4;19.4;G;kiddja01
