Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
11;Deron Williams;11.3;2007-08;23;UTA;82;82;0;11.3;118;110;8.9;2.3;0.177;4.9;-1.1;3.8;4.5;20.8;1.4;8.3;4.9;43.6;1.5;0.6;17.7;23.1;G;willide01
12;Manu Ginóbili;11.1;2007-08;30;SAS;74;23;0;11.1;116;100;6.6;4.5;0.232;5.6;2.7;8.3;6;24.3;3.3;14.7;9.1;26.4;2.6;1.1;14.5;28.7;G;ginobma01
13;Tim Duncan;11.1;2007-08;31;SAS;78;78;1;11.1;110;97;4.9;6.2;0.201;3;2.2;5.2;4.8;24.4;10.7;28.3;19.6;15.7;1.1;4.3;11.4;28.2;F-C;duncati01
14;Steve Nash;10.5;2007-08;33;PHO;81;81;1;10.5;121;112;9;1.4;0.181;5.8;-1.8;3.9;4.2;21.1;1.2;9.6;5.7;47.3;0.9;0.1;21.6;22;G;nashst01
15;José Calderón;10.2;2007-08;26;TOR;82;56;0;10.2;127;109;8.1;2.2;0.197;4.1;0.4;4.5;4.1;20.5;1.6;9.7;5.6;42.3;1.9;0.2;14.2;16.8;G;caldejo01
16;Carlos Boozer;10.2;2007-08;26;UTA;81;81;1;10.2;112;103;5.9;4.3;0.173;2.5;0.3;2.8;3.5;21.9;8.6;27.7;18.2;14.2;1.8;1.2;12.5;26.6;F-C;boozeca01
17;Chris Bosh;10.1;2007-08;23;TOR;67;67;1;10.1;117;105;7;3.1;0.2;4;0.4;4.4;3.9;23.8;8.4;20.1;14.2;12.1;1.4;2.2;10.7;27.7;F-C;boshch01
18;Tyson Chandler;10;2007-08;25;NOH;79;79;0;10;122;104;5.9;4.1;0.172;0.7;-0.2;0.4;1.7;17.5;13.2;26.1;19.5;4.4;0.9;2.4;15.6;14.5;C;chandty01
19;Rashard Lewis;9.8;2007-08;28;ORL;81;81;0;9.8;115;106;6.1;3.7;0.153;2.7;0.4;3.1;4;16.7;3.8;12.2;8.2;10.5;1.7;0.9;10.1;20.7;F;lewisra02
20;Ray Allen;9.7;2007-08;32;BOS;73;73;1;9.7;116;103;5.6;4.1;0.177;2.9;0.2;3;3.3;16.4;3.6;8.3;6.1;14.6;1.3;0.5;10.4;21.6;G;allenra02
21;Lamar Odom;9.7;2007-08;28;LAL;77;77;0;9.7;116;104;5.3;4.3;0.159;1.3;1;2.3;3.2;16.9;7.8;22.7;15.6;13.8;1.3;1.8;14.2;16.5;F;odomla01
22;Andre Iguodala;9.6;2007-08;24;PHI;82;82;0;9.6;110;105;5.3;4.4;0.143;2.5;1.5;4;4.9;19;3.1;13.4;8.2;20.3;2.8;1.2;12.5;23.8;F-G;iguodan01
23;Antawn Jamison;9.2;2007-08;31;WAS;79;79;1;9.2;112;107;6;3.2;0.144;3.1;-1.3;1.7;2.9;20.3;8;23.3;15.4;7.2;1.9;0.9;6.6;25.9;F;jamisan01
24;Hedo Türkoğlu;9;2007-08;28;ORL;82;82;0;9;111;107;5.6;3.5;0.143;2.6;0.1;2.7;3.6;17.8;3.3;14.2;9;22.9;1.3;0.6;15;24.8;F;turkohe01
25;Monta Ellis;9;2007-08;22;GSW;81;72;0;9;117;111;7.1;1.8;0.14;1.8;-0.3;1.6;2.8;19;4.5;9.8;7;15.8;2;0.6;10.9;21.7;G;ellismo01
26;Baron Davis;8.7;2007-08;28;GSW;82;82;0;8.7;111;109;5.9;2.8;0.131;3.2;0.3;3.6;4.5;19.8;3.1;10.1;6.4;29.7;2.9;1;11.9;25.6;G;davisba01
27;Jason Terry;8.6;2007-08;30;DAL;82;34;0;8.6;118;108;6.1;2.5;0.16;2.6;0.4;3.1;3.3;17.8;1.4;7.7;4.7;17.5;1.8;0.5;7.7;21.7;G;terryja01
28;Mike Dunleavy;8.5;2007-08;27;IND;82;82;0;8.5;115;109;5.9;2.6;0.138;1.9;-0.2;1.7;2.8;17.3;2.1;13.7;7.8;16.1;1.4;0.8;12.8;21.8;F-G;dunlemi02
29;Marcus Camby;8.5;2007-08;33;DEN;79;79;0;8.5;110;98;2.6;5.9;0.148;0.1;3.3;3.4;3.8;17.2;9.2;31.1;20.3;12.9;1.5;7.3;14;13;C-F;cambyma01
30;Pau Gasol;8.4;2007-08;27;LALMEM;66;66;0;8.4;119;109;6.4;2.1;0.172;3.3;0.1;3.4;3.2;21.6;7.4;18.7;13.1;15.2;0.6;3;10.6;22.1;C-F;gasolpa01
31;Kevin Martin;8.4;2007-08;24;SAC;61;57;0;8.4;121;112;7.4;1.1;0.183;3.8;-1.4;2.4;2.4;21;2.6;11.8;7.3;10.1;1.4;0.2;10.1;26.2;G;martike02
32;David West;8.4;2007-08;27;NOH;76;76;1;8.4;109;104;4.3;4;0.14;1.3;0.2;1.5;2.6;19.9;7.2;20.6;13.7;10.6;1.2;2.7;10.2;26.3;F-C;westda01
33;Yao Ming;8.3;2007-08;27;HOU;55;55;1;8.3;112;99;4.2;4.1;0.196;1.8;1.6;3.4;2.8;22.5;9.6;22.9;16.4;11.5;0.6;4;15.1;27.1;C;mingya01
34;Andre Miller;8.3;2007-08;31;PHI;82;82;0;8.3;112;109;5.7;2.6;0.131;2.1;-0.3;1.8;2.9;18.4;3.7;9.1;6.4;32;1.8;0.2;13.7;22.6;G;millean02
35;Carmelo Anthony;8.2;2007-08;23;DEN;77;77;1;8.2;109;107;5.2;3;0.14;2.5;-0.9;1.6;2.5;21.1;7;14.9;11;16.1;1.7;1;12.7;30.2;F;anthoca01
36;Shane Battier;8.2;2007-08;29;HOU;80;78;0;8.2;117;103;3.6;4.6;0.135;0;1.9;2;2.9;11.7;5.2;10.5;7.9;8;1.4;2.3;10.5;11.7;F;battish01
37;Peja Stojaković;8.1;2007-08;30;NOH;77;77;0;8.1;119;109;5.8;2.4;0.144;2.5;-0.9;1.7;2.5;15.7;2.7;11.8;7.1;5.6;1.1;0.3;5.3;19.7;F;stojape01
38;Josh Howard;8;2007-08;27;DAL;76;76;0;8;111;106;4.8;3.2;0.14;1.8;-0.6;1.2;2.2;18.3;5.2;16.7;11.2;10.6;1.1;0.9;7.5;25.9;F-G;howarjo01
39;Andris Biedriņš;8;2007-08;21;GSW;76;59;0;8;127;106;5.4;2.6;0.185;1.1;0.1;1.1;1.6;19.2;12.7;26.2;19.1;5.2;1.3;3.3;12;14.4;C;biedran01
40;Brandon Roy;8;2007-08;23;POR;74;74;1;8;113;110;5.9;2.1;0.138;3.2;0.1;3.3;3.6;19.4;3.4;11.2;7.3;28.2;1.5;0.4;9.3;24.9;G;roybr01
41;Ronnie Brewer;7.8;2007-08;22;UTA;76;76;0;7.8;124;106;5.4;2.4;0.178;2.2;1.6;3.8;3.1;18.4;5.7;7;6.4;9.7;3.2;0.7;8.5;17.5;G-F;brewero02
42;Vince Carter;7.7;2007-08;31;NJN;76;72;0;7.7;111;110;5.5;2.2;0.126;2.6;-0.3;2.4;3.3;18.8;4.4;13.4;8.9;25.2;1.6;0.9;10.9;25.6;G-F;cartevi01
43;Al Jefferson;7.7;2007-08;23;MIN;82;82;0;7.7;109;108;4.8;2.9;0.127;2.8;-1.2;1.6;2.6;22.7;11.9;24.7;18.1;7.5;1.3;3.2;9.4;27.5;C-F;jeffeal01
44;Richard Hamilton;7.7;2007-08;29;DET;72;72;1;7.7;113;106;4.8;2.9;0.152;2.3;0.1;2.3;2.6;18.2;3.7;7.9;5.8;22.3;1.7;0.3;10.5;24.5;G-F;hamilri01
45;Richard Jefferson;7.6;2007-08;27;NJN;82;82;0;7.6;112;112;6.1;1.5;0.114;1.6;-1.3;0.3;1.8;17.4;3.4;9;6.2;15;1.2;0.5;10.9;26.1;F;jefferi01
46;Rasheed Wallace;7.6;2007-08;33;DET;77;76;1;7.6;108;98;2.5;5.1;0.155;1.5;2.6;4.1;3.6;17.2;4.3;21.8;13;9.7;2.1;4.3;8.4;20.5;F-C;wallara01
47;Josh Childress;7.6;2007-08;24;ATL;76;0;0;7.6;127;110;6;1.5;0.16;2.3;-0.3;2;2.3;17.8;9;10.2;9.6;8.5;1.6;1.4;12.4;15.8;G-F;childjo01
48;Tayshaun Prince;7.5;2007-08;27;DET;82;82;0;7.5;112;106;4.3;3.2;0.133;1.7;-0.1;1.6;2.5;15.6;4.8;12.9;8.8;16.5;0.9;1;8;19.9;F;princta01
49;Jason Richardson;7.4;2007-08;27;CHA;82;82;0;7.4;109;109;4.8;2.6;0.113;3.3;-0.3;3;4;18.4;2.9;13.3;8;15.2;1.9;1.4;9.3;25.9;G;richaja01
50;David Lee;7.4;2007-08;24;NYK;81;29;0;7.4;123;110;5.6;1.8;0.151;1.1;-0.7;0.4;1.4;18;11.3;24.1;17.5;6.7;1.2;1;11.8;15.6;F-C;leeda02
51;Shawn Marion;7.4;2007-08;29;MIAPHO;63;62;0;7.4;113;102;3.5;3.9;0.153;1.7;1.6;3.3;3.1;19.2;7.1;23.9;16;9.4;2.7;2.5;9.2;18.5;F;mariosh01
52;Danny Granger;7.3;2007-08;24;IND;80;80;0;7.3;110;107;4.1;3.2;0.122;1.3;0.1;1.4;2.5;16.7;3.4;15.2;9.2;9.6;1.6;2.2;11.1;23.2;F;grangda01
53;Caron Butler;7.2;2007-08;27;WAS;58;58;1;7.2;113;107;4.8;2.4;0.15;3;1.1;4.1;3.5;20.7;4.6;15.4;9.8;21.9;3;0.7;12.4;24;F;butleca01
54;Rajon Rondo;7.2;2007-08;21;BOS;77;77;0;7.2;107;98;2.3;4.9;0.15;-0.4;2.6;2.1;2.4;15.6;4.3;11.9;8.3;28.2;3;0.5;15.7;18.9;G;rondora01
55;Andrei Kirilenko;7.1;2007-08;26;UTA;72;72;0;7.1;118;105;4.3;2.8;0.154;3.1;2;5.2;4;17.2;6.7;11.9;9.3;18.2;2;4;17.6;16.1;F;kirilan01
56;Tony Parker;7;2007-08;25;SAS;69;68;0;7;109;105;3.9;3.2;0.146;2.5;-0.1;2.4;2.6;20;1.6;9.6;5.6;34.1;1.3;0.3;12.1;28.2;G;parketo01
57;Joe Johnson;7;2007-08;26;ATL;82;82;1;7;109;112;5.3;1.7;0.1;2.7;-1.5;1.2;2.7;17.3;2.9;9.9;6.4;25.5;1.3;0.4;11.8;25.6;G-F;johnsjo02
58;Corey Maggette;6.9;2007-08;28;LAC;70;65;0;6.9;112;110;5.1;1.8;0.133;2.6;-0.7;1.9;2.4;19.3;3.6;14.7;9.1;14.3;1.5;0.2;13;27.6;F;maggeco01
59;Samuel Dalembert;6.9;2007-08;26;PHI;82;82;0;6.9;109;103;2.6;4.3;0.121;-1.5;0.5;-1;0.7;15.6;13.1;24;18.5;2.5;0.8;5.6;16.6;15.4;C;dalemsa01
60;Brendan Haywood;6.8;2007-08;28;WAS;80;80;0;6.8;119;109;4.9;1.9;0.146;0.6;-0.8;-0.2;1;18.3;14;16.4;15.2;5.2;0.7;5;12.9;17.3;C;haywobr01
61;Antonio McDyess;6.7;2007-08;33;DET;78;78;0;6.7;110;100;2.4;4.3;0.141;-1.1;0.7;-0.5;0.9;14.1;10.6;24.3;17.4;6.2;1.5;1.8;10.1;15.3;F-C;mcdyean01
62;Mehmet Okur;6.7;2007-08;28;UTA;72;72;0;6.7;114;107;4;2.7;0.134;1.3;-0.5;0.8;1.7;15.2;6.8;21.5;14.2;9;1.2;1;9.9;19.6;C-F;okurme01
63;Brad Miller;6.5;2007-08;31;SAC;72;72;0;6.5;112;107;3.8;2.7;0.125;0.9;0.8;1.7;2.3;16.8;8;23.7;16;16.6;1.4;2.3;16;18.3;C-F;millebr01
64;Luis Scola;6.5;2007-08;27;HOU;82;39;0;6.5;111;101;2.8;3.7;0.154;-1;1;0;1;16.1;9.9;19.3;14.6;8.9;1.6;0.7;12;19.8;F;scolalu01
65;Jeff Foster;6.5;2007-08;31;IND;77;52;0;6.5;126;105;4;2.4;0.165;0.3;0.2;0.5;1.2;15.7;14.9;23.8;19.3;10.1;1.5;1.3;12.4;11.5;F-C;fosteje01
66;Jason Maxiell;6.3;2007-08;24;DET;82;7;0;6.3;117;103;3.4;2.9;0.171;-0.3;0.2;-0.1;0.8;16.7;11.9;17.4;14.6;4.2;0.7;4.2;11.2;17;F-C;maxieja01
67;LaMarcus Aldridge;6.2;2007-08;22;POR;76;76;0;6.2;108;107;3.5;2.8;0.113;0.6;-0.4;0.2;1.5;18.5;9.8;15.8;12.8;8.8;1.1;2.8;8.9;25.3;F-C;aldrila01
68;Anthony Parker;6.2;2007-08;32;TOR;82;82;0;6.2;113;108;3.8;2.5;0.113;0.6;0.2;0.9;1.9;14.4;2.2;12.9;7.5;10.8;1.6;0.5;9;17.4;G;parkean01
69;James Posey;6.2;2007-08;31;BOS;74;2;0;6.2;114;98;2.2;4;0.164;0;2.5;2.5;2.1;12;2.1;18;10.5;9.5;2.1;0.9;12.3;13.5;F-G;poseyja01
70;Troy Murphy;6.2;2007-08;27;IND;75;61;0;6.2;115;106;3.7;2.5;0.141;0.9;0.2;1.2;1.7;16;5.5;22.9;14;12.3;1.1;1.1;10.7;18.4;F-C;murphtr01
71;Kendrick Perkins;6.2;2007-08;23;BOS;78;78;0;6.2;110;97;1.9;4.3;0.156;-1.9;2.4;0.5;1.2;13.3;9.6;19.3;14.8;6.8;0.9;4.9;22.6;13.5;C;perkike01
72;Fabricio Oberto;6.1;2007-08;32;SAS;82;64;0;6.1;125;101;3.2;2.9;0.178;-1.2;1.7;0.4;1;13.8;11.1;19.6;15.4;9.1;1.2;0.9;13.6;10.9;C-F;obertfa01
73;Zydrunas Ilgauskas;6.1;2007-08;32;CLE;73;73;0;6.1;108;104;2.9;3.2;0.131;-0.1;-0.3;-0.4;0.9;18.7;13.1;22.2;17.5;8.5;0.8;4.3;12;22.9;C;ilgauzy01
74;Erick Dampier;6;2007-08;32;DAL;72;64;0;6;123;103;3.3;2.8;0.165;-0.2;1.2;1.1;1.4;15.3;14.1;21.2;17.8;5.4;0.7;4.4;19;11.2;C;dampier01
75;Grant Hill;5.9;2007-08;35;PHO;70;68;0;5.9;115;108;3.8;2.1;0.127;0.9;0.5;1.4;1.9;15.7;4.1;13.1;9;13.1;1.5;1.6;10.7;18;F-G;hillgr01
76;Jason Kidd;5.9;2007-08;34;DALNJN;80;80;1;5.9;104;105;2;3.8;0.097;1.6;1.3;3;3.6;16.7;3.8;20;12;44;2.5;0.7;23.5;17.9;G;kiddja01
77;Tracy McGrady;5.8;2007-08;28;HOU;66;62;0;5.8;104;103;2;3.8;0.115;2.4;0.5;2.9;3.1;18.4;2;13.5;7.8;29.6;1.5;0.9;9.8;30.4;G-F;mcgratr01
78;Michael Redd;5.8;2007-08;28;MIL;72;71;0;5.8;112;115;5.6;0.2;0.104;3.5;-2.1;1.5;2.4;18.8;3.5;10.2;6.7;16.4;1.3;0.4;11;27.3;G;reddmi01
79;Emeka Okafor;5.8;2007-08;25;CHA;82;82;0;5.8;106;105;2.2;3.6;0.103;-0.7;-0.4;-1.1;0.6;17.4;10.7;26.4;18.5;4.5;1.2;3.9;13.8;20;C-F;okafoem01
80;Josh Smith;5.8;2007-08;22;ATL;81;81;0;5.8;102;103;1.2;4.6;0.097;0.5;2.5;3;3.7;19;6.6;20.4;13.5;16.6;2.3;5.9;15.5;25;F;smithjo03
81;Marvin Williams;5.7;2007-08;21;ATL;80;80;0;5.7;110;110;3.6;2.1;0.099;-0.9;-0.5;-1.4;0.4;14.5;5;14.2;9.6;8.3;1.5;0.9;10.4;20.1;F;willima02
82;Derek Fisher;5.7;2007-08;33;LAL;82;82;0;5.7;114;109;3.7;2;0.121;-0.3;0;-0.4;0.9;13.8;1.2;6.9;4.2;15.9;1.9;0.1;9.5;18.6;G;fishede01
83;Jamario Moon;5.7;2007-08;27;TOR;78;75;0;5.7;110;102;2.1;3.6;0.126;0;1.9;1.9;2.2;15;5;21.6;13.2;6.2;2;4;7.7;14.4;F;moonja01
84;Devin Harris;5.6;2007-08;24;DALNJN;64;61;0;5.6;112;108;3.6;1.9;0.132;1.2;-0.2;1;1.5;17.5;1.6;8.2;5;31.1;2.4;0.4;16.3;22.6;G;harride01
85;Jameer Nelson;5.6;2007-08;25;ORL;69;62;0;5.6;113;107;3.4;2.2;0.136;0.7;0.5;1.2;1.6;15.5;1.7;12.1;7.1;31.1;1.7;0.1;17.4;19;G;nelsoja01
86;Leandro Barbosa;5.5;2007-08;25;PHO;82;12;0;5.5;111;111;3.9;1.6;0.109;1.1;-0.9;0.2;1.4;15.8;2;8.2;5.4;13.5;1.5;0.5;9.5;22.8;G;barbole01
87;Al Horford;5.5;2007-08;21;ATL;81;77;0;5.5;108;106;2.4;3;0.103;-1.2;-0.3;-1.6;0.3;14.7;11.4;24.5;18;7.9;1.2;2.2;15.3;16;C-F;horfoal01
88;Al Harrington;5.4;2007-08;27;GSW;81;59;0;5.4;113;110;3.7;1.7;0.118;1;-0.8;0.2;1.2;15.6;5;16.9;10.7;8.9;1.6;0.5;8.2;21.1;F;harrial01
89;Paul Millsap;5.2;2007-08;22;UTA;82;2;0;5.2;112;103;2.5;2.7;0.148;-0.9;0.8;-0.2;0.8;16.1;12.1;20.8;16.5;7;2.2;3.5;12.6;18.1;F;millspa01
90;Ben Gordon;5.1;2007-08;24;CHI;72;27;0;5.1;110;111;3.6;1.4;0.106;2.1;-1.2;0.9;1.7;16.4;1.9;9.2;5.4;16.9;1.2;0.3;11.1;26;G;gordobe01
91;Jamal Crawford;5;2007-08;27;NYK;80;80;0;5;109;115;4.6;0.4;0.076;2.1;-1.8;0.3;1.9;16;1.3;6.3;3.7;22;1.3;0.4;11;24.6;G;crawfja01
92;Mike Miller;5;2007-08;27;MEM;70;70;0;5;112;112;3.9;1.1;0.098;2.2;-1.1;1.1;2;16.1;2.3;19;10.6;16;0.7;0.5;16.6;19.8;F-G;millemi01
93;Rudy Gay;5;2007-08;21;MEM;81;81;0;5;106;110;2.9;2.1;0.08;1.5;-0.6;0.8;2.1;17.4;5.2;13.5;9.3;9.3;1.9;1.9;11.3;25;F;gayru01
94;Kenyon Martin;5;2007-08;30;DEN;71;71;0;5;108;104;2;3;0.111;-1.6;0.8;-0.8;0.6;14.7;5.4;17.5;11.6;6.3;2;2.8;10.3;17.4;F;martike01
95;Rafer Alston;5;2007-08;31;HOU;74;74;0;5;102;103;1;4;0.095;-0.5;1;0.5;1.6;13.2;1.3;10.2;5.8;25.2;2.1;0.5;14;20.7;G;alstora01
96;Keith Bogans;4.9;2007-08;27;ORL;82;35;0;4.9;113;107;2.6;2.3;0.106;0.1;0.5;0.6;1.4;10.9;2.3;11.3;7;7.1;1.4;0.3;7.7;14.4;G-F;boganke01
97;Maurice Evans;4.9;2007-08;29;LALORL;75;47;0;4.9;118;108;3.2;1.6;0.135;1.2;-0.2;1;1.3;13.9;6.4;8.1;7.3;7.5;1.4;0.4;6.4;16.5;G;evansma01
98;Ryan Gomes;4.8;2007-08;25;MIN;82;74;0;4.8;112;112;3.6;1.2;0.096;1;-1.1;-0.1;1.1;15.7;6.1;16.8;11.3;9.6;1.4;0.3;9.1;19.5;F;gomesry01
99;Andrew Bogut;4.8;2007-08;23;MIL;78;78;0;4.8;107;109;2.6;2.3;0.085;0;0;0;1.4;17.5;10.2;23.4;16.5;12.4;1.2;3.9;14.1;20.2;C;bogutan01
100;Andrew Bynum;4.8;2007-08;20;LAL;35;25;0;4.8;127;101;3;1.8;0.23;2.9;1.3;4.2;1.6;22.6;12.1;26.6;19.6;9.6;0.6;5.1;13;17.5;C;bynuman01
101;Linas Kleiza;4.7;2007-08;23;DEN;79;13;0;4.7;114;109;3.1;1.6;0.119;0.2;-1.1;-0.9;0.5;14.4;5.4;13.5;9.5;7.5;1.1;0.7;10.6;18.9;F;kleizli01
102;Metta World Peace;4.7;2007-08;28;SAC;57;54;0;4.7;106;108;2.4;2.2;0.103;2.1;0.7;2.8;2.6;18.8;5.6;12.1;8.9;16.2;3.1;1.4;11.9;25.5;F;artesro01
103;Gerald Wallace;4.6;2007-08;25;CHA;62;59;0;4.6;104;106;1.8;2.8;0.094;0.8;1.3;2.1;2.5;17.5;2.8;15.3;9;15.9;2.9;1.9;14.1;24.6;F;wallage01
104;Stephen Jackson;4.6;2007-08;29;GSW;73;73;0;4.6;107;112;3.2;1.4;0.077;1.1;-1.2;-0.2;1.3;14.9;2.4;9.8;6;15.2;1.6;0.7;12.6;23.1;F-G;jacksst02
105;Mikki Moore;4.6;2007-08;32;SAC;82;79;0;4.6;116;111;3.2;1.4;0.092;-1.8;-0.6;-2.4;-0.3;11.5;8.1;16.2;12.2;5.4;0.7;1.5;16.2;12.7;C-F;mooremi01
106;Mo Williams;4.5;2007-08;25;MIL;66;66;0;4.5;111;114;4.1;0.5;0.091;1.7;-1.4;0.3;1.4;17;1.7;9.8;5.6;30;1.7;0.3;15.3;22.1;G;willima01
107;Nick Collison;4.5;2007-08;27;SEA;78;35;0;4.5;109;107;2.2;2.3;0.098;-1.2;-0.2;-1.4;0.3;15;12.5;23.3;17.9;7.9;1.1;1.9;14.2;16.2;F;collini01
108;Thaddeus Young;4.5;2007-08;19;PHI;74;22;0;4.5;115;106;2.6;2;0.14;0.2;0.3;0.5;1;16.5;9.1;14.8;11.9;6.2;2.5;0.4;10.7;17.4;F;youngth01
109;Raja Bell;4.5;2007-08;31;PHO;75;75;0;4.5;113;111;3;1.5;0.082;-0.3;-0.5;-0.8;0.8;10.5;2.2;9;5.9;8.6;1;0.7;7.6;14.5;G;bellra01
110;Antonio Daniels;4.5;2007-08;32;WAS;71;63;0;4.5;117;112;3.5;1;0.099;-0.4;-0.3;-0.8;0.7;13.7;1.2;10;5.5;24;1.7;0.1;14.3;13.5;G;daniean01
111;Chuck Hayes;4.4;2007-08;24;HOU;79;44;0;4.4;107;97;0.8;3.7;0.136;-3.2;4.1;0.8;1.1;11.2;9.6;20.8;15.3;8.4;2.9;2;21.1;8.5;F-C;hayesch01
112;Lou Williams;4.4;2007-08;21;PHI;80;0;0;4.4;108;108;2.5;1.8;0.112;1.3;0.1;1.4;1.6;16.7;2.6;8.1;5.3;22.6;2.3;0.6;12.4;24.3;G;willilo02
113;Bruce Bowen;4.4;2007-08;36;SAS;81;81;0;4.4;106;105;0.9;3.4;0.085;-2.9;1.5;-1.4;0.4;7;1.6;9.6;5.6;5.5;1.2;0.7;9.1;9.9;F;bowenbr01
114;Luol Deng;4.4;2007-08;22;CHI;63;59;0;4.4;107;109;2.4;1.9;0.098;1.1;-1;0.1;1.1;17;7;14.2;10.4;13.2;1.4;1.1;10.6;23.6;F;denglu01
115;Leon Powe;4.3;2007-08;24;BOS;56;5;0;4.3;124;100;2.7;1.6;0.256;1;-0.7;0.2;0.5;20.9;14.9;18.3;16.7;3.3;1;1.6;10.8;22.8;F;powele01
116;Brandon Bass;4.3;2007-08;22;DAL;79;1;0;4.3;112;106;2.4;1.9;0.132;-0.2;-0.2;-0.4;0.6;15.9;9.2;16.3;12.9;6.1;0.8;2.3;12.4;19.8;F;bassbr01
117;Joel Przybilla;4.3;2007-08;28;POR;77;67;0;4.3;111;104;1.6;2.7;0.113;-2.6;0.9;-1.7;0.1;12.3;12.7;29.3;21;2.3;0.4;4;23.8;10.4;C;przybjo01
118;Francisco García;4.2;2007-08;26;SAC;79;20;0;4.2;108;109;2.4;1.8;0.097;0.7;0.1;0.8;1.5;15.1;3;11.7;7.4;10.2;2.3;1.8;13.2;20.7;F-G;garcifr01
119;Kyle Korver;4.2;2007-08;26;PHIUTA;75;0;0;4.2;114;109;2.7;1.5;0.116;0.4;-0.1;0.3;1;12.8;1.5;10.5;6;8.8;1.3;1.4;10.6;18.3;G-F;korveky01
120;Ronny Turiaf;4.2;2007-08;25;LAL;78;21;0;4.2;112;104;2;2.1;0.137;-1.2;1.9;0.7;1;15;7.5;15.4;11.6;12.7;1;5.3;13.1;16.7;F;turiaro01
121;Michael Finley;4.2;2007-08;34;SAS;82;61;0;4.2;105;105;1.3;2.9;0.091;-0.5;-0.1;-0.6;0.8;11.4;1.5;12;6.8;8.6;0.7;0.3;6.6;18.5;G-F;finlemi01
122;Joe Smith;4.1;2007-08;32;CHICLE;77;36;0;4.1;110;108;2.4;1.8;0.115;-0.5;-0.6;-1.1;0.4;16.1;10.3;16.1;13.1;6.7;1;2.1;8.7;21;F;smithjo02
123;DeShawn Stevenson;4.1;2007-08;26;WAS;82;82;0;4.1;111;113;3.2;0.9;0.077;0.9;-1;-0.2;1.2;12.6;1.6;9.3;5.4;15.5;1.4;0.5;10.5;17.4;G;stevede01
124;Eduardo Nájera;4.1;2007-08;31;DEN;78;3;0;4.1;116;106;2.1;2;0.118;-0.8;1;0.2;0.9;12.1;7.5;14.3;11;7.8;2;1.7;12.7;11.9;F;najered01
125;Daniel Gibson;4.1;2007-08;21;CLE;58;26;0;4.1;116;110;2.7;1.4;0.111;-0.4;0;-0.4;0.7;11.7;1.9;6.9;4.3;13.1;1.4;0.6;12.9;15.1;G;gibsoda01
126;Kurt Thomas;4.1;2007-08;35;SASSEA;70;48;0;4.1;109;102;1.3;2.7;0.123;-1.7;1.9;0.1;0.9;14.2;9.2;26.4;17.8;6.5;1.8;2.6;9.6;13.5;F;thomaku01
