Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
1;Nikola Jokić;15.6;2020-21;25;DEN;72;72;1;15.6;130;109;12.2;3.4;0.301;9.1;3;12.1;8.8;31.3;9.4;26.1;17.8;40.4;1.9;1.9;13.1;29.6;C-F;jokicni01
2;Rudy Gobert;11.3;2020-21;28;UTA;71;71;1;11.3;131;101;6.1;5.2;0.248;2.1;2.8;4.9;3.8;23.5;12.2;33.5;23.3;6;0.9;7;13.7;17;C;goberru01
3;Damian Lillard;10.4;2020-21;30;POR;67;67;1;10.4;125;118;9.6;0.8;0.209;7.5;-1.3;6.3;5;25.6;1.4;11.5;6.3;34.6;1.3;0.6;11.6;31.4;G;lillada01
4;Giannis Antetokounmpo;10.2;2020-21;26;MIL;61;61;1;10.2;122;107;6.9;3.3;0.244;6.2;2.8;9;5.6;29.2;5.3;28.9;17.5;28.7;1.7;3.2;13.2;32.5;F-G;antetgi01
5;Jimmy Butler;9.3;2020-21;31;MIA;52;52;0;9.3;127;108;6.6;2.7;0.255;5.4;2.3;7.7;4.3;26.5;6.3;17.1;11.8;35.1;3.1;1.1;10.6;26.6;F-G;butleji01
6;Chris Paul;9.2;2020-21;35;PHO;70;70;1;9.2;124;111;6.5;2.7;0.201;3.5;1.1;4.6;3.6;21.4;1.3;14.5;8;40.9;2.2;0.8;14;22.6;G;paulch01
7;Stephen Curry;9;2020-21;32;GSW;63;63;1;9;119;111;6.5;2.5;0.201;8.3;0.4;8.7;5.8;26.3;1.5;15.4;8.5;30.5;1.7;0.3;12.2;34.8;G;curryst01
8;Kawhi Leonard;8.8;2020-21;29;LAC;52;52;1;8.8;126;110;6.4;2.4;0.238;6;1.3;7.3;4.2;26;3.6;17.4;10.7;24.9;2.3;1.1;9.2;28.6;F;leonaka01
9;Bam Adebayo;8.8;2020-21;23;MIA;64;64;0;8.8;122;108;5.6;3.2;0.197;2.9;2;4.9;3.7;22.7;7.7;22.6;15.3;26.9;1.7;3.2;15;23.7;C-F;adebaba01
10;Joel Embiid;8.8;2020-21;26;PHI;51;51;1;8.8;121;104;5.6;3.2;0.266;6.3;1.2;7.5;3.8;30.3;8;29.1;18.7;16.2;1.5;3.9;12.2;35.3;C;embiijo01
11;Zion Williamson;8.7;2020-21;20;NOP;61;61;1;8.7;124;115;7.1;1.6;0.205;6.1;-0.3;5.8;4;27.1;8.9;14.7;11.8;19.7;1.3;1.8;11.6;29.8;F-C;willizi01
12;Deandre Ayton;8.4;2020-21;22;PHO;69;69;0;8.4;127;109;5.3;3.1;0.191;1.1;0.1;1.2;1.7;20.3;12.4;26.3;19.5;6.8;1;3.4;11.9;18.2;C;aytonde01
13;Clint Capela;8.2;2020-21;26;ATL;63;63;0;8.2;125;106;4.9;3.3;0.207;2.7;0;2.7;2.2;24.3;17.5;34.3;26.1;4.1;1.1;6;8.4;19.9;C;capelca01
14;Mikal Bridges;8;2020-21;24;PHO;72;72;0;8;131;112;5.4;2.6;0.164;2.4;0.9;3.3;3.1;16.4;3.7;11.1;7.5;8.8;1.6;2.4;7.3;14.9;F-G;bridgmi01
15;Jonas Valančiūnas;7.8;2020-21;28;MEM;62;61;0;7.8;126;108;5.1;2.6;0.213;3.2;-0.3;3;2.2;24.4;15.1;31.9;23.4;10;1;2.9;10.7;22.4;C;valanjo01
16;Julius Randle;7.8;2020-21;26;NYK;71;71;1;7.8;111;107;3.4;4.3;0.14;2.9;0.9;3.8;3.9;19.7;3.5;25.7;14.7;27.2;1.2;0.6;13.8;29.3;F-C;randlju01
17;Luka Dončić;7.7;2020-21;21;DAL;66;66;1;7.7;114;111;5.1;2.6;0.163;6.1;0.7;6.8;5.1;25.3;2.7;22.9;12.8;44.1;1.4;1.5;15.3;36;G-F;doncilu01
18;Enes Freedom;7.5;2020-21;28;POR;72;35;0;7.5;133;113;5.7;1.7;0.204;2.1;-1.4;0.6;1.2;22.4;16.8;31.9;24.2;7.2;0.9;2.4;11;17.4;C;kanteen01
19;Kyrie Irving;7.4;2020-21;28;BRK;54;54;1;7.4;121;114;5.8;1.6;0.189;5.7;-0.2;5.5;3.6;24.4;3.2;11.4;7.5;28.6;1.9;1.7;9.9;30.4;G;irvinky01
20;DeMar DeRozan;7.4;2020-21;31;SAS;61;61;0;7.4;122;115;5.9;1.5;0.172;3.2;-0.1;3.1;2.6;22;2;11.6;6.7;32;1.3;0.6;9.7;26.1;G-F;derozde01
21;Montrezl Harrell;7.3;2020-21;27;LAL;69;1;0;7.3;127;106;4.5;2.7;0.221;2.3;0.7;3;2;22.7;11.3;19.1;15.2;7.7;1.4;2.8;9.4;21.7;F-C;harremo01
22;Trae Young;7.2;2020-21;22;ATL;63;63;0;7.2;117;116;5.9;1.3;0.163;5.3;-1.7;3.7;3;23;2;10.5;6.3;45.5;1.2;0.5;16.2;33;G;youngtr01
23;Tobias Harris;7.1;2020-21;28;PHI;62;62;0;7.1;118;108;4.1;3.1;0.17;2.9;0.8;3.7;2.9;20;3.5;19.2;11.4;17.6;1.3;2.3;9.5;23.9;F;harrito02
24;Joe Ingles;7;2020-21;33;UTA;67;30;0;7;129;111;4.7;2.3;0.18;2.6;0.9;3.5;2.6;15.9;1.6;11.8;6.9;24;1.2;0.5;16.3;16.6;F-G;inglejo01
25;James Harden;7;2020-21;31;BRKHOU;44;43;1;7;122;112;5.3;1.7;0.208;6.2;1;7.2;3.7;24.5;2.5;20.6;11.9;44.4;1.6;1.8;16.8;28.4;G;hardeja01
26;Domantas Sabonis;6.9;2020-21;24;IND;62;62;1;6.9;115;110;4;3;0.149;2.3;1.6;3.8;3.3;20.6;7.3;28.6;18;27.5;1.6;1.2;16.9;24.1;C-F;sabondo01
27;Ivica Zubac;6.9;2020-21;23;LAC;72;33;0;6.9;135;110;4.8;2.1;0.206;0.6;0.4;1;1.2;19.1;13.6;22.4;18.1;7.9;0.7;3.4;14.7;15.1;C;zubaciv01
28;Michael Porter Jr.;6.9;2020-21;22;DEN;61;54;0;6.9;125;112;4.8;2.1;0.173;4;-0.9;3.1;2.5;20.6;5.4;20.9;13.2;5.6;1;2.8;8.1;21.7;F;portemi01
29;John Collins;6.7;2020-21;23;ATL;63;63;0;6.7;125;112;4.8;1.9;0.174;2.5;-0.2;2.3;2;20.6;7.1;20.3;13.8;6.9;0.9;3;8.9;22.2;F;collijo01
30;Jrue Holiday;6.6;2020-21;30;MIL;59;56;0;6.6;121;111;4.3;2.2;0.165;2.8;0.6;3.4;2.6;20;4.2;10.4;7.4;26.3;2.4;1.7;12.6;22.2;G;holidjr01
