Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
1;James Harden;15.2;2018-19;29;HOU;78;78;1;15.2;118;108;11.4;3.8;0.254;9.4;1.6;11;9.3;30.6;2.5;17.8;10;39.5;2.7;1.7;14.5;40.5;G;hardeja01
2;Rudy Gobert;14.4;2018-19;26;UTA;81;80;0;14.4;133;100;8.7;5.7;0.268;3;2.5;5.4;4.8;24.6;13.2;30.2;21.9;9.6;1.2;5.8;12.1;17.8;C;goberru01
3;Giannis Antetokounmpo;14.4;2018-19;24;MIL;72;72;1;14.4;121;99;8.9;5.5;0.292;6.3;4.1;10.4;7.4;30.9;7.3;30;19.3;30.3;1.8;3.9;14.8;32.3;F-G;antetgi01
4;Damian Lillard;12.1;2018-19;28;POR;80;80;1;12.1;121;112;9.7;2.4;0.205;6.6;-0.3;6.4;6;23.7;2.6;11.1;7;30.6;1.5;1;10.8;29.3;G;lillada01
5;Paul George;11.9;2018-19;28;OKC;77;77;1;11.9;116;105;7;4.9;0.201;5.6;1.6;7.2;6.6;23.3;3.7;19.6;11.4;17.7;2.8;1;10;29.5;F-G;georgpa01
6;Nikola Jokić;11.8;2018-19;23;DEN;80;80;1;11.8;119;105;7.5;4.3;0.226;6.2;2.9;9.1;7;26.3;9.8;27.6;18.7;37;2.1;1.9;15.4;27.4;C-F;jokicni01
7;Kevin Durant;11.5;2018-19;30;GSW;78;78;1;11.5;121;110;8.6;2.9;0.204;5.4;0.1;5.5;5.1;24.2;1.4;17.5;9.8;26.2;1;2.6;12.3;29;F-G;duranke01
8;Clint Capela;10.8;2018-19;24;HOU;67;67;0;10.8;133;108;7.8;3;0.23;3.3;-0.3;3;2.8;23.8;14.4;27.6;20.8;7.1;1;3.9;10;18.2;C;capelca01
9;Karl-Anthony Towns;10.4;2018-19;23;MIN;77;77;1;10.4;118;108;7.2;3.2;0.197;5.4;0.6;6;5.1;26.3;10.9;29.3;20;17.2;1.3;4.2;13.7;28.9;C-F;townska01
10;Nikola Vučević;10.1;2018-19;28;ORL;80;80;1;10.1;115;103;5.4;4.7;0.193;5;1.7;6.6;5.5;25.5;9.4;31.9;20.5;21.9;1.6;3;9.9;28;C;vucevni01
11;Andre Drummond;10;2018-19;25;DET;79;79;0;10;113;100;4.1;5.9;0.181;1.3;0.8;2.1;2.7;23.4;16.8;34.7;25.4;7.2;2.5;4.4;12.4;22.9;C;drumman01
12;Stephen Curry;9.7;2018-19;30;GSW;69;69;1;9.7;120;110;7.2;2.5;0.199;7.1;-0.5;6.6;5.1;24.4;2.2;14.2;8.4;24.2;1.9;0.9;11.6;30.4;G;curryst01
13;Kawhi Leonard;9.5;2018-19;27;TOR;60;60;1;9.5;119;105;6.1;3.4;0.224;6.1;1.1;7.2;4.7;25.8;4.2;18.6;11.6;16.4;2.5;1;8.4;30.3;F;leonaka01
14;Anthony Davis;9.5;2018-19;25;NOP;56;56;1;9.5;122;105;6.4;3.1;0.247;7.1;2.3;9.4;5.3;30.3;9.9;27.5;18.8;19;2.2;6;8.4;29.5;F-C;davisan02
15;LaMarcus Aldridge;9.3;2018-19;33;SAS;81;81;1;9.3;117;110;6.4;2.9;0.167;2.4;-0.6;1.8;2.6;22.9;10.3;19.8;15.1;11.6;0.8;3.4;8.8;26.9;F-C;aldrila01
16;Pascal Siakam;9.3;2018-19;24;TOR;80;79;0;9.3;120;107;5.7;3.6;0.175;1.6;0.8;2.4;2.8;18.7;5.4;17.5;11.6;14.6;1.4;1.7;12.5;20.8;F-C;siakapa01
17;Kyrie Irving;9.1;2018-19;26;BOS;67;67;1;9.1;118;108;6.2;2.9;0.197;6;1.1;7.2;5.1;24.3;3.4;12.7;8.1;35;2.2;1.4;11.3;29.6;G;irvinky01
18;Steven Adams;9.1;2018-19;25;OKC;80;80;0;9.1;120;106;5.1;4;0.163;0.7;0.4;1.1;2.1;18.5;14.7;14.8;14.7;6.6;2;2.4;12.6;16.4;C;adamsst01
19;Joel Embiid;8.7;2018-19;24;PHI;64;64;1;8.7;114;104;4.9;3.8;0.194;4;0.9;4.9;3.8;26.1;8.1;34;21.4;18.4;1;4.4;13.2;33.3;C;embiijo01
20;Montrezl Harrell;8.7;2018-19;25;LAC;82;5;0;8.7;122;109;6.1;2.6;0.193;2.6;0.7;3.3;2.9;23.4;9.3;16.7;13.1;12.5;1.6;4;11;23.5;F-C;harremo01
21;Ben Simmons;8.2;2018-19;22;PHI;79;79;1;8.2;114;108;4.6;3.6;0.146;2.2;1.3;3.6;3.8;20;6.9;20;13.7;34.2;2;1.8;19.3;22.1;G-F;simmobe01
22;Eric Bledsoe;8.2;2018-19;29;MIL;78;78;0;8.2;116;105;4.4;3.7;0.173;1.9;1.2;3.1;2.9;19.3;3.9;11.8;8.1;27.4;2.4;1.1;13.3;22.9;G;bledser01
23;Danilo Gallinari;8.2;2018-19;30;LAC;68;68;0;8.2;125;112;6.4;1.8;0.191;4.9;-0.5;4.3;3.3;21;2.9;18.1;10.7;13.2;1.1;0.9;8.5;23.8;F;gallida01
24;Mike Conley;8;2018-19;31;MEM;70;70;0;8;117;111;5.7;2.3;0.164;4.6;0.1;4.7;3.9;21.4;1.9;9.7;5.7;33.4;2;0.9;9.1;27.3;G;conlemi01
25;Blake Griffin;8;2018-19;29;DET;75;75;1;8;113;110;5.1;2.9;0.147;4.9;0.2;5.1;4.7;21;4;20.1;11.8;27.1;1;0.9;13.8;30.2;F-C;griffbl01
26;Derrick Favors;7.9;2018-19;27;UTA;76;70;0;7.9;124;103;4.4;3.5;0.215;1.8;1.5;3.3;2.4;21.8;12.9;21.3;17.2;8;1.5;4.8;10.5;19.4;F-C;favorde01
27;Jimmy Butler;7.9;2018-19;29;MINPHI;65;65;0;7.9;121;110;5.4;2.5;0.173;2.8;0.9;3.7;3.2;20.2;6;10.5;8.3;18;2.7;1.4;8.2;22.3;F-G;butleji01
28;Jusuf Nurkić;7.8;2018-19;24;POR;72;72;0;7.8;116;105;4.4;3.3;0.189;2.1;1.7;3.7;2.8;23.4;13.4;26.7;20.2;17.9;1.7;4.2;14.6;24.7;C;nurkiju01
29;Jarrett Allen;7.6;2018-19;20;BRK;80;80;0;7.6;123;106;4.4;3.3;0.175;0.2;1.4;1.6;1.9;18.5;9.6;24;16.8;7.9;1;4.5;13;15.9;C-F;allenja01
30;Bradley Beal;7.6;2018-19;25;WAS;82;82;1;7.6;113;114;5.9;1.7;0.12;3.8;-0.8;2.9;3.7;20.8;3.1;11.7;7.4;24.1;1.9;1.6;11;28.4;G;bealbr01
31;Domantas Sabonis;7.6;2018-19;22;IND;74;5;0;7.6;118;104;4.3;3.3;0.197;1.9;1.3;3.1;2.4;21.9;11.5;29.8;20.8;18.2;1.3;1.5;16.2;23.5;C-F;sabondo01
32;Dwight Powell;7.5;2018-19;27;DAL;77;22;0;7.5;135;110;5.6;1.9;0.215;2;0.9;2.9;2.1;20.4;9.1;17.3;13.2;10.7;1.3;2.6;10.1;17.2;F-C;poweldw01
33;Al Horford;7.5;2018-19;32;BOS;68;68;0;7.5;122;107;4.5;2.9;0.181;3.3;1.9;5.1;3.6;20.2;6.5;18.3;12.4;21.2;1.4;3.9;11.8;18.9;C-F;horfoal01
34;Kemba Walker;7.4;2018-19;28;CHO;82;82;1;7.4;112;114;5.5;1.9;0.123;5.2;-1;4.2;4.4;21.7;1.9;11.9;6.8;29.4;1.7;1;10.1;31.5;G;walkeke02
35;Jerami Grant;7.3;2018-19;24;OKC;80;77;0;7.3;119;108;4;3.3;0.134;-0.4;0.6;0.2;1.5;13.8;3.7;13.1;8.2;4.2;1.1;3.2;6.8;15.4;F;grantje01
36;LeBron James;7.2;2018-19;34;LAL;55;55;1;7.2;114;108;4.7;2.6;0.179;6.4;1.7;8;4.9;25.6;3.1;21.3;12.4;39.4;1.7;1.4;13.3;31.6;F-G;jamesle01
37;DeAndre Jordan;7.1;2018-19;30;DALNYK;69;69;0;7.1;122;106;4;3.1;0.167;0.8;1.3;2.1;2.1;19;11.7;35.2;23.5;11.6;1;3;21.4;15;C;jordade01
38;Tobias Harris;7.1;2018-19;26;LACPHI;82;82;0;7.1;114;111;4.5;2.6;0.12;2.1;-0.5;1.6;2.6;17.2;2.6;20.8;12;12.5;0.8;1;9.8;22.8;F;harrito02
39;D.J. Augustin;6.9;2018-19;31;ORL;81;81;0;6.9;122;112;5;1.9;0.146;1.1;-0.7;0.5;1.4;15.7;1.9;7.8;4.8;26.9;1.1;0.1;14.3;17.2;G;augusdj01
40;Thaddeus Young;6.9;2018-19;30;IND;81;81;0;6.9;113;106;3;3.9;0.133;0.4;1.1;1.5;2.2;16.2;8.7;14.4;11.7;12;2.4;1.3;12;18;F;youngth01
41;Darren Collison;6.8;2018-19;31;IND;76;76;0;6.8;118;108;3.9;2.9;0.153;0.8;1;1.8;2.1;16.7;1.9;9.9;6;29.9;2.5;0.4;14.4;17.7;G;collida01
42;Bam Adebayo;6.8;2018-19;21;MIA;82;28;0;6.8;120;104;3.4;3.4;0.171;-0.4;2.2;1.8;1.8;17.9;9.2;24;16.6;14.2;1.8;3;17.1;15.8;C-F;adebaba01
43;Russell Westbrook;6.8;2018-19;30;OKC;73;73;1;6.8;105;103;1.8;5;0.124;2.8;2.4;5.2;4.7;21.1;4.1;28.3;15.8;46.5;2.5;1.1;16.3;30.9;G;westbru01
44;Bojan Bogdanović;6.8;2018-19;29;IND;81;81;0;6.8;114;110;3.9;2.8;0.126;1.3;-0.6;0.7;1.7;16.1;1.5;12.7;7.2;9.5;1.3;0;10.2;22.4;G-F;bogdabo02
45;Willie Cauley-Stein;6.7;2018-19;25;SAC;81;81;0;6.7;118;108;3.8;2.9;0.146;0.2;1.1;1.2;1.8;18;8.2;23.7;15.8;12.3;2;2;9;17.5;F-C;caulewi01
46;Brook Lopez;6.7;2018-19;30;MIL;81;81;0;6.7;113;103;2.3;4.3;0.138;0.4;1.8;2.2;2.4;14.6;1.5;15;8.7;5.7;1;6.5;8.9;16.7;C;lopezbr01
47;Kyle Lowry;6.6;2018-19;32;TOR;65;65;1;6.6;115;108;3.6;3;0.144;1.7;0.6;2.3;2.4;16.5;2.1;12.9;7.6;34.8;2;1.2;18.1;19.6;G;lowryky01
48;Chris Paul;6.6;2018-19;33;HOU;58;58;0;6.6;118;109;4.4;2.2;0.172;2.7;1.1;3.9;2.8;19.7;2.1;13.9;7.9;39.3;3;0.8;15.8;22.5;G;paulch01
49;Malcolm Brogdon;6.5;2018-19;26;MIL;64;64;0;6.5;121;108;4.2;2.3;0.171;2;0.1;2.2;1.9;17.8;3.8;11.7;8;16.2;1.2;0.6;10;20.7;G;brogdma01
50;Myles Turner;6.3;2018-19;22;IND;74;74;0;6.3;110;101;1.9;4.4;0.144;0;2.4;2.5;2.4;18;5.4;22;13.9;8;1.4;8.4;10.3;20;C-F;turnemy01
51;Hassan Whiteside;6.3;2018-19;29;MIA;72;53;0;6.3;112;99;2.3;4;0.18;1.1;1.2;2.3;1.8;23.5;16.3;35.6;25.9;5.6;1.3;7.3;11;22.6;C;whiteha01
52;DeMar DeRozan;6.3;2018-19;29;SAS;77;77;0;6.3;110;111;3.6;2.6;0.112;1;0.1;1.1;2.2;19.6;2.2;16.4;9.4;27.6;1.6;1.1;11.7;27.9;G-F;derozde01
53;Monte Morris;6.2;2018-19;23;DEN;82;6;0;6.2;124;111;4.4;1.8;0.151;1.1;0.3;1.5;1.7;16.2;1.9;8.8;5.3;21.7;1.8;0.2;6.6;17.1;G;morrimo01
54;Mitchell Robinson;6.1;2018-19;20;NYK;66;19;0;6.1;140;106;4;2.2;0.217;0.1;2.4;2.5;1.6;22;13.3;19.4;16.3;4.2;1.8;10;9.1;12.1;C;robinmi01
55;Khris Middleton;6.1;2018-19;27;MIL;77;77;1;6.1;109;106;2.5;3.6;0.123;0.7;0.1;0.8;1.7;16.5;2.3;16.5;9.8;20.1;1.6;0.2;12.1;25.1;F-G;middlkh01
56;Paul Millsap;6.1;2018-19;33;DEN;70;65;0;6.1;116;106;3.2;2.9;0.155;0.7;1;1.7;1.8;17.9;8.7;20.2;14.4;10.6;2.2;2.5;10.9;19.6;F;millspa01
57;Serge Ibaka;6.1;2018-19;29;TOR;74;51;0;6.1;113;105;2.8;3.3;0.146;0.2;0.1;0.2;1.2;18.7;8.6;23.2;16.1;7.7;0.7;4.3;10.7;22.9;F-C;ibakase01
58;Julius Randle;6.1;2018-19;24;NOP;73;49;0;6.1;113;112;4.2;1.9;0.131;2.1;-0.6;1.5;2;20.9;7.6;21.6;14.7;15.8;1.1;1.6;13.8;27.8;F-C;randlju01
59;Joe Ingles;6;2018-19;31;UTA;82;82;0;6;110;107;2.5;3.6;0.113;0.3;1.1;1.4;2.2;13.4;1.5;12.2;7;26.1;1.8;0.6;18.4;17.5;F-G;inglejo01
60;John Collins;6;2018-19;21;ATL;61;59;0;6;122;115;5;1;0.158;2.8;-1.9;0.9;1.3;21.8;12.3;22.1;17.1;11;0.6;1.8;11.2;23.7;F;collijo01
61;Marc Gasol;6;2018-19;34;MEMTOR;79;72;0;6;108;105;2;4;0.118;0.8;2.3;3.1;3.1;16.7;3.6;25.1;14.3;22.2;1.7;3.2;13.6;20.7;C;gasolma01
62;Kevon Looney;6;2018-19;22;GSW;80;24;0;6;135;109;4.2;1.8;0.194;0.1;0.4;0.5;0.9;17.3;14.6;15.4;15;10.9;1.5;3;11.5;12.8;F-C;looneke01
63;JaVale McGee;5.9;2018-19;31;LAL;75;62;0;5.9;117;104;3;2.9;0.171;0.3;1.2;1.4;1.4;21.8;12.3;22.5;17.5;4.8;1.3;7.3;13.2;20.2;C;mcgeeja01
64;Danny Green;5.9;2018-19;31;TOR;80;80;0;5.9;119;108;3;2.9;0.128;1.1;0.8;2;2.2;13;3;12.2;7.7;7.7;1.6;2;10.4;14.1;G-F;greenda02
65;Buddy Hield;5.9;2018-19;26;SAC;82;82;0;5.9;113;114;4.3;1.6;0.108;3.5;-1.4;2.1;2.7;17.5;4.1;12.4;8.1;11.9;1;1.1;9.2;25.1;G-F;hieldbu01
66;JJ Redick;5.9;2018-19;34;PHI;76;63;0;5.9;118;115;4.6;1.2;0.118;2.2;-2;0.2;1.3;15.1;0.9;7.2;4.1;12.9;0.6;0.6;8.1;21.9;G;redicjj01
67;Deandre Ayton;5.8;2018-19;20;PHO;71;70;0;5.8;117;113;4.1;1.7;0.128;1.3;-1.1;0.2;1.2;20.5;11.1;26.1;18.5;9.6;1.3;2.6;11.7;21.2;C;aytonde01
68;Mason Plumlee;5.8;2018-19;28;DEN;82;17;0;5.8;117;105;2.9;2.9;0.16;-0.5;2.6;2.1;1.8;17.8;10.3;22.5;16.4;19.5;1.9;3.9;19.2;16.2;C-F;plumlma01
