Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
11;Devin Booker;9.2;2023-24;27;PHO;68;68;1;9.2;124;117;7.2;2;0.181;4;-1;3;3.1;21.9;2.7;11.1;7.1;31.2;1.2;1;10.6;29.8;G;bookede01
12;DeMar DeRozan;9.2;2023-24;34;CHI;79;79;0;9.2;122;118;7;2.2;0.147;2.1;-0.3;1.8;2.8;19.7;1.6;11.3;6.4;21.8;1.5;1.5;7.7;25.8;G-F;derozde01
13;Jimmy Butler;9.1;2023-24;34;MIA;60;60;0;9.1;129;113;6.4;2.7;0.214;3.9;0.7;4.6;3.4;22;5.8;11.9;8.8;23.1;1.9;0.8;9.3;24;F-G;butleji01
14;Tyrese Haliburton;9;2023-24;23;IND;69;68;1;9;129;119;7.6;1.5;0.195;7.3;-0.4;6.9;5;23.3;1.8;12;6.9;44.9;1.8;1.7;12.2;24.6;G;halibty01
15;Chet Holmgren;8.9;2023-24;21;OKC;82;82;0;8.9;122;108;4.6;4.4;0.178;1.8;1.5;3.4;3.3;20.4;6.2;23.1;15;11.6;1.1;7.3;10.9;21.6;F-C;holmgch01
16;Kawhi Leonard;8.9;2023-24;32;LAC;68;68;1;8.9;124;114;6;2.9;0.184;4.8;0.6;5.5;4.4;23.2;4.2;15.6;10.1;16.9;2.4;2.3;8.5;26.5;F;leonaka01
17;LeBron James;8.5;2023-24;39;LAL;71;71;1;8.5;120;114;5.7;2.8;0.164;5.5;0.9;6.5;5.4;23.7;2.8;19.3;11.5;37.5;1.7;1.3;14.5;29.2;F-G;jamesle01
18;Derrick White;8.5;2023-24;29;BOS;73;73;0;8.5;126;112;5.2;3.3;0.171;2.4;1.4;3.8;3.5;16.9;2.4;11.3;7;21.2;1.5;3.2;11;18.6;G;whitede01
19;Fred VanVleet;8.4;2023-24;29;HOU;73;73;0;8.4;123;114;5.3;3.1;0.15;2.6;0.8;3.4;3.6;16.7;1.3;9.9;5.6;31.1;1.8;2;10.1;19.7;G;vanvlfr01
20;James Harden;8.4;2023-24;34;LAC;72;72;0;8.4;125;116;5.9;2.5;0.163;3.8;0.3;4.1;3.8;18.6;1.6;14.8;8.4;33.6;1.5;2.1;16;20.6;G;hardeja01
21;Kevin Durant;8.3;2023-24;35;PHO;75;75;1;8.3;118;114;5.1;3.2;0.142;4;0.1;4;4.3;21.2;1.7;17.5;10;22.2;1.2;2.9;13.1;29;F-G;duranke01
22;Mike Conley;8.2;2023-24;36;MIN;76;76;0;8.2;129;111;5;3.3;0.18;2;1.4;3.4;3;15.8;2;9;5.6;28.4;2;0.7;12.8;16;G;conlemi01
23;Tyrese Maxey;8.1;2023-24;23;PHI;70;70;1;8.1;121;117;5.9;2.1;0.147;4.1;-1;3.1;3.4;19.8;1.5;9.5;5.4;26.7;1.3;1.1;6.8;28;G;maxeyty01
24;Isaiah Hartenstein;8.1;2023-24;25;NYK;75;49;0;8.1;136;108;4.6;3.5;0.204;0.7;2.8;3.5;2.6;18.9;14.4;22.7;18.5;13.5;2.3;4.2;17.6;12;F;harteis01
25;Kristaps Porziņģis;7.9;2023-24;28;BOS;57;57;0;7.9;128;109;4.9;3;0.226;3.5;1.6;5.1;3;23.2;6.5;19.1;13.1;10;1.2;5.8;9.1;25.1;F-C;porzikr01
26;Daniel Gafford;7.8;2023-24;25;DALWAS;74;66;0;7.8;140;112;5.2;2.5;0.205;0.7;1.9;2.6;2.1;21.7;11.4;22.1;16.7;9.1;1.7;7.1;11.7;14.7;C-F;gaffoda01
27;Damian Lillard;7.7;2023-24;33;MIL;73;73;1;7.7;120;118;5.8;1.9;0.143;3.4;-1.3;2.1;2.7;19.6;1.6;11.8;6.8;28.8;1.3;0.6;11.4;28.4;G;lillada01
28;Zion Williamson;7.5;2023-24;23;NOP;70;70;0;7.5;119;113;4.7;2.8;0.164;3.3;0.6;3.8;3.3;22.8;6.2;14.2;10.2;26.5;1.7;2.1;12.8;29.7;F-C;willizi01
29;Anthony Edwards;7.5;2023-24;22;MIN;79;78;1;7.5;112;110;2.9;4.7;0.13;2.7;0.5;3.3;3.7;19.7;2.2;14.8;8.8;24.6;1.8;1.3;11.9;32.3;G-F;edwaran01
30;Joel Embiid;7.5;2023-24;29;PHI;39;39;1;7.5;124;109;5.2;2.3;0.275;8.5;3.1;11.6;4.5;34.1;7.9;28.8;18.1;32.4;1.7;4.6;12.5;39.6;C;embiijo01
31;Paul George;7.3;2023-24;33;LAC;74;74;1;7.3;119;114;4.4;2.8;0.14;2.9;0.2;3.2;3.3;19.3;1.7;15.3;8.8;16.1;2.2;1.3;10.1;26.6;F-G;georgpa01
32;Jalen Williams;7.3;2023-24;22;OKC;71;71;0;7.3;122;114;4.5;2.7;0.157;2;0.3;2.3;2.4;19.1;1.9;11.8;7.1;21.3;1.7;1.9;10.1;23.7;G;willija06
33;Bam Adebayo;7.2;2023-24;26;MIA;71;71;1;7.2;115;109;2.9;4.3;0.144;0.8;1.7;2.4;2.7;19.8;7.4;27.3;17.3;18.9;1.7;2.7;12;24.9;C-F;adebaba01
34;Stephen Curry;7.2;2023-24;35;GSW;74;74;1;7.2;119;117;5.2;2;0.142;6.3;-1.1;5.2;4.4;20.6;1.7;12.9;7.4;24.7;1.1;1;11.7;31.3;G;curryst01
35;Aaron Gordon;7.1;2023-24;28;DEN;73;73;0;7.1;125;114;4.5;2.6;0.148;1.2;0.1;1.3;1.9;16.8;8.6;13.9;11.4;15.2;1.2;1.7;11.2;17.8;F;gordoaa01
36;Jonas Valančiūnas;7.1;2023-24;31;NOP;82;82;0;7.1;123;110;3.9;3.1;0.177;0.7;0.5;1.2;1.6;19.8;10.9;30.6;20.9;13.3;0.8;3.5;12.1;20.8;C;valanjo01
37;Alperen Şengün;6.9;2023-24;21;HOU;63;63;0;6.9;118;111;3.8;3.1;0.163;3.1;1.7;4.9;3.5;22;9.5;21.5;15.4;25.2;1.8;2.1;12.5;27;C-F;sengual01
38;Kyrie Irving;6.9;2023-24;31;DAL;58;58;0;6.9;122;116;4.9;2;0.163;4.8;0.1;4.9;3.6;21.9;2.4;13.2;7.8;23.8;1.7;1.2;8;28.1;G;irvinky01
39;Grayson Allen;6.9;2023-24;28;PHO;75;74;0;6.9;130;117;4.7;2.2;0.132;1.1;0.1;1.3;2;13.8;2.3;10.6;6.6;12.1;1.3;1.6;11.3;14.5;G;allengr01
40;Pascal Siakam;6.9;2023-24;29;INDTOR;80;80;0;6.9;121;119;5.4;1.5;0.124;2.6;-0.7;1.9;2.7;19.7;5.8;18.1;11.9;19.4;1.1;0.8;8.9;25.3;F-C;siakapa01
41;Ivica Zubac;6.8;2023-24;26;LAC;68;68;0;6.8;132;113;4.5;2.3;0.182;0.8;0;0.8;1.3;19.3;12.8;26.2;19.7;7.5;0.6;4.2;11.8;16.4;C;zubaciv01
42;Nic Claxton;6.7;2023-24;24;BRK;71;71;0;6.7;124;111;3.5;3.2;0.152;-0.3;1.5;1.2;1.7;18.7;9.7;27.3;18.2;10.4;1.1;6.2;12.2;15.6;C;claxtni01
43;Donte DiVincenzo;6.6;2023-24;27;NYK;81;63;0;6.6;120;113;3.6;3;0.135;2.5;0.9;3.4;3.2;16;3;11.2;7.1;13.7;2.3;1.4;9.7;21.3;G;divindo01
44;De'Aaron Fox;6.5;2023-24;26;SAC;74;74;0;6.5;113;114;3.3;3.2;0.117;2.6;0.1;2.7;3.2;20.1;2.8;11.8;7.2;25.2;2.7;1.1;10.1;31;G;foxde01
45;Donovan Mitchell;6.4;2023-24;27;CLE;55;55;1;6.4;117;111;3.6;2.9;0.159;4.6;1.2;5.8;3.9;22.1;2.7;13.4;8.1;28.3;2.6;1.4;11.1;31.4;G;mitchdo01
46;Franz Wagner;6.4;2023-24;22;ORL;72;72;0;6.4;116;112;3.1;3.2;0.131;0.9;0.3;1.2;1.9;17.6;3.6;15.7;9.6;18.8;1.6;1.1;10;25.7;G-F;wagnefr01
47;Herbert Jones;6.3;2023-24;25;NOP;76;76;0;6.3;124;113;3.3;3;0.131;-0.9;1.5;0.6;1.6;13.2;3.6;9.4;6.5;11.3;2.2;2.6;12.4;14.1;F;joneshe01
48;Clint Capela;6.3;2023-24;29;ATL;73;73;0;6.3;128;115;4.4;1.9;0.161;1;-1;0.1;1;20.7;18.7;26.5;22.4;6.9;1.1;5.1;9.5;17.3;C;capelca01
49;Jrue Holiday;6.3;2023-24;33;BOS;69;69;0;6.3;121;113;3.3;3;0.133;1;1.1;2.1;2.4;14.4;4.2;13.2;8.9;19.3;1.3;2.1;14.7;16.3;G;holidjr01
50;Karl-Anthony Towns;6.3;2023-24;28;MIN;62;62;1;6.3;115;109;2.6;3.6;0.148;1.6;0.9;2.5;2.3;18.8;5.5;22.6;14.4;15.1;1;1.8;14.1;27.4;C-F;townska01
51;Al Horford;6.2;2023-24;37;BOS;65;33;0;6.2;135;111;3.5;2.7;0.172;1.7;2;3.6;2.5;15;5.3;19.7;12.8;12.3;1.1;3.1;10;12;C-F;horfoal01
52;Lauri Markkanen;6.2;2023-24;26;UTA;55;55;0;6.2;128;120;5.2;0.9;0.163;5.1;-1.5;3.6;2.6;21.5;7.4;19.6;13.6;9.5;1.3;1.3;7.1;25;F-C;markkla01
53;Michael Porter Jr.;6.2;2023-24;25;DEN;81;81;0;6.2;117;114;3.1;3.1;0.115;1.2;-1.2;0.1;1.3;15.5;4.7;19.3;12.2;6.7;0.8;1.8;7.5;20.7;F;portemi01
54;Payton Pritchard;6.1;2023-24;26;BOS;82;5;0;6.1;129;115;4.2;1.9;0.16;1.3;-0.2;1;1.4;15.3;4.3;11.1;7.8;20.7;1.1;0.3;8.5;17.2;G;pritcpa01
55;Tobias Harris;5.9;2023-24;31;PHI;70;70;0;5.9;118;114;3.2;2.7;0.121;1;-0.1;0.9;1.7;16.5;3.7;17.7;10.6;13.8;1.5;1.8;8.2;20.7;F;harrito02
56;CJ McCollum;5.9;2023-24;32;NOP;66;66;0;5.9;118;114;3.5;2.4;0.132;3.3;-0.3;3.1;2.8;17.9;2;12.6;7.4;21.4;1.4;1.9;9;24.7;G;mccolcj01
57;Jaylen Brown;5.9;2023-24;27;BOS;70;70;1;5.9;113;112;2.7;3.2;0.121;0.9;-0.1;0.7;1.6;18.6;4;13.4;8.9;16.6;1.8;1.4;10.7;28.9;F-G;brownja02
58;Jamal Murray;5.9;2023-24;26;DEN;59;59;0;5.9;119;114;3.8;2.1;0.153;4.5;-0.4;4.1;2.9;20.7;2.6;11.6;7.2;31.2;1.5;1.8;10.5;27.9;G;murraja01
59;Austin Reaves;5.9;2023-24;25;LAL;82;57;0;5.9;119;118;3.9;2;0.108;0.9;-0.4;0.4;1.6;15.5;2.5;11.9;7.4;23.5;1.2;0.8;14.1;20.3;G;reaveau01
60;Brook Lopez;5.9;2023-24;35;MIL;79;79;0;5.9;121;114;3.1;2.8;0.117;0.2;0.8;1;1.8;14.8;5.4;13;9.3;7.1;0.9;6.7;8.8;16;C;lopezbr01
61;Myles Turner;5.8;2023-24;27;IND;77;77;0;5.8;120;115;3.6;2.2;0.134;1;-0.1;0.9;1.5;19.3;6.2;22.9;14.5;6.4;0.9;5.5;9.4;23.4;C-F;turnemy01
62;Jusuf Nurkić;5.8;2023-24;29;PHO;76;76;0;5.8;114;108;2;3.8;0.133;-1;2.1;1.1;1.6;17.4;12.8;31.7;22.8;19.9;1.9;3.4;19.1;19.1;C;nurkiju01
63;Josh Hart;5.7;2023-24;28;NYK;81;42;0;5.7;115;113;2;3.6;0.1;-1.3;1.4;0;1.4;11.8;5.3;22.8;14;16.3;1.4;0.8;13.9;13.5;G;hartjo01
64;Jabari Smith Jr.;5.6;2023-24;20;HOU;76;76;0;5.6;116;113;2.4;3.2;0.111;-0.5;0.1;-0.4;1;13.8;6.1;21.3;13.6;7.1;1;2.3;8.9;17.6;F;smithja05
65;Moritz Wagner;5.6;2023-24;26;ORL;80;1;0;5.6;126;112;3.5;2;0.188;1.7;0.3;2;1.4;20.6;9.6;19.3;14.4;11.2;1.4;1.4;13.1;22.8;F-C;wagnemo01
66;Evan Mobley;5.5;2023-24;22;CLE;50;50;0;5.5;122;109;2.8;2.7;0.174;0.9;2;2.9;1.9;20.1;8.2;25.9;17.2;15.9;1.5;4.2;12.5;20.6;F-C;mobleev01
67;Collin Sexton;5.5;2023-24;25;UTA;78;51;0;5.5;122;123;5.2;0.3;0.127;3.8;-1.9;1.9;2;19.9;3.8;7.1;5.4;29.5;1.4;0.8;12.1;27.5;G;sextoco01
68;Nikola Vučević;5.4;2023-24;33;CHI;76;74;0;5.4;114;115;2.7;2.8;0.1;0.8;-0.7;0.1;1.4;17.7;8.8;25.8;17.1;15.2;1;2.4;8.6;23.3;C;vucevni01
69;Trey Murphy III;5.4;2023-24;23;NOP;57;23;0;5.4;127;114;3.4;2;0.154;2.5;0;2.5;1.9;16.3;2.8;15.5;9.2;10.2;1.5;1.6;4.7;18.6;F;murphtr02
70;Paolo Banchero;5.3;2023-24;21;ORL;80;80;1;5.3;109;112;1.3;4;0.09;1.3;0;1.3;2.3;17.3;3.4;20;11.6;25.2;1.3;1.6;13;29.7;F;banchpa01
71;Keegan Murray;5.2;2023-24;23;SAC;77;77;0;5.2;117;116;2.6;2.6;0.096;-0.4;-0.5;-0.9;0.8;13.3;4.5;13.9;9.1;6.9;1.5;2.1;5.9;18.1;F;murrake02
72;Nick Richards;5.1;2023-24;26;CHO;67;51;0;5.1;134;118;3.8;1.3;0.14;-1.6;-0.7;-2.3;-0.1;16.7;10.7;24.2;17.2;4.5;0.7;3.9;13.8;13.3;F-C;richani01
73;Paul Reed;5.1;2023-24;24;PHI;82;24;0;5.1;123;110;2.5;2.6;0.154;-0.6;1;0.4;0.9;17.4;13.2;20.9;16.9;9.8;2.1;4.8;11.5;15.9;F;reedpa01
74;Brandon Ingram;5.1;2023-24;26;NOP;64;64;0;5.1;115;114;2.7;2.4;0.117;1.4;-0.3;1.2;1.7;18.2;2.3;14.7;8.6;26.7;1.2;1.9;12.4;27.2;F;ingrabr01
75;D'Angelo Russell;5.1;2023-24;27;LAL;76;69;0;5.1;116;118;3.3;1.8;0.099;1.7;-0.8;0.9;1.8;16;1.3;8.9;5.3;27.6;1.3;1.3;11.8;23;G;russeda01
76;Luke Kornet;5.1;2023-24;28;BOS;63;7;0;5.1;157;110;3.5;1.6;0.248;1.6;1.8;3.4;1.3;19.8;13.5;15.1;14.3;8.9;1.2;5.5;8.5;11;C-F;kornelu01
77;Tre Jones;4.9;2023-24;24;SAS;77;48;0;4.9;123;118;3.4;1.6;0.111;-0.4;0.1;-0.4;0.9;14.7;2.9;11.8;7.3;30.8;1.7;0.3;15.1;15.2;G;jonestr01
78;Dereck Lively II;4.9;2023-24;19;DAL;55;42;0;4.9;139;112;3.1;1.8;0.183;-0.3;0.8;0.5;0.8;18.1;11.4;20.4;16;6.4;1.3;5.2;13.1;12.6;C;livelde01
79;Andre Drummond;4.9;2023-24;30;CHI;79;10;0;4.9;119;107;2.3;2.6;0.175;0.8;-0.7;0.1;0.7;23;21.5;37.4;29.3;4.1;2.7;3.6;12.3;21.3;C;drumman01
80;Naz Reid;4.9;2023-24;24;MIN;81;14;0;4.9;111;107;1.1;3.8;0.12;0.4;1.1;1.5;1.7;16;4.4;19.3;12.2;8.3;1.6;3.3;10.8;23.1;F;reidna01
81;Alex Caruso;4.9;2023-24;29;CHI;71;57;0;4.9;119;113;2.3;2.6;0.115;0.2;2.3;2.5;2.3;14.5;3.3;11.8;7.5;16.4;2.9;3.5;14.9;14.7;G;carusal01
82;Kelly Olynyk;4.9;2023-24;32;TORUTA;78;27;0;4.9;124;118;3.5;1.4;0.133;0.7;1.1;1.8;1.7;17.4;6.7;19;12.9;27.6;2;1.5;20.9;17.5;C-F;olynyke01
83;Dejounte Murray;4.9;2023-24;27;ATL;78;78;0;4.9;114;119;3.3;1.6;0.084;2.3;-0.6;1.7;2.6;17.7;2.3;14.4;8.1;27.9;1.9;0.8;11.3;26.6;G;murrade01
84;Sam Hauser;4.9;2023-24;26;BOS;79;13;0;4.9;126;114;2.7;2.1;0.134;1.2;0;1.2;1.4;13;2.9;13.7;8.6;6.2;1.1;1.3;5.3;15;F;hausesa01
85;Jalen Duren;4.8;2023-24;20;DET;61;60;0;4.8;122;115;3;1.8;0.13;-0.2;0.1;-0.1;0.9;18.7;11.8;33;22.2;12.7;0.9;2.3;16.7;18.5;C;durenja01
86;Trayce Jackson-Davis;4.8;2023-24;23;GSW;68;16;0;4.8;136;112;3.2;1.6;0.205;1.5;1.2;2.8;1.4;21.6;13.1;19.4;16.3;10.4;1.2;6.1;11.2;16.4;F;jackstr02
87;Kentavious Caldwell-Pope;4.8;2023-24;30;DEN;76;76;0;4.8;119;115;2.2;2.6;0.096;-2.1;0.7;-1.4;0.4;10.7;1.5;6.8;4.2;9.5;2;1.5;10.5;12.9;G;caldwke01
88;Obi Toppin;4.8;2023-24;25;IND;82;28;0;4.8;129;119;3.6;1.1;0.132;1.8;-0.3;1.5;1.5;16.5;5.6;15.4;10.5;9.4;1.3;2;10;16.8;F;toppiob01
89;Immanuel Quickley;4.7;2023-24;24;NYKTOR;68;38;0;4.7;119;119;3.5;1.2;0.115;2.2;-0.9;1.3;1.7;16.7;0.9;13.7;7.2;24.6;1.2;0.5;9.2;23.8;G;quickim01
90;Jalen Suggs;4.7;2023-24;22;ORL;75;75;0;4.7;113;110;1.5;3.2;0.112;-0.6;1.6;1;1.5;14.1;2.8;10.6;6.6;15;2.6;2.2;14.4;19.7;G;suggsja01
91;Coby White;4.7;2023-24;23;CHI;79;78;0;4.7;115;120;3.1;1.6;0.078;0.7;-1.3;-0.7;0.9;14.5;1.7;12.4;6.9;20.8;0.9;0.6;11.1;22.7;G;whiteco01
92;Bobby Portis;4.7;2023-24;28;MIL;82;4;0;4.7;115;113;2.1;2.6;0.112;0;-0.8;-0.8;0.6;17.5;7.9;24.8;16.6;7.8;1.6;1.4;8.6;22.9;F;portibo01
93;Harrison Barnes;4.7;2023-24;31;SAC;82;82;0;4.7;122;119;3.1;1.5;0.094;-0.6;-1.2;-1.8;0.1;11.9;3.1;8.8;5.9;5.6;1.1;0.5;6.6;15.7;F;barneha02
94;Trae Young;4.6;2023-24;25;ATL;54;54;1;4.6;117;122;4;0.6;0.114;4.9;-2.3;2.6;2.2;20.3;1.2;7.3;4.2;45.1;1.8;0.5;16.5;30.5;G;youngtr01
95;Jonathan Kuminga;4.6;2023-24;21;GSW;74;46;0;4.6;117;116;2.7;1.9;0.113;0;-0.4;-0.4;0.8;17;5.2;14.4;9.8;12.5;1.4;1.7;10.9;24.1;F;kuminjo01
96;Luguentz Dort;4.6;2023-24;24;OKC;79;79;0;4.6;117;114;2;2.5;0.097;-1.4;-0.2;-1.6;0.2;11.1;3.8;10;7;6.3;1.5;1.9;9.3;15.4;G;dortlu01
97;Tyus Jones;4.5;2023-24;27;WAS;66;66;0;4.5;126;121;3.9;0.7;0.113;1.5;-0.9;0.7;1.3;16.5;1.1;9;5;34.6;1.7;0.8;8.8;16.3;G;jonesty01
98;Onyeka Okongwu;4.5;2023-24;23;ATL;55;8;0;4.5;138;118;3.5;1;0.153;0;-0.5;-0.4;0.5;16.9;10.8;18.6;14.6;7.2;0.9;3.8;9.8;13.7;F;okongon01
99;Kyle Anderson;4.5;2023-24;30;MIN;79;10;0;4.5;114;109;1.4;3.1;0.121;-1.6;2.7;1.1;1.4;12.7;4;13;8.7;25;2;2.3;15.6;14.5;F-G;anderky01
100;Wendell Carter Jr.;4.4;2023-24;24;ORL;55;48;0;4.4;122;111;2.2;2.1;0.149;0.5;0.4;0.9;1;15.9;9.3;22.7;15.9;9.9;1.2;1.9;12.3;17.2;C;cartewe01
101;John Collins;4.4;2023-24;26;UTA;68;66;0;4.4;121;118;3.1;1.3;0.11;0.5;-1.4;-0.9;0.5;17.5;9.2;24;16.7;6.1;1;2.9;10.6;20.4;F;collijo01
102;Chris Paul;4.3;2023-24;38;GSW;58;18;0;4.3;124;115;2.6;1.7;0.136;-0.2;1.2;1;1.2;14.7;1.3;14.4;7.9;33.4;2.2;0.4;13.4;15.6;G;paulch01
103;Amen Thompson;4.3;2023-24;21;HOU;62;23;0;4.3;118;109;1.9;2.4;0.149;-0.1;1.9;1.8;1.3;18.2;11.3;20.4;15.8;17;2.7;2.5;14.9;18.5;G;thompam01
104;Josh Giddey;4.3;2023-24;21;OKC;80;80;0;4.3;111;112;1.4;2.9;0.102;1;0.4;1.5;1.8;16.6;6.4;21.5;14.2;26.6;1.2;2;15.7;23.1;G;giddejo01
105;Scottie Barnes;4.3;2023-24;22;TOR;60;60;1;4.3;114;116;2.3;2;0.098;2.9;0.8;3.7;3;19.5;7.3;18.9;13;26.2;1.7;3.7;13.6;24.8;G-F;barnesc01
106;Nickeil Alexander-Walker;4.3;2023-24;25;MIN;82;20;0;4.3;115;111;1.5;2.8;0.107;-1.1;1.3;0.2;1.1;10.9;2.2;7.5;4.9;14.5;1.6;1.9;11.8;14.8;G;alexani01
107;Mikal Bridges;4.2;2023-24;27;BRK;82;82;0;4.2;112;118;2.1;2.1;0.07;0.7;-1;-0.4;1.2;14.9;2.5;12;7.1;16.3;1.4;0.9;10.3;24.3;F-G;bridgmi01
108;Isaac Okoro;4.2;2023-24;23;CLE;69;42;0;4.2;121;115;2.1;2;0.106;-1.8;0.7;-1.1;0.4;11.4;4;8.2;6.1;9.5;1.5;1.6;9.1;13.9;G-F;okorois01
109;Terance Mann;4.2;2023-24;27;LAC;75;71;0;4.2;127;119;3;1.2;0.106;-0.8;-0.7;-1.5;0.2;12;5.4;9.7;7.7;8.5;1.1;0.7;8.2;13.6;G-F;mannte01
110;Brandin Podziemski;4.1;2023-24;20;GSW;74;28;0;4.1;118;115;2.1;2;0.1;-0.5;0.4;-0.1;0.9;13;6.6;16.7;11.7;18.1;1.5;0.6;12.2;15.4;G;podzibr01
111;Rui Hachimura;4.1;2023-24;25;LAL;68;39;0;4.1;121;117;2.7;1.5;0.108;0;-0.9;-0.9;0.5;15;3.7;13.7;8.9;6.3;1.1;1.2;5.9;18.5;F;hachiru01
112;Norman Powell;4.1;2023-24;30;LAC;76;3;0;4.1;120;119;2.8;1.3;0.099;0.4;-1.2;-0.8;0.6;13.9;0.9;9.8;5.5;5.9;1.1;1;7.3;20;G;powelno01
113;Ayo Dosunmu;4.1;2023-24;24;CHI;76;37;0;4.1;118;119;2.6;1.5;0.089;-0.6;-0.2;-0.8;0.7;13.4;2.7;8.3;5.5;15.6;1.5;1.7;11.9;17.2;G;dosunay01
114;Walker Kessler;4.1;2023-24;22;UTA;64;22;0;4.1;128;114;2.4;1.7;0.131;-0.4;1.3;0.9;1.1;18;12.3;23.1;17.7;5.6;1;9.2;14.4;12.8;C;kesslwa01
115;Aaron Nesmith;4.1;2023-24;24;IND;72;47;0;4.1;123;119;2.8;1.3;0.098;-0.3;-0.2;-0.5;0.8;12.8;3.6;12;7.8;6.6;1.5;2;8.4;16;G-F;nesmiaa01
116;Larry Nance Jr.;4.1;2023-24;31;NOP;61;0;0;4.1;131;111;2.1;1.9;0.16;-0.2;2.2;2;1.2;14.9;8.7;19.3;14.1;12.1;2.5;1.5;15.5;11.3;F-C;nancela02
117;Kevon Looney;4;2023-24;27;GSW;74;36;0;4;134;113;2.5;1.6;0.162;-0.8;1.4;0.6;0.8;15.1;13.1;24.6;18.9;14.1;1.1;2.2;15.6;11.3;F-C;looneke01
118;Cason Wallace;4;2023-24;20;OKC;82;13;0;4;122;113;1.9;2.1;0.115;-0.9;1;0.1;0.9;12;3.6;8.6;6.2;8.9;2.2;2;8.9;12.9;G;wallaca01
119;Jaime Jaquez Jr.;4;2023-24;22;MIA;75;20;0;4;112;113;1.4;2.7;0.092;-2.2;0.3;-1.9;0.1;12.9;4.4;11;7.6;13.9;1.8;0.9;12.4;18.7;G-F;jaqueja01
120;Jalen Smith;4;2023-24;23;IND;61;14;0;4;133;117;3.1;0.9;0.182;3.2;-0.8;2.4;1.2;20.7;12.1;24.3;18.2;8;0.8;2.9;9.1;19.4;F;smithja04
121;Bogdan Bogdanović;3.9;2023-24;31;ATL;79;33;0;3.9;116;120;2.8;1.2;0.079;0.9;-0.7;0.2;1.4;14.7;2.3;10.3;6.2;14.9;1.9;1;8.7;22.3;G;bogdabo01
122;Bradley Beal;3.9;2023-24;30;PHO;53;53;0;3.9;117;117;2.4;1.5;0.107;0.9;-0.6;0.4;1.1;16.3;3.6;10.8;7.4;22.5;1.4;1.3;14.2;22.7;G;bealbr01
123;Deandre Ayton;3.9;2023-24;25;POR;55;55;0;3.9;115;114;1.8;2.1;0.106;0.5;-0.2;0.3;1;18.9;10.4;28.9;19.1;8.8;1.5;2.1;11.2;21.1;C;aytonde01
124;Max Strus;3.9;2023-24;27;CLE;70;70;0;3.9;112;114;1.2;2.6;0.083;-1.1;0.5;-0.6;0.8;11.7;3.4;13.5;8.5;17.3;1.4;1.2;12.7;17.4;G;strusma01
125;Terry Rozier;3.9;2023-24;29;CHOMIA;61;60;0;3.9;114;118;2.3;1.6;0.091;2.2;-0.7;1.5;1.8;17.3;1.9;12;6.8;27.5;1.5;1;8.9;25.9;G;roziete01
