Rk;Player;WS;Season;Age;Team;G;GS;AS;WS;ORtg;DRtg;OWS;DWS;WS/48;OBPM;DBPM;BPM;VORP;PER;ORB%;DRB%;TRB%;AST%;STL%;BLK%;TOV%;USG%;Pos;Player-additional
12;Deron Williams;10.3;2009-10;25;UTA;76;76;1;10.3;116;107;7.4;3;0.177;4.2;-0.4;3.8;4.1;20.6;2.2;10.4;6.4;44.5;1.8;0.5;16.9;23.8;G;willide01
13;David Lee;10.3;2009-10;26;NYK;81;81;1;10.3;116;108;7.4;2.9;0.163;2.6;0;2.5;3.5;22.2;8.4;27.6;17.9;17.5;1.4;1;11.9;23.8;F-C;leeda02
14;Carlos Boozer;9.9;2009-10;28;UTA;78;78;0;9.9;112;102;5.3;4.6;0.178;2.4;1.1;3.4;3.7;21.3;8.2;29.9;19.4;15.8;1.6;1.1;14.3;24.8;F-C;boozeca01
15;Steve Nash;9.9;2009-10;35;PHO;81;81;1;9.9;121;114;9.1;0.8;0.178;6.1;-1.8;4.3;4.2;21.6;1.5;9.4;5.7;50.9;0.8;0.3;21.4;22.9;G;nashst01
16;Zach Randolph;9.7;2009-10;28;MEM;81;81;1;9.7;115;109;7;2.7;0.153;2.7;-1.4;1.3;2.5;21.2;12.6;23.8;18.2;8.2;1.3;0.8;10.1;24.6;F-C;randoza01
17;Manu Ginóbili;9.7;2009-10;32;SAS;75;21;0;9.7;118;104;6.5;3.2;0.216;5.1;1.6;6.7;4.7;22.5;3.8;11.6;7.7;28.2;2.5;0.8;12.7;25.8;G;ginobma01
18;Rajon Rondo;9.6;2009-10;23;BOS;81;81;1;9.6;111;103;4.9;4.7;0.156;2.2;1.4;3.6;4.2;19.1;4.3;10.5;7.5;43.7;3.3;0.3;19.3;20.2;G;rondora01
19;Chris Bosh;9.6;2009-10;25;TOR;70;70;1;9.6;117;111;7.9;1.7;0.182;4.8;-1.2;3.6;3.6;25;9.9;25.2;17.7;11.5;0.9;2.1;10.7;28.7;F-C;boshch01
20;Chauncey Billups;9.5;2009-10;33;DEN;73;73;1;9.5;120;110;7.7;1.7;0.182;4.5;-0.8;3.7;3.6;20.2;1.2;9.3;5.3;26.1;1.7;0.3;13;24.3;G;billuch01
21;Kobe Bryant;9.4;2009-10;31;LAL;73;73;1;9.4;109;104;5.4;4;0.16;3.9;0.2;4.1;4.4;21.9;3.1;12.2;7.7;23.8;2.1;0.5;11.4;32.3;G-F;bryanko01
22;Josh Smith;9.3;2009-10;24;ATL;81;81;0;9.3;109;101;4.2;5.1;0.155;2.4;2.7;5.1;5.1;21;9;19.8;14.3;19;2.4;4.5;14.3;22.2;F;smithjo03
23;Brandon Roy;9.1;2009-10;25;POR;65;65;1;9.1;117;109;7;2.1;0.18;4.7;0;4.7;4.1;21.3;3.7;10.9;7.3;23.1;1.4;0.5;9.5;26.7;G;roybr01
24;Jason Kidd;8.9;2009-10;36;DAL;80;80;1;8.9;115;105;4.8;4;0.148;2.5;1.7;4.2;4.5;17.2;1.9;15.6;8.9;36.4;2.6;0.9;21.4;14.5;G;kiddja01
25;LaMarcus Aldridge;8.8;2009-10;24;POR;78;78;0;8.8;113;107;5.5;3.3;0.145;1.4;-0.2;1.2;2.3;18.2;8.1;18.6;13.3;9.9;1.3;1.3;7.4;22.9;F-C;aldrila01
26;Marc Gasol;8.4;2009-10;25;MEM;69;69;0;8.4;121;108;5.9;2.5;0.164;1.8;1.1;2.8;3;19.3;9.8;20.5;15.1;10.2;1.4;3.4;14.2;16.9;C;gasolma01
27;Joe Johnson;8.4;2009-10;28;ATL;76;76;1;8.4;112;109;6;2.4;0.14;3.4;-0.7;2.7;3.4;19.3;3;11.4;7.1;22;1.5;0.1;8.8;26.3;G-F;johnsjo02
28;Paul Pierce;8.3;2009-10;32;BOS;71;71;1;8.3;114;105;5;3.3;0.165;2.3;0.7;3;3;18.2;2;13.4;7.9;15.1;1.8;1;13.6;23.8;F-G;piercpa01
29;Anderson Varejão;8.1;2009-10;27;CLE;76;7;0;8.1;123;102;4.3;3.8;0.179;0.1;1.2;1.3;1.8;15.8;10.9;20.4;15.9;6.1;1.7;2.4;11;13.1;F-C;varejan01
30;Carmelo Anthony;7.9;2009-10;25;DEN;69;69;1;7.9;110;109;5.6;2.4;0.145;3.5;-1.2;2.3;2.9;22.2;6.7;13.1;9.9;15.9;1.7;0.9;10.6;33.4;F;anthoca01
31;Ray Allen;7.9;2009-10;34;BOS;80;80;0;7.9;115;108;5.1;2.9;0.135;1.5;-0.3;1.2;2.3;15.2;2;8.8;5.5;12.3;1.2;0.7;10.6;20.2;G;allenra02
32;Brook Lopez;7.9;2009-10;21;NJN;82;82;0;7.9;112;110;5.5;2.4;0.125;1.6;-0.5;1.2;2.5;20.1;9.9;17.5;13.5;11.8;1;3.4;13.1;23.6;C;lopezbr01
33;Andrew Bynum;7.8;2009-10;22;LAL;65;65;0;7.8;117;102;4.4;3.4;0.188;1.1;0.4;1.5;1.8;20.2;10.1;20.4;15.3;5.8;0.9;3.6;12.5;20.8;C;bynuman01
34;Troy Murphy;7.8;2009-10;29;IND;72;69;0;7.8;115;103;4.1;3.7;0.159;2.4;0.6;2.9;2.9;18;6;28.5;17.2;10.6;1.5;1;10;18.8;F-C;murphtr01
35;Carl Landry;7.7;2009-10;26;HOUSAC;80;29;0;7.7;117;110;5.8;1.9;0.15;1.2;-0.4;0.8;1.7;19;8.5;13.4;10.9;4.6;1.1;1.9;10.8;22.5;F;landrca01
36;Lamar Odom;7.7;2009-10;30;LAL;82;38;0;7.7;109;100;2.8;4.9;0.143;0.7;1.8;2.5;2.9;15.9;8;26.5;17.3;15.6;1.5;1.7;15.3;17;F;odomla01
37;David West;7.5;2009-10;29;NOH;81;81;0;7.5;111;110;5.2;2.3;0.122;1.2;-0.3;0.8;2.1;18.9;6.4;17.9;12;13.7;1.3;1.5;11.2;24;F-C;westda01
38;Andrew Bogut;7.5;2009-10;25;MIL;69;69;0;7.5;107;98;2.6;4.8;0.161;0.8;2.2;3.1;2.8;20.7;10.1;26.4;17.9;10.3;0.9;6.2;11.4;23.3;C;bogutan01
39;Vince Carter;7.4;2009-10;33;ORL;75;74;0;7.4;112;105;4.4;3;0.154;1.6;0.4;2;2.3;17.1;1.7;12.6;7.3;17.8;1.2;0.6;8.4;25.2;G-F;cartevi01
40;Kevin Garnett;7.3;2009-10;33;BOS;69;69;1;7.3;112;101;3.6;3.8;0.171;1.5;1.9;3.5;2.9;19.4;4.8;24.8;15.1;15.7;1.7;2.2;10.4;22.1;F-C;garneke01
41;Jamal Crawford;7.3;2009-10;29;ATL;79;0;0;7.3;114;110;5.6;1.7;0.143;3.5;-1.1;2.4;2.7;18.4;1.6;8;4.8;16.1;1.3;0.4;9.9;25.8;G;crawfja01
42;Chris Paul;7.3;2009-10;24;NOH;45;45;1;7.3;122;109;5.7;1.5;0.204;4.6;1.6;6.2;3.5;23.7;1.3;11.9;6.5;45.4;2.9;0.4;13.5;22.2;G;paulch01
43;Paul Millsap;7.2;2009-10;24;UTA;82;8;0;7.2;113;103;3.7;3.5;0.151;-0.4;0.8;0.4;1.4;16.7;9.9;18.9;14.5;8.9;1.4;3.5;12.2;18.7;F;millspa01
44;John Salmons;7.1;2009-10;30;CHIMIL;81;56;0;7.1;110;106;3.7;3.4;0.121;0.4;1.2;1.6;2.5;14.7;1.4;9.4;5.4;12.9;1.8;0.7;9.9;19.9;G;salmojo01
45;Andre Miller;7;2009-10;33;POR;82;66;0;7;111;108;4.6;2.4;0.134;1.8;0;1.8;2.4;18.1;4;9.2;6.6;30.3;2;0.3;13.8;23.8;G;millean02
46;Marcus Camby;6.8;2009-10;35;LACPOR;74;74;0;6.8;112;101;2.5;4.3;0.142;0.7;2.6;3.3;3.1;17.9;12.7;31.9;22.2;12.3;2.2;4.8;14.1;12.8;C-F;cambyma01
47;George Hill;6.7;2009-10;23;SAS;78;43;0;6.7;115;106;4.1;2.6;0.142;0;0.9;0.9;1.7;14.7;2.2;8.2;5.3;15.5;1.6;0.8;10.7;19;G;hillge01
48;Andre Iguodala;6.7;2009-10;26;PHI;82;82;0;6.7;108;109;4;2.8;0.101;2;0.4;2.4;3.5;17.8;3;16.8;9.8;23.7;2.3;1.4;14.3;21.8;F-G;iguodan01
49;Brendan Haywood;6.7;2009-10;30;DALWAS;77;67;0;6.7;117;106;3.7;3;0.137;-0.3;0.2;-0.1;1.1;16.1;13.5;21.5;17.5;2.8;0.6;5.1;14.2;13.5;C;haywobr01
50;Mo Williams;6.7;2009-10;27;CLE;69;68;0;6.7;112;107;4;2.7;0.136;2.2;-0.4;1.8;2.3;16.1;1.5;8.6;5.2;25;1.6;0.7;15.5;22;G;willima01
51;Jeff Green;6.6;2009-10;23;OKC;82;82;0;6.6;106;105;2.5;4.2;0.105;-0.4;0.6;0.2;1.7;13.8;4.3;13.9;9.2;7.2;1.8;1.8;10.4;19.2;F;greenje02
52;Jason Richardson;6.6;2009-10;29;PHO;79;76;0;6.6;116;111;5;1.7;0.128;2.2;-0.5;1.7;2.3;16.6;3.9;13.9;9.2;8.8;1.3;0.9;7.9;20.8;G;richaja01
53;JJ Redick;6.5;2009-10;25;ORL;82;9;0;6.5;123;108;4.7;1.8;0.173;1.8;0.1;1.8;1.8;15;1.1;8.5;5;13.9;0.8;0.2;8.8;18.3;G;redicjj01
54;Raymond Felton;6.5;2009-10;25;CHA;80;80;0;6.5;107;103;2.5;4;0.118;0.1;1.5;1.6;2.3;15.2;2.5;10.5;6.6;29.5;2.5;0.7;15.4;19.2;G;feltora01
55;Rashard Lewis;6.5;2009-10;30;ORL;72;72;0;6.5;111;104;3.1;3.4;0.132;0.9;0.8;1.8;2.3;14;3.1;12.1;7.8;7.4;1.7;0.9;10.9;19.4;F;lewisra02
56;Jason Terry;6.5;2009-10;32;DAL;77;12;0;6.5;112;109;4.4;2.1;0.123;1.6;-0.1;1.5;2.2;16.5;0.9;5.4;3.2;18.8;1.9;0.5;8.6;23;G;terryja01
57;Channing Frye;6.4;2009-10;26;PHO;81;41;0;6.4;120;108;4.3;2.2;0.141;1.8;0.9;2.7;2.6;15;3.6;17.6;11;7.4;1.5;2.4;8.8;16.7;C-F;fryech01
58;Rudy Gay;6.4;2009-10;23;MEM;80;80;0;6.4;109;110;4;2.4;0.096;0.8;-0.3;0.5;2;16.2;4.2;13.2;8.7;7.8;1.9;1.5;10.3;22.5;F;gayru01
59;Luis Scola;6.3;2009-10;29;HOU;82;82;0;6.3;108;107;3.4;3;0.114;0;-0.3;-0.3;1.1;17.2;7.2;23.6;15.1;11.1;1.2;0.7;11.9;22.7;F;scolalu01
60;Corey Maggette;6.3;2009-10;30;GSW;70;49;0;6.3;116;113;5.6;0.7;0.144;2.1;-1.8;0.3;1.2;20.3;4.9;15.2;10;13.2;1.2;0.1;13;26.7;F;maggeco01
61;Danny Granger;6.2;2009-10;26;IND;62;62;0;6.2;108;106;3.5;2.7;0.131;3.1;0;3.1;2.9;19.8;3.2;13.3;8.2;13.6;2;1.6;10.6;28.7;F;grangda01
62;Boris Diaw;6.2;2009-10;27;CHA;82;82;0;6.2;107;105;2.4;3.8;0.103;-0.1;0.9;0.8;2;12.8;5.5;11.9;8.8;18.9;1.1;1.6;17.5;16.2;F-C;diawbo01
63;Joakim Noah;6.2;2009-10;24;CHI;64;54;0;6.2;112;101;2.7;3.5;0.154;0.1;1.5;1.6;1.7;17.9;12.9;27.6;20.3;10.8;0.9;4;16;17.1;C;noahjo01
64;Luke Ridnour;6.2;2009-10;28;MIL;82;0;0;6.2;116;106;4;2.2;0.168;1.7;0.5;2.2;1.8;17.7;1.5;8.1;4.6;31.9;1.6;0.3;12.4;22;G;ridnolu01
65;Russell Westbrook;6.1;2009-10;21;OKC;82;82;0;6.1;105;106;2.7;3.4;0.105;1.7;-0.5;1.2;2.3;17.8;6;10.3;8.2;38.6;2;0.9;16.6;25.7;G;westbru01
66;Udonis Haslem;6;2009-10;29;MIA;78;0;0;6;111;104;2.8;3.2;0.132;-0.8;-0.8;-1.7;0.2;14.6;9.1;24.8;17;3.9;0.7;0.9;9.5;17.1;F-C;hasleud01
67;Derrick Rose;6;2009-10;21;CHI;78;78;1;6;106;109;3.5;2.5;0.1;2.6;-0.9;1.7;2.7;18.6;2.6;8.7;5.7;30.3;1;0.7;12.5;27.2;G;rosede01
68;Andrei Kirilenko;6;2009-10;28;UTA;58;35;0;6;117;103;3.3;2.7;0.171;2.7;2.4;5.1;3;18.2;5.5;12.9;9.3;14;2.5;3.4;11.9;17.7;F;kirilan01
69;Richard Jefferson;6;2009-10;29;SAS;81;70;0;6;110;106;3;3;0.113;-0.5;0.3;-0.2;1.2;13.1;2.7;13.6;8.3;9.6;0.9;1.1;10.4;18.3;F;jefferi01
70;Matt Barnes;5.9;2009-10;29;ORL;81;58;0;5.9;111;103;2.5;3.4;0.135;-0.1;1.3;1.3;1.7;13.6;6.1;18;12.3;10.1;1.5;1.1;15.3;16.2;F;barnema02
71;Luol Deng;5.9;2009-10;24;CHI;70;69;0;5.9;106;106;2.5;3.4;0.106;0.7;0.3;1;2;16.1;5.6;15.8;10.7;9.1;1.3;1.8;10.4;21.9;F;denglu01
72;Chris Andersen;5.9;2009-10;31;DEN;76;0;0;5.9;126;103;3.2;2.7;0.166;-0.1;1.9;1.8;1.6;15.8;10.1;22.7;16.4;2.8;1.3;6.3;14.3;10.8;C-F;anderch01
73;Ersan İlyasova;5.8;2009-10;22;MIL;81;31;0;5.8;110;102;2.5;3.3;0.146;0.1;0.3;0.4;1.1;15.7;9;22.6;15.5;7.5;1.5;1;8.2;20.8;F;ilyaser01
74;Quentin Richardson;5.8;2009-10;29;MIA;76;75;0;5.8;114;104;2.7;3.1;0.133;0.4;0.8;1.3;1.7;12.9;3.6;17.4;10.6;7;1.8;0.7;9.5;14.8;G-F;richaqu01
75;Antawn Jamison;5.8;2009-10;33;CLEWAS;66;64;0;5.8;108;107;3;2.8;0.115;1.1;-0.9;0.2;1.3;17.3;6.6;20.1;13.4;6.1;1.5;0.7;7.2;23.9;F;jamisan01
76;Marvin Williams;5.7;2009-10;23;ATL;81;81;0;5.7;113;107;3.1;2.6;0.112;-0.4;0.1;-0.4;1;13;5;14.8;9.8;5.6;1.4;1.4;8.7;15.5;F;willima02
77;O.J. Mayo;5.6;2009-10;22;MEM;82;82;0;5.6;110;112;4.3;1.4;0.087;0.8;-0.8;0;1.6;14.6;2.3;9.4;5.8;12.2;1.6;0.4;11.9;20.7;G;mayooj01
78;Mehmet Okur;5.6;2009-10;30;UTA;73;73;0;5.6;109;104;2.6;3;0.126;0.4;0.1;0.5;1.4;15.6;7.5;20.6;14.2;8.5;0.9;3;12.6;21;C-F;okurme01
79;Danilo Gallinari;5.6;2009-10;21;NYK;81;74;0;5.6;113;112;4.1;1.5;0.098;1.2;-0.7;0.5;1.7;14.8;2.6;14;8.2;7.6;1.4;1.6;9.4;19.3;F;gallida01
80;Jermaine O'Neal;5.6;2009-10;31;MIA;70;70;0;5.6;108;103;2.4;3.2;0.135;-0.5;0.4;-0.1;1;17.9;7.4;21.2;14.3;8.4;0.7;3.9;12.9;22.9;C-F;onealje01
81;Aaron Brooks;5.5;2009-10;25;HOU;82;82;0;5.5;108;112;3.9;1.6;0.091;2.3;-1.6;0.7;1.9;16;2;6.6;4.2;25.6;1.2;0.3;13.7;25.7;G;brookaa01
82;Beno Udrih;5.5;2009-10;27;SAC;79;41;0;5.5;114;112;4.2;1.3;0.107;0.7;-0.2;0.4;1.5;15.7;1.7;8.5;5.1;24.1;1.8;0.3;13.1;18.6;G;udrihbe01
83;Grant Hill;5.5;2009-10;37;PHO;81;81;0;5.5;114;110;3.7;1.8;0.109;0.3;0.3;0.6;1.6;14;3.6;16.3;10.3;11.2;1.2;1;11.7;16.8;F-G;hillgr01
84;Emeka Okafor;5.5;2009-10;27;NOH;82;82;0;5.5;110;106;2.6;2.8;0.111;-0.9;-0.3;-1.2;0.4;16.5;12.2;24.7;18.4;3.5;1.2;4.1;12.5;17.1;C-F;okafoem01
85;Tyreke Evans;5.4;2009-10;20;SAC;72;72;0;5.4;107;110;3.3;2.1;0.097;1.3;0;1.3;2.2;18.2;2.8;13.6;8.1;26.1;2.1;0.7;13.6;26.2;G-F;evansty01
86;Jared Dudley;5.3;2009-10;24;PHO;82;1;0;5.3;124;111;4;1.3;0.129;1.4;0.7;2.1;2.1;13.6;5.9;9.8;8;7.9;2;0.6;11;13.7;F-G;dudleja01
87;Metta World Peace;5.3;2009-10;30;LAL;77;77;0;5.3;106;105;1.8;3.5;0.098;-0.6;1.1;0.5;1.6;12.1;4.3;9.9;7.1;13.3;2.1;0.6;12.8;16.2;F;artesro01
88;Kendrick Perkins;5.2;2009-10;25;BOS;78;78;0;5.2;105;101;1.4;3.8;0.117;-1.7;1;-0.7;0.7;15;9.1;24.4;16.9;6;0.6;4.8;20.4;17.6;C;perkike01
89;Samuel Dalembert;5.2;2009-10;28;PHI;82;80;0;5.2;110;105;2.3;3;0.118;-1.2;0.3;-0.9;0.6;16.8;13.1;30.7;21.8;4.7;1;5.6;17.5;15.1;C;dalemsa01
90;Lou Williams;5.2;2009-10;23;PHI;64;38;0;5.2;116;112;4.1;1.1;0.13;1.9;-0.4;1.6;1.7;18.2;1.5;10.1;5.8;22.9;2.2;0.6;12;21.1;G;willilo02
91;Jameer Nelson;5;2009-10;27;ORL;65;64;0;5;110;106;2.8;2.2;0.13;1;-0.3;0.7;1.3;15.5;1.7;10.1;6;32.1;1.3;0.1;15.5;22.3;G;nelsoja01
92;Stephen Jackson;5;2009-10;31;CHAGSW;81;81;0;5;100;104;0.5;4.6;0.077;0.3;0.1;0.4;1.9;15.6;3;12.2;7.7;17.7;2.2;1.1;13.9;27.5;F-G;jacksst02
93;Shawn Marion;5;2009-10;31;DAL;75;75;0;5;107;106;2.1;2.8;0.1;-0.5;0.1;-0.5;0.9;14.7;7.7;15.2;11.5;7.2;1.5;1.9;10.6;18.1;F;mariosh01
94;Anthony Parker;4.9;2009-10;34;CLE;81;81;0;4.9;113;107;2.3;2.6;0.103;-1;0.7;-0.3;1;9.9;1.6;10;6;9.9;1.4;0.6;12.1;12;G;parkean01
95;Kevin Love;4.9;2009-10;21;MIN;60;22;0;4.9;113;109;3.4;1.5;0.138;2.7;-1.2;1.5;1.5;20.7;14.5;28.6;21.5;12.9;1.3;1;13.2;22.4;F-C;loveke01
96;Carlos Delfino;4.8;2009-10;27;MIL;75;66;0;4.8;103;103;1.1;3.7;0.101;-0.1;1.5;1.5;2;12.9;2.4;18;9.8;14;1.8;0.7;13.2;18;G;delfica01
97;Jarrett Jack;4.8;2009-10;26;TOR;82;43;0;4.8;116;115;4.5;0.2;0.102;2;-1.6;0.4;1.4;16.3;1.6;9.8;5.8;27.7;1.4;0.2;17.3;19.1;G;jackja01
98;Mike Bibby;4.8;2009-10;31;ATL;80;80;0;4.8;113;110;3;1.7;0.104;0.1;-0.2;-0.2;1;12.7;1.1;8.8;4.9;20.8;1.6;0.1;11.7;16.1;G;bibbymi01
99;Luc Mbah a Moute;4.7;2009-10;23;MIL;73;62;0;4.7;111;103;1.8;3;0.122;-1.8;1.5;-0.3;0.8;11.8;9.9;14.6;12.2;6.5;1.7;1.6;14.1;12.1;F;mbahalu01
100;Nick Collison;4.7;2009-10;29;OKC;75;5;0;4.7;120;105;2.6;2.2;0.146;-1.9;0.8;-1.2;0.3;13.1;11.5;16.7;14.2;3.7;1.2;2.3;15;12.1;F;collini01
101;Ben Wallace;4.7;2009-10;35;DET;69;67;0;4.7;116;106;2.4;2.3;0.115;0.7;1.2;1.9;1.9;15.8;14.1;23.1;18.3;8;2.4;3.6;15;10;F-C;wallabe01
102;Taj Gibson;4.7;2009-10;24;CHI;82;70;0;4.7;104;103;1.2;3.5;0.103;-2.4;0.5;-2;0;13.8;11.6;19.2;15.4;5;1.2;3.6;13.9;16.7;F-C;gibsota01
103;Stephen Curry;4.7;2009-10;21;GSW;80;77;0;4.7;107;111;3;1.6;0.077;1.1;-0.5;0.7;2;16.3;1.8;12;6.8;24.6;2.5;0.5;16.5;21.8;G;curryst01
104;Al Jefferson;4.6;2009-10;25;MIN;76;76;0;4.6;106;108;2.3;2.3;0.09;0.7;-0.4;0.4;1.5;19;8;24.2;16;10;1.3;3;9.9;24.3;C-F;jeffeal01
105;Michael Beasley;4.6;2009-10;21;MIA;78;78;0;4.6;101;103;0.8;3.8;0.095;-0.9;0.1;-0.8;0.7;16.1;6.3;18.8;12.6;7.8;1.8;1.7;10.3;25.8;F;beaslmi01
106;Wesley Matthews;4.6;2009-10;23;UTA;82;48;0;4.6;113;108;2.6;1.9;0.108;-0.6;0;-0.5;0.8;12.3;3;8;5.6;9;1.6;0.6;12.5;16.5;G;matthwe02
107;DeJuan Blair;4.6;2009-10;20;SAS;82;23;0;4.6;108;101;1.8;2.8;0.147;-1;0.4;-0.7;0.5;17.7;16;25.1;20.6;7.1;1.8;1.9;16.5;20.8;F-C;blairde01
108;Amir Johnson;4.5;2009-10;22;TOR;82;5;0;4.5;124;110;3.4;1.1;0.15;-0.6;0;-0.6;0.5;16.7;12.9;19.1;16.1;5;1.6;3.5;13.6;14.5;F-C;johnsam01
109;Baron Davis;4.5;2009-10;30;LAC;75;73;0;4.5;105;109;2.5;2.1;0.086;1.5;0;1.5;2.2;17.4;2.4;9.9;6.1;39.6;2.6;1.3;15.6;24.3;G;davisba01
110;Jason Williams;4.5;2009-10;34;ORL;82;18;0;4.5;115;106;2.5;2;0.127;0.6;0.4;1;1.3;12.9;0.5;7.8;4.3;26.9;1.6;0.1;16.4;14.5;G;willija02
111;James Harden;4.5;2009-10;20;OKC;76;0;0;4.5;109;104;2;2.5;0.124;-0.7;1.2;0.5;1.1;14;3.2;12.7;8.1;12.3;2.4;0.9;13.4;20.4;G;hardeja01
112;Jonas Jerebko;4.4;2009-10;22;DET;80;73;0;4.4;113;111;2.9;1.5;0.095;-0.7;-0.6;-1.3;0.4;13.9;9.9;16.5;13;4.2;1.9;1.1;10.8;15.7;F;jerebjo01
113;Drew Gooden;4.4;2009-10;28;DALLAC;70;33;0;4.4;109;106;2.3;2.2;0.121;-1.2;-1;-2.1;-0.1;16.9;13.7;21.9;17.8;4.4;1.2;2.5;13.4;21;F;goodedr01
114;Martell Webster;4.4;2009-10;23;POR;82;49;0;4.4;111;108;2.4;2;0.105;0.3;-0.3;0;1;12.5;2.9;13.7;8.3;5;1.2;1.6;7.8;18.2;G-F;webstma02
115;Kyle Lowry;4.3;2009-10;23;HOU;68;0;0;4.3;113;109;2.9;1.4;0.126;0.4;0.4;0.8;1.2;15.5;6.1;11.2;8.6;27.7;1.9;0.4;16.7;18.6;G;lowryky01
116;J.J. Hickson;4.3;2009-10;21;CLE;81;73;0;4.3;109;104;1.8;2.5;0.123;-1;-0.4;-1.4;0.3;15.2;8.2;19.5;14.1;3.9;1.1;1.8;13.4;18.9;F-C;hicksjj01
117;Shane Battier;4.3;2009-10;31;HOU;67;62;0;4.3;114;108;2.2;2.1;0.095;0.1;1.4;1.5;1.9;11.1;3.8;13.1;8.2;10.9;1.2;2.6;11.5;11.4;F;battish01
118;Dorell Wright;4.3;2009-10;24;MIA;72;1;0;4.3;114;104;2.1;2.2;0.137;0.7;1.2;1.8;1.5;14.5;4;14.4;9.2;9.8;1.9;1.7;10.6;15.8;F-G;wrighdo01
119;Arron Afflalo;4.3;2009-10;24;DEN;82;75;0;4.3;114;111;2.8;1.4;0.092;-0.2;-0.2;-0.4;0.9;10.9;3.1;9.9;6.5;9.3;1;1;10.5;14;G-F;afflaar01
120;Nenad Krstić;4.2;2009-10;26;OKC;76;76;0;4.2;111;106;2;2.2;0.116;-1.5;-0.2;-1.8;0.1;13.7;9.1;16;12.6;4.9;0.9;1.9;8.7;17.1;C;krstine01
121;José Calderón;4.2;2009-10;28;TOR;68;39;0;4.2;119;116;4.2;0;0.111;2.5;-1.9;0.6;1.2;16.5;1.5;7.5;4.6;33.8;1.3;0.3;13.9;17.9;G;caldejo01
122;Andrea Bargnani;4.2;2009-10;24;TOR;80;80;0;4.2;108;113;3.3;0.9;0.072;0.9;-1.7;-0.8;0.9;15.5;4.6;15.9;10.4;5.4;0.5;3;8.8;22.3;F-C;bargnan01
123;Kevin Martin;4.2;2009-10;26;HOUSAC;46;43;0;4.2;113;111;3.2;1;0.123;1;-1.4;-0.4;0.6;17;2;9.7;5.8;11.2;1.4;0.3;9.8;25.3;G;martike02
124;Brandon Jennings;4.2;2009-10;20;MIL;82;82;0;4.2;100;104;0.3;3.9;0.075;0.5;0.2;0.7;1.8;14.5;2;10.4;6;29.6;2.1;0.5;13;26.1;G;jennibr01
125;Roy Hibbert;4.1;2009-10;23;IND;81;69;0;4.1;105;106;1.6;2.5;0.098;-1.5;0.6;-0.9;0.6;16.2;9.4;15.5;12.4;13.5;0.7;4.6;14.1;22.2;C;hibbero01
126;Thabo Sefolosha;4;2009-10;25;OKC;82;82;0;4;103;104;0.6;3.4;0.082;-1.9;2;0.1;1.3;9.8;3.8;14.8;9.5;8.9;2.1;1.5;15.8;10.9;G-F;sefolth01
